region,marginal_price,total_demand
BASN,40.56006537857871,104415840.0
CASO,43.11398209484497,106247405.0
CANO,44.372121539969974,164112380.0
FRCC,41.63785974055442,254835658.0
ISNE,39.8934607384613,132079030.0
MISC,41.33790060845952,186790489.0
MISE,44.527681919393956,102056388.0
MISS,39.964802650130224,175440371.0
MISW,39.06264759737566,225553160.0
NWPP,41.176107404449624,195981047.0
NYCW,38.79257351457688,76993625.0
NYUP,33.741370771658445,70257166.0
PJMC,40.36884622036692,118765758.0
PJMD,44.11953155290048,110841999.0
PJME,38.785348669417154,289082184.0
PJMW,42.161026374854416,310165370.0
RMRG,37.53974109870592,88883482.0
SPPC,38.77440126836118,78239307.0
SPPN,36.88087961400652,49626459.0
SPPS,36.49917881370611,122178131.0
SRCA,45.175953129423576,218636717.0
SRCE,41.319838053504434,214888614.0
SRSE,42.52991488992012,242597067.0
SRSG,40.69640987208605,137828950.0
TRE,36.43616511963532,426645124.0
TREW,32.54066601705631,19988250.0
