resource_name,zone,tech_type,model,planning_year,case,unit,start_value,end_value,start_MWh,end_MWh
BASN_batteries_1,BASN,Battery,SWITCH,2027,current_policies_52_week_retire_low_gas,MW,935.8,935.8,2195.6,2195.6
BASN_battery_moderate_0,BASN,Battery,SWITCH,2027,current_policies_52_week_retire_low_gas,MW,-0.0,0.19068,0.0,0.136054
BASN_biomass_1,BASN,Other,SWITCH,2027,current_policies_52_week_retire_low_gas,MW,8.0892,8.0892,0.0,0.0
BASN_biomass_2,BASN,Other,SWITCH,2027,current_policies_52_week_retire_low_gas,MW,20.544,20.544,0.0,0.0
BASN_conventional_hydroelectric_1,BASN,Hydro,SWITCH,2027,current_policies_52_week_retire_low_gas,MW,2522.6,2522.6,0.0,0.0
BASN_conventional_steam_coal_1,BASN,Coal,SWITCH,2027,current_policies_52_week_retire_low_gas,MW,1178.2,917.354,0.0,0.0
BASN_conventional_steam_coal_2,BASN,Coal,SWITCH,2027,current_policies_52_week_retire_low_gas,MW,1822.003755,1821.99,0.0,0.0
BASN_distributed_generation_1,BASN,Distributed Solar,SWITCH,2027,current_policies_52_week_retire_low_gas,MW,0.0,1193.0,0.0,0.0
BASN_geothermal_1,BASN,Geothermal,SWITCH,2027,current_policies_52_week_retire_low_gas,MW,497.354,497.354,0.0,0.0
BASN_hydrogen_fframe_ct_moderate_0,BASN,Hydro,SWITCH,2027,current_policies_52_week_retire_low_gas,MW,-0.0,0.018162,0.0,0.0
BASN_hydrogen_hframe_cc_moderate_0,BASN,Hydro,SWITCH,2027,current_policies_52_week_retire_low_gas,MW,0.0,0.016305,0.0,0.0
BASN_landbasedwind_class3_moderate_0_anyQual_0,BASN,Wind,SWITCH,2027,current_policies_52_week_retire_low_gas,MW,-3e-06,4.7673,0.0,0.0
BASN_landbasedwind_class3_moderate_10_anyQual_0,BASN,Wind,SWITCH,2027,current_policies_52_week_retire_low_gas,MW,-1e-06,0.154209,0.0,0.0
BASN_landbasedwind_class3_moderate_11_anyQual_1,BASN,Wind,SWITCH,2027,current_policies_52_week_retire_low_gas,MW,-0.0,0.185852,0.0,0.0
BASN_landbasedwind_class3_moderate_1_anyQual_1,BASN,Wind,SWITCH,2027,current_policies_52_week_retire_low_gas,MW,2.4e-05,8149.57,0.0,0.0
BASN_landbasedwind_class3_moderate_2_anyQual_0,BASN,Wind,SWITCH,2027,current_policies_52_week_retire_low_gas,MW,-0.0,0.520038,0.0,0.0
BASN_landbasedwind_class3_moderate_3_anyQual_1,BASN,Wind,SWITCH,2027,current_policies_52_week_retire_low_gas,MW,0.0,0.64421,0.0,0.0
BASN_landbasedwind_class3_moderate_4_anyQual_0,BASN,Wind,SWITCH,2027,current_policies_52_week_retire_low_gas,MW,1e-06,0.291149,0.0,0.0
BASN_landbasedwind_class3_moderate_5_anyQual_1,BASN,Wind,SWITCH,2027,current_policies_52_week_retire_low_gas,MW,1e-06,0.32371,0.0,0.0
BASN_landbasedwind_class3_moderate_6_anyQual_0,BASN,Wind,SWITCH,2027,current_policies_52_week_retire_low_gas,MW,0.0,0.282299,0.0,0.0
BASN_landbasedwind_class3_moderate_7_anyQual_1,BASN,Wind,SWITCH,2027,current_policies_52_week_retire_low_gas,MW,0.0,0.306857,0.0,0.0
BASN_landbasedwind_class3_moderate_8_anyQual_0,BASN,Wind,SWITCH,2027,current_policies_52_week_retire_low_gas,MW,0.0,0.150774,0.0,0.0
