Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.6813116591609456e7
new_england_naturalgas,2.7081940339167565e8
new_england_uranium,41.98164561389032
middle_atlantic_naturalgas,8.605964565944947e8
middle_atlantic_uranium,8.931191913555294e8
middle_atlantic_coal,0.0
east_north_central_coal,2.455880959762509e9
east_north_central_naturalgas,9.623482220873733e8
east_north_central_uranium,2.661123036917376e8
new_england_naturalgas_ccs100,2.1401926960326216
middle_atlantic_naturalgas_ccs100,13.924318014645369
east_north_central_naturalgas_ccs90,1.8094301368772892
east_north_central_naturalgas_ccs100,1.5802140513207417
None,0.0
