Constraint,CapRes_1,CapRes_2,CapRes_3
t1,3.1304482539793227e-11,4.5183205793456964e-11,6.246149648238367e-12
t2,2.917360212447095e-11,4.3958742829811583e-11,5.319115003071499e-12
t3,2.8654235927097033e-11,3.838055484120698e-11,5.100016591924765e-12
t4,2.868682007023355e-11,3.389186981928335e-11,4.951685363823284e-12
t5,2.8823451818584382e-11,3.169151875995552e-11,4.753759532994188e-12
t6,3.053763217763412e-11,2.289878762108282e-10,1.1946442122748447e-11
t7,2.1807031033462382e-11,3.1973233107747635e-11,6.4752207747053246e-12
t8,2.644994193510958e-11,3.414274010023323e-11,9.26241909456617e-12
t9,3.045527531885505e-11,3.570870862699833e-11,6.4535299471173675e-12
t10,3.045567747315749e-11,3.69253311056202e-11,1.435247287467557e-11
t11,3.05028000970846e-11,3.7134372602705245e-11,9.727052488624224e-12
t12,3.292253276641608e-11,3.651391123191236e-11,5.0646354103278495e-12
t13,3.122101402729919e-11,3.593982077888776e-11,5.665748652651326e-12
t14,3.795346940471119e-11,3.6773243906069504e-11,6.1113043209267346e-12
t15,3.5954432465349636e-11,3.601329028082231e-11,6.225914088196937e-12
t16,4.515035820225587e-11,3.690421181075371e-11,6.378887731222684e-12
t17,4.409881557138106e-11,4.313023377311952e-11,6.6163154614130564e-12
t18,4.506890055803797e-11,5.6806785543165106e-11,6.995909413536049e-12
t19,5.13529361906432e-11,6.587353531067017e-11,8.305189407102057e-12
t20,4.765605336922458e-11,3.616981640326156e-10,1.0333051634487268e-11
t21,4.362634713533212e-11,6.737568246399487e-11,1.282121906613822e-11
t22,4.8889528324283684e-11,5.6266203421504785e-11,1.0205192867735016e-11
t23,5.488644455725527e-11,5.24642746933569e-11,9.68862224820589e-12
t24,4.298264275065976e-11,5.015882581945592e-11,8.114231053264394e-12
t25,3.775053475022573e-11,5.3432092336139003e-11,6.7127778517604604e-12
t26,3.553980577528103e-11,5.1134012344979905e-11,5.9438354779092185e-12
t27,2.9007613581780084e-11,4.546185884498132e-11,1.045655079023248e-11
t28,3.065977134167544e-11,2.533413322574042e-10,7.281718414480893e-12
t29,3.1070622770130275e-11,4.7242881069391444e-11,7.206853556773119e-12
t30,3.751559662035646e-11,5.212265945974007e-11,2.3655078135869473e-11
t31,3.532579345499717e-11,5.47535397344582e-11,8.491744808744527e-12
t32,3.225300924024142e-11,6.027979570658999e-11,8.067860184943256e-12
t33,3.640088694121423e-11,2.817453530692576e-10,7.883855836025448e-12
t34,4.8335427407056195e-11,3.1064177460964925e-10,6.168188415608839e-12
t35,5.1407286565010426e-11,2.8526460483553297e-10,7.961687863462635e-12
t36,5.419584969160862e-11,3.0685144690946063e-10,8.199344082543693e-12
t37,5.535824268648861e-11,7.30112995779477e-11,8.740750838113495e-12
t38,6.036175852687223e-11,3.3619391290223954e-10,9.52433560207242e-12
t39,6.013370031806362e-11,8.221776900301011e-11,9.21925218082676e-12
t40,5.669755985046823e-11,8.416574677658239e-11,8.586530439247731e-12
t41,5.7929985380945014e-11,8.277285374976575e-11,8.844579519830115e-12
t42,6.11783795081889e-11,4.2322015515076083e-10,9.348801367137995e-12
t43,6.436297403534286e-11,4.011757113924159e-10,1.0800144244705387e-11
t44,4.589699500417098e-11,3.633854328106613e-10,1.3555283338574955e-11
t45,4.562897687276695e-11,6.850019023167053e-11,1.129534810878916e-11
t46,5.605410542378569e-11,6.474638614879939e-11,1.2371362356926217e-11
t47,5.6013926363665485e-11,5.949479165585446e-11,1.2359600802832815e-11
t48,4.672648825671143e-11,5.56720764435254e-11,8.60052627649624e-12
t49,4.759289753676615e-11,5.185056372902802e-11,1.4431623517568764e-11
t50,3.96480637283105e-11,2.2973078211428122e-10,6.99078614272738e-12
t51,3.1819403886131e-11,5.0094639605548625e-11,6.670127410016703e-12
t52,4.585446955068439e-11,5.026963870070049e-11,5.687452807794629e-12
t53,3.8574649607398624e-11,2.0063280524912728e-10,1.3772520931363594e-11
t54,3.7310987398459175e-11,2.1486821463332644e-10,1.4946034856545042e-11
t55,3.5986288283249175e-11,1.827896889233643e-10,7.465819664732192e-12
t56,4.1595117156424903e-11,1.9914310874086003e-10,1.3599937922637852e-11
t57,5.889929973606755e-11,2.2991981936569024e-10,1.2014243933868664e-11
t58,6.870978334983567e-11,2.7415837129869914e-10,1.006667167724474e-11
t59,6.002875307215279e-11,2.523544330152429e-10,7.971372345064383e-12
t60,6.573276080171846e-11,9.737192129574218e-11,8.0905736175619e-12
t61,7.173137680345208e-11,3.7028360986608415e-10,6.433846907439977e-12
t62,6.973621974436024e-11,1.0100072766520342e-10,1.215619911633271e-11
t63,7.673198843439098e-11,4.446630546708145e-10,1.1843131005611756e-11
t64,6.811706232254196e-11,4.327462344019285e-10,1.0411197998008226e-11
t65,6.650459382153637e-11,1.010646615872749e-10,1.0758936622791702e-11
t66,4.276248577144084e-11,9.591567630024106e-11,9.150828596939589e-12
t67,6.0458488096517e-11,8.306444193117594e-11,9.70166658193573e-12
t68,6.089834232450231e-11,4.780910904940796e-10,1.6440779559479192e-11
t69,6.101624282020072e-11,4.772195823478196e-10,1.1703672793542551e-11
t70,5.688942920919968e-11,5.614258075324119e-11,1.0379680879755144e-11
t71,5.327504036687428e-11,4.876092225568507e-11,9.224649504323195e-12
t72,4.8422520555819205e-11,4.898306154816787e-11,7.799743143670852e-12
t73,4.949503217741548e-11,3.0677348604134344e-10,6.65308086555133e-12
t74,4.4739251892441414e-11,4.2559460529586695e-11,6.3040550688677855e-12
t75,3.0458202989817175e-11,1.9409644210777066e-10,5.980201087799957e-12
t76,3.9725706233843576e-11,2.345817593133486e-10,6.387699598981354e-12
t77,3.0482828014613327e-11,2.928970991313451e-11,1.5190400224524267e-11
t78,3.8723191122835924e-11,1.9500724472710263e-10,6.3402392147067115e-12
t79,3.072256712894178e-11,1.5613634319921095e-10,6.056404910500661e-12
t80,3.6928814973195487e-11,4.774876969519125e-11,5.939037979075527e-12
t81,5.032983815920922e-11,1.5128871936472036e-10,5.7911376232079885e-12
t82,5.2256357243171945e-11,1.6779095396474824e-10,5.903938822505379e-12
t83,5.8071584396394394e-11,2.080308880971374e-10,6.2313508675365555e-12
t84,6.459471505758765e-11,7.65244381557638e-11,6.3256923605875875e-12
t85,5.56715293543939e-11,8.248191497989127e-11,6.523469544573318e-12
t86,5.284319117650952e-11,7.938863765739674e-11,6.5251923989138425e-12
t87,4.9327172945199345e-11,7.059160965126978e-11,6.689152162245135e-12
t88,4.5311786634571135e-11,7.149473632055377e-11,6.929157416867e-12
t89,4.6925230438589035e-11,7.273146465387494e-11,7.036105167702239e-12
t90,4.469696945485884e-11,6.765756059133113e-11,7.3874591397925e-12
t91,5.514471402263838e-11,6.594355332773007e-11,7.826547298796686e-12
t92,5.205725282197053e-11,4.903493528063632e-10,2.461776438634004e-11
t93,5.220436453597809e-11,5.407822267779012e-11,1.16729276554518e-11
t94,5.189776450710626e-11,5.481397968945928e-11,9.867469058054235e-12
t95,4.962350037643948e-11,5.1607175644226415e-11,8.304846382304042e-12
t96,4.3387926727042984e-11,4.7561822828620715e-11,7.0108143673582456e-12
t97,5.689057959757214e-11,6.969660112619094e-11,1.122053085943522e-11
t98,5.507913477490757e-11,6.73221433064612e-11,1.015673101523492e-11
t99,5.46281430227381e-11,6.641650957721383e-11,1.0188990828250026e-11
t100,5.2053204365868194e-11,6.601778739023771e-11,9.888422910770063e-12
t101,5.302139842344721e-11,6.818321697814176e-11,1.0922760320668374e-11
t102,5.213202075701467e-11,6.751678970610173e-11,1.3719013975528726e-11
t103,5.5088492440108834e-11,6.838043108710798e-11,1.7321982214616396e-11
t104,6.544899857533232e-11,7.281219815732694e-11,1.89098866191159e-11
t105,1.190694498689321e-10,7.134179413916227e-10,1.906397996519468e-11
t106,1.0506015007535065e-10,1.0002033454303631e-10,1.3846433998793278e-11
t107,1.0551390704014666e-10,9.817682510767418e-11,1.1081716191765725e-11
t108,9.825926678309046e-11,9.847376694020998e-11,9.947287729988136e-12
t109,9.122716491840789e-11,9.738315278525843e-11,8.70496535485494e-12
t110,7.746104646444066e-11,9.861581097812837e-11,8.467218883346718e-12
t111,7.966624444718716e-11,1.039513289064388e-10,8.059940700933165e-12
t112,7.065473425519137e-11,9.886667145129288e-11,8.380143461199468e-12
t113,6.270914481774631e-11,8.854316662185953e-11,1.0028836639287431e-11
t114,7.315766433174341e-11,8.630778308020618e-11,1.8825597835140383e-11
t115,7.961385067577958e-11,9.783535442460309e-11,1.9843262497406794e-11
t116,7.47305839179112e-11,9.382939949671372e-11,1.855251803591548e-11
t117,7.213705492522514e-11,6.025017911501744e-10,1.7880518612368754e-11
t118,6.623898395659719e-11,7.125581734480553e-10,2.5846264898363063e-11
t119,7.179848142931352e-11,7.382271731401027e-11,1.5188671245662716e-11
t120,6.283914896471132e-11,6.964828362432996e-11,2.3995201920574606e-11
t121,7.240687546882424e-11,6.432014754245134e-11,2.0264361971019053e-11
t122,4.4988159915423524e-11,6.157680337246497e-11,9.870269204723441e-12
t123,4.552797785420155e-11,6.127901275751326e-11,1.0851836460412012e-11
t124,4.5014370048880064e-11,6.169287220395213e-11,1.2834689467403129e-11
t125,5.751230159138471e-11,6.186420372374059e-11,1.0464987731522865e-11
t126,6.147178402497778e-11,6.359625894614222e-11,1.1596385142836903e-11
t127,6.397257099560238e-11,6.674237679107729e-11,1.544608939506342e-11
t128,5.814838071536434e-11,7.69511911419742e-11,1.6454713834218943e-11
t129,8.076286753826954e-11,8.469381139676915e-11,1.459973067725225e-11
t130,9.411708884424581e-11,6.114864025898651e-11,8.839037083608744e-12
t131,8.567141028442062e-11,5.757767095412447e-11,7.377532490772429e-12
t132,8.173518356758091e-11,5.5907208894717824e-11,7.1223176100764e-12
t133,7.279506747802565e-11,5.578695565592348e-11,6.859585206198405e-12
t134,6.424033168418349e-11,5.3781658540938653e-11,6.716721757485253e-12
t135,5.83731098198781e-11,5.194511840968971e-11,6.714563358234987e-12
t136,5.0511035325783596e-11,5.209687503538031e-11,6.701757099536686e-12
t137,7.504226809998248e-11,7.734668042556223e-11,7.033259175317499e-12
