Resource,Fuel,Zone,AnnualSumCosts
NENG_Rest_conventional_steam_coal_1,new_england_coal,1,0.0
NENG_Rest_natural_gas_fired_combined_cycle_1,new_england_naturalgas,1,8.771005266147853
NENG_Rest_natural_gas_fired_combined_cycle_2,new_england_naturalgas,1,8.616804396664213e8
NENG_Rest_natural_gas_fired_combustion_turbine_1,new_england_naturalgas,1,6.405239942957833
NENG_Rest_natural_gas_fired_combustion_turbine_2,new_england_naturalgas,1,4.576953562498253
NENG_Rest_nuclear_1,new_england_uranium,1,2.3445978695014477e8
NY_Z_A_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,2,6.927997729443037
NY_Z_A_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,2,5.325477393648714
NY_Z_A_natural_gas_steam_turbine_1,middle_atlantic_naturalgas,2,4.146924007868143
NY_Z_B_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,3,7.79270391290012
NY_Z_B_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,3,0.0
NY_Z_B_natural_gas_steam_turbine_1,middle_atlantic_naturalgas,3,3.3980229664185537
NY_Z_B_nuclear_1,middle_atlantic_uranium,3,1.761017491973635
NY_Z_C&E_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,4,18.700515219296452
NY_Z_C&E_natural_gas_steam_turbine_1,middle_atlantic_naturalgas,4,2.98783322875739
NY_Z_C&E_nuclear_1,middle_atlantic_uranium,4,1.7752105891930935e8
NY_Z_D_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,5,6.86018388056695
NY_Z_D_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,5,9.007603042895406
NY_Z_F_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,6,3.160498406852152e8
NY_Z_F_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,6,10.25439948362285
NY_Z_F_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,6,0.0
NY_Z_G-I_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,7,1.2968177279357545e8
NY_Z_G-I_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,7,4.789667961937956
NY_Z_G-I_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,7,2.5976772076821444
NY_Z_G-I_natural_gas_fired_combustion_turbine_2,middle_atlantic_naturalgas,7,4.000781702628942
NY_Z_J_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,8,9.326873975391793e7
NY_Z_J_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,8,2.2949787891341352e8
NY_Z_J_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,8,3.841578171346076
NY_Z_J_natural_gas_fired_combustion_turbine_2,middle_atlantic_naturalgas,8,1.2528943887322562e7
NY_Z_K_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,9,1.1974131430166112e7
NY_Z_K_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,9,7.691726783494486e7
NY_Z_K_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,9,1.6449885687105365e6
NY_Z_K_natural_gas_fired_combustion_turbine_2,middle_atlantic_naturalgas,9,7.527339013430785e6
PJM_EMAC_conventional_steam_coal_1,middle_atlantic_coal,10,0.0
PJM_EMAC_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,10,11.249322603985709
PJM_EMAC_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,10,1.1295690939100723e9
PJM_EMAC_natural_gas_fired_combined_cycle_3,middle_atlantic_naturalgas,10,3.0631683395035125
PJM_EMAC_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,10,2466.7836511840737
PJM_EMAC_natural_gas_fired_combustion_turbine_2,middle_atlantic_naturalgas,10,4.413211542926816e6
PJM_EMAC_natural_gas_steam_turbine_1,middle_atlantic_naturalgas,10,2.0011842647914145e7
PJM_EMAC_nuclear_1,middle_atlantic_uranium,10,5.1781517600254905e8
PJM_EMAC_nuclear_2,middle_atlantic_uranium,10,4.679156638665534
PJM_Rest_conventional_steam_coal_1,east_north_central_coal,11,5.831988676882186e9
PJM_Rest_natural_gas_fired_combined_cycle_1,east_north_central_naturalgas,11,6.027277357256438
PJM_Rest_natural_gas_fired_combined_cycle_2,east_north_central_naturalgas,11,1.0565841308428068e9
PJM_Rest_natural_gas_fired_combustion_turbine_1,east_north_central_naturalgas,11,4.702161133110164
PJM_Rest_natural_gas_fired_combustion_turbine_2,east_north_central_naturalgas,11,5.388095868443243
PJM_Rest_natural_gas_fired_combustion_turbine_3,east_north_central_naturalgas,11,2.9266309135806674
PJM_Rest_natural_gas_fired_combustion_turbine_4,east_north_central_naturalgas,11,3.4480142947694823
PJM_Rest_nuclear_1,east_north_central_uranium,11,2.115850360248563e8
NENG_Rest_naturalgas_ccavgcf_moderate_0,new_england_naturalgas,1,2.8537284040008575e7
NENG_Rest_naturalgas_ctavgcf_moderate_0,new_england_naturalgas,1,2.5712581238794825
NENG_Rest_nuclear_nuclear_moderate_0,new_england_uranium,1,0.42141512234084927
NENG_Rest_naturalgas_ccs100_moderate_0,new_england_naturalgas_ccs100,1,1.5650248017712003
NY_Z_A_naturalgas_ccavgcf_moderate_0,middle_atlantic_naturalgas,2,8.491728782658367
NY_Z_A_naturalgas_ctavgcf_moderate_0,middle_atlantic_naturalgas,2,3.4628111550904825
NY_Z_A_nuclear_nuclear_moderate_0,middle_atlantic_uranium,2,0.380827964306988
