Constraint,CapRes_1,CapRes_2,CapRes_3
t1,1.175387632076693e-17,1.226575128000054e-17,3.2461772438842923e-18
t2,1.1200863239366414e-17,1.1760284402884663e-17,2.3276983757738535e-18
t3,1.1246293636120783e-17,1.1414188719753875e-17,2.2497882953378166e-18
t4,1.1212270098095216e-17,1.1240571584229687e-17,2.1939746834357416e-18
t5,1.1034073264935024e-17,1.0947711705610574e-17,2.156640038887072e-18
t6,1.0816776131881751e-17,6.609012882292577e-17,6.5676081354534975e-18
t7,9.679461513328677e-18,1.509360458264698e-17,3.767131409011014e-18
t8,1.0673706429893404e-17,1.4340939366583103e-17,5.549441524562298e-18
t9,1.1161584343528119e-17,1.4598122651403644e-17,3.990421874836227e-18
t10,1.0642981231285735e-17,1.5304536810148676e-17,5.7201681626581405e-18
t11,1.0685923695978338e-17,1.6645949486058962e-17,5.831925657599847e-18
t12,1.1104910095016801e-17,1.77876109139202e-17,2.665945191492815e-18
t13,1.1168277798918216e-17,1.572702390954849e-17,2.9793868651233472e-18
t14,1.2054659185824483e-17,2.782933510474751e-17,3.439055888846179e-18
t15,1.1122916474283772e-17,1.8135491688124995e-17,3.580976547760199e-18
t16,1.0992298324479568e-17,1.7797477252617293e-17,3.2268514647315465e-18
t17,1.4212406658483494e-17,1.667518200043897e-17,3.2508769547614165e-18
t18,1.5894949940330124e-17,1.8319112441093027e-17,3.566942936202659e-18
t19,1.4165936103457666e-17,4.185848608391062e-17,4.405649114912885e-18
t20,1.4919378569836728e-17,9.101533820829013e-17,5.093518493487375e-18
t21,1.480954459798535e-17,5.0117192942409985e-17,1.006056960507743e-17
t22,1.5150739772592484e-17,1.6121842899324788e-17,4.524059852271183e-18
t23,1.9470159134847495e-17,1.5000260582668836e-17,4.382583820967517e-18
t24,1.3580747404135237e-17,2.5699705355283906e-17,3.952152423082739e-18
t25,1.2591724949432707e-17,3.792267893451471e-17,3.3973669971579538e-18
t26,1.2043390681938857e-17,3.536030378532068e-17,3.695693482426212e-18
t27,1.2492652839111713e-17,1.51949748829758e-17,6.480541141546941e-18
t28,1.668170518737004e-17,6.905500405166594e-17,4.259624630995639e-18
t29,1.6465931951110855e-17,1.9430715552980718e-17,4.208762646885738e-18
t30,3.76302141462867e-17,2.6057775894305118e-17,6.888930991123512e-18
t31,1.5600078931244622e-17,2.309069382258466e-17,5.030729546990638e-18
t32,1.5938533697910644e-17,2.5275445720230097e-17,5.4279122135894925e-18
t33,1.7628284601522685e-17,8.223913814013941e-17,4.385712513638939e-18
t34,2.4322204663329007e-17,9.196739035461939e-17,5.312611118678076e-18
t35,2.6219786152758397e-17,9.881830090140513e-17,5.628913499824819e-18
t36,2.1590279985612445e-17,1.0746408935669934e-16,8.624971353983582e-18
t37,1.9541806532401626e-17,2.777693199548197e-17,5.242838832857302e-18
t38,2.0857945012233906e-17,1.143603783879629e-16,9.196288111533479e-18
t39,2.4639001884389974e-17,3.47157986255088e-17,7.189260731592127e-18
t40,2.74978340212842e-17,3.684153805846385e-17,5.1048665152734895e-18
t41,3.6489335193434036e-17,3.672327331825287e-17,5.3711741659750024e-18
t42,5.704966159350862e-17,1.202816728393046e-16,5.487675091817533e-18
t43,6.007702473221165e-17,1.2096527086875123e-16,6.340453082787329e-18
t44,2.7159456900889826e-17,1.2490722419628063e-16,1.0394466465781405e-17
t45,2.8498512986202374e-17,6.106223839697138e-17,6.8040682134256624e-18
t46,3.8845891246456756e-17,5.595275788961874e-17,1.0085311567611504e-17
t47,4.6929771220671055e-17,4.285756800055726e-17,9.482038756201145e-18
t48,3.0363027356534525e-17,1.246256305900174e-16,4.428276450593536e-18
t49,3.8213825767148567e-17,3.4256111123508125e-17,7.413073589583398e-18
t50,1.871896608793965e-17,8.012827559896875e-17,3.814251141566964e-18
t51,1.527684895862738e-17,2.4594515206895073e-17,3.6822756641659076e-18
t52,2.9508777471924e-17,2.1320920378300905e-17,3.2374548454584096e-18
t53,1.557400821608988e-17,7.040952057883563e-17,7.326600544649288e-18
t54,1.577100207810802e-17,7.654417482159657e-17,7.732703250795063e-18
t55,1.7128892842671177e-17,7.665334356390568e-17,4.677319946558448e-18
t56,2.0269869651060083e-17,9.799599152639886e-17,6.826650887498236e-18
