region,marginal_price,total_demand
BASN,58.87509768262988,177158138.0
CASO,61.73616677420006,158791938.0
CANO,64.9404403966143,245898072.0
FRCC,57.848583098654125,334048179.0
ISNE,99.90438420301997,210413923.0
MISC,48.762733473315855,264171318.0
MISE,55.652992985804595,137137308.0
MISS,50.162762047481,242486982.0
MISW,52.55446418274371,324181570.0
NWPP,81.92100035955579,300529644.0
NYCW,83.75564953827879,106442119.0
NYUP,67.65729228351347,92400602.0
PJMC,52.65804097131725,152682741.0
PJMD,65.14983730227681,145712440.0
PJME,69.29379356203467,389826566.0
PJMW,54.22187142615286,412215498.0
RMRG,49.44433862085561,150676430.0
SPPC,46.64170654209896,108907378.0
SPPN,45.45741122493786,74985567.0
SPPS,44.85357891408179,177543457.0
SRCA,58.89351009030523,287884867.0
SRCE,52.28452319326517,285639456.0
SRSE,56.82627334730359,333542368.0
SRSG,58.227301423512074,204888767.0
TRE,46.5024654914648,555402906.0
TREW,42.270834819500294,26667903.0
