Constraint,CapRes_1,CapRes_2,CapRes_3
t1,4.380453835610181e-12,1.0935296306386885e-11,1.081204857135918e-12
t2,3.867090344476926e-12,8.273955282849576e-12,1.0371933997036822e-12
t3,3.855290383478242e-12,9.20636606631947e-12,1.048145671297852e-12
t4,3.6460091740039365e-12,8.20478265102116e-12,1.0608121994642903e-12
t5,4.207794800171209e-12,9.470646913917143e-12,1.1473557801478493e-12
t6,4.824778503186243e-12,1.1746214728912519e-11,1.3998047565190622e-12
t7,6.548762180390471e-12,1.2128674701151857e-11,1.7909539107312364e-12
t8,8.167846645549748e-12,1.4996338556203907e-11,2.255690692395859e-12
t9,1.0606720543429234e-11,2.2815638115996624e-11,2.024415315385588e-12
t10,8.303781200388426e-12,2.8618999277696084e-11,1.441474884459341e-12
t11,8.566418735662727e-12,2.10609307270004e-11,1.2977648089556242e-12
t12,8.914240800172475e-12,2.7117923183202316e-11,1.0917078447555246e-12
t13,8.345316281767987e-12,2.6733174289220788e-11,1.0113895345474056e-12
t14,7.206988355025605e-12,2.342301272846055e-11,1.0063790056619057e-12
t15,7.442177203764514e-12,1.7931677596379478e-11,9.984146180606138e-13
t16,6.527479167980467e-12,1.673194533241437e-11,1.1065320348434389e-12
t17,6.87358255112543e-12,2.767250289515625e-11,1.4531653272095883e-12
t18,1.6299569706952684e-11,3.611394427194573e-11,4.3688409420315364e-12
t19,2.278916166935711e-11,3.475981571281619e-11,3.817134273070228e-12
t20,1.2585229850557364e-11,2.6820252606731465e-11,2.36305627645928e-12
t21,1.1257333212122453e-11,2.0010370566009864e-11,1.98446053066191e-12
t22,8.937623923654033e-12,2.3544754820780036e-11,2.0268146038409697e-12
t23,6.58425907158621e-12,1.4400602836405371e-11,1.2818519665933991e-12
t24,5.4830916992876186e-12,1.2213943215579356e-11,5.63315917446383e-12
t25,-1.4714148605400705e-12,8.476908883944413e-12,-7.33842754465913e-16
t26,4.27945004711715e-12,8.993671442728243e-12,8.810263843650419e-13
t27,4.593782439648703e-12,8.684181832173193e-12,1.1645109051603012e-12
t28,4.752182576820663e-12,9.116692821273582e-12,6.39211631018841e-13
t29,5.334050296881068e-12,9.362757706716215e-12,9.038719547701343e-13
t30,5.864793647672173e-12,1.0225924247277113e-11,1.0012893946049377e-12
t31,7.190128388455689e-12,1.1480161571156575e-11,1.3211739722270034e-12
t32,7.553240168849026e-12,1.7000439064554672e-11,1.4460024733832178e-12
t33,9.110059827457981e-12,2.0411818360644407e-11,1.201422214020094e-12
t34,7.611247088802334e-12,1.4016008569116743e-11,7.930695206304032e-13
t35,6.418241476420893e-12,9.461702726597992e-12,7.590228452137102e-13
t36,6.106834849295385e-12,9.303461547968345e-12,7.208651878872898e-13
t37,5.640724498041946e-12,8.999908493713699e-12,6.775097951997463e-13
t38,5.2488252633196104e-12,9.6472073647518e-12,6.477395431616885e-13
t39,5.081101451895379e-12,1.3362587353245645e-11,6.491878285572864e-13
t40,4.9620257603903e-12,1.1679277782666973e-11,7.0049152036342e-13
t41,7.351957326801477e-12,1.63217736755195e-11,8.734052287738538e-13
t42,8.116335877510177e-12,2.1159843467132167e-11,1.903729233021153e-12
t43,8.470877700857879e-12,2.379357473868455e-11,1.7635406129857143e-12
t44,5.817453102281437e-12,1.583009069709199e-11,1.2465178651703133e-12
t45,5.414592134179947e-12,1.735559945228984e-11,1.1051879296773064e-12
t46,4.754131678476973e-12,1.3832598391122854e-11,9.88382662127059e-13
t47,3.873158523648664e-12,1.1862494774510425e-11,8.605560302769943e-13
t48,3.6819731518300964e-12,9.175094086168001e-12,7.851078602128194e-13
t49,3.921601249695673e-12,8.396482186478167e-12,7.279049186089214e-13
t50,3.8958726952086455e-12,8.242743823862459e-12,6.479427725886075e-13
t51,3.7058016927367015e-12,7.75746977795495e-12,6.169749158077085e-13
t52,3.83620810889319e-12,8.208385741228183e-12,6.05571220365221e-13
t53,4.077070778634481e-12,8.38665480665789e-12,6.173786782578409e-13
t54,4.056901763571226e-12,8.879440273704338e-12,6.610686914279974e-13
t55,4.227130697028538e-12,8.833123289935771e-12,7.250775461735574e-13
t56,4.991938595933202e-12,9.289278090013162e-12,8.178171038511324e-13
t57,4.453737990655756e-12,1.1184900601090627e-11,7.773752514394161e-13
t58,4.495434417555827e-12,1.2644185839539256e-11,6.728925060839821e-13
t59,4.730077945549492e-12,1.1512111965956229e-11,6.483055164310159e-13
t60,4.902447190975928e-12,9.307470886782249e-12,6.42647762455982e-13
t61,4.777468312408975e-12,8.338694616157643e-12,6.523603812777351e-13
t62,4.5534641143375565e-12,7.915181332879081e-12,6.343244141512988e-13
t63,4.4056106202491716e-12,7.942543525780102e-12,6.365741317047524e-13
t64,4.286308479318508e-12,7.190248325879765e-12,6.525803482082963e-13
t65,5.517678370817392e-12,9.837298384800588e-12,7.39259766723883e-13
t66,5.894737200502187e-12,1.6039398975444435e-11,1.1471439743254071e-12
t67,6.9427171157392765e-12,3.5662294078337774e-11,1.454103458965908e-12
t68,6.922060757075448e-12,2.9158918269500667e-11,1.4419841639510897e-12
t69,6.2723150593834125e-12,2.4885937488967874e-11,1.267848270501096e-12
t70,5.644210614980778e-12,1.8479951884428773e-11,1.124617236207501e-12
t71,4.635246964124178e-12,1.3026542418099508e-11,9.717223370440057e-13
t72,4.0642717827197905e-12,9.06156926646654e-12,8.358974696243605e-13
t73,3.703348228665969e-12,8.088930833846644e-12,7.438237894349711e-13
t74,3.5333329565650255e-12,6.996512549814444e-12,7.173994234977995e-13
t75,3.5158299192676395e-12,6.417610055174652e-12,7.327844070736394e-13
t76,3.72063974549208e-12,6.965866632135265e-12,7.567793018487032e-13
t77,3.828498650354642e-12,7.986151753145876e-12,7.603258371284709e-13
t78,3.998830699380905e-12,7.907301340153875e-12,7.901768357974086e-13
t79,4.354767344163054e-12,8.559348541888873e-12,9.994187253664994e-13
t80,4.292820728677517e-12,8.986116601776984e-12,9.35625919220394e-13
t81,4.491575182318868e-12,1.1297330142617459e-11,9.433732730874414e-13
t82,4.102402259900723e-12,9.563635003363352e-12,7.636170883577162e-13
t83,4.568930249486439e-12,1.0469628466165538e-11,6.672366600889929e-13
t84,4.626363268634973e-12,1.1527133082820437e-11,6.948102112652005e-13
t85,4.941161824457851e-12,1.1110656775237664e-11,6.843943510491219e-13
t86,4.978281599132991e-12,1.0912684417981564e-11,6.917622527774676e-13
t87,4.68264938146979e-12,1.2253425329139183e-11,7.067567073081282e-13
t88,4.720304831041328e-12,1.1598536641148288e-11,7.841169676278859e-13
t89,5.496886801702722e-12,1.38713090668094e-11,1.0320501253477575e-12
t90,1.0171705261875974e-11,1.7248055462327326e-11,2.0124144321655922e-12
t91,1.297591338522197e-11,2.8423204828056657e-11,2.7258793908054163e-12
t92,1.511951312846674e-11,3.508658949073278e-11,2.698774244527115e-12
t93,1.227357967750396e-11,2.6841562314990295e-11,2.4506565936336513e-12
t94,1.0730686065969655e-11,2.1690850464461847e-11,1.93010394197775e-12
t95,7.06114941362304e-12,1.6802059015850285e-11,1.4070487770683482e-12
t96,5.3643710398147404e-12,1.2700850690013701e-11,1.1369860141688283e-12
t97,2.4155960679682908e-12,4.965560063483679e-12,4.95088752035482e-13
t98,2.341292819375314e-12,4.852441770618277e-12,4.099238368375527e-13
t99,2.3906017903928834e-12,5.152488725623037e-12,3.970240136049607e-13
t100,2.4065134762366693e-12,4.959910678801934e-12,4.0040057696378803e-13
t101,2.4082641713964645e-12,4.127367962570617e-12,4.0025579550823747e-13
t102,2.4465492701173563e-12,3.6327560355036344e-12,2.675307323381487e-13
t103,2.009653682578698e-12,3.6198741255486634e-12,3.218101364783913e-12
t104,2.247960150380254e-12,3.014601096648776e-12,-5.864236101101084e-12
t105,2.398501215885267e-12,3.237491174876774e-12,-1.4675742281397599e-12
t106,2.4022731605820434e-12,3.439084681466254e-12,-2.1604292984556497e-12
