region,marginal_price,total_demand
BASN,187.51200730113587,154373402.0
CASO,182.6311858713233,141559023.0
CANO,195.27766360439358,219102255.0
FRCC,184.70620206764755,305390926.0
ISNE,253.17810225630996,185912448.0
MISC,175.3057609124678,243790194.0
MISE,194.21606182800963,126030936.0
MISS,169.7934393488364,223677305.0
MISW,176.2717894005391,294141188.0
NWPP,176.46691778351504,260888430.0
NYCW,258.77905498592855,97972883.0
NYUP,216.79028639796465,85901025.0
PJMC,186.5745171980798,142659266.0
PJMD,224.6798204256071,134294097.0
PJME,238.21025612039412,361596414.0
PJMW,185.16673580725617,381430632.0
RMRG,160.40713348162362,129535560.0
SPPC,168.8511679090583,101870818.0
SPPN,164.29313584082783,67540119.0
SPPS,159.5222272288416,162787259.0
SRCA,193.68492792400318,263347390.0
SRCE,176.67455205894214,264512199.0
SRSE,184.13792876406234,303257618.0
SRSG,188.13839780765903,183293864.0
TRE,164.52446100769373,515960435.0
TREW,153.09305765870852,24676479.0
