model,line,line_name,planning_year,case,unit,value
GenX,1,BASN_to_CANO,2027,Results_p1,MW,2.47844
GenX,2,BASN_to_CASO,2027,Results_p1,MW,28.9416
GenX,3,BASN_to_NWPP,2027,Results_p1,MW,0.398768
GenX,4,BASN_to_RMRG,2027,Results_p1,MW,0.244351
GenX,5,BASN_to_SRSG,2027,Results_p1,MW,0.000126222
GenX,6,CANO_to_CASO,2027,Results_p1,MW,3.13568
GenX,7,CANO_to_NWPP,2027,Results_p1,MW,0.825327
GenX,8,CASO_to_NWPP,2027,Results_p1,MW,0.279009
GenX,9,CASO_to_SRSG,2027,Results_p1,MW,5.85387
GenX,10,FRCC_to_SRSE,2027,Results_p1,MW,1.56821
GenX,11,ISNE_to_NYCW,2027,Results_p1,MW,4.75275
GenX,12,ISNE_to_NYUP,2027,Results_p1,MW,339.587
GenX,13,MISC_to_MISE,2027,Results_p1,MW,111.977
GenX,14,MISC_to_MISS,2027,Results_p1,MW,1.26506
GenX,15,MISC_to_MISW,2027,Results_p1,MW,0.0335174
GenX,16,MISC_to_PJMC,2027,Results_p1,MW,2.06368
GenX,17,MISC_to_PJMW,2027,Results_p1,MW,4.1121
GenX,18,MISC_to_SPPC,2027,Results_p1,MW,4769.38
GenX,19,MISC_to_SPPN,2027,Results_p1,MW,1108.62
GenX,20,MISC_to_SPPS,2027,Results_p1,MW,0.863651
GenX,21,MISC_to_SRCE,2027,Results_p1,MW,3.72102
GenX,22,MISE_to_MISW,2027,Results_p1,MW,103.323
GenX,23,MISE_to_PJMW,2027,Results_p1,MW,4.25961
GenX,24,MISS_to_SPPC,2027,Results_p1,MW,85.454
GenX,25,MISS_to_SPPS,2027,Results_p1,MW,16941
GenX,26,MISS_to_SRCE,2027,Results_p1,MW,1.3378
GenX,27,MISS_to_SRSE,2027,Results_p1,MW,1856.72
GenX,28,MISW_to_NWPP,2027,Results_p1,MW,27.46
GenX,29,MISW_to_PJMC,2027,Results_p1,MW,2.49193
GenX,30,MISW_to_SPPC,2027,Results_p1,MW,89.1438
GenX,31,MISW_to_SPPN,2027,Results_p1,MW,14.443
GenX,32,NWPP_to_RMRG,2027,Results_p1,MW,0.1493
GenX,33,NYCW_to_NYUP,2027,Results_p1,MW,1.55945
GenX,34,NYCW_to_PJME,2027,Results_p1,MW,3371.18
GenX,35,NYUP_to_PJME,2027,Results_p1,MW,0.617053
GenX,36,PJMC_to_PJMW,2027,Results_p1,MW,10.3372
GenX,37,PJMD_to_PJME,2027,Results_p1,MW,1331.69
GenX,38,PJMD_to_PJMW,2027,Results_p1,MW,0.00433063
GenX,39,PJMD_to_SRCA,2027,Results_p1,MW,5.34289
GenX,40,PJME_to_PJMW,2027,Results_p1,MW,2.52869
GenX,41,PJMW_to_SRCA,2027,Results_p1,MW,0.523369
GenX,42,PJMW_to_SRCE,2027,Results_p1,MW,1.86794
GenX,43,RMRG_to_SPPC,2027,Results_p1,MW,4519.65
GenX,44,RMRG_to_SPPN,2027,Results_p1,MW,566.531
GenX,45,RMRG_to_SRSG,2027,Results_p1,MW,13.9427
GenX,46,SPPC_to_SPPN,2027,Results_p1,MW,831.86
GenX,47,SPPC_to_SPPS,2027,Results_p1,MW,0.357426
GenX,48,SPPN_to_SPPS,2027,Results_p1,MW,1705.77
GenX,49,SPPS_to_SRSG,2027,Results_p1,MW,747.732
GenX,50,SPPS_to_TRE,2027,Results_p1,MW,4147.53
GenX,51,SPPS_to_TREW,2027,Results_p1,MW,1135.05
GenX,52,SRCA_to_SRCE,2027,Results_p1,MW,3.39024
GenX,53,SRCA_to_SRSE,2027,Results_p1,MW,7.26148
GenX,54,SRCE_to_SRSE,2027,Results_p1,MW,0.940319
GenX,55,TRE_to_TREW,2027,Results_p1,MW,0.606209
GenX,56,NWPP_to_SPPN,2027,Results_p1,MW,66.9392
GenX,57,SRSG_to_TRE,2027,Results_p1,MW,164.432
GenX,1,BASN_to_CANO,2030,Results_p2,MW,1253.83
GenX,2,BASN_to_CASO,2030,Results_p2,MW,1.3887
GenX,3,BASN_to_NWPP,2030,Results_p2,MW,0.400008
GenX,4,BASN_to_RMRG,2030,Results_p2,MW,6.23271
GenX,5,BASN_to_SRSG,2030,Results_p2,MW,0.292532
GenX,6,CANO_to_CASO,2030,Results_p2,MW,0.921244
GenX,7,CANO_to_NWPP,2030,Results_p2,MW,247.421
GenX,8,CASO_to_NWPP,2030,Results_p2,MW,1.58377
GenX,9,CASO_to_SRSG,2030,Results_p2,MW,6511.17
GenX,10,FRCC_to_SRSE,2030,Results_p2,MW,7.89508
GenX,11,ISNE_to_NYCW,2030,Results_p2,MW,738.652
GenX,12,ISNE_to_NYUP,2030,Results_p2,MW,5731.66
GenX,13,MISC_to_MISE,2030,Results_p2,MW,3166.42
GenX,14,MISC_to_MISS,2030,Results_p2,MW,0.844779
GenX,15,MISC_to_MISW,2030,Results_p2,MW,1.35648
GenX,16,MISC_to_PJMC,2030,Results_p2,MW,4.2114
GenX,17,MISC_to_PJMW,2030,Results_p2,MW,12623.2
