case,tech_type,planning_year,value,min,max
20-week-foresight,Battery,2027,10606239.8,5379588.0,14677292.0
20-week-foresight,CCS,2027,743433.3,171137.0,1255229.0
20-week-foresight,Coal,2027,403870342.4,140984303.0,707998958.0
20-week-foresight,Distributed Solar,2027,94151662.4,92401160.0,94987834.0
20-week-foresight,Geothermal,2027,6168411.6,5855261.0,7194779.0
20-week-foresight,Hydro,2027,279491433.8,268629573.0,286260782.0
20-week-foresight,Hydrogen,2027,111056.7,175.0,298747.0
20-week-foresight,Natural Gas CC,2027,1532720195.8,1279031858.0,1836951372.0
20-week-foresight,Natural Gas CT,2027,7727956.2,2652688.0,15191635.0
20-week-foresight,Nuclear,2027,840563632.0,833803283.0,846600794.0
20-week-foresight,Solar,2027,279176688.6,256837355.0,353114177.0
20-week-foresight,Wind,2027,802524864.4,678751288.0,1025637453.0
20-week-foresight,Battery,2030,20599234.0,15700437.0,27166268.0
20-week-foresight,CCS,2030,500089727.8,246518306.0,866046601.0
20-week-foresight,Coal,2030,1887640.2,16176.0,4550775.0
20-week-foresight,Distributed Solar,2030,141538946.4,138980705.0,143764564.0
20-week-foresight,Geothermal,2030,5404768.2,4788904.0,6331167.0
20-week-foresight,Hydro,2030,295640075.6,283179385.0,301277385.0
20-week-foresight,Hydrogen,2030,246910.0,33646.0,663136.0
20-week-foresight,Natural Gas CC,2030,601444468.2,438691565.0,828843282.0
20-week-foresight,Natural Gas CT,2030,4194352.6,520447.0,9052148.0
20-week-foresight,Nuclear,2030,767687600.4,727956844.0,797558927.0
20-week-foresight,Solar,2030,554347364.4,453841107.0,623161400.0
20-week-foresight,Wind,2030,1784485542.2,1614077709.0,1989138512.0
20-week-foresight,Battery,2035,28768064.4,21726244.0,33838926.0
20-week-foresight,CCS,2035,920274895.4,691539505.0,1119070389.0
20-week-foresight,Coal,2035,114172.2,27766.0,331282.0
20-week-foresight,Distributed Solar,2035,183148824.4,178825027.0,186621949.0
20-week-foresight,Geothermal,2035,5044931.0,4291806.0,6007668.0
20-week-foresight,Hydro,2035,310320403.2,300934927.0,317092566.0
20-week-foresight,Hydrogen,2035,352188.0,182613.0,540470.0
20-week-foresight,Natural Gas CC,2035,399815727.8,284697475.0,561221864.0
20-week-foresight,Natural Gas CT,2035,3380302.4,1332813.0,4933154.0
20-week-foresight,Nuclear,2035,758549262.0,706817900.0,774851038.0
20-week-foresight,Solar,2035,972020774.0,787965316.0,1189791653.0
20-week-foresight,Wind,2035,2020995355.6,1764061563.0,2184118169.0
20-week-foresight,Battery,2040,16988054.8,8038770.0,26839810.0
20-week-foresight,CCS,2040,1127144329.0,946546125.0,1260124838.0
20-week-foresight,Coal,2040,347207.2,207117.0,525704.0
20-week-foresight,Distributed Solar,2040,194777078.8,190081562.0,199043143.0
20-week-foresight,Geothermal,2040,3178372.8,2757213.0,3476928.0
20-week-foresight,Hydro,2040,306932218.0,294659218.0,314146128.0
20-week-foresight,Hydrogen,2040,412496.0,240113.0,638829.0
20-week-foresight,Natural Gas CC,2040,334016780.0,213647882.0,449512453.0
20-week-foresight,Natural Gas CT,2040,6179628.0,4067822.0,8336355.0
20-week-foresight,Nuclear,2040,743168892.4,698893135.0,766790800.0
20-week-foresight,Solar,2040,1274891982.4,1055742242.0,1464967895.0
20-week-foresight,Wind,2040,2135985112.0,1869891210.0,2287452414.0
20-week-foresight,Battery,2045,56269595.2,40977805.0,67564127.0
20-week-foresight,CCS,2045,1429152249.2,1259174687.0,1512865570.0
20-week-foresight,Coal,2045,744416.0,297705.0,1200585.0
20-week-foresight,Distributed Solar,2045,201477289.8,198309320.0,205293515.0
20-week-foresight,Geothermal,2045,1762292.2,1579193.0,1895712.0
20-week-foresight,Hydro,2045,291922755.6,279752765.0,298304856.0
20-week-foresight,Hydrogen,2045,435258.0,284599.0,713524.0
20-week-foresight,Natural Gas CC,2045,312029095.6,219142677.0,401321780.0
20-week-foresight,Natural Gas CT,2045,7692902.6,5360545.0,9697969.0
20-week-foresight,Nuclear,2045,746293993.4,711268264.0,769141653.0
20-week-foresight,Solar,2045,1577714978.8,1331184205.0,1788519312.0
20-week-foresight,Wind,2045,2290295417.2,2036065818.0,2414930018.0
20-week-foresight,Battery,2050,157196755.4,118159922.0,210390775.0
20-week-foresight,CCS,2050,1521330130.2,1367110051.0,1649873389.0
20-week-foresight,Coal,2050,700294.4,450181.0,1065655.0
20-week-foresight,Distributed Solar,2050,217099550.2,212391648.0,221998610.0
20-week-foresight,Geothermal,2050,700422.6,348295.0,873600.0
20-week-foresight,Hydro,2050,280006334.8,269231304.0,284857834.0
20-week-foresight,Hydrogen,2050,427725.7,291965.0,692449.0
20-week-foresight,Natural Gas CC,2050,257638834.2,195816586.0,326208230.0
20-week-foresight,Natural Gas CT,2050,5723982.4,4642229.0,7018329.0
20-week-foresight,Nuclear,2050,722818778.2,695778158.0,752338863.0
20-week-foresight,Solar,2050,1884733044.6,1572693521.0,2146890647.0
20-week-foresight,Wind,2050,2324516579.0,2064096987.0,2438188533.0
20-week-foresight-current-policy,Battery,2027,14531729.0,9884090.0,21282171.0
