Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26,planning_year,model,percent_total,case,configuration,scenario,child_scenario
cVar,54739186242.0,8.485701103677093e8,1.9083806499607189e9,1.711156567568061e9,6.04282385285903e9,5.69202452064484e8,4.3338860624448595e9,1.5575845955905635e9,3.4101558562962165e9,2.1819772069141407e9,1.3453045481641011e9,4.549162365290163e8,-1.2182430221035698e8,1.3404070316700337e9,5.707831817748587e8,4.182444328659299e9,4.9841298690408e9,1.2105590296223576e9,9.823083481558552e8,4.531076170531554e8,7.243868910285764e8,3.467670407560354e9,2.694650138296269e9,4.593769932996456e9,1.8127860799615085e9,3.111176358557595e9,3.688731910208385e8,2030,Switch,0.4,20-week-foresight-current-policy,foresight,current_policies,none
cNSE,260304487.1,4524.989850714138,4850.375617727873,4659.673073997184,4701.882180853214,2.3305259275642535e8,4445.648263809084,4298.289956490569,4487.794497825516,1.110999945761224e7,4522.97760316408,1.6034634831758745e7,4630.9770551993615,4817.145955154742,4595.356299155456,4753.476244737446,4836.37819466763,4689.878245631796,4718.40655149056,4684.1377455155425,4785.611956522108,4642.745874397141,4563.0739587490625,4938.436475622831,4509.840274798135,4931.398192063963,4671.556593437484,2030,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cStart,574760697.7,2.1096397653972134e6,1.4356192228031415e6,2.796893457283724e6,4.4890483521141615e6,4.917520112487553e7,6.247524680709567e6,8.553955319244886e6,2.6484203871603096e6,7.091997797586459e7,582340.6062237283,1.1008413139947595e7,1.777718724075303e7,1.1440217036352076e7,7.058873474557111e6,2.2156237767853968e7,1.1257339322919058e7,1.1844789697172323e7,2.3229351702909555e7,2.329964941083742e7,4.8860280301990986e7,6.5487080728673795e6,5.930070234559534e6,2.3605659764186433e6,4.093371581787923e6,1.9920375153730154e8,1.9733270274059657e7,2030,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cNetworkExp,965216953.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cUnmetPolicyPenalty,89886.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cFix,97531268297.5,3.2477192017799997e9,1.8013008808999999e9,2.1470452219999998e9,2.5214622522599998e9,7.001228200939999e9,5.31566958241e9,1.91687559492e9,2.9733846270700006e9,4.975322581590001e9,4.0311966963000007e9,9.436328481999998e7,7.559261631139999e9,2.58978871415e9,2.9000754437599998e9,7.052551126289999e9,5.160966221409999e9,2.858124130479999e9,1.65913112731e9,1.87357083687e9,3.8558512971999993e9,4.87416471838e9,4.89356338559e9,4.0389535795299997e9,3.5893290763700004e9,7.070337715509999e9,1.5300311685300002e9,2035,Switch,0.6,20-week-foresight-current-policy,foresight,current_policies,none
cVar,55089524460.6,7.425569429259695e8,1.9668065710792806e9,1.875072344201061e9,6.6182975845489435e9,1.0460520617559682e9,2.9364930392456803e9,1.5759087923625405e9,3.60064854931147e9,1.5956241226835947e9,9.804732607200174e8,4.73063746425855e8,-2.6594115799569674e7,1.6964331022489886e9,9.719096709445784e8,4.974485453999393e9,5.54557608688368e9,5.2475971967406076e8,7.150662527329892e8,2.5386987364104956e8,2.4075233209505674e8,4.096336785785952e9,2.1532972495114536e9,5.410522948931287e9,1.2992498836341956e9,3.6312799615345664e9,1.915822394518777e8,2035,Switch,0.3,20-week-foresight-current-policy,foresight,current_policies,none
cNSE,3403239869.4,5637.156763057766,5813.5681396676155,5351.782810823943,2.119457558527246e7,1.3679795656891508e9,5895.070358600142,6.055869933071686e6,5970.951702265068,1.1713039771641188e9,4.792241693175509e8,2.911239505445051e8,5709.132376978383,4.22891763417789e6,4.026921029628955e6,5.814565605120836e6,4.8237099969847724e7,5545.0756380796,6231.723261740901,6265.000363854788,6022.196602926772,2.858231477832619e6,6004.621472363896,6237.390097604071,5976.8359262575295,1.1095532080661997e6,5811.734725719421,2035,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cStart,1343190618.0,1.8466733504537713e7,2.258393498033718e7,4.876365488800163e7,3.2955323171742976e7,7.93211475040321e7,7.520370235392603e7,2.7611684979664113e7,4.965849040298627e7,1.2896821738897946e8,9.478332953986524e6,1.989248952555695e7,3.1965205872415256e7,4.540532070195572e7,2.704619958652724e7,6.394722565044054e7,4.076956194992614e7,4.2227154541540526e7,3.800401005265792e7,3.081251449563367e7,6.968212343760216e7,3.0934582825212296e7,3.3320454640614577e7,1.6920567835633337e7,3.6857377132660195e7,2.9798465839692026e8,2.440994923494579e7,2035,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cNetworkExp,1994139361.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cUnmetPolicyPenalty,155056.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cFix,145661915339.2,5.35702334213e9,3.063452748500001e9,3.574547990049999e9,5.71118280567e9,8.503511489360001e9,6.85802790884e9,3.0622682873000007e9,3.7588748228499994e9,8.07131772193e9,6.60885271349e9,1.6766149473999998e8,9.1766208291e9,3.005921596069999e9,4.12100151342e9,8.466521691559998e9,8.374572967880002e9,5.069564563510001e9,3.581537253179999e9,2.69465736991e9,6.96373251617e9,8.263126710969998e9,7.29010978544e9,6.529393996049998e9,4.708183564579999e9,9.980753806739996e9,2.6994958497099996e9,2040,Switch,0.8,20-week-foresight-current-policy,foresight,current_policies,none
cVar,25817830120.6,-2.101672847824754e8,1.5669208657734413e9,1.667795980119875e9,4.844496189147041e9,1.026741457015705e9,7.715773614993017e8,9.628769489229032e8,2.40505161225167e9,-7.850405640104134e7,-1.6531677239551077e7,5.057725681993437e8,-4.946012657877426e8,1.3095447218370852e9,5.572575677608889e8,4.1341995284381275e9,2.7422511375515985e9,-1.0458377414647062e9,-4.3965520224234396e8,-3.030054073818252e8,-1.5405783860868406e9,2.1058961967725248e9,6.546665888094281e8,3.549120396394863e9,4.2837173463323694e8,1.2994360299416997e9,-5.852657431053025e8,2040,Switch,0.1,20-week-foresight-current-policy,foresight,current_policies,none
cNSE,8504478954.2,1.6258886108834383e8,11798.204956659414,1.8121557598062852e8,3.622253062086735e8,1.3885804187172062e9,6.828341566104877e6,7.222068483834448e7,11168.417891500345,6.321358547025516e8,3.339179729071416e9,1.0108800856438407e9,12224.13554449526,9.703206474836769e6,1.1651462225463758e8,4.986111374605962e8,5.3999641498489e8,5.32918392432257e6,11471.990489776952,11327.30512745506,10854.964949417932,4.638180145283166e7,1.6342576040478861e7,4.5549579178431205e7,3.8692299039166234e6,6.6245952778528474e7,11546.939905559235,2040,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cStart,3273351995.4,8.90363854869055e7,1.4595312689468786e8,2.3459468312012255e8,3.05624103183437e8,7.136189126239012e7,1.354488571378667e8,6.6378699706677265e7,2.103481684884312e8,1.6576018207452592e8,3.1391746242192086e7,2.405376766016909e7,3.417862260837942e7,7.196724271849662e7,4.966497950368691e7,9.427560197040941e7,1.082389516116074e8,6.634649162446436e7,4.94668020011824e7,3.673975323874917e7,8.035211144999066e7,1.3663471150154173e8,1.2837874311353718e8,2.3435727798156017e8,1.573322330546314e8,5.153331444969133e8,3.0133717224303212e7,2040,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cNetworkExp,3936178376.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cUnmetPolicyPenalty,175677.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cFix,155360475514.5,5.71728929327e9,3.18187003153e9,4.74620760763e9,6.503794694540001e9,8.915058937869999e9,7.370901305200002e9,3.323166565660001e9,3.70926775766e9,9.324517315209997e9,7.20729043525e9,5.3055561963e8,9.23691131708e9,2.97943728665e9,4.11275901632e9,9.636479131019999e9,9.833017174989996e9,5.01926765786e9,3.320848051689999e9,2.56806493471e9,6.683114157579997e9,8.767313155330002e9,7.553030934860002e9,6.99254615167e9,5.03722909257e9,1.0542193985380001e10,2.54834390337e9,2045,Switch,0.6,20-week-foresight-current-policy,foresight,current_policies,none
cVar,67310043323.7,1.8216705274559307e9,2.502620678917043e9,3.893646328905647e9,6.623653287626621e9,1.8596367971505198e9,3.0770401795530844e9,1.742027008802468e9,3.577377330737731e9,3.028060939580217e9,2.3161571878725357e9,6.674520244292868e8,6.909193307682484e8,1.5359128508024015e9,8.343456096668646e8,5.088508820818975e9,5.965111825254486e9,7.467975423055394e8,4.623054609382098e8,3.628217387749336e8,8.560784737640785e8,3.5688092666295624e9,2.8278993927332025e9,5.37634724650024e9,2.2416909676479025e9,5.354624984634308e9,2.885275213544016e8,2045,Switch,0.3,20-week-foresight-current-policy,foresight,current_policies,none
cNSE,10910162562.5,1.79540857863608e8,2.6217058526749504e8,1.4969889386880073e8,4.2738677755781597e8,1.4098270724422178e9,1.716812207296315e8,6.08938363548722e7,6682.359366771292,5.72459943196774e8,3.3838484916030655e9,1.1608567120929613e9,6629.872845942405,1.3248628968428537e8,3.009519340898422e8,3.813369624137553e8,2.798614451532201e8,1.419507982762259e8,1.7290193847939294e7,2.448212709178291e6,6671.109652576661,2.0850826596908724e8,3.3965351828618145e8,2.670848819368032e8,6.1914172201743856e7,9.982835921875337e8,7921.400873777391,2045,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cStart,2655609115.7,6.4448826787347116e7,9.40429704940891e7,1.7104378404791838e8,1.2575505466085179e8,6.731128693270819e7,9.144349066251971e7,4.908941787683194e7,2.4031095648555964e8,1.4648537310607484e8,3.615232557653449e7,1.9827066713910673e7,2.5445916831368644e7,5.7607641405321606e7,4.299315121101439e7,9.998609971767505e7,6.381953213147246e7,7.000887480445868e7,3.1081954016921308e7,2.9847233681758106e7,8.689746288757765e7,1.2147654805966869e8,1.0269671952222231e8,1.5741821899005532e8,1.3823852474351254e8,4.962219578683924e8,2.5958726527673475e7,2045,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cNetworkExp,4540707343.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cUnmetPolicyPenalty,105814.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cFix,164399858040.0,6.107996529219999e9,3.88948076609e9,5.322757141140001e9,7.09150036526e9,9.523024738989998e9,8.039556182900001e9,3.6364454969e9,3.3888981033500004e9,9.607856379439995e9,8.451026600740003e9,6.057570487700002e8,9.557868379679998e9,2.7797580518100004e9,4.20888089182e9,1.034985788742e10,1.03170554956e10,5.233287668360001e9,3.18230935357e9,2.5727826445e9,6.354551446490001e9,9.353568734999998e9,8.189590311659999e9,7.69079664648e9,5.365033103670001e9,1.1316773811140001e10,2.26344425998e9,2050,Switch,0.6,20-week-foresight-current-policy,foresight,current_policies,none
cVar,75001084361.7,2.3014285085674973e9,2.587344214728119e9,4.569949870377088e9,7.027960133380752e9,1.6650238386735728e9,3.8547948409118953e9,1.8385180313915262e9,3.479944163562192e9,3.82303015113636e9,3.1201738520416574e9,7.55782203939262e8,5.691278352476255e8,1.4211607609031565e9,7.389602958457057e8,5.407331028630935e9,6.121586024691236e9,8.655539758628848e8,4.361641468307097e8,4.8157828843425924e8,8.915417057014298e8,3.9681454476767087e9,3.4744209961931868e9,5.788624037612805e9,2.86051731066317e9,6.650410457559922e9,3.020122411295541e8,2050,Switch,0.3,20-week-foresight-current-policy,foresight,current_policies,none
cNSE,12427818550.0,2.4416581716925934e8,1.7312539610178638e8,2.0990574328222117e8,3.7526339060282725e8,1.3475994016707644e9,2.0718204710910806e8,1.3379747680489354e8,14745.810651431439,6.324757456396517e8,2.322841725287809e9,1.3822636004560957e9,14922.106133712428,3.823334381684417e8,4.623839001365023e8,2.680387923072718e8,3.701032939562257e8,2.3799404748102355e8,2.3570256798423052e8,1.3154107390378615e8,2.281099392506206e7,3.273649052021825e8,3.916104294206773e8,2.8002254932633466e8,9.175635186996204e7,2.1964916764622045e9,1.0145178405804156e6,2050,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cStart,2274943359.1,5.793666481610696e7,7.203133957798204e7,1.3804868792776126e8,1.172182195895602e8,1.0562056810848662e8,5.522045501336798e7,3.605965621105409e7,2.4453625378248402e8,9.740169013192154e7,3.674165006649434e7,2.183406610635504e7,3.262339872792289e7,4.8189100808750175e7,3.613259057874935e7,8.79945748877294e7,6.4968964155672096e7,6.670178248562951e7,2.6630685008954827e7,3.0302741512487106e7,8.345326554358748e7,8.070470445700735e7,7.217744997188936e7,1.0490445087927085e8,1.1680189151641715e8,4.213723549057664e8,1.9336152338562973e7,2050,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cNetworkExp,4948554423.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cUnmetPolicyPenalty,151169.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cFix,2447581692336.2,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,Switch,0.6,20-week-foresight-current-policy,foresight,current_policies,none
cNSE,123505311983.9,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cNetworkExp,58896695656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cStart,37068863789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cUnmetPolicyPenalty,5216526.5,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cUnmetRsv,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,Switch,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cVar,1161481302766.7,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,Switch,0.3,20-week-foresight-current-policy,foresight,current_policies,none
cFix,56436331905.2,8.4405721565e8,9.0116453324e8,8.3497302197e8,1.7445476303500001e9,2.71134114021e9,2.1551612531299996e9,1.03542086921e9,2.2128265265199995e9,2.52278471272e9,2.40739390907e9,1.0482299113999999e8,4.793796514249999e9,2.5067940453100004e9,1.25524144816e9,4.41776423056e9,5.3425463192699995e9,1.1158094672299998e9,1.14684981115e9,1.01140068773e9,1.4829567371599994e9,4.1152500368399997e9,2.7145253797500005e9,3.0774985962000003e9,1.74037940974e9,3.1371818228700004e9,1.1038435958099997e9,2027,TEMOA,0.5,20-week-foresight-current-policy,foresight,current_policies,none
cVar,60509794515.4,1.6288290275528536e9,1.587637954654631e9,1.709801341505221e9,5.775178669809324e9,9.697534138366078e8,2.878201065009012e9,1.5906440707215033e9,3.5074957357786365e9,2.6356799540165467e9,1.0779017139354203e9,7.514848220522662e8,-1.3192915797956967e8,1.5860122619813008e9,6.746263099161532e8,4.490981802333297e9,5.452787679051989e9,1.3318841836755874e9,1.174698263810577e9,7.737713812279692e8,1.4622816910252075e9,3.415943290372432e9,3.556884849718825e9,4.1483029376681213e9,2.1090703674544787e9,5.921084832462824e9,4.307860537794996e8,2027,TEMOA,0.5,20-week-foresight-current-policy,foresight,current_policies,none
cNSE,323419645.9,20642.761766178795,21057.682321784203,21278.692289317114,20180.557663133946,3.285840501812502e7,20378.86356289942,19422.31460625192,19717.56641641249,20254.580584597483,20661.614140119127,2.9005947652553594e8,21450.443682597503,21832.649483969708,17303.344746482057,20851.706910909554,21295.93278115522,21421.398565120227,21631.55819061992,21524.048833778816,21980.9871341768,20890.56339185785,20694.23288378646,22592.65523757112,20732.043432065195,22312.340056811994,21655.792899035387,2027,TEMOA,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cStart,224439554.5,1.0009929387623469e6,561742.1496244982,861638.3697006826,2.4619684601060143e6,2.327264125253751e7,5.80843212512404e6,3.6835572834847746e6,3.2492997549745743e6,4.068140270074722e7,543897.6729776068,4.873722759113375e6,1.168529685940358e7,9.37121353104145e6,2.329088994840426e6,4.591816922273256e6,2.2340395645552557e6,706587.9978106561,3.3134666062149615e6,4.388638841426807e6,2.6724387914165087e7,3.7393987292346586e6,326231.3221276044,1.4268824966220874e6,2.0169617898023042e6,5.3572876961875446e7,1.1013370492234942e7,2027,TEMOA,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,TEMOA,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cNetworkExp,423783840.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,TEMOA,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cUnmetPolicyPenalty,25885149.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,TEMOA,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cFix,66463878992.1,9.3001568621e8,8.981176262900001e8,8.5515366831e8,1.76537738939e9,4.68930714871e9,2.6355138185600004e9,1.0322458453900001e9,2.19964050229e9,2.67116721505e9,2.5063965829500003e9,9.965164259999998e7,6.1578738545199995e9,2.5642601430200014e9,2.0545169284800005e9,5.52857282398e9,5.179217033969999e9,2.0060866239099996e9,1.2266136948299997e9,1.19181152881e9,2.2492467907099996e9,4.77038536244e9,2.6601592353300004e9,3.0592640284700003e9,1.7733617191000001e9,4.57800623993e9,1.18191585882e9,2030,TEMOA,0.5,20-week-foresight-current-policy,foresight,current_policies,none
cVar,60820593726.9,1.9158884865814414e9,2.234906903327416e9,2.0312665949181578e9,6.125809491503254e9,7.354381255120417e8,2.7723694571556478e9,1.7383341641807477e9,3.7335412798957877e9,2.827130172258047e9,1.4541238416820366e9,5.422143238288568e8,-1.8517374426316077e8,1.7490611727424886e9,7.229511719355317e8,4.416456466645175e9,5.482242382954249e9,5.420326097131405e8,1.0740559816178486e9,6.867502166020975e8,9.539132041001571e8,3.544314501855313e9,3.5567708816130724e9,4.786511461242213e9,2.5114873611543646e9,4.457734966984225e9,4.1046225118299943e8,2030,TEMOA,0.5,20-week-foresight-current-policy,foresight,current_policies,none
cNSE,498861967.1,3729.0829349713476,3738.4627643808526,3918.2957414485013,3880.5134198697524,3.7256713913509417e8,3811.1621232907196,3.0280781304892637e7,3916.7402627323727,4.793343830495079e7,3685.072334777101,4.799505798169299e7,3893.558952119936,4013.308773028362,3782.4976364387576,3886.307290199115,3808.7073446678314,3881.013035549168,3943.840958293159,4009.046434990634,4009.3491421888193,3750.568741515657,3834.785772240245,4087.085218500839,3680.6217491738607,4171.038474957643,4119.338900108317,2030,TEMOA,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cStart,478186224.5,1.2239745067544316e6,1.317572216094055e6,2.929451789918846e6,4.98750239974602e6,5.191723080538232e7,1.4279177328845205e7,6.221153493170327e6,4.770156155164759e6,5.036811203124081e7,532767.9479747344,9.859258033914743e6,1.6858663984699234e7,1.5433972508776505e7,7.310722372053806e6,1.6358658941698639e7,9.649264685779925e6,1.598353326432347e7,1.7819387385324925e7,9.868497487928566e6,4.538686516110211e7,7.252332688066579e6,1.915306414499459e6,2.073995220534289e6,1.9274525186882622e6,1.4529543004038835e8,1.6645785142519983e7,2030,TEMOA,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,TEMOA,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cNetworkExp,843118397.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,TEMOA,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cUnmetPolicyPenalty,52530696.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,TEMOA,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cFix,87630812972.6,3.06079688902e9,1.0837058944099998e9,1.7890390298199997e9,1.8028591442900002e9,7.24460294026e9,2.78951014353e9,1.55543121795e9,2.15555577504e9,4.71795565042e9,3.9529608000200005e9,1.3920306477999997e8,7.59681406716e9,2.613519193160001e9,2.7581611285e9,7.04328105914e9,5.38162267384e9,2.596148103170001e9,1.6857889871100001e9,1.96492000466e9,3.9341303675499997e9,4.727960572040001e9,4.1608759076400013e9,3.0878360327800007e9,2.2379551267300005e9,6.048492340400001e9,1.5016868591600003e9,2035,TEMOA,0.5,20-week-foresight-current-policy,foresight,current_policies,none
cVar,65603229747.1,1.0664320736771526e9,2.7001082052777805e9,2.213321410757038e9,7.652863069154287e9,1.1120082977013834e9,3.0633203370276365e9,2.243200213308038e9,4.395318720985629e9,2.254226955180112e9,1.1904154759740152e9,5.631580283943483e8,-6.427608441833581e7,2.164935218213587e9,9.552805772717527e8,5.058073403624207e9,6.050215615385577e9,4.193722344643466e8,9.053364838133862e8,2.87190157718293e8,6.963201947470773e8,4.310585307494802e9,2.9892274347197194e9,6.389281378718105e9,2.1127896323577087e9,4.623470000340267e9,2.5105540515449888e8,2035,TEMOA,0.4,20-week-foresight-current-policy,foresight,current_policies,none
cNSE,6674581843.7,6.87019640850079e7,6631.350913029653,9.132355510355167e8,1.5175952321981174e8,6.079445796071498e8,3.618872840203107e8,1.778284368452123e8,1.6011436479595134e7,1.48316197927267e9,3.6568793411713e8,3.4252260389380115e8,6963.305101297885,2.703257794180883e8,2.1112560762434993e7,9.694679034394339e7,2.1202703335805345e8,1.1009318327296466e7,4.459328379177908e7,7471.86119108,1.9645022676782247e7,8.50435168290556e6,3.138952599088358e7,7128.6295550936575,2.8658566732351696e8,1.1836650282279024e9,7994.043797549396,2035,TEMOA,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cStart,991454817.7,1.504179438450087e7,1.2462802018736241e7,1.8867635476699844e7,3.2309639218955275e7,5.7088628620810725e7,3.696823180783453e7,1.5593297019971408e7,1.5317329682916325e7,9.560090609946051e7,4.602738713727873e6,1.493602427386718e7,2.663094974412017e7,3.259222005016298e7,2.7934875674355365e7,4.3974242384979606e7,3.696307691162416e7,2.8573994597259242e7,2.911941675355034e7,2.679064514014355e7,6.189854613647107e7,3.3237359378257763e7,2.076556426529563e7,2.438651613973232e7,2.0398856859640382e7,2.3796798979854676e8,2.1431536565249216e7,2035,TEMOA,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,TEMOA,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cNetworkExp,2670450440.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,TEMOA,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cUnmetPolicyPenalty,51316840.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,TEMOA,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cFix,165537707952.7,6.077789993550001e9,3.62301251326e9,3.95760186076e9,6.038460928250001e9,9.704728308430002e9,6.025077696709999e9,3.21167190687e9,3.71574950189e9,9.080367047560001e9,7.501123090279998e9,3.4044309388e8,9.78803467366e9,3.517303582640001e9,5.353907010209999e9,8.74913051172e9,9.77348649541e9,5.56725750297e9,4.2076528275400004e9,4.2771010162999983e9,1.025405802736e10,9.13829228842e9,8.33528008559e9,6.29671447645e9,4.925941317400001e9,1.217654658658e10,3.9009756089700003e9,2040,TEMOA,0.9,20-week-foresight-current-policy,foresight,current_policies,none
cVar,8803727322.9,-7.801439698765202e8,9.25879290252096e8,7.345567306944036e8,4.467757162190894e9,3.5490710767989063e8,-1.2454447776388784e8,6.594139796569817e8,1.6192515849456565e9,-6.633804755188661e8,-5.593449353741403e8,5.1884454842525643e8,-7.832219374696089e8,9.760023780083306e8,4.0821975677535996e7,3.6630153229840064e9,1.3666399078767123e9,-1.459030245851944e9,-7.376782974375744e8,-1.0172055796802236e9,-2.759907977852029e9,1.4927787499704258e9,1.5428748146924993e7,2.7822741936122437e9,-9.246909234922995e7,-7.045889315531833e8,-1.1323284364600525e9,2040,TEMOA,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cNSE,3288706469.5,1.1339377432411332e8,3545.93826637103,1.8766884580761197e8,1.8014628985668585e8,5.954352518158711e8,7.97986068147949e7,2.4236096395866096e7,3484.9768444508236,4.9329327014561987e8,2.981226291626761e8,5.748354032478482e8,3530.050609968031,3595.546637639312,1.5965198312626379e7,3.690053064354699e8,1.2109818883676398e8,3.766824164819983e7,3530.3079910386496,3511.581922811303,3505.5752115558444,9.81235782554348e6,3.523324494987796e6,3.067064231613856e6,3.69940550022647e7,1.4461439457669806e8,3466.5664402298917,2040,TEMOA,0.0,20-week-foresight-current-policy,foresight,current_policies,none
cStart,3058300272.5,8.04196044183932e7,1.3494391627625266e8,1.4246853709068274e8,3.611275574379927e8,5.055841917695993e7,1.044238867350126e8,5.021986316949234e7,1.824551026373793e8,1.612074407219354e8,3.641321856918259e7,1.352887614507113e7,2.599900286612931e7,6.524049356193528e7,4.369554027264933e7,8.667895668298571e7,1.7278559701294363e8,4.56872755909296e7,5.4474218739823915e7,3.75458063300057e7,7.845359227712563e7,1.5567379758431342e8,1.3354833405365363e8,2.84040219776205e8,1.2395546076390672e8,4.112485517804144e8,2.150700285499656e7,2040,TEMOA,0.0,20-week-foresight-current-policy,foresight,current_policies,none
