Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26,planning_year,model,percent_total,case,configuration,scenario,child_scenario
cStart,10976427835.3,1.0705847420081621e8,4.956119067592819e8,5.976674413713553e8,1.2674401612561889e9,1.4007329956318715e8,5.741826812204392e8,3.04419915548444e8,6.101057673686451e8,5.073246252376074e8,1.9377429231321406e8,4.274449662387222e7,4.826459961363691e7,1.4701465522799027e8,1.020539791557099e8,4.468324400963134e8,1.7898323860009089e9,3.606352617655963e7,2.586685171895869e7,1.7709901694392983e7,9.431466160350028e7,7.140604836922857e8,5.533386743363711e8,1.1355472303637638e9,1.2351466263883524e8,8.621665460370104e8,3.944417550851313e7,2050,TEMOA,0.0,20-week-myopic,20-week,base,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,TEMOA,0.0,20-week-myopic,20-week,base,none
cNetworkExp,12708749865.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,TEMOA,0.0,20-week-myopic,20-week,base,none
cUnmetPolicyPenalty,26458375601.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,TEMOA,0.1,20-week-myopic,20-week,base,none
cFix,3546583103267.7,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.7,20-week-myopic,20-week,base,none
cNSE,15016387955.6,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,20-week-myopic,20-week,base,none
cNetworkExp,167078356453.2,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,20-week-myopic,20-week,base,none
cStart,152079382688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,20-week-myopic,20-week,base,none
cUnmetPolicyPenalty,190912242355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,20-week-myopic,20-week,base,none
cUnmetRsv,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,20-week-myopic,20-week,base,none
cVar,1127121408909.8,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.2,20-week-myopic,20-week,base,none
cFix,59898787594.7,1.643428115e9,9.063508400000001e8,8.36524536e8,1.9409314774999998e9,1.8303852484999998e9,3.7597111458999996e9,1.2109672817e9,2.7402519353999996e9,3.0069366947e9,2.393647218e9,1.04410532e8,1.388397187e9,2.49111657e9,1.2133669280000002e9,4.051532861e9,4.4257145337e9,1.8863182736e9,1.1365523779999998e9,1.1987786023999999e9,1.628593765e9,4.699512627299999e9,4.446702487e9,3.08539732e9,2.126586252e9,4.666428725000001e9,1.08024406e9,2027,USENSYS,0.5,20-week-myopic,20-week,base,none
cVar,64671129234.1,1.5849557521628044e9,1.9753592101758025e9,1.9372779819419959e9,6.237656821187392e9,2.315085035021225e9,1.786698674898661e9,2.0030998173902583e9,3.833288437226102e9,2.689705224990323e9,1.1601945715350826e9,8.113662306176317e8,1.1204183442420583e9,1.9280411554943733e9,2.0251365282327847e9,5.747368062500749e9,5.091235935983419e9,5.2710349845020235e8,6.779680055122542e8,4.494160441744931e8,1.7537625780826757e9,3.2621948135414476e9,2.791864018975408e9,4.78512736545909e9,2.305304660922481e9,5.331478004985918e9,5.400224605177369e8,2027,USENSYS,0.5,20-week-myopic,20-week,base,none
cNSE,25764290.4,340362.9160880817,339954.93233394116,341739.15327287855,375310.9385113579,353173.9599141417,340643.75462175714,346565.6505017736,362698.59260136145,358086.8213955619,342945.76038809033,1.706629773448541e7,338824.18381160503,343855.85976795683,341827.81834813114,354684.44469382655,343709.1018073228,337353.70285130775,344615.4945461866,340542.81278592855,344500.5044995438,339612.04065776133,345603.5654814633,349368.6295864381,362822.3553900417,367349.2538911315,341840.38841260085,2027,USENSYS,0.0,20-week-myopic,20-week,base,none
cStart,733229833.8,7.845192082020572e6,5.592681219068784e6,5.715732041501455e6,1.3205574564123899e7,7.592949552058662e6,6.017023363200724e7,1.7913620238086514e7,2.012543512096318e7,1.0610148781076206e8,4.0949863835097374e6,7.426655992634168e6,3.0038127456781846e6,2.3092263285962086e7,8.616609246819569e6,3.021667905890879e7,5.675080108217464e7,1.5345024727798833e7,2.7463159149235122e7,2.2784770351146452e7,4.320521732194588e7,2.5036549607348997e7,1.5518181186188381e7,1.3681265396270901e7,8.552733729916876e6,1.6528052124115676e8,1.889769699473641e7,2027,USENSYS,0.0,20-week-myopic,20-week,base,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,USENSYS,0.0,20-week-myopic,20-week,base,none
cNetworkExp,397025319.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,USENSYS,0.0,20-week-myopic,20-week,base,none
cUnmetPolicyPenalty,189227.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,USENSYS,0.0,20-week-myopic,20-week,base,none
cFix,116064206406.1,3.75110667e9,2.06402221e9,1.6915612635000002e9,6.3679504827e9,5.4668048005e9,6.1004196798e9,2.9333008792e9,3.8171317002e9,6.398373776e9,4.783855029599999e9,9.0716512e7,3.2264766168e9,3.0039257625e9,3.1316871674000006e9,6.6217706587e9,9.191652028600002e9,4.8223880186e9,2.2032267367e9,1.9829104323e9,5.0674607158e9,6.543163704099999e9,6.6234401068e9,6.8670285172e9,3.6727453335e9,7.533871396599999e9,2.107216207e9,2030,USENSYS,0.6,20-week-myopic,20-week,base,none
cVar,38711504381.8,4.983866930288228e8,1.6803672355178046e9,9.507205629683381e8,4.567688567409688e9,1.14320277365777e9,6.287299322083509e8,1.2611545282865777e9,1.941838093037049e9,1.0225715468562317e9,3.254092118751659e8,3.1098347378881913e8,6.933630160496447e8,1.414020267734226e9,9.207593161854535e8,3.6333886925396495e9,5.208562843510591e9,1.2652165525066476e8,2.0437052526292998e8,1.325361798272516e8,6.290101101572713e8,2.880747127805851e9,1.6422807817398655e9,2.9678929610109987e9,9.368638146029192e8,2.679543966003482e9,3.105905055049713e8,2030,USENSYS,0.2,20-week-myopic,20-week,base,none
cNSE,507436.7,21085.70749391025,17063.253819022513,19745.562876854747,18228.94672978574,21375.48028658803,21011.81052735997,17789.565701833057,18867.970456469284,19841.956772007637,20906.884788900392,17622.042136945493,17622.84437089042,20371.841460444288,20105.685017550542,20010.014959140077,20438.283179879356,20516.321015324815,19527.987170730925,16797.95963215977,21226.424617000812,19420.19263362191,20664.884605842148,20328.327689210168,18831.22689624083,21889.61887839711,16145.921816534063,2030,USENSYS,0.0,20-week-myopic,20-week,base,none
cStart,2501712752.3,2.62875606070073e7,5.002583195931798e7,3.684013626192806e7,3.1532626081357896e8,9.931819643500178e7,6.6832589508400135e7,6.252547488397356e7,1.6125030242418224e8,1.2348943641821238e8,1.520309125914205e7,3.2774490242873333e7,3.1420291225110754e7,7.332995972024515e7,5.3213672199817285e7,2.5940174358030748e8,2.39274236580386e8,1.2128930150505345e7,1.4533646962191844e7,1.6359355424219452e7,6.2504827981627e7,1.0185839692505662e8,9.151304871612059e7,1.7997391035079673e8,3.9644857029993005e7,3.010134457202112e8,3.566905891572775e7,2030,USENSYS,0.0,20-week-myopic,20-week,base,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,USENSYS,0.0,20-week-myopic,20-week,base,none
cNetworkExp,5585780879.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,USENSYS,0.0,20-week-myopic,20-week,base,none
cUnmetPolicyPenalty,24126523439.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,USENSYS,0.1,20-week-myopic,20-week,base,none
cFix,153460713852.1,5.557934616e9,3.1998854329999995e9,3.3870002380999994e9,8.431138554699999e9,8.4300730627e9,8.8185537548e9,3.8052237957000003e9,4.4244997972e9,9.296159348900002e9,6.221291222599999e9,2.04433892e8,4.558551708799999e9,3.1282872895e9,3.9597899324e9,6.428094166700001e9,1.46532545316e10,5.30633557e9,2.4856985166999993e9,1.9516305902999997e9,7.010760618799999e9,7.884420762099999e9,8.0202767938e9,8.958122571199999e9,4.5635507879e9,1.03185544806e10,2.457191816e9,2035,USENSYS,0.7,20-week-myopic,20-week,base,none
cVar,49180622485.5,4.1904519831122375e8,1.978725389648717e9,1.9910730872483866e9,5.451448140018012e9,1.2834911961804287e9,1.7308642826323378e9,1.5212793463122795e9,2.321251196997721e9,1.7362279854883978e9,3.828808764895586e8,1.9124247557512635e8,5.0656371492275643e8,1.207127810811236e9,7.56882505995365e8,2.78041134238795e9,9.245293313339127e9,1.0541910048033386e8,1.8438555917419508e8,1.1045930678373063e8,4.438060551787639e8,3.5852765882636585e9,1.9085174359771228e9,3.88055013711826e9,8.550092179712776e8,4.388734511646323e9,2.1465671064298204e8,2035,USENSYS,0.2,20-week-myopic,20-week,base,none
cNSE,325755.5,12496.961493391174,11958.29525516284,12097.196451257818,12138.00673586123,14067.055251739954,12028.122768120034,12738.581015636091,12073.556987010765,12127.040997180837,12619.462418363653,13172.96469213843,13600.233659232586,13327.697214709195,12891.455262242876,12188.598963946646,12328.274138628123,11845.228282121381,12728.123588100483,12332.214540287576,12315.43805934639,12052.458221783714,12370.57826345576,12176.508988037243,12026.49693869668,13004.208240795653,13050.768962967652,2035,USENSYS,0.0,20-week-myopic,20-week,base,none
cStart,5037578662.4,6.598833782968778e7,1.46226763144808e8,1.7715873643491825e8,6.113526690844202e8,1.8531649299052146e8,1.7132692010052034e8,1.2174825205164099e8,2.9115091774522024e8,2.2203325634267017e8,4.512546555432221e7,5.559333738400043e7,4.559694467161206e7,8.354053589661473e7,1.1525091290543889e8,4.2768814057974094e8,6.06466881777047e8,2.4681301430219486e7,2.1853955038077444e7,1.8851692960413348e7,8.76735372121513e7,2.4384868904653203e8,1.8486261512563375e8,4.0757387087226015e8,7.897926950720596e7,5.578803330278665e8,3.980883371562589e7,2035,USENSYS,0.0,20-week-myopic,20-week,base,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,USENSYS,0.0,20-week-myopic,20-week,base,none
cNetworkExp,8991973594.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,USENSYS,0.0,20-week-myopic,20-week,base,none
cUnmetPolicyPenalty,17414014836.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,USENSYS,0.1,20-week-myopic,20-week,base,none
cFix,176224508962.0,5.987043689999999e9,3.787855171e9,4.907971487099999e9,9.4933267897e9,1.09514660415e10,9.4948101069e9,4.060506329700001e9,5.2761960412e9,1.0882691651900002e10,7.4034959326e9,4.3838813e8,5.293779078399999e9,3.6091629944999995e9,4.2165312174e9,6.9654178157e9,1.7031812329200003e10,6.06302178e9,2.9072271507e9,2.0460928442999997e9,7.4796478622e9,8.6106863923e9,9.177509421300001e9,9.9495802512e9,5.3253843919e9,1.2279900952300001e10,2.585003109e9,2040,USENSYS,0.6,20-week-myopic,20-week,base,none
cVar,55225885044.7,4.629944057692298e8,2.41183472559229e9,3.3845356232558603e9,5.91622622263098e9,1.2183505381093721e9,2.312531466677764e9,1.5897530782438927e9,2.7352930325798616e9,2.1256729440676994e9,6.082278230123993e8,1.5435008448713022e8,4.4049978334100413e8,1.1375297269844573e9,6.686732686208452e8,2.450717810694531e9,1.0630683121157679e10,1.1787610315242215e8,1.760692045542043e8,1.08616436627925e8,3.792283965444864e8,3.979541913139052e9,1.9126525523225718e9,4.264361822742395e9,8.771063957031864e8,4.981989438496879e9,1.8056912627215979e8,2040,USENSYS,0.2,20-week-myopic,20-week,base,none
cNSE,109805209.8,3.020241325902551e7,17572.187982207088,17732.284157344573,17889.856278229498,18470.73320327025,17928.03817558101,19023.7703748092,17717.11919817771,17481.843790458177,7.917889290381251e7,18037.650700955997,17295.031837287293,17648.960546988135,17400.272604283986,18332.49788438994,17999.121050202895,16478.34068239553,16927.687905699408,17009.316328264773,16875.78802021627,17477.512292033065,17821.86973307326,17589.080585970347,17431.272614596095,17669.54321621484,18093.89584517207,2040,USENSYS,0.0,20-week-myopic,20-week,base,none
cStart,7925927024.9,1.5122849823460397e8,3.440193759163808e8,5.771006899912556e8,9.156466723515304e8,2.094357151277401e8,2.731444579298603e8,1.818883330583649e8,4.507777718522624e8,3.4160592090121126e8,1.1287366916975714e8,6.00134337336459e7,5.107153847337086e7,1.0067030233506384e8,1.352776329524642e8,4.5812765601569206e8,9.12503121483213e8,4.985236467246894e7,3.2984503909938864e7,2.621825474056968e7,1.248727824753237e8,4.245258093838885e8,2.6226699895220542e8,6.370665525827087e8,2.0001123259303284e8,8.395229937673589e8,5.3220742342675686e7,2040,USENSYS,0.0,20-week-myopic,20-week,base,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,USENSYS,0.0,20-week-myopic,20-week,base,none
cNetworkExp,14333408564.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,USENSYS,0.1,20-week-myopic,20-week,base,none
cUnmetPolicyPenalty,21052297560.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,USENSYS,0.1,20-week-myopic,20-week,base,none
cFix,202461787107.9,7.642788962e9,4.6079744664e9,6.373586714099999e9,1.0596634055700003e10,1.25144347925e10,1.0203878004400002e10,4.451499182700001e9,6.174910860200001e9,1.26672005063e10,9.0977056836e9,6.30460499e8,5.4261223824e9,4.1781043015000005e9,4.758986570400001e9,7.9499434363e9,1.90968270125e10,7.547888403e9,3.3069220587e9,2.0916569233e9,8.781298587199999e9,9.677307112300001e9,1.02354627223e10,1.1215737289199999e10,6.5284845306e9,1.39318261393e10,2.7741459120000005e9,2045,USENSYS,0.6,20-week-myopic,20-week,base,none
cVar,62990871492.6,4.000460130427971e8,2.9961901247972035e9,4.317585453907046e9,6.63824214142508e9,1.142603263666068e9,2.43223460444794e9,1.8324624478024049e9,3.139557574540978e9,2.8734931407415195e9,1.4143639217290852e9,1.535284950363168e8,4.399711772604474e8,1.0952941789685574e9,6.363599589163626e8,2.2633360895201874e9,1.1941663884108147e10,1.8428714623597193e8,1.7582660117560738e8,1.1166376602454275e8,3.4201976962189806e8,4.5803641460834465e9,2.5452329635252447e9,4.803393268928395e9,8.422319725674314e8,5.524828790177646e9,1.6409059834247336e8,2045,USENSYS,0.2,20-week-myopic,20-week,base,none
cNSE,500308271.4,1.5311207315333283e8,25209.508776226863,26170.972854726013,27783.00455401635,8.8645234602108e7,26033.75326147911,26909.49427016736,24669.68784117653,2.983625161147103e7,2.1426611499363592e8,26087.807702843613,24399.093681594353,27030.516746587477,24391.684736396182,25198.43213877688,26312.033780515263,23887.70009097645,23885.731086599782,23325.76294838455,24000.694840740212,24895.909140936776,25533.41581539307,25127.629193284578,1.3914870869565716e7,27360.25310628672,25513.03887973134,2045,USENSYS,0.0,20-week-myopic,20-week,base,none
cStart,9395556557.4,1.3391460100942032e8,4.1575921278462464e8,6.851866319582835e8,1.1176433975654655e9,1.9282321888517296e8,3.1425066529336447e8,2.1830167272952393e8,5.2485372443890744e8,4.5043051945520294e8,2.0876470395843834e8,5.93108952879098e7,5.7510013443818316e7,1.0704140110972129e8,1.4166376062428433e8,4.658484765653748e8,1.0755257125247073e9,6.485322770088045e7,3.9578286783176705e7,2.9863093581838947e7,1.3019056459990719e8,5.680752902798702e8,3.764636971633785e8,7.903005791888885e8,1.945851612189947e8,9.776828035169938e8,5.513524576249548e7,2045,USENSYS,0.0,20-week-myopic,20-week,base,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,USENSYS,0.0,20-week-myopic,20-week,base,none
cNetworkExp,21019444088.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,USENSYS,0.1,20-week-myopic,20-week,base,none
cUnmetPolicyPenalty,29215479035.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,USENSYS,0.1,20-week-myopic,20-week,base,none
cFix,220467471428.1,8.432844332999999e9,5.260521751399999e9,7.9235428761e9,1.1420394657700003e10,1.2709547239500002e10,1.11239721139e10,4.713204075700001e9,6.529278197999999e9,1.3835911822300001e10,1.08228225246e10,6.036894749999999e8,5.6603730865e9,4.2802716825e9,5.6845862514e9,8.318839690300001e9,1.99308443665e10,8.6268810464e9,3.5843783944e9,2.332687086299999e9,8.762484966199999e9,1.0555694990300001e10,1.10304309173e10,1.19070814052e10,7.651193556600001e9,1.5529800584300001e10,3.2361943367000003e9,2050,USENSYS,0.6,20-week-myopic,20-week,base,none
cVar,65488958359.6,3.7286923225967616e8,3.295421341562482e9,4.2013711359394712e9,6.965781806111932e9,1.0758399509039152e9,3.325102590282881e9,1.9496882771165986e9,3.311108657387083e9,2.719591614879605e9,1.5726553992181942e9,1.25487198904552e8,3.2463598638048375e8,9.804825078227482e8,5.605140302426679e8,2.0192567756680763e9,1.2668185826101887e10,1.4217282210464972e8,1.5337447435749087e8,9.716699218762365e7,2.853113993517303e8,4.835153938896075e9,2.9287819466192083e9,4.755262450458994e9,7.373071463440391e8,5.955153112148173e9,1.3128174638221852e8,2050,USENSYS,0.2,20-week-myopic,20-week,base,none
cNSE,1857669707.3,2.4238798158393577e8,49940.69070155971,4.4360514864225835e7,51087.8561220988,2.1164154875561377e8,4.913732555676498e7,2.0382196864073887e7,51396.30026802524,3.535827691512054e8,3.8887217536259663e8,7.86263091020786e7,49604.67905824791,51038.225414633715,996801.7275786563,54040.85280486332,51857.13385681902,1.4631151010329503e8,5.073165530578039e7,4.46339083093578e7,50809.70632249392,9.50437957363029e6,5.782477783240361e7,3.591085317073926e6,6.294393362567828e7,9.010958510752411e7,1.62147369169507e6,2050,USENSYS,0.0,20-week-myopic,20-week,base,none
cStart,9246944215.6,1.1456487215473627e8,4.667294765163283e8,5.915531792224687e8,1.1582317783711252e9,1.9025615605670878e8,3.6506789466259176e8,2.0153674736574817e8,5.20583964552227e8,3.8495723172849756e8,2.0616132647024602e8,4.952677858444508e7,4.871441553793028e7,8.32304969904684e7,1.0791099837780693e8,3.986875109824288e8,1.031166371721544e9,4.69051696795197e7,2.959270393771169e7,2.0943157734944783e7,1.1361469732653724e8,6.005552541260955e8,4.262404643967758e8,8.569641960678555e8,1.4277101464039415e8,1.0389537904288038e9,5.152456793598351e7,2050,USENSYS,0.0,20-week-myopic,20-week,base,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,USENSYS,0.0,20-week-myopic,20-week,base,none
cNetworkExp,28029254740.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,USENSYS,0.1,20-week-myopic,20-week,base,none
cUnmetPolicyPenalty,32625970230.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,USENSYS,0.1,20-week-myopic,20-week,base,none
cFix,3239157798340.6,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.6,20-week-myopic,20-week,base,none
cNSE,8013903257.1,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,20-week-myopic,20-week,base,none
cNetworkExp,268029129388.1,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.1,20-week-myopic,20-week,base,none
cStart,121792795614.6,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,20-week-myopic,20-week,base,none
cUnmetPolicyPenalty,420029419893.1,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.1,20-week-myopic,20-week,base,none
cUnmetRsv,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,20-week-myopic,20-week,base,none
cVar,1191509015422.7,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.2,20-week-myopic,20-week,base,none
cFix,68746581300.6,2.9182714030500007e9,9.086577220200001e8,8.388225370000001e8,1.7489661320199995e9,2.82653415276e9,3.1756352860800004e9,1.1678327264399998e9,2.2291724360599995e9,3.2716154265800004e9,2.39773488235e9,1.0489166542e8,4.86956993842e9,2.49515154883e9,1.84845740503e9,4.601145901590001e9,4.90580959192e9,2.0645908212600002e9,1.31704462661e9,1.72577742163e9,2.7100532392999997e9,4.186390618370001e9,3.590254862629999e9,3.0874028839399996e9,2.1171381632999997e9,6.20153120394e9,1.4381287040500004e9,2027,GenX,0.6,20-week-myopic-current-policy,20-week,current_policies,none
cVar,47150442428.4,3.293445896685497e8,1.3875740761142793e9,1.2363820321696196e9,5.719871779900115e9,8.749158133984596e8,2.1715901429836936e9,1.466810735166902e9,3.1508612246484776e9,1.6797934711132371e9,9.049472888037431e8,6.336655716462833e8,-1.0798349064828013e8,1.4124223023325891e9,4.431806332990144e8,4.2655777697073717e9,5.329376771265341e9,4.391295367816981e8,8.404643915487809e8,2.4565243641171157e8,3.5826655481890243e8,3.339283410201089e9,2.76738373919682e9,4.0898445317286916e9,1.5197253317715836e9,2.4791349435685368e9,1.732268408801554e8,2027,GenX,0.4,20-week-myopic-current-policy,20-week,current_policies,none
cNSE,107557000.5,3068.788794843731,3239.8468811113794,3444.091480836752,3396.2213392433196,2.7182729717532147e7,3462.572058374438,3253.5844112379887,3115.3771686889004,3027.121861409305,2839.653548798408,8.029454777390486e7,2840.76739644704,3551.128460544202,3641.027594381164,4067.8402805424294,3805.7660697609203,2967.9579623903924,3155.0173036536867,2878.2542456567417,3350.199669837792,3617.134669662161,3639.6676702929317,3735.7857297701153,2809.48495925972,4025.5623838855813,2790.1068776816887,2027,GenX,0.0,20-week-myopic-current-policy,20-week,current_policies,none
cStart,529076119.8,3.1270367343519367e6,1.1221460653738428e6,4.0145600951949633e6,1.7527894059289603e6,2.485113718669039e7,8.888116063198112e6,3.6285896596348877e6,2.0627728990058203e6,8.011596554433902e7,1.3949288742765463e6,5.210332330589657e6,1.0953843072541738e7,1.035836608768358e7,3.6028439056891166e6,4.305483374493609e6,3.8542850632016207e6,2.750177414874517e7,3.216720083578351e7,2.502597670947157e7,3.9710212579130866e7,3.895678374724484e6,2.957460700365712e6,2.055159708598747e6,3.7571695324794906e6,2.0247141507564324e8,2.0290875750576135e7,2027,GenX,0.0,20-week-myopic-current-policy,20-week,current_policies,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,GenX,0.0,20-week-myopic-current-policy,20-week,current_policies,none
cNetworkExp,616701347.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,GenX,0.0,20-week-myopic-current-policy,20-week,current_policies,none
cUnmetPolicyPenalty,3257.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,GenX,0.0,20-week-myopic-current-policy,20-week,current_policies,none
cFix,84810538743.1,3.109939848690001e9,1.34225010175e9,1.7768843536e9,3.3249861908700004e9,4.773816303479999e9,3.61697538877e9,1.6722592694299996e9,2.2258642431499996e9,3.7976970652300005e9,2.8876335883900003e9,9.90112206e7,6.25404123421e9,2.5204868556800003e9,2.63783754451e9,5.600806255879999e9,4.880147810800001e9,2.37637403864e9,1.8275401850600002e9,1.89226728808e9,3.9752733275400004e9,5.0574213759800005e9,4.22690193505e9,3.44479699765e9,2.80633143852e9,6.630625604349999e9,2.0523692771899996e9,2030,GenX,0.7,20-week-myopic-current-policy,20-week,current_policies,none
cVar,41077137702.7,3.2168870067830384e8,1.3169188478104906e9,9.849944865074657e8,4.676832835716761e9,5.718829543815635e8,1.8866082603603108e9,1.1825987164835544e9,2.603920858010391e9,1.6156657749326963e9,8.74308595233505e8,4.8838781167700166e8,-1.3225346749410468e8,1.4748910069806094e9,5.022810095155072e8,4.2245758738656297e9,5.033054266560355e9,1.1452077325729796e8,5.891738697523435e8,1.5933610111595935e8,-1.293420305393518e8,3.2167495497633214e9,2.194382576928292e9,4.298635935342761e9,1.0714276544345821e9,2.084328679411822e9,-1.484319379302374e8,2030,GenX,0.3,20-week-myopic-current-policy,20-week,current_policies,none
cNSE,286579341.3,3288.865624920391,3499.7698816951515,3980.6806558670396,4223.28267651858,2.69942850473632e8,4225.067949984498,3675.587872973244,3494.9731633323,4613.3139691289125,3158.535244672765,1.6541332413451293e7,2852.8719100341864,3969.7236381919156,3987.558630730961,5434.774323338082,5356.01568346432,3119.7153122161717,3308.540145670251,3009.2799879104296,3707.551442503335,4771.885219183829,4765.613430315188,5197.033226638887,2932.662020685774,5749.778687960302,2835.358855813702,2030,GenX,0.0,20-week-myopic-current-policy,20-week,current_policies,none
cStart,783045878.0,1.2109718617022026e7,5.257406772965148e6,1.0803061721946966e7,1.0216154397962747e7,5.15122278604685e7,2.568343961132344e7,1.018638900703111e7,3.1947564841409583e7,1.0468007024174625e8,6.0141198757253215e6,1.1571817527180819e7,1.763815214697135e7,2.142871069181911e7,9.363638128678108e6,2.215756225620938e7,1.6519989917081365e7,2.755083063866873e7,3.750766520649024e7,2.6720343013885114e7,4.869741270293996e7,9.076217988144625e6,1.41765617686435e7,7.722713368029779e6,1.0602017845764518e7,2.1268409153899634e8,2.1218000324333616e7,2030,GenX,0.0,20-week-myopic-current-policy,20-week,current_policies,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,GenX,0.0,20-week-myopic-current-policy,20-week,current_policies,none
cNetworkExp,1693545847.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,GenX,0.0,20-week-myopic-current-policy,20-week,current_policies,none
cUnmetPolicyPenalty,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,GenX,0.0,20-week-myopic-current-policy,20-week,current_policies,none
cFix,113253482963.4,3.7946858563599997e9,2.33812482779e9,2.5715060478799996e9,4.6394700857699995e9,7.067235767100001e9,5.792039201759999e9,2.63425515573e9,2.9107140897299995e9,5.83110949207e9,4.529738780179999e9,1.0531393671000001e8,7.52208420454e9,2.54349943508e9,3.27886818139e9,7.590851799799999e9,7.052090470709999e9,2.96170829887e9,2.16905385334e9,2.3704417789900002e9,5.09496969901e9,5.88672217995e9,5.736013880400001e9,5.431999410800001e9,3.7669878935600004e9,7.414245836559999e9,2.2197527992799993e9,2035,GenX,0.7,20-week-myopic-current-policy,20-week,current_policies,none
