model,zone,planning_year,case,unit,value,agg_zone,scenario,configuration,child_scenario
Switch,SPPN,2050,20-week-foresight-current-policy,kg,14233886.266,SPP,current_policies,foresight,none
Switch,SPPS,2050,20-week-foresight-current-policy,kg,16595280.836,SPP,current_policies,foresight,none
Switch,SRCA,2050,20-week-foresight-current-policy,kg,50323376.857,SOU,current_policies,foresight,none
Switch,SRCE,2050,20-week-foresight-current-policy,kg,50177933.044,MISO,current_policies,foresight,none
Switch,SRSE,2050,20-week-foresight-current-policy,kg,67967169.921,SOU,current_policies,foresight,none
Switch,SRSG,2050,20-week-foresight-current-policy,kg,31819737.471,WECC,current_policies,foresight,none
Switch,TRE,2050,20-week-foresight-current-policy,kg,103462082.344,TRE,current_policies,foresight,none
Switch,TREW,2050,20-week-foresight-current-policy,kg,4690818.907,TRE,current_policies,foresight,none
TEMOA,BASN,2027,20-week-foresight-current-policy,tons,40976600.0,WECC,current_policies,foresight,none
TEMOA,CANO,2027,20-week-foresight-current-policy,tons,19071300.0,CA,current_policies,foresight,none
TEMOA,CASO,2027,20-week-foresight-current-policy,tons,20857300.0,CA,current_policies,foresight,none
TEMOA,FRCC,2027,20-week-foresight-current-policy,tons,87070200.0,SOU,current_policies,foresight,none
TEMOA,ISNE,2027,20-week-foresight-current-policy,tons,14873400.0,NE,current_policies,foresight,none
TEMOA,MISC,2027,20-week-foresight-current-policy,tons,120619000.0,MISO,current_policies,foresight,none
TEMOA,MISE,2027,20-week-foresight-current-policy,tons,48462100.0,MISO,current_policies,foresight,none
TEMOA,MISS,2027,20-week-foresight-current-policy,tons,84119000.0,MISO,current_policies,foresight,none
TEMOA,MISW,2027,20-week-foresight-current-policy,tons,96620600.0,MISO,current_policies,foresight,none
TEMOA,NWPP,2027,20-week-foresight-current-policy,tons,19940600.0,WECC,current_policies,foresight,none
TEMOA,NYCW,2027,20-week-foresight-current-policy,tons,10377200.0,NE,current_policies,foresight,none
TEMOA,NYUP,2027,20-week-foresight-current-policy,tons,7894690.0,NE,current_policies,foresight,none
TEMOA,PJMC,2027,20-week-foresight-current-policy,tons,13744900.0,PJM,current_policies,foresight,none
TEMOA,PJMD,2027,20-week-foresight-current-policy,tons,6160200.0,PJM,current_policies,foresight,none
TEMOA,PJME,2027,20-week-foresight-current-policy,tons,100486000.0,PJM,current_policies,foresight,none
TEMOA,PJMW,2027,20-week-foresight-current-policy,tons,197823000.0,PJM,current_policies,foresight,none
TEMOA,RMRG,2027,20-week-foresight-current-policy,tons,68251100.0,WECC,current_policies,foresight,none
TEMOA,SPPC,2027,20-week-foresight-current-policy,tons,59118000.0,SPP,current_policies,foresight,none
TEMOA,SPPN,2027,20-week-foresight-current-policy,tons,40520200.0,SPP,current_policies,foresight,none
TEMOA,SPPS,2027,20-week-foresight-current-policy,tons,62535900.0,SPP,current_policies,foresight,none
TEMOA,SRCA,2027,20-week-foresight-current-policy,tons,89919600.0,SOU,current_policies,foresight,none
TEMOA,SRCE,2027,20-week-foresight-current-policy,tons,98973800.0,MISO,current_policies,foresight,none
TEMOA,SRSE,2027,20-week-foresight-current-policy,tons,103866000.0,SOU,current_policies,foresight,none
TEMOA,SRSG,2027,20-week-foresight-current-policy,tons,48339500.0,WECC,current_policies,foresight,none
TEMOA,TRE,2027,20-week-foresight-current-policy,tons,153702000.0,TRE,current_policies,foresight,none
TEMOA,TREW,2027,20-week-foresight-current-policy,tons,7549830.0,TRE,current_policies,foresight,none
TEMOA,BASN,2030,20-week-foresight-current-policy,tons,43132900.0,WECC,current_policies,foresight,none
TEMOA,CANO,2030,20-week-foresight-current-policy,tons,24836900.0,CA,current_policies,foresight,none
TEMOA,CASO,2030,20-week-foresight-current-policy,tons,23082100.0,CA,current_policies,foresight,none
TEMOA,FRCC,2030,20-week-foresight-current-policy,tons,89067700.0,SOU,current_policies,foresight,none
TEMOA,ISNE,2030,20-week-foresight-current-policy,tons,11526000.0,NE,current_policies,foresight,none
TEMOA,MISC,2030,20-week-foresight-current-policy,tons,115181000.0,MISO,current_policies,foresight,none
TEMOA,MISE,2030,20-week-foresight-current-policy,tons,42867600.0,MISO,current_policies,foresight,none
TEMOA,MISS,2030,20-week-foresight-current-policy,tons,84153200.0,MISO,current_policies,foresight,none
TEMOA,MISW,2030,20-week-foresight-current-policy,tons,102284000.0,MISO,current_policies,foresight,none
TEMOA,NWPP,2030,20-week-foresight-current-policy,tons,24769400.0,WECC,current_policies,foresight,none
TEMOA,NYCW,2030,20-week-foresight-current-policy,tons,6125400.0,NE,current_policies,foresight,none
TEMOA,NYUP,2030,20-week-foresight-current-policy,tons,8062000.0,NE,current_policies,foresight,none
TEMOA,PJMC,2030,20-week-foresight-current-policy,tons,19792100.0,PJM,current_policies,foresight,none
TEMOA,PJMD,2030,20-week-foresight-current-policy,tons,6489340.0,PJM,current_policies,foresight,none
TEMOA,PJME,2030,20-week-foresight-current-policy,tons,84173600.0,PJM,current_policies,foresight,none
TEMOA,PJMW,2030,20-week-foresight-current-policy,tons,184882000.0,PJM,current_policies,foresight,none
TEMOA,RMRG,2030,20-week-foresight-current-policy,tons,47982700.0,WECC,current_policies,foresight,none
TEMOA,SPPC,2030,20-week-foresight-current-policy,tons,56065600.0,SPP,current_policies,foresight,none
TEMOA,SPPN,2030,20-week-foresight-current-policy,tons,41932600.0,SPP,current_policies,foresight,none
TEMOA,SPPS,2030,20-week-foresight-current-policy,tons,53659400.0,SPP,current_policies,foresight,none
TEMOA,SRCA,2030,20-week-foresight-current-policy,tons,93512700.0,SOU,current_policies,foresight,none
TEMOA,SRCE,2030,20-week-foresight-current-policy,tons,90354400.0,MISO,current_policies,foresight,none
TEMOA,SRSE,2030,20-week-foresight-current-policy,tons,110943000.0,SOU,current_policies,foresight,none
TEMOA,SRSG,2030,20-week-foresight-current-policy,tons,51627000.0,WECC,current_policies,foresight,none
TEMOA,TRE,2030,20-week-foresight-current-policy,tons,119056000.0,TRE,current_policies,foresight,none
TEMOA,TREW,2030,20-week-foresight-current-policy,tons,6737380.0,TRE,current_policies,foresight,none
TEMOA,BASN,2035,20-week-foresight-current-policy,tons,40937000.0,WECC,current_policies,foresight,none
TEMOA,CANO,2035,20-week-foresight-current-policy,tons,29982400.0,CA,current_policies,foresight,none
TEMOA,CASO,2035,20-week-foresight-current-policy,tons,25815300.0,CA,current_policies,foresight,none
TEMOA,FRCC,2035,20-week-foresight-current-policy,tons,103842000.0,SOU,current_policies,foresight,none
TEMOA,ISNE,2035,20-week-foresight-current-policy,tons,16566900.0,NE,current_policies,foresight,none
TEMOA,MISC,2035,20-week-foresight-current-policy,tons,111247000.0,MISO,current_policies,foresight,none
TEMOA,MISE,2035,20-week-foresight-current-policy,tons,52798700.0,MISO,current_policies,foresight,none
TEMOA,MISS,2035,20-week-foresight-current-policy,tons,92074500.0,MISO,current_policies,foresight,none
TEMOA,MISW,2035,20-week-foresight-current-policy,tons,96141700.0,MISO,current_policies,foresight,none
TEMOA,NWPP,2035,20-week-foresight-current-policy,tons,27098000.0,WECC,current_policies,foresight,none
TEMOA,NYCW,2035,20-week-foresight-current-policy,tons,7877130.0,NE,current_policies,foresight,none
TEMOA,NYUP,2035,20-week-foresight-current-policy,tons,10544700.0,NE,current_policies,foresight,none
TEMOA,PJMC,2035,20-week-foresight-current-policy,tons,27764800.0,PJM,current_policies,foresight,none
TEMOA,PJMD,2035,20-week-foresight-current-policy,tons,9109410.0,PJM,current_policies,foresight,none
TEMOA,PJME,2035,20-week-foresight-current-policy,tons,72274400.0,PJM,current_policies,foresight,none
TEMOA,PJMW,2035,20-week-foresight-current-policy,tons,180557000.0,PJM,current_policies,foresight,none
TEMOA,RMRG,2035,20-week-foresight-current-policy,tons,51756200.0,WECC,current_policies,foresight,none
TEMOA,SPPC,2035,20-week-foresight-current-policy,tons,51316300.0,SPP,current_policies,foresight,none
TEMOA,SPPN,2035,20-week-foresight-current-policy,tons,35365500.0,SPP,current_policies,foresight,none
TEMOA,SPPS,2035,20-week-foresight-current-policy,tons,61480100.0,SPP,current_policies,foresight,none
TEMOA,SRCA,2035,20-week-foresight-current-policy,tons,89453400.0,SOU,current_policies,foresight,none
TEMOA,SRCE,2035,20-week-foresight-current-policy,tons,74755200.0,MISO,current_policies,foresight,none
TEMOA,SRSE,2035,20-week-foresight-current-policy,tons,128505000.0,SOU,current_policies,foresight,none
TEMOA,SRSG,2035,20-week-foresight-current-policy,tons,30213300.0,WECC,current_policies,foresight,none
TEMOA,TRE,2035,20-week-foresight-current-policy,tons,121429000.0,TRE,current_policies,foresight,none
TEMOA,TREW,2035,20-week-foresight-current-policy,tons,6238120.0,TRE,current_policies,foresight,none
TEMOA,BASN,2040,20-week-foresight-current-policy,tons,14717400.0,WECC,current_policies,foresight,none
TEMOA,CANO,2040,20-week-foresight-current-policy,tons,14936800.0,CA,current_policies,foresight,none
TEMOA,CASO,2040,20-week-foresight-current-policy,tons,12195700.0,CA,current_policies,foresight,none
TEMOA,FRCC,2040,20-week-foresight-current-policy,tons,65453100.0,SOU,current_policies,foresight,none
TEMOA,ISNE,2040,20-week-foresight-current-policy,tons,11588300.0,NE,current_policies,foresight,none
TEMOA,MISC,2040,20-week-foresight-current-policy,tons,39602400.0,MISO,current_policies,foresight,none
TEMOA,MISE,2040,20-week-foresight-current-policy,tons,14777100.0,MISO,current_policies,foresight,none
TEMOA,MISS,2040,20-week-foresight-current-policy,tons,43499600.0,MISO,current_policies,foresight,none
TEMOA,MISW,2040,20-week-foresight-current-policy,tons,45006700.0,MISO,current_policies,foresight,none
TEMOA,NWPP,2040,20-week-foresight-current-policy,tons,11318300.0,WECC,current_policies,foresight,none
TEMOA,NYCW,2040,20-week-foresight-current-policy,tons,6225550.0,NE,current_policies,foresight,none
TEMOA,NYUP,2040,20-week-foresight-current-policy,tons,6407330.0,NE,current_policies,foresight,none
TEMOA,PJMC,2040,20-week-foresight-current-policy,tons,6931900.0,PJM,current_policies,foresight,none
TEMOA,PJMD,2040,20-week-foresight-current-policy,tons,6843410.0,PJM,current_policies,foresight,none
TEMOA,PJME,2040,20-week-foresight-current-policy,tons,54344000.0,PJM,current_policies,foresight,none
TEMOA,PJMW,2040,20-week-foresight-current-policy,tons,57192900.0,PJM,current_policies,foresight,none
TEMOA,RMRG,2040,20-week-foresight-current-policy,tons,12723000.0,WECC,current_policies,foresight,none
TEMOA,SPPC,2040,20-week-foresight-current-policy,tons,20681500.0,SPP,current_policies,foresight,none
TEMOA,SPPN,2040,20-week-foresight-current-policy,tons,14567100.0,SPP,current_policies,foresight,none
TEMOA,SPPS,2040,20-week-foresight-current-policy,tons,18907100.0,SPP,current_policies,foresight,none
TEMOA,SRCA,2040,20-week-foresight-current-policy,tons,28710000.0,SOU,current_policies,foresight,none
TEMOA,SRCE,2040,20-week-foresight-current-policy,tons,30368800.0,MISO,current_policies,foresight,none
TEMOA,SRSE,2040,20-week-foresight-current-policy,tons,51164200.0,SOU,current_policies,foresight,none
TEMOA,SRSG,2040,20-week-foresight-current-policy,tons,10618900.0,WECC,current_policies,foresight,none
TEMOA,TRE,2040,20-week-foresight-current-policy,tons,51399300.0,TRE,current_policies,foresight,none
TEMOA,TREW,2040,20-week-foresight-current-policy,tons,2114360.0,TRE,current_policies,foresight,none
TEMOA,BASN,2045,20-week-foresight-current-policy,tons,19306800.0,WECC,current_policies,foresight,none
TEMOA,CANO,2045,20-week-foresight-current-policy,tons,17298200.0,CA,current_policies,foresight,none
TEMOA,CASO,2045,20-week-foresight-current-policy,tons,28343900.0,CA,current_policies,foresight,none
TEMOA,FRCC,2045,20-week-foresight-current-policy,tons,75424400.0,SOU,current_policies,foresight,none
TEMOA,ISNE,2045,20-week-foresight-current-policy,tons,15272500.0,NE,current_policies,foresight,none
TEMOA,MISC,2045,20-week-foresight-current-policy,tons,48906000.0,MISO,current_policies,foresight,none
TEMOA,MISE,2045,20-week-foresight-current-policy,tons,20106800.0,MISO,current_policies,foresight,none
TEMOA,MISS,2045,20-week-foresight-current-policy,tons,51054100.0,MISO,current_policies,foresight,none
TEMOA,MISW,2045,20-week-foresight-current-policy,tons,47814100.0,MISO,current_policies,foresight,none
TEMOA,NWPP,2045,20-week-foresight-current-policy,tons,27887200.0,WECC,current_policies,foresight,none
TEMOA,NYCW,2045,20-week-foresight-current-policy,tons,6159360.0,NE,current_policies,foresight,none
TEMOA,NYUP,2045,20-week-foresight-current-policy,tons,6657610.0,NE,current_policies,foresight,none
TEMOA,PJMC,2045,20-week-foresight-current-policy,tons,5969990.0,PJM,current_policies,foresight,none
TEMOA,PJMD,2045,20-week-foresight-current-policy,tons,4812180.0,PJM,current_policies,foresight,none
TEMOA,PJME,2045,20-week-foresight-current-policy,tons,75632400.0,PJM,current_policies,foresight,none
TEMOA,PJMW,2045,20-week-foresight-current-policy,tons,72596000.0,PJM,current_policies,foresight,none
TEMOA,RMRG,2045,20-week-foresight-current-policy,tons,19036800.0,WECC,current_policies,foresight,none
TEMOA,SPPC,2045,20-week-foresight-current-policy,tons,12904600.0,SPP,current_policies,foresight,none
TEMOA,SPPN,2045,20-week-foresight-current-policy,tons,12618500.0,SPP,current_policies,foresight,none
TEMOA,SPPS,2045,20-week-foresight-current-policy,tons,16562200.0,SPP,current_policies,foresight,none
TEMOA,SRCA,2045,20-week-foresight-current-policy,tons,34994200.0,SOU,current_policies,foresight,none
TEMOA,SRCE,2045,20-week-foresight-current-policy,tons,35121900.0,MISO,current_policies,foresight,none
TEMOA,SRSE,2045,20-week-foresight-current-policy,tons,58074700.0,SOU,current_policies,foresight,none
TEMOA,SRSG,2045,20-week-foresight-current-policy,tons,12591400.0,WECC,current_policies,foresight,none
TEMOA,TRE,2045,20-week-foresight-current-policy,tons,57859700.0,TRE,current_policies,foresight,none
TEMOA,TREW,2045,20-week-foresight-current-policy,tons,2485310.0,TRE,current_policies,foresight,none
TEMOA,BASN,2050,20-week-foresight-current-policy,tons,21575700.0,WECC,current_policies,foresight,none
TEMOA,CANO,2050,20-week-foresight-current-policy,tons,20717400.0,CA,current_policies,foresight,none
TEMOA,CASO,2050,20-week-foresight-current-policy,tons,37243800.0,CA,current_policies,foresight,none
TEMOA,FRCC,2050,20-week-foresight-current-policy,tons,70388000.0,SOU,current_policies,foresight,none
TEMOA,ISNE,2050,20-week-foresight-current-policy,tons,16671100.0,NE,current_policies,foresight,none
TEMOA,MISC,2050,20-week-foresight-current-policy,tons,56937700.0,MISO,current_policies,foresight,none
TEMOA,MISE,2050,20-week-foresight-current-policy,tons,23800600.0,MISO,current_policies,foresight,none
TEMOA,MISS,2050,20-week-foresight-current-policy,tons,32162900.0,MISO,current_policies,foresight,none
TEMOA,MISW,2050,20-week-foresight-current-policy,tons,53784000.0,MISO,current_policies,foresight,none
TEMOA,NWPP,2050,20-week-foresight-current-policy,tons,34964000.0,WECC,current_policies,foresight,none
TEMOA,NYCW,2050,20-week-foresight-current-policy,tons,5908590.0,NE,current_policies,foresight,none
TEMOA,NYUP,2050,20-week-foresight-current-policy,tons,6942810.0,NE,current_policies,foresight,none
TEMOA,PJMC,2050,20-week-foresight-current-policy,tons,5093330.0,PJM,current_policies,foresight,none
TEMOA,PJMD,2050,20-week-foresight-current-policy,tons,3263250.0,PJM,current_policies,foresight,none
TEMOA,PJME,2050,20-week-foresight-current-policy,tons,80711500.0,PJM,current_policies,foresight,none
TEMOA,PJMW,2050,20-week-foresight-current-policy,tons,74539100.0,PJM,current_policies,foresight,none
TEMOA,RMRG,2050,20-week-foresight-current-policy,tons,12788600.0,WECC,current_policies,foresight,none
TEMOA,SPPC,2050,20-week-foresight-current-policy,tons,7326450.0,SPP,current_policies,foresight,none
TEMOA,SPPN,2050,20-week-foresight-current-policy,tons,8028400.0,SPP,current_policies,foresight,none
TEMOA,SPPS,2050,20-week-foresight-current-policy,tons,9059300.0,SPP,current_policies,foresight,none
TEMOA,SRCA,2050,20-week-foresight-current-policy,tons,36788600.0,SOU,current_policies,foresight,none
TEMOA,SRCE,2050,20-week-foresight-current-policy,tons,33343800.0,MISO,current_policies,foresight,none
TEMOA,SRSE,2050,20-week-foresight-current-policy,tons,52812500.0,SOU,current_policies,foresight,none
TEMOA,SRSG,2050,20-week-foresight-current-policy,tons,16589800.0,WECC,current_policies,foresight,none
TEMOA,TRE,2050,20-week-foresight-current-policy,tons,69251100.0,TRE,current_policies,foresight,none
TEMOA,TREW,2050,20-week-foresight-current-policy,tons,2136210.0,TRE,current_policies,foresight,none
USENSYS,BASN,2027,20-week-foresight-current-policy,tons,32922334.0,WECC,current_policies,foresight,none
USENSYS,CANO,2027,20-week-foresight-current-policy,tons,14755585.0,CA,current_policies,foresight,none
USENSYS,CASO,2027,20-week-foresight-current-policy,tons,14667526.0,CA,current_policies,foresight,none
USENSYS,FRCC,2027,20-week-foresight-current-policy,tons,86795970.0,SOU,current_policies,foresight,none
USENSYS,ISNE,2027,20-week-foresight-current-policy,tons,12914981.0,NE,current_policies,foresight,none
USENSYS,MISC,2027,20-week-foresight-current-policy,tons,101129455.0,MISO,current_policies,foresight,none
USENSYS,MISE,2027,20-week-foresight-current-policy,tons,47581054.0,MISO,current_policies,foresight,none
USENSYS,MISS,2027,20-week-foresight-current-policy,tons,77967252.0,MISO,current_policies,foresight,none
USENSYS,MISW,2027,20-week-foresight-current-policy,tons,73835845.0,MISO,current_policies,foresight,none
USENSYS,NWPP,2027,20-week-foresight-current-policy,tons,17624735.0,WECC,current_policies,foresight,none
USENSYS,NYCW,2027,20-week-foresight-current-policy,tons,8624040.0,NE,current_policies,foresight,none
USENSYS,NYUP,2027,20-week-foresight-current-policy,tons,7948932.0,NE,current_policies,foresight,none
USENSYS,PJMC,2027,20-week-foresight-current-policy,tons,9521638.0,PJM,current_policies,foresight,none
USENSYS,PJMD,2027,20-week-foresight-current-policy,tons,5339365.0,PJM,current_policies,foresight,none
USENSYS,PJME,2027,20-week-foresight-current-policy,tons,104012191.0,PJM,current_policies,foresight,none
USENSYS,PJMW,2027,20-week-foresight-current-policy,tons,196222048.0,PJM,current_policies,foresight,none
USENSYS,RMRG,2027,20-week-foresight-current-policy,tons,48284353.0,WECC,current_policies,foresight,none
USENSYS,SPPC,2027,20-week-foresight-current-policy,tons,48561527.0,SPP,current_policies,foresight,none
USENSYS,SPPN,2027,20-week-foresight-current-policy,tons,30169620.0,SPP,current_policies,foresight,none
USENSYS,SPPS,2027,20-week-foresight-current-policy,tons,41474400.0,SPP,current_policies,foresight,none
USENSYS,SRCA,2027,20-week-foresight-current-policy,tons,86548523.0,SOU,current_policies,foresight,none
USENSYS,SRCE,2027,20-week-foresight-current-policy,tons,92853489.0,MISO,current_policies,foresight,none
USENSYS,SRSE,2027,20-week-foresight-current-policy,tons,103166781.0,SOU,current_policies,foresight,none
USENSYS,SRSG,2027,20-week-foresight-current-policy,tons,43198565.0,WECC,current_policies,foresight,none
USENSYS,TRE,2027,20-week-foresight-current-policy,tons,100319095.0,TRE,current_policies,foresight,none
USENSYS,TREW,2027,20-week-foresight-current-policy,tons,4763969.0,TRE,current_policies,foresight,none
USENSYS,BASN,2030,20-week-foresight-current-policy,tons,27708357.0,WECC,current_policies,foresight,none
USENSYS,CANO,2030,20-week-foresight-current-policy,tons,13666019.0,CA,current_policies,foresight,none
USENSYS,CASO,2030,20-week-foresight-current-policy,tons,13200767.0,CA,current_policies,foresight,none
USENSYS,FRCC,2030,20-week-foresight-current-policy,tons,77779640.0,SOU,current_policies,foresight,none
USENSYS,ISNE,2030,20-week-foresight-current-policy,tons,9642930.0,NE,current_policies,foresight,none
USENSYS,MISC,2030,20-week-foresight-current-policy,tons,102235965.0,MISO,current_policies,foresight,none
USENSYS,MISE,2030,20-week-foresight-current-policy,tons,38607572.0,MISO,current_policies,foresight,none
USENSYS,MISS,2030,20-week-foresight-current-policy,tons,70016908.0,MISO,current_policies,foresight,none
USENSYS,MISW,2030,20-week-foresight-current-policy,tons,75498313.0,MISO,current_policies,foresight,none
USENSYS,NWPP,2030,20-week-foresight-current-policy,tons,14785694.0,WECC,current_policies,foresight,none
USENSYS,NYCW,2030,20-week-foresight-current-policy,tons,4186738.0,NE,current_policies,foresight,none
USENSYS,NYUP,2030,20-week-foresight-current-policy,tons,7634423.0,NE,current_policies,foresight,none
USENSYS,PJMC,2030,20-week-foresight-current-policy,tons,14286714.0,PJM,current_policies,foresight,none
USENSYS,PJMD,2030,20-week-foresight-current-policy,tons,6008608.0,PJM,current_policies,foresight,none
USENSYS,PJME,2030,20-week-foresight-current-policy,tons,88907228.0,PJM,current_policies,foresight,none
USENSYS,PJMW,2030,20-week-foresight-current-policy,tons,178150907.0,PJM,current_policies,foresight,none
USENSYS,RMRG,2030,20-week-foresight-current-policy,tons,37036162.0,WECC,current_policies,foresight,none
USENSYS,SPPC,2030,20-week-foresight-current-policy,tons,45716847.0,SPP,current_policies,foresight,none
USENSYS,SPPN,2030,20-week-foresight-current-policy,tons,29547597.0,SPP,current_policies,foresight,none
USENSYS,SPPS,2030,20-week-foresight-current-policy,tons,39664033.0,SPP,current_policies,foresight,none
USENSYS,SRCA,2030,20-week-foresight-current-policy,tons,83467686.0,SOU,current_policies,foresight,none
USENSYS,SRCE,2030,20-week-foresight-current-policy,tons,79247376.0,MISO,current_policies,foresight,none
USENSYS,SRSE,2030,20-week-foresight-current-policy,tons,105644601.0,SOU,current_policies,foresight,none
USENSYS,SRSG,2030,20-week-foresight-current-policy,tons,38121628.0,WECC,current_policies,foresight,none
USENSYS,TRE,2030,20-week-foresight-current-policy,tons,86857076.0,TRE,current_policies,foresight,none
USENSYS,TREW,2030,20-week-foresight-current-policy,tons,4532162.0,TRE,current_policies,foresight,none
USENSYS,BASN,2035,20-week-foresight-current-policy,tons,31633789.0,WECC,current_policies,foresight,none
USENSYS,CANO,2035,20-week-foresight-current-policy,tons,17657579.0,CA,current_policies,foresight,none
USENSYS,CASO,2035,20-week-foresight-current-policy,tons,17521909.0,CA,current_policies,foresight,none
USENSYS,FRCC,2035,20-week-foresight-current-policy,tons,72674528.0,SOU,current_policies,foresight,none
USENSYS,ISNE,2035,20-week-foresight-current-policy,tons,12474929.0,NE,current_policies,foresight,none
USENSYS,MISC,2035,20-week-foresight-current-policy,tons,88565340.0,MISO,current_policies,foresight,none
USENSYS,MISE,2035,20-week-foresight-current-policy,tons,38941037.0,MISO,current_policies,foresight,none
USENSYS,MISS,2035,20-week-foresight-current-policy,tons,72614754.0,MISO,current_policies,foresight,none
USENSYS,MISW,2035,20-week-foresight-current-policy,tons,82968997.0,MISO,current_policies,foresight,none
USENSYS,NWPP,2035,20-week-foresight-current-policy,tons,17895049.0,WECC,current_policies,foresight,none
USENSYS,NYCW,2035,20-week-foresight-current-policy,tons,6158737.0,NE,current_policies,foresight,none
USENSYS,NYUP,2035,20-week-foresight-current-policy,tons,7587604.0,NE,current_policies,foresight,none
USENSYS,PJMC,2035,20-week-foresight-current-policy,tons,17764692.0,PJM,current_policies,foresight,none
USENSYS,PJMD,2035,20-week-foresight-current-policy,tons,6847744.0,PJM,current_policies,foresight,none
USENSYS,PJME,2035,20-week-foresight-current-policy,tons,83311137.0,PJM,current_policies,foresight,none
USENSYS,PJMW,2035,20-week-foresight-current-policy,tons,155582862.0,PJM,current_policies,foresight,none
USENSYS,RMRG,2035,20-week-foresight-current-policy,tons,41636988.0,WECC,current_policies,foresight,none
USENSYS,SPPC,2035,20-week-foresight-current-policy,tons,43262482.0,SPP,current_policies,foresight,none
USENSYS,SPPN,2035,20-week-foresight-current-policy,tons,29502983.0,SPP,current_policies,foresight,none
USENSYS,SPPS,2035,20-week-foresight-current-policy,tons,44757935.0,SPP,current_policies,foresight,none
USENSYS,SRCA,2035,20-week-foresight-current-policy,tons,69121401.0,SOU,current_policies,foresight,none
USENSYS,SRCE,2035,20-week-foresight-current-policy,tons,59873809.0,MISO,current_policies,foresight,none
USENSYS,SRSE,2035,20-week-foresight-current-policy,tons,96497131.0,SOU,current_policies,foresight,none
USENSYS,SRSG,2035,20-week-foresight-current-policy,tons,22026052.0,WECC,current_policies,foresight,none
USENSYS,TRE,2035,20-week-foresight-current-policy,tons,106787292.0,TRE,current_policies,foresight,none
USENSYS,TREW,2035,20-week-foresight-current-policy,tons,5403134.0,TRE,current_policies,foresight,none
USENSYS,BASN,2040,20-week-foresight-current-policy,tons,27536710.0,WECC,current_policies,foresight,none
USENSYS,CANO,2040,20-week-foresight-current-policy,tons,18355856.0,CA,current_policies,foresight,none
USENSYS,CASO,2040,20-week-foresight-current-policy,tons,29400880.0,CA,current_policies,foresight,none
USENSYS,FRCC,2040,20-week-foresight-current-policy,tons,73409078.0,SOU,current_policies,foresight,none
USENSYS,ISNE,2040,20-week-foresight-current-policy,tons,17584290.0,NE,current_policies,foresight,none
USENSYS,MISC,2040,20-week-foresight-current-policy,tons,72940227.0,MISO,current_policies,foresight,none
USENSYS,MISE,2040,20-week-foresight-current-policy,tons,25494710.0,MISO,current_policies,foresight,none
USENSYS,MISS,2040,20-week-foresight-current-policy,tons,80845238.0,MISO,current_policies,foresight,none
USENSYS,MISW,2040,20-week-foresight-current-policy,tons,101274391.0,MISO,current_policies,foresight,none
USENSYS,NWPP,2040,20-week-foresight-current-policy,tons,19298614.0,WECC,current_policies,foresight,none
USENSYS,NYCW,2040,20-week-foresight-current-policy,tons,7633782.0,NE,current_policies,foresight,none
USENSYS,NYUP,2040,20-week-foresight-current-policy,tons,5853823.0,NE,current_policies,foresight,none
USENSYS,PJMC,2040,20-week-foresight-current-policy,tons,9861616.0,PJM,current_policies,foresight,none
USENSYS,PJMD,2040,20-week-foresight-current-policy,tons,7290747.0,PJM,current_policies,foresight,none
USENSYS,PJME,2040,20-week-foresight-current-policy,tons,78017127.0,PJM,current_policies,foresight,none
USENSYS,PJMW,2040,20-week-foresight-current-policy,tons,104521716.0,PJM,current_policies,foresight,none
USENSYS,RMRG,2040,20-week-foresight-current-policy,tons,24763488.0,WECC,current_policies,foresight,none
USENSYS,SPPC,2040,20-week-foresight-current-policy,tons,36083310.0,SPP,current_policies,foresight,none
USENSYS,SPPN,2040,20-week-foresight-current-policy,tons,26133459.0,SPP,current_policies,foresight,none
USENSYS,SPPS,2040,20-week-foresight-current-policy,tons,34803877.0,SPP,current_policies,foresight,none
USENSYS,SRCA,2040,20-week-foresight-current-policy,tons,44909490.0,SOU,current_policies,foresight,none
USENSYS,SRCE,2040,20-week-foresight-current-policy,tons,49250932.0,MISO,current_policies,foresight,none
USENSYS,SRSE,2040,20-week-foresight-current-policy,tons,67823645.0,SOU,current_policies,foresight,none
USENSYS,SRSG,2040,20-week-foresight-current-policy,tons,20140662.0,WECC,current_policies,foresight,none
USENSYS,TRE,2040,20-week-foresight-current-policy,tons,116069929.0,TRE,current_policies,foresight,none
USENSYS,TREW,2040,20-week-foresight-current-policy,tons,4511301.0,TRE,current_policies,foresight,none
USENSYS,BASN,2045,20-week-foresight-current-policy,tons,32656851.0,WECC,current_policies,foresight,none
USENSYS,CANO,2045,20-week-foresight-current-policy,tons,22171577.0,CA,current_policies,foresight,none
USENSYS,CASO,2045,20-week-foresight-current-policy,tons,45923638.0,CA,current_policies,foresight,none
USENSYS,FRCC,2045,20-week-foresight-current-policy,tons,82734699.0,SOU,current_policies,foresight,none
USENSYS,ISNE,2045,20-week-foresight-current-policy,tons,21547752.0,NE,current_policies,foresight,none
USENSYS,MISC,2045,20-week-foresight-current-policy,tons,78988340.0,MISO,current_policies,foresight,none
USENSYS,MISE,2045,20-week-foresight-current-policy,tons,31186704.0,MISO,current_policies,foresight,none
USENSYS,MISS,2045,20-week-foresight-current-policy,tons,87578073.0,MISO,current_policies,foresight,none
USENSYS,MISW,2045,20-week-foresight-current-policy,tons,107914231.0,MISO,current_policies,foresight,none
