model,line_name,planning_year,case,unit,value,end_value,line,start_region,dest_region
GenX,NWPP_to_SPPN,2030,20-week-foresight-current-policy,MW,0.0,,56.0,NWPP,SPPN
GenX,SRSG_to_TRE,2030,20-week-foresight-current-policy,MW,2.0,,57.0,SRSG,TRE
GenX,BASN_to_CANO,2035,20-week-foresight-current-policy,MW,0.0,,1.0,BASN,CANO
GenX,BASN_to_CASO,2035,20-week-foresight-current-policy,MW,0.0,,2.0,BASN,CASO
GenX,BASN_to_NWPP,2035,20-week-foresight-current-policy,MW,0.0,,3.0,BASN,NWPP
GenX,BASN_to_RMRG,2035,20-week-foresight-current-policy,MW,0.0,,4.0,BASN,RMRG
GenX,BASN_to_SRSG,2035,20-week-foresight-current-policy,MW,1.0,,5.0,BASN,SRSG
GenX,CANO_to_CASO,2035,20-week-foresight-current-policy,MW,2.0,,6.0,CANO,CASO
GenX,CANO_to_NWPP,2035,20-week-foresight-current-policy,MW,0.0,,7.0,CANO,NWPP
GenX,CASO_to_NWPP,2035,20-week-foresight-current-policy,MW,0.0,,8.0,CASO,NWPP
GenX,CASO_to_SRSG,2035,20-week-foresight-current-policy,MW,1.0,,9.0,CASO,SRSG
GenX,FRCC_to_SRSE,2035,20-week-foresight-current-policy,MW,1.0,,10.0,FRCC,SRSE
GenX,ISNE_to_NYCW,2035,20-week-foresight-current-policy,MW,1.0,,11.0,ISNE,NYCW
GenX,ISNE_to_NYUP,2035,20-week-foresight-current-policy,MW,35.0,,12.0,ISNE,NYUP
GenX,MISC_to_MISE,2035,20-week-foresight-current-policy,MW,2.0,,13.0,MISC,MISE
GenX,MISC_to_MISS,2035,20-week-foresight-current-policy,MW,0.0,,14.0,MISC,MISS
GenX,MISC_to_MISW,2035,20-week-foresight-current-policy,MW,0.0,,15.0,MISC,MISW
GenX,MISC_to_PJMC,2035,20-week-foresight-current-policy,MW,1.0,,16.0,MISC,PJMC
GenX,MISC_to_PJMW,2035,20-week-foresight-current-policy,MW,0.0,,17.0,MISC,PJMW
GenX,MISC_to_SPPC,2035,20-week-foresight-current-policy,MW,0.0,,18.0,MISC,SPPC
GenX,MISC_to_SPPN,2035,20-week-foresight-current-policy,MW,6.0,,19.0,MISC,SPPN
GenX,MISC_to_SPPS,2035,20-week-foresight-current-policy,MW,2.0,,20.0,MISC,SPPS
GenX,MISC_to_SRCE,2035,20-week-foresight-current-policy,MW,0.0,,21.0,MISC,SRCE
GenX,MISE_to_MISW,2035,20-week-foresight-current-policy,MW,7.0,,22.0,MISE,MISW
GenX,MISE_to_PJMW,2035,20-week-foresight-current-policy,MW,1.0,,23.0,MISE,PJMW
GenX,MISS_to_SPPC,2035,20-week-foresight-current-policy,MW,1.0,,24.0,MISS,SPPC
GenX,MISS_to_SPPS,2035,20-week-foresight-current-policy,MW,1627.0,,25.0,MISS,SPPS
GenX,MISS_to_SRCE,2035,20-week-foresight-current-policy,MW,0.0,,26.0,MISS,SRCE
GenX,MISS_to_SRSE,2035,20-week-foresight-current-policy,MW,2.0,,27.0,MISS,SRSE
GenX,MISW_to_NWPP,2035,20-week-foresight-current-policy,MW,0.0,,28.0,MISW,NWPP
GenX,MISW_to_PJMC,2035,20-week-foresight-current-policy,MW,7.0,,29.0,MISW,PJMC
GenX,MISW_to_SPPC,2035,20-week-foresight-current-policy,MW,0.0,,30.0,MISW,SPPC
GenX,MISW_to_SPPN,2035,20-week-foresight-current-policy,MW,0.0,,31.0,MISW,SPPN
GenX,NWPP_to_RMRG,2035,20-week-foresight-current-policy,MW,1.0,,32.0,NWPP,RMRG
GenX,NYCW_to_NYUP,2035,20-week-foresight-current-policy,MW,2391.0,,33.0,NYCW,NYUP
GenX,NYCW_to_PJME,2035,20-week-foresight-current-policy,MW,738.0,,34.0,NYCW,PJME
GenX,NYUP_to_PJME,2035,20-week-foresight-current-policy,MW,3.0,,35.0,NYUP,PJME
GenX,PJMC_to_PJMW,2035,20-week-foresight-current-policy,MW,17.0,,36.0,PJMC,PJMW
GenX,PJMD_to_PJME,2035,20-week-foresight-current-policy,MW,1351.0,,37.0,PJMD,PJME
GenX,PJMD_to_PJMW,2035,20-week-foresight-current-policy,MW,0.0,,38.0,PJMD,PJMW
GenX,PJMD_to_SRCA,2035,20-week-foresight-current-policy,MW,0.0,,39.0,PJMD,SRCA
GenX,PJME_to_PJMW,2035,20-week-foresight-current-policy,MW,0.0,,40.0,PJME,PJMW
GenX,PJMW_to_SRCA,2035,20-week-foresight-current-policy,MW,0.0,,41.0,PJMW,SRCA
GenX,PJMW_to_SRCE,2035,20-week-foresight-current-policy,MW,0.0,,42.0,PJMW,SRCE
GenX,RMRG_to_SPPC,2035,20-week-foresight-current-policy,MW,982.0,,43.0,RMRG,SPPC
GenX,RMRG_to_SPPN,2035,20-week-foresight-current-policy,MW,412.0,,44.0,RMRG,SPPN
GenX,RMRG_to_SRSG,2035,20-week-foresight-current-policy,MW,1.0,,45.0,RMRG,SRSG
GenX,SPPC_to_SPPN,2035,20-week-foresight-current-policy,MW,1.0,,46.0,SPPC,SPPN
GenX,SPPC_to_SPPS,2035,20-week-foresight-current-policy,MW,1.0,,47.0,SPPC,SPPS
GenX,SPPN_to_SPPS,2035,20-week-foresight-current-policy,MW,2.0,,48.0,SPPN,SPPS
GenX,SPPS_to_SRSG,2035,20-week-foresight-current-policy,MW,1045.0,,49.0,SPPS,SRSG
GenX,SPPS_to_TRE,2035,20-week-foresight-current-policy,MW,1272.0,,50.0,SPPS,TRE
GenX,SPPS_to_TREW,2035,20-week-foresight-current-policy,MW,2.0,,51.0,SPPS,TREW
GenX,SRCA_to_SRCE,2035,20-week-foresight-current-policy,MW,0.0,,52.0,SRCA,SRCE
GenX,SRCA_to_SRSE,2035,20-week-foresight-current-policy,MW,0.0,,53.0,SRCA,SRSE
GenX,SRCE_to_SRSE,2035,20-week-foresight-current-policy,MW,0.0,,54.0,SRCE,SRSE
GenX,TRE_to_TREW,2035,20-week-foresight-current-policy,MW,0.0,,55.0,TRE,TREW
GenX,NWPP_to_SPPN,2035,20-week-foresight-current-policy,MW,0.0,,56.0,NWPP,SPPN
GenX,SRSG_to_TRE,2035,20-week-foresight-current-policy,MW,1.0,,57.0,SRSG,TRE
GenX,BASN_to_CANO,2040,20-week-foresight-current-policy,MW,0.0,,1.0,BASN,CANO
GenX,BASN_to_CASO,2040,20-week-foresight-current-policy,MW,0.0,,2.0,BASN,CASO
GenX,BASN_to_NWPP,2040,20-week-foresight-current-policy,MW,0.0,,3.0,BASN,NWPP
GenX,BASN_to_RMRG,2040,20-week-foresight-current-policy,MW,0.0,,4.0,BASN,RMRG
GenX,BASN_to_SRSG,2040,20-week-foresight-current-policy,MW,0.0,,5.0,BASN,SRSG
GenX,CANO_to_CASO,2040,20-week-foresight-current-policy,MW,2.0,,6.0,CANO,CASO
GenX,CANO_to_NWPP,2040,20-week-foresight-current-policy,MW,0.0,,7.0,CANO,NWPP
GenX,CASO_to_NWPP,2040,20-week-foresight-current-policy,MW,0.0,,8.0,CASO,NWPP
GenX,CASO_to_SRSG,2040,20-week-foresight-current-policy,MW,603.0,,9.0,CASO,SRSG
GenX,FRCC_to_SRSE,2040,20-week-foresight-current-policy,MW,0.0,,10.0,FRCC,SRSE
GenX,ISNE_to_NYCW,2040,20-week-foresight-current-policy,MW,0.0,,11.0,ISNE,NYCW
GenX,ISNE_to_NYUP,2040,20-week-foresight-current-policy,MW,0.0,,12.0,ISNE,NYUP
GenX,MISC_to_MISE,2040,20-week-foresight-current-policy,MW,2.0,,13.0,MISC,MISE
GenX,MISC_to_MISS,2040,20-week-foresight-current-policy,MW,0.0,,14.0,MISC,MISS
GenX,MISC_to_MISW,2040,20-week-foresight-current-policy,MW,0.0,,15.0,MISC,MISW
GenX,MISC_to_PJMC,2040,20-week-foresight-current-policy,MW,0.0,,16.0,MISC,PJMC
GenX,MISC_to_PJMW,2040,20-week-foresight-current-policy,MW,1.0,,17.0,MISC,PJMW
GenX,MISC_to_SPPC,2040,20-week-foresight-current-policy,MW,696.0,,18.0,MISC,SPPC
GenX,MISC_to_SPPN,2040,20-week-foresight-current-policy,MW,0.0,,19.0,MISC,SPPN
GenX,MISC_to_SPPS,2040,20-week-foresight-current-policy,MW,5.0,,20.0,MISC,SPPS
GenX,MISC_to_SRCE,2040,20-week-foresight-current-policy,MW,0.0,,21.0,MISC,SRCE
GenX,MISE_to_MISW,2040,20-week-foresight-current-policy,MW,0.0,,22.0,MISE,MISW
GenX,MISE_to_PJMW,2040,20-week-foresight-current-policy,MW,0.0,,23.0,MISE,PJMW
GenX,MISS_to_SPPC,2040,20-week-foresight-current-policy,MW,1263.0,,24.0,MISS,SPPC
GenX,MISS_to_SPPS,2040,20-week-foresight-current-policy,MW,148.0,,25.0,MISS,SPPS
GenX,MISS_to_SRCE,2040,20-week-foresight-current-policy,MW,0.0,,26.0,MISS,SRCE
GenX,MISS_to_SRSE,2040,20-week-foresight-current-policy,MW,760.0,,27.0,MISS,SRSE
GenX,MISW_to_NWPP,2040,20-week-foresight-current-policy,MW,0.0,,28.0,MISW,NWPP
GenX,MISW_to_PJMC,2040,20-week-foresight-current-policy,MW,0.0,,29.0,MISW,PJMC
GenX,MISW_to_SPPC,2040,20-week-foresight-current-policy,MW,0.0,,30.0,MISW,SPPC
GenX,MISW_to_SPPN,2040,20-week-foresight-current-policy,MW,0.0,,31.0,MISW,SPPN
GenX,NWPP_to_RMRG,2040,20-week-foresight-current-policy,MW,797.0,,32.0,NWPP,RMRG
GenX,NYCW_to_NYUP,2040,20-week-foresight-current-policy,MW,1460.0,,33.0,NYCW,NYUP
GenX,NYCW_to_PJME,2040,20-week-foresight-current-policy,MW,0.0,,34.0,NYCW,PJME
GenX,NYUP_to_PJME,2040,20-week-foresight-current-policy,MW,3676.0,,35.0,NYUP,PJME
GenX,PJMC_to_PJMW,2040,20-week-foresight-current-policy,MW,3078.0,,36.0,PJMC,PJMW
GenX,PJMD_to_PJME,2040,20-week-foresight-current-policy,MW,1931.0,,37.0,PJMD,PJME
GenX,PJMD_to_PJMW,2040,20-week-foresight-current-policy,MW,0.0,,38.0,PJMD,PJMW
GenX,PJMD_to_SRCA,2040,20-week-foresight-current-policy,MW,0.0,,39.0,PJMD,SRCA
GenX,PJME_to_PJMW,2040,20-week-foresight-current-policy,MW,5.0,,40.0,PJME,PJMW
GenX,PJMW_to_SRCA,2040,20-week-foresight-current-policy,MW,0.0,,41.0,PJMW,SRCA
GenX,PJMW_to_SRCE,2040,20-week-foresight-current-policy,MW,0.0,,42.0,PJMW,SRCE
GenX,RMRG_to_SPPC,2040,20-week-foresight-current-policy,MW,2479.0,,43.0,RMRG,SPPC
GenX,RMRG_to_SPPN,2040,20-week-foresight-current-policy,MW,1331.0,,44.0,RMRG,SPPN
GenX,RMRG_to_SRSG,2040,20-week-foresight-current-policy,MW,0.0,,45.0,RMRG,SRSG
GenX,SPPC_to_SPPN,2040,20-week-foresight-current-policy,MW,0.0,,46.0,SPPC,SPPN
GenX,SPPC_to_SPPS,2040,20-week-foresight-current-policy,MW,1.0,,47.0,SPPC,SPPS
GenX,SPPN_to_SPPS,2040,20-week-foresight-current-policy,MW,1.0,,48.0,SPPN,SPPS
GenX,SPPS_to_SRSG,2040,20-week-foresight-current-policy,MW,2732.0,,49.0,SPPS,SRSG
GenX,SPPS_to_TRE,2040,20-week-foresight-current-policy,MW,776.0,,50.0,SPPS,TRE
GenX,SPPS_to_TREW,2040,20-week-foresight-current-policy,MW,0.0,,51.0,SPPS,TREW
GenX,SRCA_to_SRCE,2040,20-week-foresight-current-policy,MW,0.0,,52.0,SRCA,SRCE
GenX,SRCA_to_SRSE,2040,20-week-foresight-current-policy,MW,0.0,,53.0,SRCA,SRSE
GenX,SRCE_to_SRSE,2040,20-week-foresight-current-policy,MW,0.0,,54.0,SRCE,SRSE
GenX,TRE_to_TREW,2040,20-week-foresight-current-policy,MW,0.0,,55.0,TRE,TREW
GenX,NWPP_to_SPPN,2040,20-week-foresight-current-policy,MW,25.0,,56.0,NWPP,SPPN
GenX,SRSG_to_TRE,2040,20-week-foresight-current-policy,MW,2.0,,57.0,SRSG,TRE
GenX,BASN_to_CANO,2045,20-week-foresight-current-policy,MW,0.0,,1.0,BASN,CANO
GenX,BASN_to_CASO,2045,20-week-foresight-current-policy,MW,1.0,,2.0,BASN,CASO
GenX,BASN_to_NWPP,2045,20-week-foresight-current-policy,MW,0.0,,3.0,BASN,NWPP
GenX,BASN_to_RMRG,2045,20-week-foresight-current-policy,MW,0.0,,4.0,BASN,RMRG
GenX,BASN_to_SRSG,2045,20-week-foresight-current-policy,MW,3.0,,5.0,BASN,SRSG
GenX,CANO_to_CASO,2045,20-week-foresight-current-policy,MW,0.0,,6.0,CANO,CASO
GenX,CANO_to_NWPP,2045,20-week-foresight-current-policy,MW,0.0,,7.0,CANO,NWPP
GenX,CASO_to_NWPP,2045,20-week-foresight-current-policy,MW,0.0,,8.0,CASO,NWPP
GenX,CASO_to_SRSG,2045,20-week-foresight-current-policy,MW,0.0,,9.0,CASO,SRSG
GenX,FRCC_to_SRSE,2045,20-week-foresight-current-policy,MW,0.0,,10.0,FRCC,SRSE
GenX,ISNE_to_NYCW,2045,20-week-foresight-current-policy,MW,1.0,,11.0,ISNE,NYCW
GenX,ISNE_to_NYUP,2045,20-week-foresight-current-policy,MW,0.0,,12.0,ISNE,NYUP
GenX,MISC_to_MISE,2045,20-week-foresight-current-policy,MW,3.0,,13.0,MISC,MISE
GenX,MISC_to_MISS,2045,20-week-foresight-current-policy,MW,0.0,,14.0,MISC,MISS
GenX,MISC_to_MISW,2045,20-week-foresight-current-policy,MW,0.0,,15.0,MISC,MISW
GenX,MISC_to_PJMC,2045,20-week-foresight-current-policy,MW,0.0,,16.0,MISC,PJMC
GenX,MISC_to_PJMW,2045,20-week-foresight-current-policy,MW,0.0,,17.0,MISC,PJMW
GenX,MISC_to_SPPC,2045,20-week-foresight-current-policy,MW,1.0,,18.0,MISC,SPPC
GenX,MISC_to_SPPN,2045,20-week-foresight-current-policy,MW,0.0,,19.0,MISC,SPPN
GenX,MISC_to_SPPS,2045,20-week-foresight-current-policy,MW,1.0,,20.0,MISC,SPPS
GenX,MISC_to_SRCE,2045,20-week-foresight-current-policy,MW,0.0,,21.0,MISC,SRCE
GenX,MISE_to_MISW,2045,20-week-foresight-current-policy,MW,0.0,,22.0,MISE,MISW
GenX,MISE_to_PJMW,2045,20-week-foresight-current-policy,MW,0.0,,23.0,MISE,PJMW
GenX,MISS_to_SPPC,2045,20-week-foresight-current-policy,MW,1.0,,24.0,MISS,SPPC
GenX,MISS_to_SPPS,2045,20-week-foresight-current-policy,MW,0.0,,25.0,MISS,SPPS
GenX,MISS_to_SRCE,2045,20-week-foresight-current-policy,MW,1.0,,26.0,MISS,SRCE
GenX,MISS_to_SRSE,2045,20-week-foresight-current-policy,MW,3155.0,,27.0,MISS,SRSE
GenX,MISW_to_NWPP,2045,20-week-foresight-current-policy,MW,0.0,,28.0,MISW,NWPP
GenX,MISW_to_PJMC,2045,20-week-foresight-current-policy,MW,1.0,,29.0,MISW,PJMC
GenX,MISW_to_SPPC,2045,20-week-foresight-current-policy,MW,1.0,,30.0,MISW,SPPC
GenX,MISW_to_SPPN,2045,20-week-foresight-current-policy,MW,0.0,,31.0,MISW,SPPN
GenX,NWPP_to_RMRG,2045,20-week-foresight-current-policy,MW,1.0,,32.0,NWPP,RMRG
GenX,NYCW_to_NYUP,2045,20-week-foresight-current-policy,MW,0.0,,33.0,NYCW,NYUP
GenX,NYCW_to_PJME,2045,20-week-foresight-current-policy,MW,488.0,,34.0,NYCW,PJME
GenX,NYUP_to_PJME,2045,20-week-foresight-current-policy,MW,1.0,,35.0,NYUP,PJME
GenX,PJMC_to_PJMW,2045,20-week-foresight-current-policy,MW,492.0,,36.0,PJMC,PJMW
GenX,PJMD_to_PJME,2045,20-week-foresight-current-policy,MW,1.0,,37.0,PJMD,PJME
GenX,PJMD_to_PJMW,2045,20-week-foresight-current-policy,MW,0.0,,38.0,PJMD,PJMW
GenX,PJMD_to_SRCA,2045,20-week-foresight-current-policy,MW,603.0,,39.0,PJMD,SRCA
GenX,PJME_to_PJMW,2045,20-week-foresight-current-policy,MW,4.0,,40.0,PJME,PJMW
GenX,PJMW_to_SRCA,2045,20-week-foresight-current-policy,MW,0.0,,41.0,PJMW,SRCA
GenX,PJMW_to_SRCE,2045,20-week-foresight-current-policy,MW,0.0,,42.0,PJMW,SRCE
GenX,RMRG_to_SPPC,2045,20-week-foresight-current-policy,MW,211.0,,43.0,RMRG,SPPC
GenX,RMRG_to_SPPN,2045,20-week-foresight-current-policy,MW,618.0,,44.0,RMRG,SPPN
GenX,RMRG_to_SRSG,2045,20-week-foresight-current-policy,MW,6.0,,45.0,RMRG,SRSG
GenX,SPPC_to_SPPN,2045,20-week-foresight-current-policy,MW,1.0,,46.0,SPPC,SPPN
GenX,SPPC_to_SPPS,2045,20-week-foresight-current-policy,MW,1067.0,,47.0,SPPC,SPPS
GenX,SPPN_to_SPPS,2045,20-week-foresight-current-policy,MW,1.0,,48.0,SPPN,SPPS
GenX,SPPS_to_SRSG,2045,20-week-foresight-current-policy,MW,86.0,,49.0,SPPS,SRSG
GenX,SPPS_to_TRE,2045,20-week-foresight-current-policy,MW,1.0,,50.0,SPPS,TRE
GenX,SPPS_to_TREW,2045,20-week-foresight-current-policy,MW,0.0,,51.0,SPPS,TREW
GenX,SRCA_to_SRCE,2045,20-week-foresight-current-policy,MW,3.0,,52.0,SRCA,SRCE
GenX,SRCA_to_SRSE,2045,20-week-foresight-current-policy,MW,3.0,,53.0,SRCA,SRSE
GenX,SRCE_to_SRSE,2045,20-week-foresight-current-policy,MW,0.0,,54.0,SRCE,SRSE
GenX,TRE_to_TREW,2045,20-week-foresight-current-policy,MW,0.0,,55.0,TRE,TREW
GenX,NWPP_to_SPPN,2045,20-week-foresight-current-policy,MW,281.0,,56.0,NWPP,SPPN
GenX,SRSG_to_TRE,2045,20-week-foresight-current-policy,MW,1.0,,57.0,SRSG,TRE
GenX,BASN_to_CANO,2050,20-week-foresight-current-policy,MW,0.0,,1.0,BASN,CANO
GenX,BASN_to_CASO,2050,20-week-foresight-current-policy,MW,0.0,,2.0,BASN,CASO
GenX,BASN_to_NWPP,2050,20-week-foresight-current-policy,MW,0.0,,3.0,BASN,NWPP
GenX,BASN_to_RMRG,2050,20-week-foresight-current-policy,MW,0.0,,4.0,BASN,RMRG
GenX,BASN_to_SRSG,2050,20-week-foresight-current-policy,MW,0.0,,5.0,BASN,SRSG
GenX,CANO_to_CASO,2050,20-week-foresight-current-policy,MW,0.0,,6.0,CANO,CASO
GenX,CANO_to_NWPP,2050,20-week-foresight-current-policy,MW,0.0,,7.0,CANO,NWPP
GenX,CASO_to_NWPP,2050,20-week-foresight-current-policy,MW,0.0,,8.0,CASO,NWPP
GenX,CASO_to_SRSG,2050,20-week-foresight-current-policy,MW,0.0,,9.0,CASO,SRSG
GenX,FRCC_to_SRSE,2050,20-week-foresight-current-policy,MW,0.0,,10.0,FRCC,SRSE
GenX,ISNE_to_NYCW,2050,20-week-foresight-current-policy,MW,0.0,,11.0,ISNE,NYCW
GenX,ISNE_to_NYUP,2050,20-week-foresight-current-policy,MW,0.0,,12.0,ISNE,NYUP
GenX,MISC_to_MISE,2050,20-week-foresight-current-policy,MW,0.0,,13.0,MISC,MISE
GenX,MISC_to_MISS,2050,20-week-foresight-current-policy,MW,0.0,,14.0,MISC,MISS
GenX,MISC_to_MISW,2050,20-week-foresight-current-policy,MW,0.0,,15.0,MISC,MISW
GenX,MISC_to_PJMC,2050,20-week-foresight-current-policy,MW,0.0,,16.0,MISC,PJMC
GenX,MISC_to_PJMW,2050,20-week-foresight-current-policy,MW,0.0,,17.0,MISC,PJMW
GenX,MISC_to_SPPC,2050,20-week-foresight-current-policy,MW,0.0,,18.0,MISC,SPPC
GenX,MISC_to_SPPN,2050,20-week-foresight-current-policy,MW,0.0,,19.0,MISC,SPPN
GenX,MISC_to_SPPS,2050,20-week-foresight-current-policy,MW,0.0,,20.0,MISC,SPPS
GenX,MISC_to_SRCE,2050,20-week-foresight-current-policy,MW,0.0,,21.0,MISC,SRCE
GenX,MISE_to_MISW,2050,20-week-foresight-current-policy,MW,0.0,,22.0,MISE,MISW
GenX,MISE_to_PJMW,2050,20-week-foresight-current-policy,MW,0.0,,23.0,MISE,PJMW
GenX,MISS_to_SPPC,2050,20-week-foresight-current-policy,MW,0.0,,24.0,MISS,SPPC
GenX,MISS_to_SPPS,2050,20-week-foresight-current-policy,MW,0.0,,25.0,MISS,SPPS
GenX,MISS_to_SRCE,2050,20-week-foresight-current-policy,MW,0.0,,26.0,MISS,SRCE
GenX,MISS_to_SRSE,2050,20-week-foresight-current-policy,MW,0.0,,27.0,MISS,SRSE
GenX,MISW_to_NWPP,2050,20-week-foresight-current-policy,MW,0.0,,28.0,MISW,NWPP
GenX,MISW_to_PJMC,2050,20-week-foresight-current-policy,MW,0.0,,29.0,MISW,PJMC
GenX,MISW_to_SPPC,2050,20-week-foresight-current-policy,MW,0.0,,30.0,MISW,SPPC
GenX,MISW_to_SPPN,2050,20-week-foresight-current-policy,MW,0.0,,31.0,MISW,SPPN
GenX,NWPP_to_RMRG,2050,20-week-foresight-current-policy,MW,0.0,,32.0,NWPP,RMRG
GenX,NYCW_to_NYUP,2050,20-week-foresight-current-policy,MW,0.0,,33.0,NYCW,NYUP
GenX,NYCW_to_PJME,2050,20-week-foresight-current-policy,MW,0.0,,34.0,NYCW,PJME
GenX,NYUP_to_PJME,2050,20-week-foresight-current-policy,MW,0.0,,35.0,NYUP,PJME
GenX,PJMC_to_PJMW,2050,20-week-foresight-current-policy,MW,9.0,,36.0,PJMC,PJMW
GenX,PJMD_to_PJME,2050,20-week-foresight-current-policy,MW,1604.0,,37.0,PJMD,PJME
GenX,PJMD_to_PJMW,2050,20-week-foresight-current-policy,MW,1.0,,38.0,PJMD,PJMW
GenX,PJMD_to_SRCA,2050,20-week-foresight-current-policy,MW,0.0,,39.0,PJMD,SRCA
GenX,PJME_to_PJMW,2050,20-week-foresight-current-policy,MW,524.0,,40.0,PJME,PJMW
GenX,PJMW_to_SRCA,2050,20-week-foresight-current-policy,MW,0.0,,41.0,PJMW,SRCA
GenX,PJMW_to_SRCE,2050,20-week-foresight-current-policy,MW,0.0,,42.0,PJMW,SRCE
GenX,RMRG_to_SPPC,2050,20-week-foresight-current-policy,MW,0.0,,43.0,RMRG,SPPC
GenX,RMRG_to_SPPN,2050,20-week-foresight-current-policy,MW,230.0,,44.0,RMRG,SPPN
GenX,RMRG_to_SRSG,2050,20-week-foresight-current-policy,MW,0.0,,45.0,RMRG,SRSG
GenX,SPPC_to_SPPN,2050,20-week-foresight-current-policy,MW,0.0,,46.0,SPPC,SPPN
GenX,SPPC_to_SPPS,2050,20-week-foresight-current-policy,MW,0.0,,47.0,SPPC,SPPS
GenX,SPPN_to_SPPS,2050,20-week-foresight-current-policy,MW,0.0,,48.0,SPPN,SPPS
GenX,SPPS_to_SRSG,2050,20-week-foresight-current-policy,MW,166.0,,49.0,SPPS,SRSG
GenX,SPPS_to_TRE,2050,20-week-foresight-current-policy,MW,0.0,,50.0,SPPS,TRE
GenX,SPPS_to_TREW,2050,20-week-foresight-current-policy,MW,0.0,,51.0,SPPS,TREW
GenX,SRCA_to_SRCE,2050,20-week-foresight-current-policy,MW,0.0,,52.0,SRCA,SRCE
GenX,SRCA_to_SRSE,2050,20-week-foresight-current-policy,MW,0.0,,53.0,SRCA,SRSE
GenX,SRCE_to_SRSE,2050,20-week-foresight-current-policy,MW,0.0,,54.0,SRCE,SRSE
GenX,TRE_to_TREW,2050,20-week-foresight-current-policy,MW,0.0,,55.0,TRE,TREW
GenX,NWPP_to_SPPN,2050,20-week-foresight-current-policy,MW,0.0,,56.0,NWPP,SPPN
GenX,SRSG_to_TRE,2050,20-week-foresight-current-policy,MW,0.0,,57.0,SRSG,TRE
SWITCH,MISC_to_PJMC,2023,20-week-foresight-current-policy,MW,5244.0,5244.0,,MISC,PJMC
SWITCH,PJMC_to_PJMW,2023,20-week-foresight-current-policy,MW,980.0,980.0,,PJMC,PJMW
SWITCH,MISW_to_PJMC,2023,20-week-foresight-current-policy,MW,3200.0,3200.0,,MISW,PJMC
SWITCH,NYUP_to_PJME,2023,20-week-foresight-current-policy,MW,1255.0,3406.0,,NYUP,PJME
SWITCH,PJME_to_PJMW,2023,20-week-foresight-current-policy,MW,3885.0,3885.0,,PJME,PJMW
SWITCH,NYCW_to_PJME,2023,20-week-foresight-current-policy,MW,660.0,660.0,,NYCW,PJME
SWITCH,PJMD_to_PJME,2023,20-week-foresight-current-policy,MW,1200.0,1200.0,,PJMD,PJME
SWITCH,MISC_to_MISE,2023,20-week-foresight-current-policy,MW,0.0,19.0,,MISC,MISE
SWITCH,MISE_to_PJMW,2023,20-week-foresight-current-policy,MW,2662.0,2662.0,,MISE,PJMW
SWITCH,MISE_to_MISW,2023,20-week-foresight-current-policy,MW,0.0,11.0,,MISE,MISW
SWITCH,ISNE_to_NYUP,2023,20-week-foresight-current-policy,MW,1400.0,2048.0,,ISNE,NYUP
SWITCH,ISNE_to_NYCW,2023,20-week-foresight-current-policy,MW,760.0,760.0,,ISNE,NYCW
SWITCH,MISC_to_SPPC,2023,20-week-foresight-current-policy,MW,1430.0,1430.0,,MISC,SPPC
SWITCH,MISC_to_PJMW,2023,20-week-foresight-current-policy,MW,5441.0,5441.0,,MISC,PJMW
SWITCH,MISC_to_SRCE,2023,20-week-foresight-current-policy,MW,3745.0,3745.0,,MISC,SRCE
SWITCH,MISC_to_SPPS,2023,20-week-foresight-current-policy,MW,1172.0,1172.0,,MISC,SPPS
SWITCH,MISC_to_MISS,2023,20-week-foresight-current-policy,MW,1039.0,1039.0,,MISC,MISS
SWITCH,MISC_to_SPPN,2023,20-week-foresight-current-policy,MW,0.0,22.0,,MISC,SPPN
SWITCH,MISC_to_MISW,2023,20-week-foresight-current-policy,MW,1655.0,1655.0,,MISC,MISW
SWITCH,BASN_to_CANO,2023,20-week-foresight-current-policy,MW,100.0,100.0,,BASN,CANO
SWITCH,CANO_to_CASO,2023,20-week-foresight-current-policy,MW,3675.0,3675.0,,CANO,CASO
SWITCH,CANO_to_NWPP,2023,20-week-foresight-current-policy,MW,3675.0,3675.0,,CANO,NWPP
SWITCH,TRE_to_TREW,2023,20-week-foresight-current-policy,MW,16529.0,16529.0,,TRE,TREW
SWITCH,SPPS_to_TREW,2023,20-week-foresight-current-policy,MW,220.0,839.0,,SPPS,TREW
SWITCH,SPPC_to_SPPS,2023,20-week-foresight-current-policy,MW,3372.0,3372.0,,SPPC,SPPS
SWITCH,MISS_to_SPPC,2023,20-week-foresight-current-policy,MW,0.0,24.0,,MISS,SPPC
SWITCH,SPPC_to_SPPN,2023,20-week-foresight-current-policy,MW,1433.0,1433.0,,SPPC,SPPN
SWITCH,MISW_to_SPPC,2023,20-week-foresight-current-policy,MW,0.0,14.0,,MISW,SPPC
SWITCH,FRCC_to_SRSE,2023,20-week-foresight-current-policy,MW,3600.0,3600.0,,FRCC,SRSE
SWITCH,SPPS_to_TRE,2023,20-week-foresight-current-policy,MW,600.0,600.0,,SPPS,TRE
SWITCH,PJMW_to_SRCA,2023,20-week-foresight-current-policy,MW,1219.0,1219.0,,PJMW,SRCA
SWITCH,SRCA_to_SRCE,2023,20-week-foresight-current-policy,MW,216.0,216.0,,SRCA,SRCE
SWITCH,PJMD_to_SRCA,2023,20-week-foresight-current-policy,MW,1000.0,1000.0,,PJMD,SRCA
