line_name,planning_year,case,start_region,dest_region,value
BASN_to_CANO,2027,20-week-foresight,BASN,CANO,0.5
ISNE_to_NYUP,2027,20-week-foresight,ISNE,NYUP,1.5
NYUP_to_PJME,2027,20-week-foresight,NYUP,PJME,0.5
PJMC_to_PJMW,2027,20-week-foresight,PJMC,PJMW,1047.0
ISNE_to_NYCW,2027,20-week-foresight,ISNE,NYCW,0.0
NYCW_to_PJME,2027,20-week-foresight,NYCW,PJME,3342.6666666666665
NWPP_to_RMRG,2027,20-week-foresight,NWPP,RMRG,50.5
MISC_to_MISE,2027,20-week-foresight,MISC,MISE,67.5
NWPP_to_SPPN,2027,20-week-foresight,NWPP,SPPN,41.0
NYCW_to_NYUP,2027,20-week-foresight,NYCW,NYUP,0.5
PJMD_to_PJME,2027,20-week-foresight,PJMD,PJME,820.0
PJMW_to_SRCA,2027,20-week-foresight,PJMW,SRCA,0.0
CASO_to_SRSG,2027,20-week-foresight,CASO,SRSG,0.5
PJMW_to_SRCE,2027,20-week-foresight,PJMW,SRCE,1.0
CASO_to_NWPP,2027,20-week-foresight,CASO,NWPP,0.0
PJMD_to_PJMW,2027,20-week-foresight,PJMD,PJMW,0.0
PJMD_to_SRCA,2027,20-week-foresight,PJMD,SRCA,0.0
FRCC_to_SRSE,2027,20-week-foresight,FRCC,SRSE,0.5
PJME_to_PJMW,2027,20-week-foresight,PJME,PJMW,0.5
RMRG_to_SPPC,2027,20-week-foresight,RMRG,SPPC,749.0
MISC_to_SPPC,2027,20-week-foresight,MISC,SPPC,1829.0
MISS_to_SPPC,2027,20-week-foresight,MISS,SPPC,1073.5
MISS_to_SPPS,2027,20-week-foresight,MISS,SPPS,10517.5
MISE_to_PJMW,2027,20-week-foresight,MISE,PJMW,0.5
MISC_to_SPPS,2027,20-week-foresight,MISC,SPPS,2595.0
MISC_to_SPPN,2027,20-week-foresight,MISC,SPPN,583.5
MISC_to_SRCE,2027,20-week-foresight,MISC,SRCE,0.0
MISE_to_MISW,2027,20-week-foresight,MISE,MISW,70.5
MISS_to_SRCE,2027,20-week-foresight,MISS,SRCE,0.0
MISC_to_MISW,2027,20-week-foresight,MISC,MISW,0.0
MISW_to_SPPC,2027,20-week-foresight,MISW,SPPC,48.5
MISW_to_SPPN,2027,20-week-foresight,MISW,SPPN,3.5
MISC_to_MISS,2027,20-week-foresight,MISC,MISS,0.5
MISW_to_PJMC,2027,20-week-foresight,MISW,PJMC,4.5
MISC_to_PJMW,2027,20-week-foresight,MISC,PJMW,4.5
MISS_to_SRSE,2027,20-week-foresight,MISS,SRSE,5000.0
MISW_to_NWPP,2027,20-week-foresight,MISW,NWPP,8.5
MISC_to_PJMC,2027,20-week-foresight,MISC,PJMC,3.0
SPPN_to_SPPS,2027,20-week-foresight,SPPN,SPPS,1100.0
CANO_to_CASO,2027,20-week-foresight,CANO,CASO,1.5
SRCE_to_SRSE,2027,20-week-foresight,SRCE,SRSE,0.5
SPPS_to_SRSG,2027,20-week-foresight,SPPS,SRSG,77.0
BASN_to_NWPP,2027,20-week-foresight,BASN,NWPP,0.0
BASN_to_CASO,2027,20-week-foresight,BASN,CASO,0.0
CANO_to_NWPP,2027,20-week-foresight,CANO,NWPP,0.0
SPPC_to_SPPS,2027,20-week-foresight,SPPC,SPPS,3.0
BASN_to_RMRG,2027,20-week-foresight,BASN,RMRG,1.0
