region,marginal_price,total_demand
BASN,58.75000487942566,177158138.0
CASO,61.18997135507183,158791938.0
CANO,63.96947619328342,245898072.0
FRCC,62.80404354554756,334048179.0
ISNE,65.58347130786004,210413923.0
MISC,46.82745012367901,264171318.0
MISE,43.72287754356273,137137308.0
MISS,49.31757210918225,242486982.0
MISW,48.16155649271174,324181570.0
NWPP,66.17053584093495,300529644.0
NYCW,70.29774240649554,106442119.0
NYUP,56.760342219196396,92400602.0
PJMC,47.531405661942344,152682741.0
PJMD,59.742813685140725,145712440.0
PJME,61.16670533673499,389826566.0
PJMW,50.207498051861386,412215498.0
RMRG,47.75019050486669,150676430.0
SPPC,46.732417625088694,108907378.0
SPPN,46.94689884794238,74985567.0
SPPS,47.36943107715844,177543457.0
SRCA,56.22471165427129,287884867.0
SRCE,29.534690264989525,285639456.0
SRSE,56.29659567352601,333542368.0
SRSG,57.81966615751885,204888767.0
TRE,52.241426755101216,555402906.0
TREW,46.53110679703362,26667903.0
