Resource,Zone,New_Build,Can_Retire,Existing_Cap_MW,region,technology,cluster,Cap_Size,minimum_load_mw,Heat_Rate_MMBTU_per_MWh,Fixed_OM_Cost_per_MWyr,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,num_units,capacity_factor,unmodified_cap_size,unmodified_existing_cap_mw,Num_VRE_Bins,cost_case,tech_detail,basis_year,capex_mw,Inv_Cost_per_MWyr,Max_Cap_MW,regional_cost_multiplier,area,lcoe,interconnect_annuity,interconnect_capex_mw,m_popden,plant_inv_cost_mwyr,variable_CF,Unnamed: 21,MGA,Resource_Type
PJM_Rest_landbasedwind_class1_advanced_2,11,1,1,0.0,PJM_Rest,LandbasedWind_Class1_Advanced_,2,1.0,0.0,0.0,42287,0.0,0.0,0.0,0.0,0.0,0.0,1,Advanced,Class1,2026.5,1095229.563,92434,10471.6,0.955,23477.5,33.959,21290.441,368139.206,2.173,71144.0,0.4691947698593139,-1.0,1,LandbasedWind_Class1_Advanced__2
PJM_Rest_landbasedwind_class1_advanced_3,11,1,1,0.0,PJM_Rest,LandbasedWind_Class1_Advanced_,3,1.0,0.0,0.0,42287,0.0,0.0,0.0,0.0,0.0,0.0,1,Advanced,Class1,2026.5,1095229.563,89472,5866.4,0.955,19866.0,42.493,18328.258,316919.235,3.495,71144.0,0.3627494275569916,-1.0,1,LandbasedWind_Class1_Advanced__3
PJM_Rest_landbasedwind_class1_advanced_4,11,1,1,0.0,PJM_Rest,LandbasedWind_Class1_Advanced_,4,1.0,0.0,0.0,42287,0.0,0.0,0.0,0.0,0.0,0.0,1,Advanced,Class1,2026.5,1095229.563,111673,10343.3,0.955,16821.5,41.735,40529.542,700808.075,1.529,71144.0,0.4380225837230682,-1.0,1,LandbasedWind_Class1_Advanced__4
PJM_Rest_landbasedwind_class1_advanced_5,11,1,1,0.0,PJM_Rest,LandbasedWind_Class1_Advanced_,5,1.0,0.0,0.0,42287,0.0,0.0,0.0,0.0,0.0,0.0,1,Advanced,Class1,2026.5,1095229.563,95819,6680.7,0.955,23556.5,56.632,24675.292,426667.638,3.666,71144.0,0.2967261075973511,-1.0,1,LandbasedWind_Class1_Advanced__5
PJM_Rest_landbasedwind_class1_advanced_6,11,1,1,0.0,PJM_Rest,LandbasedWind_Class1_Advanced_,6,1.0,0.0,0.0,42287,0.0,0.0,0.0,0.0,0.0,0.0,1,Advanced,Class1,2026.5,1095229.563,102048,9589.3,0.955,25967.25,48.976,30904.981,534386.997,2.757,71144.0,0.3758119344711303,-1.0,1,LandbasedWind_Class1_Advanced__6
PJM_Rest_utilitypv_class1_advanced_1,11,1,1,0.0,PJM_Rest,UtilityPV_Class1_Advanced_,1,1.0,0.0,0.0,18151,0.0,0.0,0.0,0.0,0.0,0.0,1,Advanced,Class1,2026.5,940580.397,65949,172672.7,0.98,43511.156,30.752,7121.928,123147.323,8.887,58828.0,0.2442745566368103,-1.0,1,UtilityPV_Class1_Advanced__1
PJM_Rest_utilitypv_class1_advanced_2,11,1,1,0.0,PJM_Rest,UtilityPV_Class1_Advanced_,2,1.0,0.0,0.0,18151,0.0,0.0,0.0,0.0,0.0,0.0,1,Advanced,Class1,2026.5,940580.397,67329,237516.1,0.98,48377.269,30.749,8501.285,146998.18,6.682,58828.0,0.251950055360794,-1.0,1,UtilityPV_Class1_Advanced__2
PJM_Rest_utilitypv_class1_advanced_3,11,1,1,0.0,PJM_Rest,UtilityPV_Class1_Advanced_,3,1.0,0.0,0.0,18151,0.0,0.0,0.0,0.0,0.0,0.0,1,Advanced,Class1,2026.5,940580.397,72727,199400.1,0.98,38176.632,33.677,13899.21,240335.279,5.978,58828.0,0.2434653490781784,-1.0,1,UtilityPV_Class1_Advanced__3
PJM_Rest_utilitypv_class1_advanced_4,11,1,1,0.0,PJM_Rest,UtilityPV_Class1_Advanced_,4,1.0,0.0,0.0,18151,0.0,0.0,0.0,0.0,0.0,0.0,1,Advanced,Class1,2026.5,940580.397,74441,210777.7,0.98,37836.032,33.45,15613.026,269969.374,5.533,58828.0,0.2516849935054779,-1.0,1,UtilityPV_Class1_Advanced__4
PJM_Rest_utilitypv_class1_advanced_5,11,1,1,0.0,PJM_Rest,UtilityPV_Class1_Advanced_,5,1.0,0.0,0.0,18151,0.0,0.0,0.0,0.0,0.0,0.0,1,Advanced,Class1,2026.5,940580.397,88699,201119.7,0.98,34028.183,39.835,29871.89,516523.528,4.587,58828.0,0.2433526366949081,-1.0,1,UtilityPV_Class1_Advanced__5
PJM_Rest_utilitypv_class1_advanced_6,11,1,1,0.0,PJM_Rest,UtilityPV_Class1_Advanced_,6,1.0,0.0,0.0,18151,0.0,0.0,0.0,0.0,0.0,0.0,1,Advanced,Class1,2026.5,940580.397,87923,208972.4,0.98,34199.49,38.212,29095.617,503100.767,4.633,58828.0,0.2500938177108764,-1.0,1,UtilityPV_Class1_Advanced__6
