Region,Resource,Zone,Cluster,AnnualSum
NENG_Rest,NENG_Rest_conventional_hydroelectric_1,1,1,1.1073602069806226e6
NY_Z_A,NY_Z_A_conventional_hydroelectric_1,2,1,2.6394156740003284e6
NY_Z_B,NY_Z_B_conventional_hydroelectric_1,3,1,0.0
NY_Z_C&E,NY_Z_C&E_conventional_hydroelectric_1,4,1,48198.93031119238
NY_Z_D,NY_Z_D_conventional_hydroelectric_1,5,1,1.1232507620456098e6
NY_Z_F,NY_Z_F_conventional_hydroelectric_1,6,1,243561.47619206714
PJM_EMAC,PJM_EMAC_conventional_hydroelectric_1,10,1,672693.3268634179
PJM_Rest,PJM_Rest_conventional_hydroelectric_1,11,1,979696.3617416022
NENG_Rest,NENG_Rest_conventional_steam_coal_1,1,1,951315.9881320613
NENG_Rest,NENG_Rest_natural_gas_fired_combined_cycle_1,1,1,0.1000990146026275
NENG_Rest,NENG_Rest_natural_gas_fired_combined_cycle_2,1,2,7.172036249352322e6
NENG_Rest,NENG_Rest_natural_gas_fired_combustion_turbine_1,1,1,0.06866978061903962
NENG_Rest,NENG_Rest_natural_gas_fired_combustion_turbine_2,1,2,0.03678369262973765
NENG_Rest,NENG_Rest_nuclear_1,1,1,7.286091265984128e6
NY_Z_A,NY_Z_A_natural_gas_fired_combined_cycle_1,2,1,0.06645816537204956
NY_Z_A,NY_Z_A_natural_gas_fired_combustion_turbine_1,2,1,0.043924007348116495
NY_Z_A,NY_Z_A_natural_gas_steam_turbine_1,2,1,70484.11799601853
NY_Z_B,NY_Z_B_natural_gas_fired_combined_cycle_1,3,1,0.07463924696900738
NY_Z_B,NY_Z_B_natural_gas_fired_combustion_turbine_1,3,1,0.0
NY_Z_B,NY_Z_B_natural_gas_steam_turbine_1,3,1,0.011511321811789512
NY_Z_B,NY_Z_B_nuclear_1,3,1,0.128401544114061
NY_Z_C&E,NY_Z_C&E_natural_gas_fired_combined_cycle_1,4,1,0.2092980490432618
NY_Z_C&E,NY_Z_C&E_natural_gas_steam_turbine_1,4,1,0.02641659040273593
NY_Z_C&E,NY_Z_C&E_nuclear_1,4,1,4.927476266269572e6
NY_Z_D,NY_Z_D_natural_gas_fired_combined_cycle_1,5,1,0.058278414855189115
NY_Z_D,NY_Z_D_natural_gas_fired_combined_cycle_2,5,2,0.07386906358392831
NY_Z_F,NY_Z_F_natural_gas_fired_combined_cycle_1,6,1,0.7707765001184379
NY_Z_F,NY_Z_F_natural_gas_fired_combined_cycle_2,6,2,0.0840689340891229
NY_Z_F,NY_Z_F_natural_gas_fired_combustion_turbine_1,6,1,0.0
NY_Z_G-I,NY_Z_G-I_natural_gas_fired_combined_cycle_1,7,1,1.3717060629289092e6
NY_Z_G-I,NY_Z_G-I_natural_gas_fired_combined_cycle_2,7,2,0.025889291409797024
NY_Z_G-I,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,7,1,0.012495043388162895
NY_Z_G-I,NY_Z_G-I_natural_gas_fired_combustion_turbine_2,7,2,0.04686092788147108
NY_Z_J,NY_Z_J_natural_gas_fired_combined_cycle_1,8,1,743382.6424220768
NY_Z_J,NY_Z_J_natural_gas_fired_combined_cycle_2,8,2,1.6080042603100382e6
NY_Z_J,NY_Z_J_natural_gas_fired_combustion_turbine_1,8,1,0.05563315961993211
NY_Z_J,NY_Z_J_natural_gas_fired_combustion_turbine_2,8,2,0.10034368243291267
NY_Z_K,NY_Z_K_natural_gas_fired_combined_cycle_1,9,1,17008.309865100375
NY_Z_K,NY_Z_K_natural_gas_fired_combined_cycle_2,9,2,654346.4627386606
NY_Z_K,NY_Z_K_natural_gas_fired_combustion_turbine_1,9,1,0.027852675383257162
NY_Z_K,NY_Z_K_natural_gas_fired_combustion_turbine_2,9,2,5113.683802056802
PJM_EMAC,PJM_EMAC_conventional_steam_coal_1,10,1,0.0
