region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Inv_cost_charge_MW,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Fixed_OM_cost_charge_MW,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,CO2SequestrationCost,EnergyRevenue,SubsidyRevenue,OperatingReserveRevenue,OperatingRegulationRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
NENG_Rest,NENG_Rest_conventional_hydroelectric_1,1,1,1,0.0,0.0,0.0,5.6797387599999994e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5716220167002252e6,0.0,0.0,0.0,165624.64679918924,1.5039774220175769e-5,0.0,0.0,1.5716220167002252e6,5.6797387599999994e7,-5.522576558329977e7
NY_Z_A,NY_Z_A_conventional_hydroelectric_1,2,1,2,0.0,0.0,0.0,1.295391149e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.951159854359347e6,0.0,0.0,0.0,494100.31436176144,293243.57573684375,0.0,0.0,3.951159854359347e6,1.295391149e8,-1.2558795504564066e8
NY_Z_B,NY_Z_B_conventional_hydroelectric_1,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NY_Z_C&E,NY_Z_C&E_conventional_hydroelectric_1,4,1,4,0.0,0.0,0.0,3.3676233e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71826.68412254922,0.0,0.0,0.0,9162.245470673475,4806.9006866722575,0.0,0.0,71826.68412254922,3.3676233e6,-3.2957966158774504e6
NY_Z_D,NY_Z_D_conventional_hydroelectric_1,5,1,5,0.0,0.0,0.0,4.30715296e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7004069278819896e6,0.0,0.0,0.0,220326.99907706535,127284.8342480941,0.0,0.0,1.7004069278819896e6,4.30715296e7,-4.137112267211801e7
NY_Z_F,NY_Z_F_conventional_hydroelectric_1,6,1,6,0.0,0.0,0.0,1.4608994600000001e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356752.4296383859,0.0,0.0,0.0,40156.39214521796,23484.074417177406,0.0,0.0,356752.4296383859,1.4608994600000001e7,-1.4252242170361616e7
PJM_EMAC,PJM_EMAC_conventional_hydroelectric_1,10,1,7,0.0,0.0,0.0,3.0430972e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912505.3287127783,0.0,0.0,0.0,58870.122096730825,3.719383950199441e-6,0.0,0.0,912505.3287127783,3.0430972e7,-2.951846667128722e7
PJM_Rest,PJM_Rest_conventional_hydroelectric_1,11,1,8,0.0,0.0,0.0,8.02164678e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4245589577149795e6,0.0,0.0,0.0,136790.75979784827,5.169248553991412e-6,0.0,0.0,1.4245589577149795e6,8.02164678e7,-7.879190884228502e7
NENG_Rest,NENG_Rest_conventional_steam_coal_1,1,1,9,0.0,0.0,0.0,3.894827398824388e7,0.0,0.0,7.719502434237587e6,0.0,0.0,2.941322961925584,0.0,0.0,1.307188334964041e6,0.0,0.0,0.0,184431.30440583813,0.0,0.0,0.0,1.307188334964041e6,4.666777936380442e7,-4.536059102884038e7
NENG_Rest,NENG_Rest_natural_gas_fired_combined_cycle_1,1,1,10,0.0,0.0,0.0,6.940971308314332e7,0.0,0.0,16.90611264417026,113.31559998428257,0.0,15.138046617609607,0.0,0.0,1.2840664572950247,0.0,0.0,0.0,1.567202903900859e6,0.0,0.0,0.0,1.2840664572950247,6.940985844290257e7,-6.940985715883611e7
