Resource,NENG_Rest_hydroelectric_pumped_storage_1,NY_Z_A_hydroelectric_pumped_storage_1,NY_Z_F_hydroelectric_pumped_storage_1,PJM_EMAC_hydroelectric_pumped_storage_1,PJM_Rest_hydroelectric_pumped_storage_1,NENG_Rest_battery_moderate_0,NY_Z_A_battery_moderate_0,NY_Z_B_battery_moderate_0,NY_Z_C&E_battery_moderate_0,NY_Z_D_battery_moderate_0,NY_Z_F_battery_moderate_0,NY_Z_G-I_battery_moderate_0,NY_Z_J_battery_moderate_0,NY_Z_K_battery_moderate_0,PJM_EMAC_battery_moderate_0,PJM_Rest_battery_moderate_0,Total
t20,-0.00012123308699925446,-0.00014141797228619046,-0.00012112029812045908,-0.0001567703713443459,0.00017634438845880607,-0.00010883354553701306,-6.316247617176231e-5,-5.7916128163863995e-5,-8.586418480768741e-5,-7.213627625996352e-5,-9.309635819995348e-5,-9.09062312285389e-5,-0.0003648115524064398,-0.00011460304356572511,-5.762597350867248e-5,-0.0013985179139313587,-0.0028716710240724226
t21,-0.00012907319296462665,-0.00017727920692810198,-0.00018459141446268431,-0.00016031490255124993,4.471949368538852e-5,-0.00012530140181349418,-0.0002621611293137314,-0.000256373521350454,-0.0002832493907379043,-0.0002661045140166491,-0.0002934675489151802,-0.00028799709802158717,-0.0006277211507815641,-0.00027373984137672605,-0.00017493648761571727,-0.003372264053821795,-0.006829855360986077
t22,-0.00012317696122679913,-0.00017107746853970235,-0.00017420014717874346,-0.0003082117537334105,-1.7675807609856536e-5,-0.00014031099387404284,-0.0003982903118722479,-0.00038961578563938824,-0.0004204112159105029,-0.00041286612016309916,-0.0004443003925951342,-0.00043851766977847756,-0.0008832308052709814,-0.00038421839213186254,-0.00033899905104577165,-8.02330503364836e-5,-0.005125335926906505
t23,-0.00014695736792656137,-0.00013232747057499817,-0.00010941324948809703,-0.0001667736530764325,5.912821780015006e-6,-0.00011400145784519327,-0.0005152765108568039,-0.0005193102217038962,-0.0005386312860375315,-0.0005214250529550312,-0.0005573047380478514,-0.0005461790240496772,-0.0011520411702537706,-0.0004398830955578292,-0.0004380263372222422,-6.110993778243496e-5,-0.005952747751598335
t24,-0.00015496648418480562,-0.00014583566058816005,-0.00011723086003444427,-0.00023241257752848978,-8.653221448543608e-5,-0.00011901270346702169,-0.0006939904162301953,-0.00070510629032986,-0.0007139872404304628,-0.0007045995505578432,-0.0007495604636424361,-0.0007339228589833814,-6.481132443287221e-5,-0.0005429862583871722,-0.0006053912202884921,0.00010861564266833858,-0.006261730480902734
t25,-0.00044710527511821656,-0.00012086925697354467,-0.00012575957534517257,-0.0003102685313815204,-0.00012445114323595422,-8.827380359289984e-5,-0.0008887243543540433,-0.0009157900264888492,-0.0008882533958427736,-0.0008661470752891835,-0.0009291604436063175,-0.0009357819508675379,-0.000951371166898429,-0.0006098103998657436,-0.0007770955552071051,0.00033441064069641215,-0.008644451313370879
t26,-0.000145709998681227,-0.00014842497028059033,-0.00015902038576276028,-0.00018332791830800326,-1.6956098367332033e-5,-0.0001862295477644937,-0.0009068416528474912,-0.0009163911885325653,-0.0009026995973519433,-0.000897002692248615,-0.0009450078698559855,-0.0009522493999814624,-0.0006799909703108353,-0.0006454958244253574,-0.0009095371272200044,0.00046380297023747394,-0.008131082271701192
t27,-0.00014860827578883626,-0.0001494204663788497,-0.0001554452037604125,-0.0002058860176142248,-5.421093590565113e-5,-0.0002045756698526472,-0.0009675907383511572,-0.000975384038967567,-0.0009497033298916633,-0.0009590353014561576,-0.0009963820048012836,-0.0010032156310415441,-0.0005662366424084816,-0.0006992093745103208,-0.0011912650061833845,0.001406027911189606,-0.007820140725722576
t28,-0.00014282965226622204,-0.0001830342362962126,-0.00016896454954085547,-0.00022932837802881024,-9.653743487632007e-5,-0.00021047967986636475,-0.001106933337107667,-0.0011344421277001168,-0.0011054019641260552,-0.0011285179054422963,-0.0011647764555300602,-0.0011355674681132342,-0.0005481282943643703,-0.000809126370112718,-0.0016403524511215723,0.0004024806186284968,-0.010401939685864378
t29,-0.00019142527572714853,-0.00015976143833486487,-0.00015896124524227695,-0.000173783941414483,-4.880481818490292e-5,-0.0002202486685712009,-0.0012302512792587016,-0.0012374973842250018,-0.0011883830092089683,-0.001223751408349114,-0.0012567722015812029,-0.0012605867185934197,-0.0005645495799081803,-0.000903278016916885,-0.0023290615409662326,-4.7031047122254386e-5,-0.012194147573604838
t30,-0.0002789617173245642,-0.00016360545655587437,-0.0001621759327300621,-0.00015553764727138292,-5.0342770460790795e-5,-0.0002652614213768556,-0.0013010543520164354,-0.0013065800310121905,-0.0012625806881599922,-0.0013021365928874188,-0.0013097183943831376,-0.0013095627688839622,-0.000624375122266537,-0.0009789618151794328,-0.002167455350487644,-0.0004238678406199035,-0.013062177901616186
t31,-0.0002953302474107769,-0.0001481412813898173,-0.00014828299688321572,-0.00015676377561521816,-5.730417349882867e-5,-0.00031053629819451057,-0.0016116026904207416,-0.0016319396183477484,-0.00159046393020092,-0.0016404793011264374,-0.0016606059893918969,-0.0016306569023603714,-0.0008346575145419965,-0.0012853027082990172,-0.002994325962739463,-0.0009400216848155689,-0.01693641507523653
t32,-0.00016931118190212176,-0.00016069077035402545,-0.00017036845169734316,-0.0001548819606419636,-7.395886659880361e-5,-0.0003196056313531517,-0.0022583117194039425,-0.002275323071950475,-0.0022623691684692357,-0.002324195837456658,-0.0019249203304852196,-0.0018998661277880241,-0.001203727058100494,-0.0015886271570975227,-0.00045767335610464997,-0.0024135902927797746,-0.019657420982183406
t33,-0.0002149005964362715,-0.00019484614948821902,-0.00018435827042539594,-0.00017198051200955435,-7.068484832399265e-5,-0.0003306918145423364,-0.00041280826130245707,-0.00041070907084761953,-0.00040682822605542435,-0.0004140923621783858,-0.0004121206273598303,-0.00040711704071182456,-0.0003841138995800828,-0.0003931218950059415,-0.000477358124508692,-0.0003062858922781605,-0.005192017591054188
t34,-2.6255772835973174e-5,-2.7405252433295853e-8,-5.573270850739954e-7,4.638398419399648e-7,5.942200401242153e-5,-0.00015615669988773884,-2.325002298831963e-5,-2.006327461904797e-5,-1.9398688713325708e-5,-1.902711677766034e-5,-2.0397477362709967e-5,-2.3386312704299255e-5,-2.311965132640538e-5,-2.6115068443757677e-5,-2.443675361416972e-5,-0.000502693707763932,-0.0008249994355204854
t35,-2.817619672657795e-6,-1.455490775918959e-7,-5.329377492952799e-7,5.802945074668986e-7,-4.634042686725034e-7,6.53981728323572e-5,0.0006776983297096908,0.0006788456949861102,0.0006785779145904015,0.0006754085261647411,0.000676553244368813,0.0006731870258652762,0.0006668840808688305,0.0025865355810554902,0.0038222279699854835,-1.089534502591586e-5,0.011187041979140527
t36,-2.975806362723348e-6,-2.673484274856271e-7,-5.662780898452339e-7,5.677127489414826e-7,-5.006527630551897e-7,0.00033848054729192364,0.00309934724284238,0.0031218255079465585,0.0030331277611175926,0.003030343756395177,0.0031015475113885206,0.0030555208889476207,0.002683025857271442,0.0012143619191426445,0.001486114126284392,0.002980210909745077,0.02714016365547916
t37,-2.5355134466999812e-6,-3.1768146806254926e-7,-5.369250521129404e-7,6.102302710799683e-7,-3.9484107347293506e-7,0.0003142688644299136,0.0013209280035907955,0.0013268263042336163,0.0012724529393427656,0.0012768556633258564,0.0012959488571010734,0.001285369889932973,0.0011828053120072409,0.000704679139092701,0.0008455399921671312,0.0011231956390040689,0.011945695873458867
t38,-2.38622671707992e-6,-3.4976628321687903e-7,-5.776608057770473e-7,5.12609534651465e-7,-4.402608274265924e-7,0.00022448968549818867,0.0007755911431269087,0.0007760790005217644,0.0007376711671116435,0.0007395770638015418,0.0007457813232948296,0.0007415327391800688,0.0006869727046825173,0.000432465051697795,0.0005293329869853222,0.0005403578734343382,0.006926609434236069
t39,-2.723681288382577e-6,-3.01035724663684e-7,-5.989617231551712e-7,6.483668612029262e-7,-4.93467867156501e-7,0.00013661329116018006,0.0004623662486738004,0.00046484953681414254,0.0004389449458209094,0.00043425590129010416,0.0004483040624981033,0.00044766698420062415,0.0004123152549608543,0.00023451083075255017,0.00028332670671485756,0.0001874329815812485,0.00394711796472522
t40,-0.00016775557601844077,-1.726446607691051e-7,-4.81329996798972e-7,-3.006819027981813e-6,-4.3303600222894355e-7,0.00015125767082360483,0.00023834199323834415,0.00024118472303767156,0.00022697688517859607,0.00022634331379467907,0.00022567866043518277,0.00022807226474325337,0.00022038032767916917,9.458873788590014e-5,0.00011263578410351842,-0.00011198558114441515,0.0016816253740692848
t41,-0.0005021650864293817,-4.206204499193926e-5,-0.00017690295463295965,-0.00012729532573914912,-2.7072884588284945e-6,-7.751269471282946e-5,7.04481013224162e-5,7.26136152705293e-5,6.159840338634782e-5,6.411181663777159e-5,6.057302358116093e-5,5.905454191253247e-5,5.652098488218323e-5,-3.71204496964002e-5,-4.784305056204351e-5,-0.0003644684148029388,-0.0009331568230335286
t42,-7.250974370259776e-5,-9.537722081739791e-5,-5.9253026714023886e-5,-5.27443458029966e-5,-9.5378006316867e-5,-4.056146752430356e-5,-0.0001257277337126513,-0.00012631141787384427,-0.00012602892932824395,-0.00012211071165983345,-0.0001285620272676073,-0.00012973791477952388,-0.0001271257783292737,-0.0002018718937415939,-0.0002152328898205576,-0.0006768429908834298,-0.002395376098274746
t43,-7.343408845282926e-5,-9.28282369389226e-5,-5.622019897230445e-5,-5.281082404505771e-5,-2.6257001234706503e-5,-9.594170262054166e-5,-0.00029609617098965443,-0.00029489795229981,-0.00029844127558906745,-0.00028999665726070343,-0.00029966215220154875,-0.0003036037167714672,-0.0002934767085614159,-0.00034610297760122647,-0.0003854647582939141,-0.0008272714427643089,-0.004032505864597479
t44,-7.801575335451726e-5,-9.10735138920337e-5,-5.7959687525037477e-5,-5.211281148092658e-5,-5.337393680527501e-5,-0.00014114679404938878,-0.0004853651544028845,-0.0004832467691524128,-0.00048126855086724833,-0.0004721152457627246,-0.00048247160446038924,-0.0004866437672065791,-0.0004686292913400518,-0.0004986544330723222,-0.0005771862397018468,-0.000876614098674402,-0.00578587765174804
t45,-7.584950558948274e-5,-9.071928322979871e-5,-5.705623395066309e-5,-5.2923221462839645e-5,-9.490122771584796e-5,-0.00016970657244460617,-0.0007063606000209912,-0.0007043907608276928,-0.0007011426343723075,-0.0006932146128124022,-0.0007038699928447189,-0.0007065448167357856,-0.0006789721682856811,-0.0006824179072850463,-0.0008167062863463427,-0.0006934179082646684,-0.007628193732188875
t46,-7.628913184137429e-5,-9.249844506938771e-5,-5.7147112755592366e-5,-5.405633976270976e-5,-9.965309073787857e-5,-0.0001978996085580891,-0.0010031511916821544,-0.0010033061380067842,-0.0010155505365560431,-0.0010062906671023852,-0.001021203707168962,-0.001020672339406499,-0.0009713275540779818,-0.0009292626892542082,-0.001155408220725053,-0.0006667690831659385,-0.010370485855871041
t47,-7.530578911133756e-5,-9.234594149967164e-5,-5.7774704845748065e-5,-5.198350339861126e-5,-0.00010185115076183278,-0.00022257386717420213,-0.0014961545489535482,-0.0015008487390107438,-0.0015530089012021741,-0.0015435029165930842,-0.001573073564551471,-0.0015666905462941654,-0.0014575751836683833,-0.001311442244288096,-0.001731022487427829,-0.0007558033588774326,-0.015090957447658331
t48,-7.601543952314365e-5,-9.21545106500225e-5,-5.851159618403922e-5,-5.0069484450617694e-5,-0.00010564275335207254,-0.00022240990893173182,-0.002799023818789454,-0.0028371837834838824,-0.003146197693567952,-0.0031495682099197684,-0.0032619467793936403,-0.003222407303270521,-0.0027731328877180043,-0.0021604117527638904,-0.00343120842183984,-0.0011277543507816575,-0.028513638694620237
t49,-0.00014447542009994073,-0.00016040175414606446,-0.0001516157447402061,-0.00013280417083758218,-8.208447576764016e-5,-0.00016583306166514122,-0.00123249504663011,-0.001221987067687144,-0.00047046760208090837,-0.00047238489478969585,-0.00046875598304781135,-0.000469969965918498,-0.00045545978076852234,-0.00043565324131733405,-0.0005878799501435495,6.055987955309308e-5,-0.006591708280087056
t50,-0.00013283624400893017,-0.00015641375300223776,-0.00015380630288345962,-0.00013784890522220198,-1.2250675950838193e-5,2.576498477111292e-5,-4.807585090299882e-6,-1.9414143359513956e-6,0.00034192959663236394,0.000344112040197338,0.0003402549690957506,0.00032995593902577244,0.00031107608281483537,0.0002771560873312855,2.5536962534188893e-5,0.00035592351345149824,0.001751805295360227
t51,-0.0001390270365633938,-0.00014899885672310436,-0.0001542957079382778,-0.00014298284857399674,-1.2667735789675062e-5,3.660380595678664e-5,0.00011906267427439427,0.00011963847221283979,0.0012297813704987511,0.001192374117051489,0.0012552588109557017,0.0012604298303576533,0.001140095868400722,0.0009436232817354929,0.00012965435978369916,0.00032091094997439335,0.0071494613556134755
t52,-0.00014110054279829252,-0.0001461341173835586,-0.00015771063306309422,-0.00014654336779797617,-1.3736829872411008e-5,-2.2068262621053115e-5,8.026980013495398e-5,8.05044637312753e-5,0.00036585512875288704,0.00036798514109701903,0.00037398248534253626,0.0003728286986400798,0.00035737710577054844,0.00032541248322652376,9.622279866076376e-6,0.00012539518362027915,0.0018319390166457936
t53,-0.0001413703472023503,-0.00014862310847791495,-0.000161976449406988,-0.00014827908074879846,-1.4919590353731836e-5,-0.00012106434549202379,-6.121804422150882e-6,-7.409109009512003e-6,-3.328306971095917e-5,-3.082320212465178e-5,-3.1005891834693144e-5,-3.566965621834738e-5,-3.2339318709640496e-5,-2.471713294966671e-5,-0.00011158668149702907,-4.0569405125571745e-5,-0.0010897581932840295
t54,-0.00013431068806909368,-0.0001511516044130979,-0.0001620956571994873,-0.00014668386565399723,-1.76493369523584e-5,-0.0002607456417028689,-0.00012472664399671565,-0.00012759760128092348,-0.00039105322629582435,-0.000389352501719367,-0.00038975636646847655,-0.0003959628340826582,-0.00038379291165478437,-0.0003527846517248254,-0.00024002785683548182,-0.00020107262871818982,-0.0038687640167681505
t55,-0.0001454867470527958,-0.00013354610052722582,-0.00014227413166879293,-0.0001461928987509422,-2.1285711547427713e-5,-0.0002335880669294977,-0.00026345640593125326,-0.00026168114761636427,-0.0009060776150589618,-0.0009011182040533668,-0.0009064994185174562,-0.0009011333670665081,-0.0008679330766338912,-0.0008175118180401297,-0.00042890964879166644,-0.0003935101829576037,-0.007470204541143883
t56,-0.00021132376888540345,-0.0001750880431928342,-0.00015831199625536153,-0.00015334774516392974,-0.00013165077010964362,-0.0002695788698252763,-0.000471000940417935,-0.0004697892708625759,-0.002428262817533925,-0.002408529984955021,-0.0024551867341027237,-0.0024292934719439786,-0.002251743820118148,-0.001981892583365828,-0.0010485412104998804,-0.0007467106395846055,-0.01779025266681707
t57,-0.00014086450656037295,-0.00024310714135749028,-0.00021428823931174626,-2.6699802985910157e-6,-2.9123330274354126e-5,-0.0004034749177286226,-0.0013950380624562044,-0.001388213209662355,-0.0004358478483807425,-0.0004382423136516673,-0.000431384450943846,-0.0004246354713110532,-0.0004186970393819769,-0.0004165174827172811,-0.0001516271085172927,-0.0012314958758575727,-0.007765226978411169
t58,-1.2774032478438768e-6,-7.167328862480313e-8,-2.0650502274240005e-6,-7.270659791945994e-7,-1.5235502875928217e-6,-0.00010116433214223662,-3.3911580890702396e-5,-3.187490685921862e-5,-0.0001230858467291973,-0.0001239114317248837,-0.00012257734375568677,-0.0001205784910299551,-0.00011999844746047292,-0.00010713140164873355,-1.5441447527962642e-5,-0.0002199094657918065,-0.0011252494385915362
t59,-2.797681851715885e-7,-2.391339589962197e-7,-6.965134129107442e-7,-6.789282076550595e-7,-7.871695073751309e-7,6.04010721890497e-5,0.004918681254524185,0.004951430529746746,-1.7788304134562742e-5,-1.5464991956520088e-5,-1.8911341982574362e-5,-2.0310516970309508e-5,-1.9966437765899768e-5,-1.3437872873996788e-5,0.0046758239009306495,-3.5140879791359264e-6,0.014494261690455522
t60,-1.6614985600338762e-7,-3.7052899337178444e-7,-7.344427320802866e-7,-6.58856307264904e-7,-7.179703161579896e-7,0.00035522609930387647,0.0020062198551717937,0.0020411601675565014,0.004875810863293205,0.004660283182602228,0.004935220219149367,0.00483430538786049,0.0039971421913408325,0.0030102332704555093,0.002126340454793674,0.0047743942257940635,0.03761368796911666
t61,-3.439771916255067e-7,-4.2047863830231056e-7,-6.771575780246043e-7,-6.340480281868176e-7,-6.766097116226318e-7,0.0003115671163464196,0.001336333815806168,0.0013428708504206871,0.0019407762505238638,0.001887397830016485,0.0019642874310506347,0.0019428994771173668,0.001749383516295111,0.001408563508153257,0.0013541148786972,0.002054929723072808,0.01729037212635224
t62,-3.2973844349380147e-7,-4.2117264580325666e-7,-6.78206454276436e-7,-7.106128699932023e-7,-8.29430291064739e-7,0.00021997334578577535,0.0009603571520900038,0.0009648971059650158,0.001199102903120582,0.0012007643082645684,0.0012290905891412349,0.001213901499720238,0.0011286914461269071,0.0008991821086774034,0.0009693690807676508,0.001301979448988924,0.011284339827943673
t63,3.9424492418567294e-7,-3.4057040330013127e-7,-6.590221094811126e-7,-6.607918875609306e-7,-9.477578838914684e-7,0.00011437942583060736,0.0007181220027452684,0.0007229361239655765,0.0008642286911398967,0.000861572077117355,0.000880126800077767,0.0008677432450181667,0.0008123025491631167,0.000628658776220023,0.0007086657870648966,0.0009122738069267365,0.008088795387909364
t64,-0.00012533673948370542,-2.4453519636219926e-7,-6.284710610520357e-7,-2.141663414247844e-7,-1.0633817247603862e-6,0.00015348768379681347,0.0005198459273712084,0.0005279307784671933,0.0006310530360959235,0.0006053232432404586,0.0006345172743406717,0.0006286678680523628,0.0005872306792878902,0.0004526571159525587,0.0005255088568364698,0.000650555203246084,0.00578929037288033
t65,-0.00020657022793379513,-9.343508065158058e-6,-1.2262552346025213e-5,-0.00014912626628527494,-7.292060330377625e-5,4.1396546029043386e-5,0.00038861522553027526,0.0003947845762874747,0.0004915733684475488,0.00045355285789829854,0.00048141607110020794,0.00047430567451997417,0.000442588589437277,0.00031118162207511267,0.0003678991918056221,0.00045409391948977466,0.0038511844846865796
t66,-0.00012415460078923023,-0.00014980144158757697,-0.00016637576872314663,-0.00014427855201691562,-0.00019038092364623366,-1.239960830263554e-5,0.000234608618806056,0.00023984267292284357,0.00032111862055903093,0.0002853871933623175,0.00031322388147090983,0.00030711125590242284,0.0002821775011117801,0.00017942114287941381,0.00025149578545391075,0.00031439066109239703,0.0019413864384953436
t67,-0.00012751990347860626,-0.00014632658264467693,-0.00016302798670968693,-0.00015677789333900225,-0.00021578223504913356,-4.669261439121779e-5,0.00012054785189524065,0.0001238112854650258,0.0001911779959843032,0.0001564058737401839,0.0001830014259426317,0.00017709664086282148,0.00015780288039137026,7.882324569148692e-5,0.00012297275690663885,0.00016752133531908395,0.000623034076586463
t68,-0.0001335568341684685,-0.00014288921141479666,-0.00015512326035657165,-0.00016129517123675258,-0.00022472123276373295,-7.420790238946255e-5,1.3319830284555195e-5,1.534421105493438e-5,8.143091466540927e-5,3.932557122878772e-5,7.239639060747951e-5,7.035093713031591e-5,5.05606835095281e-5,-1.4038608659720788e-5,1.7725347810040897e-5,4.230386846067608e-5,-0.0005030744662377786
t69,-0.00012418581262414174,-0.00014265911483490084,-0.00015782281779272095,-0.00014969279057522835,-0.00022172405053902036,-9.258903446042842e-5,-8.308545841271804e-5,-7.879596815324518e-5,-2.693910321547616e-5,-6.668799071068403e-5,-3.7033478232928684e-5,-4.180348221489808e-5,-5.2579818776986274e-5,-9.588126861108114e-5,-8.887612551322616e-5,-6.683071097250749e-5,-0.001527187025640192
