model,line,line_name,planning_year,case,unit,value
TEMOA,12,ISNE_to_NYUP,2027,base_20_week_new,MW,12.7417
TEMOA,18,MISC_to_SPPC,2027,base_20_week_new,MW,16.5945
TEMOA,24,MISS_to_SPPC,2027,base_20_week_new,MW,29.2292
TEMOA,25,MISS_to_SPPS,2027,base_20_week_new,MW,581.734
TEMOA,34,NYCW_to_PJME,2027,base_20_week_new,MW,2506.04
TEMOA,36,PJMC_to_PJMW,2027,base_20_week_new,MW,10.5648
TEMOA,37,PJMD_to_PJME,2027,base_20_week_new,MW,35.3096
TEMOA,43,RMRG_to_SPPC,2027,base_20_week_new,MW,451.992
TEMOA,44,RMRG_to_SPPN,2027,base_20_week_new,MW,1604.08
TEMOA,46,SPPC_to_SPPN,2027,base_20_week_new,MW,1071.46
TEMOA,47,SPPC_to_SPPS,2027,base_20_week_new,MW,11.5166
TEMOA,48,SPPN_to_SPPS,2027,base_20_week_new,MW,101.562
TEMOA,49,SPPS_to_SRSG,2027,base_20_week_new,MW,14.4217
TEMOA,50,SPPS_to_TRE,2027,base_20_week_new,MW,61.712
TEMOA,51,SPPS_to_TREW,2027,base_20_week_new,MW,1721.3
TEMOA,4,BASN_to_RMRG,2030,base_20_week_new,MW,17.9325
TEMOA,9,CASO_to_SRSG,2030,base_20_week_new,MW,413.965
TEMOA,11,ISNE_to_NYCW,2030,base_20_week_new,MW,12.9721
TEMOA,12,ISNE_to_NYUP,2030,base_20_week_new,MW,4096.27
TEMOA,13,MISC_to_MISE,2030,base_20_week_new,MW,1089.16
TEMOA,17,MISC_to_PJMW,2030,base_20_week_new,MW,15.7704
TEMOA,18,MISC_to_SPPC,2030,base_20_week_new,MW,4957.62
TEMOA,19,MISC_to_SPPN,2030,base_20_week_new,MW,404.665
TEMOA,20,MISC_to_SPPS,2030,base_20_week_new,MW,859.697
TEMOA,22,MISE_to_MISW,2030,base_20_week_new,MW,828.079
TEMOA,24,MISS_to_SPPC,2030,base_20_week_new,MW,1744.98
TEMOA,25,MISS_to_SPPS,2030,base_20_week_new,MW,16967.2
TEMOA,27,MISS_to_SRSE,2030,base_20_week_new,MW,4301.09
TEMOA,29,MISW_to_PJMC,2030,base_20_week_new,MW,354.221
TEMOA,32,NWPP_to_RMRG,2030,base_20_week_new,MW,962.523
TEMOA,33,NYCW_to_NYUP,2030,base_20_week_new,MW,1216.41
TEMOA,34,NYCW_to_PJME,2030,base_20_week_new,MW,2205.81
TEMOA,35,NYUP_to_PJME,2030,base_20_week_new,MW,2822.74
TEMOA,36,PJMC_to_PJMW,2030,base_20_week_new,MW,2866.11
TEMOA,37,PJMD_to_PJME,2030,base_20_week_new,MW,3762.86
TEMOA,40,PJME_to_PJMW,2030,base_20_week_new,MW,374.602
TEMOA,43,RMRG_to_SPPC,2030,base_20_week_new,MW,4641.33
TEMOA,44,RMRG_to_SPPN,2030,base_20_week_new,MW,662.794
TEMOA,45,RMRG_to_SRSG,2030,base_20_week_new,MW,1010.44
TEMOA,46,SPPC_to_SPPN,2030,base_20_week_new,MW,77.7553
TEMOA,47,SPPC_to_SPPS,2030,base_20_week_new,MW,48.9805
TEMOA,48,SPPN_to_SPPS,2030,base_20_week_new,MW,3560.22
TEMOA,49,SPPS_to_SRSG,2030,base_20_week_new,MW,3261.68
TEMOA,50,SPPS_to_TRE,2030,base_20_week_new,MW,4523.23
TEMOA,51,SPPS_to_TREW,2030,base_20_week_new,MW,1573.68
TEMOA,56,NWPP_to_SPPN,2030,base_20_week_new,MW,14.5576
TEMOA,57,SRSG_to_TRE,2030,base_20_week_new,MW,1895.4
TEMOA,1,BASN_to_CANO,2035,base_20_week_new,MW,15.5152
TEMOA,4,BASN_to_RMRG,2035,base_20_week_new,MW,84.939
TEMOA,9,CASO_to_SRSG,2035,base_20_week_new,MW,3094.53
TEMOA,10,FRCC_to_SRSE,2035,base_20_week_new,MW,23.8564
TEMOA,11,ISNE_to_NYCW,2035,base_20_week_new,MW,21.8674
TEMOA,12,ISNE_to_NYUP,2035,base_20_week_new,MW,2841.31
TEMOA,13,MISC_to_MISE,2035,base_20_week_new,MW,657.3
TEMOA,14,MISC_to_MISS,2035,base_20_week_new,MW,10.1827
TEMOA,16,MISC_to_PJMC,2035,base_20_week_new,MW,27.3106
TEMOA,17,MISC_to_PJMW,2035,base_20_week_new,MW,2952.84
TEMOA,18,MISC_to_SPPC,2035,base_20_week_new,MW,1502.09
TEMOA,19,MISC_to_SPPN,2035,base_20_week_new,MW,4634.81
TEMOA,20,MISC_to_SPPS,2035,base_20_week_new,MW,4729.83
TEMOA,22,MISE_to_MISW,2035,base_20_week_new,MW,44.3883
TEMOA,24,MISS_to_SPPC,2035,base_20_week_new,MW,83.1326
TEMOA,25,MISS_to_SPPS,2035,base_20_week_new,MW,8964.14
TEMOA,26,MISS_to_SRCE,2035,base_20_week_new,MW,14.9852
TEMOA,27,MISS_to_SRSE,2035,base_20_week_new,MW,4710.94
TEMOA,28,MISW_to_NWPP,2035,base_20_week_new,MW,20.2123
TEMOA,29,MISW_to_PJMC,2035,base_20_week_new,MW,1889.13
TEMOA,30,MISW_to_SPPC,2035,base_20_week_new,MW,34.6757
TEMOA,31,MISW_to_SPPN,2035,base_20_week_new,MW,19.8558
TEMOA,32,NWPP_to_RMRG,2035,base_20_week_new,MW,2119
TEMOA,34,NYCW_to_PJME,2035,base_20_week_new,MW,4231.55
TEMOA,35,NYUP_to_PJME,2035,base_20_week_new,MW,2314.51
TEMOA,36,PJMC_to_PJMW,2035,base_20_week_new,MW,2138.96
TEMOA,37,PJMD_to_PJME,2035,base_20_week_new,MW,113.232
TEMOA,38,PJMD_to_PJMW,2035,base_20_week_new,MW,12.902
TEMOA,39,PJMD_to_SRCA,2035,base_20_week_new,MW,40.0285
TEMOA,40,PJME_to_PJMW,2035,base_20_week_new,MW,21755.7
TEMOA,41,PJMW_to_SRCA,2035,base_20_week_new,MW,10.5152
TEMOA,42,PJMW_to_SRCE,2035,base_20_week_new,MW,30.9096
TEMOA,43,RMRG_to_SPPC,2035,base_20_week_new,MW,642.988
TEMOA,44,RMRG_to_SPPN,2035,base_20_week_new,MW,2170.79
TEMOA,45,RMRG_to_SRSG,2035,base_20_week_new,MW,1232.27
TEMOA,46,SPPC_to_SPPN,2035,base_20_week_new,MW,885.577
TEMOA,47,SPPC_to_SPPS,2035,base_20_week_new,MW,180.883
TEMOA,48,SPPN_to_SPPS,2035,base_20_week_new,MW,1563.29
TEMOA,49,SPPS_to_SRSG,2035,base_20_week_new,MW,1772.16
TEMOA,50,SPPS_to_TRE,2035,base_20_week_new,MW,1748.97
TEMOA,51,SPPS_to_TREW,2035,base_20_week_new,MW,6861.35
TEMOA,52,SRCA_to_SRCE,2035,base_20_week_new,MW,23.5
TEMOA,53,SRCA_to_SRSE,2035,base_20_week_new,MW,17.3236
TEMOA,54,SRCE_to_SRSE,2035,base_20_week_new,MW,13.463
TEMOA,55,TRE_to_TREW,2035,base_20_week_new,MW,14.4037
TEMOA,56,NWPP_to_SPPN,2035,base_20_week_new,MW,853.268
TEMOA,57,SRSG_to_TRE,2035,base_20_week_new,MW,3363.49
TEMOA,1,BASN_to_CANO,2040,base_20_week_new,MW,14.7112
TEMOA,4,BASN_to_RMRG,2040,base_20_week_new,MW,267.919
TEMOA,9,CASO_to_SRSG,2040,base_20_week_new,MW,2500.6
TEMOA,10,FRCC_to_SRSE,2040,base_20_week_new,MW,34.6294
TEMOA,11,ISNE_to_NYCW,2040,base_20_week_new,MW,21.3013
TEMOA,12,ISNE_to_NYUP,2040,base_20_week_new,MW,452.546
TEMOA,13,MISC_to_MISE,2040,base_20_week_new,MW,255.912
TEMOA,16,MISC_to_PJMC,2040,base_20_week_new,MW,17.0414
TEMOA,17,MISC_to_PJMW,2040,base_20_week_new,MW,655.343
TEMOA,18,MISC_to_SPPC,2040,base_20_week_new,MW,662.826
TEMOA,19,MISC_to_SPPN,2040,base_20_week_new,MW,723.115
TEMOA,20,MISC_to_SPPS,2040,base_20_week_new,MW,489.658
TEMOA,22,MISE_to_MISW,2040,base_20_week_new,MW,43.6074
TEMOA,24,MISS_to_SPPC,2040,base_20_week_new,MW,108.465
TEMOA,25,MISS_to_SPPS,2040,base_20_week_new,MW,1173.4
TEMOA,26,MISS_to_SRCE,2040,base_20_week_new,MW,11.8287
TEMOA,27,MISS_to_SRSE,2040,base_20_week_new,MW,476.615
TEMOA,28,MISW_to_NWPP,2040,base_20_week_new,MW,22.5435
TEMOA,29,MISW_to_PJMC,2040,base_20_week_new,MW,1477.51
TEMOA,30,MISW_to_SPPC,2040,base_20_week_new,MW,48.3601
TEMOA,31,MISW_to_SPPN,2040,base_20_week_new,MW,24.6597
TEMOA,32,NWPP_to_RMRG,2040,base_20_week_new,MW,377.373
TEMOA,34,NYCW_to_PJME,2040,base_20_week_new,MW,1887.16
TEMOA,35,NYUP_to_PJME,2040,base_20_week_new,MW,1605.85
TEMOA,36,PJMC_to_PJMW,2040,base_20_week_new,MW,502.896
TEMOA,37,PJMD_to_PJME,2040,base_20_week_new,MW,225.178
TEMOA,39,PJMD_to_SRCA,2040,base_20_week_new,MW,413.013
TEMOA,40,PJME_to_PJMW,2040,base_20_week_new,MW,9962.01
TEMOA,41,PJMW_to_SRCA,2040,base_20_week_new,MW,10.8615
TEMOA,42,PJMW_to_SRCE,2040,base_20_week_new,MW,22.2089
TEMOA,43,RMRG_to_SPPC,2040,base_20_week_new,MW,576.521
TEMOA,44,RMRG_to_SPPN,2040,base_20_week_new,MW,382.421
TEMOA,45,RMRG_to_SRSG,2040,base_20_week_new,MW,165.869
TEMOA,46,SPPC_to_SPPN,2040,base_20_week_new,MW,257.219
TEMOA,47,SPPC_to_SPPS,2040,base_20_week_new,MW,335.612
TEMOA,48,SPPN_to_SPPS,2040,base_20_week_new,MW,658.499
TEMOA,49,SPPS_to_SRSG,2040,base_20_week_new,MW,1858
TEMOA,50,SPPS_to_TRE,2040,base_20_week_new,MW,541.95
TEMOA,51,SPPS_to_TREW,2040,base_20_week_new,MW,167.547
TEMOA,52,SRCA_to_SRCE,2040,base_20_week_new,MW,27.1801
TEMOA,53,SRCA_to_SRSE,2040,base_20_week_new,MW,16.1447
TEMOA,54,SRCE_to_SRSE,2040,base_20_week_new,MW,11.5994
TEMOA,56,NWPP_to_SPPN,2040,base_20_week_new,MW,824.098
TEMOA,57,SRSG_to_TRE,2040,base_20_week_new,MW,4051.8
TEMOA,4,BASN_to_RMRG,2045,base_20_week_new,MW,985.346
TEMOA,9,CASO_to_SRSG,2045,base_20_week_new,MW,1139.45
TEMOA,10,FRCC_to_SRSE,2045,base_20_week_new,MW,27.3746
TEMOA,11,ISNE_to_NYCW,2045,base_20_week_new,MW,31.6658
TEMOA,12,ISNE_to_NYUP,2045,base_20_week_new,MW,93.8198
TEMOA,13,MISC_to_MISE,2045,base_20_week_new,MW,107.183
TEMOA,16,MISC_to_PJMC,2045,base_20_week_new,MW,11.7566
TEMOA,17,MISC_to_PJMW,2045,base_20_week_new,MW,269.245
TEMOA,18,MISC_to_SPPC,2045,base_20_week_new,MW,776.087
TEMOA,19,MISC_to_SPPN,2045,base_20_week_new,MW,434.722
TEMOA,20,MISC_to_SPPS,2045,base_20_week_new,MW,436.121
TEMOA,22,MISE_to_MISW,2045,base_20_week_new,MW,28.2555
TEMOA,24,MISS_to_SPPC,2045,base_20_week_new,MW,272.877
TEMOA,25,MISS_to_SPPS,2045,base_20_week_new,MW,2823.75
TEMOA,27,MISS_to_SRSE,2045,base_20_week_new,MW,717.91
TEMOA,28,MISW_to_NWPP,2045,base_20_week_new,MW,13.636
TEMOA,29,MISW_to_PJMC,2045,base_20_week_new,MW,908.301
TEMOA,30,MISW_to_SPPC,2045,base_20_week_new,MW,71.3661
TEMOA,31,MISW_to_SPPN,2045,base_20_week_new,MW,37.3324
TEMOA,32,NWPP_to_RMRG,2045,base_20_week_new,MW,600.569
TEMOA,34,NYCW_to_PJME,2045,base_20_week_new,MW,1431.51
TEMOA,35,NYUP_to_PJME,2045,base_20_week_new,MW,908.399
TEMOA,36,PJMC_to_PJMW,2045,base_20_week_new,MW,914.775
TEMOA,37,PJMD_to_PJME,2045,base_20_week_new,MW,1712.29
TEMOA,38,PJMD_to_PJMW,2045,base_20_week_new,MW,10.9364
TEMOA,39,PJMD_to_SRCA,2045,base_20_week_new,MW,690.099
TEMOA,40,PJME_to_PJMW,2045,base_20_week_new,MW,7094.41
TEMOA,42,PJMW_to_SRCE,2045,base_20_week_new,MW,13.6916
TEMOA,43,RMRG_to_SPPC,2045,base_20_week_new,MW,560.778
TEMOA,44,RMRG_to_SPPN,2045,base_20_week_new,MW,424.441
TEMOA,45,RMRG_to_SRSG,2045,base_20_week_new,MW,297.713
TEMOA,46,SPPC_to_SPPN,2045,base_20_week_new,MW,136.458
TEMOA,47,SPPC_to_SPPS,2045,base_20_week_new,MW,237.558
TEMOA,48,SPPN_to_SPPS,2045,base_20_week_new,MW,288.458
TEMOA,49,SPPS_to_SRSG,2045,base_20_week_new,MW,3177.96
TEMOA,50,SPPS_to_TRE,2045,base_20_week_new,MW,105.342
TEMOA,51,SPPS_to_TREW,2045,base_20_week_new,MW,76.2361
TEMOA,52,SRCA_to_SRCE,2045,base_20_week_new,MW,13.9484
TEMOA,56,NWPP_to_SPPN,2045,base_20_week_new,MW,551.712
TEMOA,57,SRSG_to_TRE,2045,base_20_week_new,MW,907.471
TEMOA,4,BASN_to_RMRG,2050,base_20_week_new,MW,284.791
TEMOA,7,CANO_to_NWPP,2050,base_20_week_new,MW,10.1441
TEMOA,9,CASO_to_SRSG,2050,base_20_week_new,MW,115.31
TEMOA,10,FRCC_to_SRSE,2050,base_20_week_new,MW,23.6289
TEMOA,11,ISNE_to_NYCW,2050,base_20_week_new,MW,10.9018
TEMOA,12,ISNE_to_NYUP,2050,base_20_week_new,MW,15.7837
TEMOA,13,MISC_to_MISE,2050,base_20_week_new,MW,362.994
TEMOA,16,MISC_to_PJMC,2050,base_20_week_new,MW,13.3688
TEMOA,17,MISC_to_PJMW,2050,base_20_week_new,MW,248.938
TEMOA,18,MISC_to_SPPC,2050,base_20_week_new,MW,278.119
TEMOA,19,MISC_to_SPPN,2050,base_20_week_new,MW,75.9385
TEMOA,20,MISC_to_SPPS,2050,base_20_week_new,MW,117.833
TEMOA,22,MISE_to_MISW,2050,base_20_week_new,MW,13.862
TEMOA,24,MISS_to_SPPC,2050,base_20_week_new,MW,164.759
TEMOA,25,MISS_to_SPPS,2050,base_20_week_new,MW,1843.1
TEMOA,26,MISS_to_SRCE,2050,base_20_week_new,MW,11.1975
TEMOA,27,MISS_to_SRSE,2050,base_20_week_new,MW,1797.03
TEMOA,28,MISW_to_NWPP,2050,base_20_week_new,MW,10.9048
TEMOA,29,MISW_to_PJMC,2050,base_20_week_new,MW,211.261
TEMOA,30,MISW_to_SPPC,2050,base_20_week_new,MW,152.363
TEMOA,31,MISW_to_SPPN,2050,base_20_week_new,MW,208.064
TEMOA,32,NWPP_to_RMRG,2050,base_20_week_new,MW,1165.84
TEMOA,34,NYCW_to_PJME,2050,base_20_week_new,MW,248.731
TEMOA,35,NYUP_to_PJME,2050,base_20_week_new,MW,149.573
TEMOA,36,PJMC_to_PJMW,2050,base_20_week_new,MW,216.242
TEMOA,37,PJMD_to_PJME,2050,base_20_week_new,MW,67.6045
TEMOA,38,PJMD_to_PJMW,2050,base_20_week_new,MW,14.0194
TEMOA,39,PJMD_to_SRCA,2050,base_20_week_new,MW,265.803
TEMOA,40,PJME_to_PJMW,2050,base_20_week_new,MW,2057.29
TEMOA,42,PJMW_to_SRCE,2050,base_20_week_new,MW,14.632
TEMOA,43,RMRG_to_SPPC,2050,base_20_week_new,MW,150.383
TEMOA,44,RMRG_to_SPPN,2050,base_20_week_new,MW,292.161
TEMOA,45,RMRG_to_SRSG,2050,base_20_week_new,MW,195.597
TEMOA,46,SPPC_to_SPPN,2050,base_20_week_new,MW,65.6879
TEMOA,47,SPPC_to_SPPS,2050,base_20_week_new,MW,107.025
TEMOA,48,SPPN_to_SPPS,2050,base_20_week_new,MW,87.5823
TEMOA,49,SPPS_to_SRSG,2050,base_20_week_new,MW,132.663
TEMOA,50,SPPS_to_TRE,2050,base_20_week_new,MW,194.874
TEMOA,51,SPPS_to_TREW,2050,base_20_week_new,MW,105.756
TEMOA,52,SRCA_to_SRCE,2050,base_20_week_new,MW,12.3486
TEMOA,56,NWPP_to_SPPN,2050,base_20_week_new,MW,189.288
TEMOA,57,SRSG_to_TRE,2050,base_20_week_new,MW,665.015
