region,marginal_price,total_demand
BASN,42.122076439278096,177158138.0
CASO,48.358218215707936,158791938.0
CANO,46.399680767018474,245898072.0
FRCC,37.15989889588193,334048179.0
ISNE,54.37331412400193,210413923.0
MISC,34.822957711598505,264171318.0
MISE,37.18328608049404,137137308.0
MISS,31.674166645393996,242486982.0
MISW,33.94833271730426,324181570.0
NWPP,113.85679051876872,300529644.0
NYCW,46.41112901341703,106442119.0
NYUP,35.88233302025252,92400602.0
PJMC,35.23425582498973,152682741.0
PJMD,36.39863370422207,145712440.0
PJME,40.20533435153213,389826566.0
PJMW,36.97160729987919,412215498.0
RMRG,33.86275127187714,150676430.0
SPPC,29.15108204179222,108907378.0
SPPN,28.41485920483725,74985567.0
SPPS,28.092426808715828,177543457.0
SRCA,39.45852164867469,287884867.0
SRCE,36.242867314770166,285639456.0
SRSE,36.799730350918566,333542368.0
SRSG,37.24939636841482,204888767.0
TRE,31.346420349813787,555402906.0
TREW,28.018472786832245,26667903.0
