region,marginal_price,total_demand
BASN,190.9962072493502,154373402.0
CASO,187.18220926854403,141559023.0
CANO,198.9509340940883,219102255.0
FRCC,187.51524179098192,305390926.0
ISNE,230.38925083608763,185912448.0
MISC,178.1017321697273,243790194.0
MISE,193.53030782900933,126030936.0
MISS,173.27193477540047,223677305.0
MISW,178.81106111132596,294141188.0
NWPP,180.89008601914412,260888430.0
NYCW,250.49954787514693,97972883.0
NYUP,207.80272545219083,85901025.0
PJMC,189.15021655101185,142659266.0
PJMD,224.15683500456984,134294097.0
PJME,229.613072940219,361596414.0
PJMW,187.26781999493483,381430632.0
RMRG,162.85084530967939,129535560.0
SPPC,170.75743633957865,101870818.0
SPPN,165.68490323788666,67540119.0
SPPS,160.75180560158492,162787259.0
SRCA,195.5551282842066,263347390.0
SRCE,179.6384144872668,264512199.0
SRSE,187.02395312393983,303257618.0
SRSG,191.37780658239475,183293864.0
TRE,167.22955005398975,515960435.0
TREW,153.73157023717317,24676479.0
