model,zone,planning_year,case,unit,value
GenX,BASN,2027,current_policies_52_week_retire_high_coal,tons,1.09811e+07
GenX,CANO,2027,current_policies_52_week_retire_high_coal,tons,1.61128e+07
GenX,CASO,2027,current_policies_52_week_retire_high_coal,tons,1.66593e+07
GenX,FRCC,2027,current_policies_52_week_retire_high_coal,tons,8.00503e+07
GenX,ISNE,2027,current_policies_52_week_retire_high_coal,tons,1.95441e+07
GenX,MISC,2027,current_policies_52_week_retire_high_coal,tons,2.3397e+07
GenX,MISE,2027,current_policies_52_week_retire_high_coal,tons,2.06263e+07
GenX,MISS,2027,current_policies_52_week_retire_high_coal,tons,4.18471e+07
GenX,MISW,2027,current_policies_52_week_retire_high_coal,tons,2.66431e+07
GenX,NWPP,2027,current_policies_52_week_retire_high_coal,tons,7.74635e+06
GenX,NYCW,2027,current_policies_52_week_retire_high_coal,tons,2.0527e+07
GenX,NYUP,2027,current_policies_52_week_retire_high_coal,tons,5.62337e+06
GenX,PJMC,2027,current_policies_52_week_retire_high_coal,tons,1.22336e+07
GenX,PJMD,2027,current_policies_52_week_retire_high_coal,tons,8.92261e+06
GenX,PJME,2027,current_policies_52_week_retire_high_coal,tons,6.13553e+07
GenX,PJMW,2027,current_policies_52_week_retire_high_coal,tons,6.64522e+07
GenX,RMRG,2027,current_policies_52_week_retire_high_coal,tons,2.57988e+06
GenX,SPPC,2027,current_policies_52_week_retire_high_coal,tons,1.57227e+07
GenX,SPPN,2027,current_policies_52_week_retire_high_coal,tons,1.74457e+06
GenX,SPPS,2027,current_policies_52_week_retire_high_coal,tons,1.45929e+07
GenX,SRCA,2027,current_policies_52_week_retire_high_coal,tons,2.46894e+07
GenX,SRCE,2027,current_policies_52_week_retire_high_coal,tons,2.18166e+07
GenX,SRSE,2027,current_policies_52_week_retire_high_coal,tons,4.62056e+07
GenX,SRSG,2027,current_policies_52_week_retire_high_coal,tons,1.18289e+07
GenX,TRE,2027,current_policies_52_week_retire_high_coal,tons,5.24171e+07
GenX,TREW,2027,current_policies_52_week_retire_high_coal,tons,6.44091e+06
GenX,BASN,2030,current_policies_52_week_retire_high_coal,tons,1.0031e+07
GenX,CANO,2030,current_policies_52_week_retire_high_coal,tons,1.52998e+07
GenX,CASO,2030,current_policies_52_week_retire_high_coal,tons,1.50286e+07
GenX,FRCC,2030,current_policies_52_week_retire_high_coal,tons,7.09806e+07
GenX,ISNE,2030,current_policies_52_week_retire_high_coal,tons,1.26923e+07
GenX,MISC,2030,current_policies_52_week_retire_high_coal,tons,2.3847e+07
GenX,MISE,2030,current_policies_52_week_retire_high_coal,tons,1.7234e+07
GenX,MISS,2030,current_policies_52_week_retire_high_coal,tons,3.11021e+07
GenX,MISW,2030,current_policies_52_week_retire_high_coal,tons,2.82684e+07
GenX,NWPP,2030,current_policies_52_week_retire_high_coal,tons,6.74014e+06
GenX,NYCW,2030,current_policies_52_week_retire_high_coal,tons,1.67507e+07
GenX,NYUP,2030,current_policies_52_week_retire_high_coal,tons,6.57689e+06
GenX,PJMC,2030,current_policies_52_week_retire_high_coal,tons,1.08688e+07
GenX,PJMD,2030,current_policies_52_week_retire_high_coal,tons,8.00313e+06
GenX,PJME,2030,current_policies_52_week_retire_high_coal,tons,5.5674e+07
GenX,PJMW,2030,current_policies_52_week_retire_high_coal,tons,5.03145e+07
GenX,RMRG,2030,current_policies_52_week_retire_high_coal,tons,2.40547e+06
GenX,SPPC,2030,current_policies_52_week_retire_high_coal,tons,1.45281e+07
GenX,SPPN,2030,current_policies_52_week_retire_high_coal,tons,1.46497e+06
GenX,SPPS,2030,current_policies_52_week_retire_high_coal,tons,1.18439e+07
GenX,SRCA,2030,current_policies_52_week_retire_high_coal,tons,1.97027e+07
GenX,SRCE,2030,current_policies_52_week_retire_high_coal,tons,1.80747e+07
GenX,SRSE,2030,current_policies_52_week_retire_high_coal,tons,3.81744e+07
GenX,SRSG,2030,current_policies_52_week_retire_high_coal,tons,9.18728e+06
GenX,TRE,2030,current_policies_52_week_retire_high_coal,tons,4.43953e+07
GenX,TREW,2030,current_policies_52_week_retire_high_coal,tons,5.46882e+06
GenX,BASN,2035,current_policies_52_week_retire_high_coal,tons,1.22577e+07
GenX,CANO,2035,current_policies_52_week_retire_high_coal,tons,1.16826e+07
GenX,CASO,2035,current_policies_52_week_retire_high_coal,tons,2.36976e+07
GenX,FRCC,2035,current_policies_52_week_retire_high_coal,tons,6.33071e+07
GenX,ISNE,2035,current_policies_52_week_retire_high_coal,tons,1.88725e+07
GenX,MISC,2035,current_policies_52_week_retire_high_coal,tons,3.28796e+07
GenX,MISE,2035,current_policies_52_week_retire_high_coal,tons,1.92688e+07
GenX,MISS,2035,current_policies_52_week_retire_high_coal,tons,3.17289e+07
GenX,MISW,2035,current_policies_52_week_retire_high_coal,tons,3.54347e+07
GenX,NWPP,2035,current_policies_52_week_retire_high_coal,tons,1.03223e+07
GenX,NYCW,2035,current_policies_52_week_retire_high_coal,tons,1.46107e+07
GenX,NYUP,2035,current_policies_52_week_retire_high_coal,tons,6.80441e+06
GenX,PJMC,2035,current_policies_52_week_retire_high_coal,tons,9.46887e+06
GenX,PJMD,2035,current_policies_52_week_retire_high_coal,tons,5.35756e+06
GenX,PJME,2035,current_policies_52_week_retire_high_coal,tons,5.78055e+07
GenX,PJMW,2035,current_policies_52_week_retire_high_coal,tons,6.36199e+07
GenX,RMRG,2035,current_policies_52_week_retire_high_coal,tons,1.58373e+06
GenX,SPPC,2035,current_policies_52_week_retire_high_coal,tons,1.3153e+07
GenX,SPPN,2035,current_policies_52_week_retire_high_coal,tons,1.21024e+06
GenX,SPPS,2035,current_policies_52_week_retire_high_coal,tons,9.94747e+06
GenX,SRCA,2035,current_policies_52_week_retire_high_coal,tons,2.15225e+07
