model,line,line_name,planning_year,case,unit,start_value,end_value
GenX,1,BASN_to_CANO,2027,current_policies_52_week_retire_high_coal,MW,100,100.008
GenX,2,BASN_to_CASO,2027,current_policies_52_week_retire_high_coal,MW,5920,5920.21
GenX,3,BASN_to_NWPP,2027,current_policies_52_week_retire_high_coal,MW,3350,3351.14
GenX,4,BASN_to_RMRG,2027,current_policies_52_week_retire_high_coal,MW,3750,3750.76
GenX,5,BASN_to_SRSG,2027,current_policies_52_week_retire_high_coal,MW,5385,5385.53
GenX,6,CANO_to_CASO,2027,current_policies_52_week_retire_high_coal,MW,3675,3675.83
GenX,7,CANO_to_NWPP,2027,current_policies_52_week_retire_high_coal,MW,3675,3680.83
GenX,8,CASO_to_NWPP,2027,current_policies_52_week_retire_high_coal,MW,2858,2858.03
GenX,9,CASO_to_SRSG,2027,current_policies_52_week_retire_high_coal,MW,4354,4354.41
GenX,10,FRCC_to_SRSE,2027,current_policies_52_week_retire_high_coal,MW,3600,3601.42
GenX,11,ISNE_to_NYCW,2027,current_policies_52_week_retire_high_coal,MW,760,761.062
GenX,12,ISNE_to_NYUP,2027,current_policies_52_week_retire_high_coal,MW,1400,1601.45
GenX,13,MISC_to_MISE,2027,current_policies_52_week_retire_high_coal,MW,0,14.8392
GenX,14,MISC_to_MISS,2027,current_policies_52_week_retire_high_coal,MW,1039,1039.02
GenX,15,MISC_to_MISW,2027,current_policies_52_week_retire_high_coal,MW,1655,1655.25
GenX,16,MISC_to_PJMC,2027,current_policies_52_week_retire_high_coal,MW,5244,5244.25
GenX,17,MISC_to_PJMW,2027,current_policies_52_week_retire_high_coal,MW,5441,5441.86
GenX,18,MISC_to_SPPC,2027,current_policies_52_week_retire_high_coal,MW,1430,2636.71
GenX,19,MISC_to_SPPN,2027,current_policies_52_week_retire_high_coal,MW,0,124.37
GenX,20,MISC_to_SPPS,2027,current_policies_52_week_retire_high_coal,MW,1172,1190.33
GenX,21,MISC_to_SRCE,2027,current_policies_52_week_retire_high_coal,MW,3745,3745.89
GenX,22,MISE_to_MISW,2027,current_policies_52_week_retire_high_coal,MW,0,13.0361
GenX,23,MISE_to_PJMW,2027,current_policies_52_week_retire_high_coal,MW,2662,2662.7
GenX,24,MISS_to_SPPC,2027,current_policies_52_week_retire_high_coal,MW,0,1847.41
GenX,25,MISS_to_SPPS,2027,current_policies_52_week_retire_high_coal,MW,1697,3161.58
