Zone,1,2,3,4,5,6,7,8,9,10,11
t1,-3.0886344461433366e-10,-2.8505551162245842e-9,-3.6749559302184255e-9,-1.8712838678659773e-9,-1.672449938329194e-8,-3.0149306894897284e-9,-1.7620417006223911e-9,-4.898673543407898e-10,-1.4272476068870463e-9,-2.2714923620767544e-10,-7.036622492175011e-11
t2,-3.285641482960045e-10,-3.0555541915944106e-9,-3.951289028397033e-9,-2.0083627343010594e-9,-1.7968742980483935e-8,-3.2393610523389646e-9,-1.8859480925177075e-9,-5.235455150138417e-10,-1.5300652240036858e-9,-2.342237037022014e-10,-7.218604349255957e-11
t3,-3.4027234569273e-10,-3.1845498044845966e-9,-4.12706776883263e-9,-2.094992125324241e-9,-1.8807628535581513e-8,-3.3805162807420528e-9,-1.9637049122876258e-9,-5.442696740612285e-10,-1.5944939322192888e-9,-2.3755616475821907e-10,-7.335206139393974e-11
t4,-3.454812098559998e-10,-3.2575167062923355e-9,-4.228521238838726e-9,-2.144390434091006e-9,-1.930898000324614e-8,-3.460899246611463e-9,-2.0066981461105425e-9,-5.562713742000339e-10,-1.631337280949063e-9,-2.380304223252182e-10,-7.32895641485094e-11
t5,-3.477230992400359e-10,-3.3139714215912316e-9,-4.2983331229321425e-9,-2.180494288014323e-9,-1.9619457270473825e-8,-3.524248573267193e-9,-2.040307951963645e-9,-5.650013968088891e-10,-1.658133258712802e-9,-2.350947720075871e-10,-7.185593540091517e-11
t6,-3.387383514767978e-10,-3.2882575970971515e-9,-4.26311585502161e-9,-2.164178039176644e-9,-1.9515383349556104e-8,-3.497345768526585e-9,-2.0238684926644175e-9,-5.613518328806101e-10,-1.644547153128295e-9,-2.2251171657735457e-10,-6.756214979054368e-11
t7,-3.387687405214184e-10,-3.129901118063404e-9,-4.048785414288694e-9,-2.0582467079245588e-9,-1.8426825423118038e-8,-3.3224076499968426e-9,-1.9253194074263253e-9,-5.368015438247075e-10,-1.5597677081063464e-9,-2.0139276460270616e-10,-6.078740638807407e-11
t8,-2.9261880595911113e-10,-2.798786744011724e-9,-3.609924603208683e-9,-1.8379217466219827e-9,-1.6350499518645114e-8,-2.9620697926258956e-9,-1.7277689167086807e-9,-4.832534713559102e-10,-1.3959229089998847e-9,-1.9980312235800556e-10,-5.72103390646927e-11
t9,-2.8061061583148524e-10,-2.8303338881038814e-9,-3.6375033605085626e-9,-1.970076144605185e-9,-1.4653922826051208e-8,-3.0435802264730507e-9,-1.7975719633808816e-9,-5.273883987330372e-10,-1.5280342435416867e-9,-2.003356428217312e-10,-5.781824372953612e-11
t10,-2.807741804890522e-10,-2.527702910042412e-9,-3.2425121955773627e-9,-1.657290829700414e-9,-1.4686739835101685e-8,-2.6615593460609397e-9,-1.568695261475002e-9,-4.368924788348941e-10,-1.2651633312922736e-9,-1.9103112813376864e-10,-5.954989645783591e-11
t11,-2.787073288369854e-10,-2.4972986749801957e-9,-3.206227815356301e-9,-1.6391096711128806e-9,-1.4456453602505277e-8,-2.6318547701426197e-9,-1.5513443402540504e-9,-4.320855714132432e-10,-1.2512181344373675e-9,-1.922103525277358e-10,-6.094500893649682e-11
t12,-2.710119716057684e-10,-2.508253817120506e-9,-3.2169764815933015e-9,-1.6452591613444964e-9,-1.4570692356383158e-8,-2.6427403344044877e-9,-1.5593199488656468e-9,-4.3341854535652686e-10,-1.2581391605939719e-9,-1.9656535242433425e-10,-6.200165405997228e-11
t13,-2.5182276382655256e-10,-2.514944678692054e-9,-3.225171136638766e-9,-1.6493426139597378e-9,-1.4568833681874383e-8,-2.646105538920324e-9,-1.5623406155233168e-9,-4.3431526928585716e-10,-1.2622821241077697e-9,-1.9912682487246494e-10,-6.290841170733121e-11
t14,-2.5463400595978116e-10,-2.53874704429171e-9,-3.2594202302501757e-9,-1.6657889760226971e-9,-1.4746828036331112e-8,-2.674833946960787e-9,-1.5781028507108201e-9,-4.38131114618935e-10,-1.274897786614757e-9,-2.004643740355597e-10,-6.401572128281122e-11
t15,-2.536321545328358e-10,-2.53943325389439e-9,-3.3229289002369226e-9,-1.7347887346995802e-9,-1.4586004654705901e-8,-2.7389222486898946e-9,-1.5783655614599439e-9,-4.744286953926273e-10,-1.3410950118407334e-9,-2.0104033263986122e-10,-6.462289091896737e-11
t16,-2.476579137124604e-10,-2.4979150682281776e-9,-3.2033378740059547e-9,-1.6383331273671076e-9,-1.4454822054913562e-8,-2.6293343038936283e-9,-1.5525554320553997e-9,-4.318385183653661e-10,-1.2550787506905291e-9,-1.954548097307308e-10,-6.35321349314748e-11
t17,-2.5752229639945435e-10,-2.4336203055368288e-9,-3.116085307793054e-9,-1.5945297402761745e-9,-1.4114510517743819e-8,-2.55629474239618e-9,-1.5121768544611088e-9,-4.21532663570314e-10,-1.220230749178532e-9,-1.8256454433926914e-10,-6.03787605362135e-11
t18,-2.2105067050196076e-10,-2.3042249070208965e-9,-2.942769640320842e-9,-1.5082533043432508e-9,-1.3231636412943369e-8,-2.41726849086023e-9,-1.4323611457983708e-9,-4.006398847830968e-10,-1.1536929507615106e-9,-1.745919637917247e-10,-5.517674808875646e-11
t19,-2.1717250303929551e-10,-2.2378427498633786e-9,-2.9196583059940937e-9,-1.5319375094377284e-9,-1.2734081325179242e-8,-2.411898249571405e-9,-1.3939542933643214e-9,-4.2185224871858545e-10,-1.184456657575095e-9,-1.7250214005534393e-10,-5.491817200140214e-11
t20,-2.3031381348223485e-10,-2.573681144299937e-9,-3.305477300935357e-9,-1.7910868854861919e-9,-1.33202241629232e-8,-2.761781902005796e-9,-1.6388512572484085e-9,-4.761330560254928e-10,-1.3986316211551045e-9,-1.8313613793077962e-10,-5.793229299036174e-11
t21,-2.3824872401371687e-10,-2.6547306876553545e-9,-3.409285102870204e-9,-1.8467588838833401e-9,-1.3643454088630913e-8,-2.8478473680318316e-9,-1.6890112269280314e-9,-4.896247088364723e-10,-1.4400736380566335e-9,-2.0016225716992176e-10,-5.979888570218601e-11
t22,-2.5259955188177504e-10,-2.771297925280885e-9,-3.5585044126691676e-9,-1.9272937223449953e-9,-1.431106168015005e-8,-2.9709352024368507e-9,-1.7644620852313846e-9,-5.125303450879521e-10,-1.5070042859135133e-9,-2.140946980343101e-10,-5.93314026166744e-11
t23,-3.0261489952765057e-10,-2.6467735677040514e-9,-3.4646811379248464e-9,-1.805950575714091e-9,-1.5262886958975772e-8,-2.855513503391034e-9,-1.6441969835915915e-9,-4.928384688241265e-10,-1.3983224443227182e-9,-2.294491921073143e-10,-6.683054171642762e-11
t24,-3.3280431719015203e-10,-2.812720008569769e-9,-3.681959735281948e-9,-1.9160507109430437e-9,-1.629454011968895e-8,-3.034276514516164e-9,-1.743733328543154e-9,-5.216250391598102e-10,-1.4810027031249548e-9,-2.498903047110826e-10,-6.81911654353607e-11
t25,-3.6661621754647713e-10,-3.0528979593960275e-9,-3.946020387101436e-9,-2.006202051148659e-9,-1.7968729216514218e-8,-3.2334975253467517e-9,-1.8878086927756075e-9,-5.217023463438411e-10,-1.5358042167309055e-9,-2.6677707292681074e-10,-7.231885353952976e-11
t26,-3.414391773184779e-10,-3.249435345114917e-9,-4.2133168844533144e-9,-2.1393831220807037e-9,-1.9308627368304743e-8,-3.4477457958342412e-9,-2.0058511213665273e-9,-5.537099174757066e-10,-1.6336743440694371e-9,-2.6986631653214177e-10,-7.750002731415516e-11
t27,-3.5272158524556095e-10,-3.3873589660076437e-9,-4.398188962232737e-9,-2.2303276675585465e-9,-2.016706092422261e-8,-3.6013010038710686e-9,-2.0882125350717244e-9,-5.757572433391098e-10,-1.7027086882501256e-9,-2.8054926640841785e-10,-7.557861593152573e-11
t28,-3.8756624652615594e-10,-3.4583060316257285e-9,-4.497187265836731e-9,-2.278288789263643e-9,-2.0509995283525692e-8,-3.681639194798379e-9,-2.1306389717456023e-9,-5.872817560984922e-10,-1.7369103073753812e-9,-2.7898155215557294e-10,-7.545039476701114e-11
t29,-4.171029409287766e-10,-3.502340793563199e-9,-4.5589520449412745e-9,-2.3091406031914906e-9,-2.0859595526179804e-8,-3.730499266716794e-9,-2.158013371372988e-9,-5.949204021376131e-10,-1.7598149689544186e-9,-2.695963711547312e-10,-7.693101159411796e-11
t30,-4.047056847197271e-10,-3.473741304742733e-9,-4.513339040689995e-9,-2.2864605981116114e-9,-2.062204117850887e-8,-3.696142746492009e-9,-2.138380644616609e-9,-5.900695723582011e-10,-1.7419644078541101e-9,-2.346161240307554e-10,-7.235487767254786e-11
t31,-3.681755178427123e-10,-3.2787193577194606e-9,-4.3021860170196795e-9,-2.226104480161524e-9,-1.913688153320768e-8,-3.5442808887982684e-9,-2.1171476455517283e-9,-6.037982873750764e-10,-1.7070385456099785e-9,-2.2481896630386585e-10,-6.532895801099372e-11
t32,-3.03596781039533e-10,-2.95356293640605e-9,-3.8135757272842786e-9,-1.9416418541179418e-9,-1.7363486881978146e-8,-3.1284141213527783e-9,-1.8238165655760338e-9,-5.070206355056591e-10,-1.4772877049204403e-9,-1.993049349936009e-10,-6.135374363445885e-11
t33,-2.9322624944687526e-10,-2.8581141595104696e-9,-3.7120914586175674e-9,-1.9760114586199376e-9,-1.5790333709668706e-8,-3.0797935979044455e-9,-1.8022816913529833e-9,-5.493638078755746e-10,-1.5345731808220687e-9,-2.1586275864775996e-10,-6.213637612454506e-11
t34,-2.9257985694351127e-10,-2.741992612383589e-9,-3.5278320026144843e-9,-1.8002790624565472e-9,-1.5982421917000862e-8,-2.893683247296635e-9,-1.7016339278310513e-9,-4.703297029387489e-10,-1.378028628054801e-9,-2.0804215189249833e-10,-6.421944066143481e-11
t35,-2.6167446599375863e-10,-2.713803010319173e-9,-3.494604903302764e-9,-1.7819159289073805e-9,-1.5845176890025134e-8,-2.8624073520360954e-9,-1.685145092178595e-9,-4.660355960276774e-10,-1.3643168138827895e-9,-2.1080318440040891e-10,-6.569150999200172e-11
t36,-2.6123034449848936e-10,-2.719627272633605e-9,-3.5016799150351618e-9,-1.7863169232426436e-9,-1.584719948437794e-8,-2.8694102438437377e-9,-1.689337584469509e-9,-4.665802807231127e-10,-1.3697007516980868e-9,-2.1489497437373996e-10,-6.68937552213099e-11
t37,-2.6257757385197365e-10,-2.723491159274912e-9,-3.5079614025259056e-9,-1.7886186869314061e-9,-1.59146459008849e-8,-2.8735776512262196e-9,-1.6920645509695153e-9,-4.669312226472194e-10,-1.3718831307538156e-9,-2.1855639664344328e-10,-6.801496429367766e-11
t38,-2.6653804264474416e-10,-2.7574224148806112e-9,-3.552094724924027e-9,-1.811575511770966e-9,-1.6126588584887907e-8,-2.910001436385686e-9,-1.7136526327185095e-9,-4.720187519478519e-10,-1.3892799503389168e-9,-2.2154001115809405e-10,-6.919602056650624e-11
t39,-2.663502623384386e-10,-2.7674973039816403e-9,-3.566360779662862e-9,-1.8177759519780563e-9,-1.6199811135978714e-8,-2.9216335702146194e-9,-1.7202185368419865e-9,-4.739864091990647e-10,-1.3954611217817494e-9,-2.2232188434126922e-10,-6.999769577227922e-11
t40,-2.61055549376783e-10,-2.720506444993977e-9,-3.5021002580237514e-9,-1.7855828520746085e-9,-1.5847840932970428e-8,-2.8691967341736623e-9,-1.6895273159080073e-9,-4.66969254012069e-10,-1.3705182750856837e-9,-2.1617878033543326e-10,-6.908089587464282e-11
t41,-2.780455060182179e-10,-2.7519330820382575e-9,-3.5662895624930357e-9,-1.899155440177888e-9,-1.5135669378137723e-8,-2.956568695582097e-9,-1.7354756598518596e-9,-5.273880958025965e-10,-1.4807182676346088e-9,-2.0390858941765205e-10,-6.649470376614214e-11
t42,-2.338501678786128e-10,-2.5127964201926847e-9,-3.2206692192508718e-9,-1.646978758946601e-9,-1.4570356402139868e-8,-2.6443560868901036e-9,-1.5613632779748168e-9,-4.3411156636424283e-10,-1.2628287961775284e-9,-1.966772555876259e-10,-6.119267203212388e-11
t43,-2.3258098833871667e-10,-2.45775508656791e-9,-3.1487255087004134e-9,-1.6115484707783342e-9,-1.4283241045542479e-8,-2.583384319498198e-9,-1.5302880253477454e-9,-4.248497520575639e-10,-1.237384424703743e-9,-1.9329861519761244e-10,-6.156699153852426e-11
t44,-2.502823704207893e-10,-2.5890649135165937e-9,-3.3267294575464543e-9,-1.6986274546747378e-9,-1.5058131623898512e-8,-2.7267485940811222e-9,-1.6109888867096704e-9,-4.456952707618651e-10,-1.306666006444806e-9,-2.091685355146756e-10,-6.586230158420757e-11
t45,-2.605267627474918e-10,-2.68341999414308e-9,-3.4523279812178563e-9,-1.7615213852149702e-9,-1.5710300579079073e-8,-2.8292193052677674e-9,-1.6682821735793258e-9,-4.608987585706374e-10,-1.3539478717117046e-9,-2.1661139136408897e-10,-6.826934109303625e-11
