Constraint,CapRes_1,CapRes_2,CapRes_3
t1,1.2063824167458844e-9,2.387002328698934e-9,3.208320900946837e-10
t2,9.905037024149046e-10,1.9494118117567974e-9,3.160634536587781e-10
t3,9.21149721742347e-10,1.9205689510190276e-9,3.1993077197178343e-10
t4,8.579268681153014e-10,1.9218555009422576e-9,3.3163447296810424e-10
t5,9.690654148176162e-10,2.162750849309674e-9,3.534573965137195e-10
t6,9.822124209267708e-10,2.385264960550407e-9,4.209176721188123e-10
t7,1.4572621284045797e-9,2.5023260171632536e-9,5.072469909472419e-10
t8,1.921090178684237e-9,2.9139215968888636e-9,6.104546428792625e-10
t9,6.533855640734582e-9,4.7165747089921635e-8,7.095017303863749e-10
t10,1.7569369465031361e-9,3.6078854675524093e-9,3.232509551088295e-10
t11,1.8023180789677451e-9,2.9831474448541193e-9,2.57405607833713e-10
t12,1.7577848719430147e-9,2.9598772323824723e-9,2.2185571977641373e-10
t13,1.3119952773236494e-9,2.8200650009644275e-9,2.0135271159552357e-10
t14,1.2254583859338006e-9,2.5114528359313454e-9,1.8962386777284793e-10
t15,1.294951935430197e-9,1.9515862715519397e-9,1.8777688879109383e-10
t16,1.1405129066821121e-9,1.8422696800024792e-9,2.1317469965936454e-10
t17,1.394551287196865e-9,4.026983111104098e-9,2.8813620541239276e-10
t18,2.4106908139285725e-9,6.722702218332383e-9,1.4553138091529747e-9
t19,2.614089448706331e-9,6.4449710552573175e-9,1.141300575267724e-9
t20,2.267833167718384e-9,1.0955469193213875e-8,6.778793717045825e-10
t21,2.0802274223158237e-9,5.740553169652999e-8,6.030904292290665e-10
t22,1.731992310668861e-9,5.857174820394933e-8,1.6214789807230781e-9
t23,1.8293731871110173e-9,3.3349036985203423e-9,3.5647128246063363e-10
t24,1.3448457227160125e-9,3.0696458465283444e-9,7.66090287282989e-10
t25,1.819408282538192e-9,2.1033447979328068e-9,5.825505628853039e-10
t26,1.0470365631636572e-9,2.1133720040975475e-9,2.503268467719803e-10
t27,1.0690468466129367e-9,2.1184000150992044e-9,2.715789971417751e-10
t28,1.0685003989729028e-9,2.292478782025526e-9,3.40563051588286e-10
t29,1.4636566121552095e-9,2.2259518327800124e-9,2.77443525664367e-10
t30,2.9690205925150452e-9,2.3634932021052548e-9,2.94448642289379e-10
t31,2.951427630431597e-9,2.811001699208043e-9,3.3889261589241696e-10
t32,1.6580098700250704e-9,4.763762385039417e-9,3.7038879805264275e-10
t33,1.8100738184544161e-9,4.041196245193212e-9,3.4711552551282107e-10
t34,1.7814702560210218e-9,1.5584006604267584e-9,1.931885833094207e-10
t35,1.4557405964470837e-9,1.1381130464532857e-9,1.5590527054430891e-10
t36,1.3992798279460539e-9,8.953802110491711e-10,1.4096977135112174e-10
t37,1.1885986278844272e-9,8.208453917548644e-10,1.3525006435482112e-10
t38,1.0638464599652954e-9,8.941856069987693e-10,1.3281984158072796e-10
t39,1.043723845271923e-9,1.0422427499808782e-9,1.381816651419975e-10
t40,9.522523913332706e-10,1.310559375831479e-9,1.5494568552677798e-10
t41,6.062145761523294e-9,2.2693582287027367e-9,2.0462607294309349e-10
t42,2.818936007379713e-9,1.8429730597573001e-9,4.4056302782617285e-10
t43,2.7116936555278645e-9,1.83976855129661e-9,3.906287404178423e-10
t44,1.973689050350854e-9,1.5891898652695663e-9,3.178239567559685e-10
t45,1.8473131063754723e-9,1.4619976752755115e-9,2.9211707664764387e-10
t46,1.6587459835303229e-9,1.3655717165377775e-9,2.6584104744166464e-10
t47,1.267668412876995e-9,1.297830760426069e-9,2.3309789541381606e-10
t48,1.1401610423883922e-9,1.2096589790385675e-9,2.1228028016812864e-10
t49,1.1110538277680166e-9,1.1742280295873768e-9,2.0859031435659432e-10
t50,9.388973863921807e-10,1.1733949544019022e-9,1.9694053178829288e-10
t51,9.490318331363009e-10,1.160003738616865e-9,1.9078694248449855e-10
t52,9.11300978643542e-10,1.1680715559860815e-9,1.8879191496098864e-10
t53,9.638408899723892e-10,1.1682847099081595e-9,1.9279974422113394e-10
t54,9.615680506453626e-10,1.203729579742735e-9,2.0675935149292617e-10
t55,1.1290715161190994e-9,1.2012859175507458e-9,2.2255502156084174e-10
t56,1.6301943965407213e-9,1.3295190333822154e-9,2.5085553646718614e-10
t57,1.2974723327459296e-9,4.536842001470365e-9,2.3914035688002136e-10
t58,9.315077575284126e-10,1.3931928875037003e-9,1.7429883201564127e-10
t59,9.713985942797439e-10,1.099227016444243e-9,1.5201684759074887e-10
t60,1.113861041983182e-9,9.872928068618067e-10,1.4444112535178734e-10
t61,9.918038866723277e-10,9.323664888807996e-10,1.40029500132804e-10
t62,9.74545561318806e-10,8.325233117227493e-10,1.328384477480478e-10
t63,9.593427431024529e-10,8.129488908545445e-10,1.3744974464846908e-10
t64,9.262684392103482e-10,9.567944467293346e-10,1.489058719676886e-10
t65,1.4505848205308826e-9,1.4233716561988662e-9,1.8665748736927815e-10
t66,1.2971627435340017e-9,1.908904411568793e-9,3.1298549162429227e-10
t67,1.5164186270849877e-9,2.507468233841528e-9,3.696216441806117e-10
t68,1.533148841482789e-9,2.4645823017445257e-9,3.7102119149820587e-10
t69,1.4598920421403021e-9,2.322932213933601e-9,3.4108475763331103e-10
t70,1.3354011105644002e-9,2.0263780542981152e-9,3.047039107610348e-10
t71,1.0643289073005747e-9,1.865807430499204e-9,2.7452627166108637e-10
t72,9.352472620855194e-10,1.5523574877031736e-9,2.420409448302368e-10
t73,8.657958098080846e-10,1.3826265471723054e-9,2.1839999301409524e-10
t74,8.369816063819682e-10,1.3025330180515085e-9,2.1031105332250276e-10
t75,8.586681896423761e-10,1.2185642618958615e-9,2.1359224015091045e-10
t76,8.709593528381478e-10,1.3315853357138153e-9,2.2121912848752056e-10
t77,8.843250626478057e-10,1.3552407979827563e-9,2.3242015112555899e-10
t78,8.862785587554298e-10,1.4042226479078418e-9,2.4207852436974974e-10
t79,9.292061666263649e-10,1.0699764365290104e-8,3.485176374207379e-10
t80,1.1479389531115281e-9,1.5518855317431188e-9,2.8105081701726044e-10
t81,1.265161055908583e-9,1.9143623819736912e-8,2.954476753212466e-10
t82,9.295041454481118e-10,1.633112451053291e-9,2.1164411893625404e-10
t83,9.097940603670897e-10,1.1644852976408905e-9,1.7451587920620464e-10
t84,9.620402060093124e-10,1.1360225766023055e-9,1.8077635363121318e-10
t85,1.1123491355567703e-9,1.0375178257104736e-9,1.754310861107121e-10
t86,1.0790779255595e-9,1.0092667726706112e-9,1.6867074447465297e-10
t87,9.769997563318577e-10,1.0612899849591631e-9,1.7709160756344225e-10
t88,9.9930171556824e-10,1.2805623637265936e-9,1.9865947275419619e-10
t89,1.21586601540626e-9,2.0575381654592617e-9,2.7517528685095813e-10
t90,1.8169591756756263e-9,3.3773551661592013e-9,5.981307477902515e-10
t91,2.2490771872313954e-9,5.008705600291755e-9,7.204477867700669e-10
t92,2.8124963360389933e-9,5.927822647405249e-9,7.095551695186826e-10
t93,2.1654136193899513e-9,4.448507606188734e-9,6.500613324659378e-10
t94,1.9772582485627734e-9,4.490479851994476e-9,5.573530928318476e-10
t95,1.5375491534052557e-9,3.866024879879798e-9,4.1578290094719374e-10
t96,1.2940556679691607e-9,3.6940594934419882e-9,3.3252563392590074e-10
t97,5.876900885804506e-10,8.322306800075583e-10,1.5884059739023633e-10
t98,5.74396674724421e-10,8.032690426632586e-10,1.328913532144527e-10
t99,5.713118325293459e-10,7.940155849661634e-10,1.269380336039179e-10
t100,5.693527710846775e-10,8.177658154312162e-10,1.2160957429595957e-10
t101,5.980828645996154e-10,8.268402265562795e-10,1.120486495203042e-10
t102,6.330864324695149e-10,1.1498101193048375e-8,2.4701614202503814e-10
t103,4.844635716420053e-10,5.896421238501427e-10,1.2941860399387718e-10
t104,5.197976001693526e-10,4.6079562897665487e-10,1.584544859174822e-10
t105,5.617878297971867e-10,4.4935707261104344e-10,1.3171900419812814e-10
t106,5.599082993602582e-10,4.6418440535446186e-10,1.6554013345952057e-10
t107,5.677803190580454e-10,4.978207632226388e-10,1.9626820368416195e-10
t108,6.081084758172821e-10,5.754305293507415e-10,1.074251202228054e-10
t109,6.324110435655841e-10,4.904612121195289e-10,1.2864895242002792e-10
t110,6.946615961255723e-10,1.4431027922495319e-9,1.3937199172413262e-10
t111,6.659474011022461e-10,6.12995741078309e-10,1.475757613208481e-10
t112,6.993733797924846e-10,8.147273955692976e-10,1.479664781741892e-10
t113,7.084210537034549e-10,1.0854788924271413e-9,1.5364860206595105e-10
t114,7.327089571779288e-10,1.3029852201761122e-9,1.6786925692930115e-10
t115,7.536309821745373e-10,2.9409468435868047e-9,2.2861339707656253e-10
t116,9.307610763693626e-10,1.4842703095667106e-8,3.1570257117183604e-10
t117,1.1423089642692112e-9,3.747748502866631e-9,8.867389935831152e-10
t118,9.305600865339226e-10,1.2134414196433166e-9,2.829095654228251e-10
t119,1.1005298481980818e-9,1.0874912456283467e-9,2.446121801897728e-10
t120,7.421605447552932e-10,1.8738248031087415e-9,2.0285522547567043e-10
t121,6.52387663023068e-10,2.1080920317907613e-9,1.5945414460203724e-10
