region,marginal_price,total_demand
BASN,62.307424113004245,223174656.0
CASO,70.64671047127791,199559149.0
CANO,71.04671466864392,309235468.0
FRCC,74.80334940807857,398150391.0
ISNE,73.16972767377725,233966756.0
MISC,68.80691940431561,302266317.0
MISE,73.93935065596462,154617099.0
MISS,70.29838006968887,285422687.0
MISW,62.69116365303487,372086880.0
NWPP,66.18589394882197,372645986.0
NYCW,86.94143319405669,120232798.0
NYUP,69.69801922984068,103480882.0
PJMC,70.50848328702057,168907776.0
PJMD,77.4789849103776,168177932.0
PJME,78.28734813376303,442681870.0
PJMW,74.34662877499683,466199508.0
RMRG,55.12182403197106,188991709.0
SPPC,64.13182682949575,124929928.0
SPPN,58.03560597061821,88318595.0
SPPS,55.679916405173714,210273247.0
SRCA,78.38645059263534,340830683.0
SRCE,79.29351218162181,332833523.0
SRSE,75.30592938678114,398994725.0
SRSG,62.11682761134288,258600147.0
TRE,63.864390485043685,648762932.0
TREW,50.47400399920609,31419683.0
