period,value,model,zone,resource_name,tech_type,case,timestep,unit,planning_year
2027,211044.130371871,SWITCH,BASN,BASN_batteries_1,Battery,base_short_no_ccs,all,MWh,2027
2027,7.250829877009612e-09,SWITCH,BASN,BASN_battery_moderate_0,Battery,base_short_no_ccs,all,MWh,2027
2027,68531.70239999726,SWITCH,BASN,BASN_biomass_1,Other,base_short_no_ccs,all,MWh,2027
2027,174418.55999999846,SWITCH,BASN,BASN_biomass_2,Other,base_short_no_ccs,all,MWh,2027
2027,8882173.171222774,SWITCH,BASN,BASN_conventional_hydroelectric_1,Hydro,base_short_no_ccs,all,MWh,2027
2027,556091.2221625063,SWITCH,BASN,BASN_conventional_steam_coal_1,Coal,base_short_no_ccs,all,MWh,2027
2027,1226903.5372659406,SWITCH,BASN,BASN_conventional_steam_coal_2,Coal,base_short_no_ccs,all,MWh,2027
2027,2908742.775,SWITCH,BASN,BASN_distributed_generation_1,Distributed Solar,base_short_no_ccs,all,MWh,2027
2027,4035503.472,SWITCH,BASN,BASN_geothermal_1,Geothermal,base_short_no_ccs,all,MWh,2027
2027,3.208183958604151e-10,SWITCH,BASN,BASN_hydrogen_fframe_ct_moderate_0,Hydro,base_short_no_ccs,all,MWh,2027
2027,5.630765068356523e-10,SWITCH,BASN,BASN_hydrogen_hframe_cc_moderate_0,Hydro,base_short_no_ccs,all,MWh,2027
2027,23035836.495172825,SWITCH,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,base_short_no_ccs,all,MWh,2027
2027,3.272303452334592e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_10_anyQual_0,Wind,base_short_no_ccs,all,MWh,2027
2027,3.144941163480456e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_11_anyQual_1,Wind,base_short_no_ccs,all,MWh,2027
2027,30359679.91218292,SWITCH,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,base_short_no_ccs,all,MWh,2027
2027,8.728935912921487e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_2_anyQual_0,Wind,base_short_no_ccs,all,MWh,2027
2027,9.816476208023799e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_3_anyQual_1,Wind,base_short_no_ccs,all,MWh,2027
2027,5.666734594130747e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_4_anyQual_0,Wind,base_short_no_ccs,all,MWh,2027
2027,5.43539561938115e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_5_anyQual_1,Wind,base_short_no_ccs,all,MWh,2027
2027,4.468180614094532e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_6_anyQual_0,Wind,base_short_no_ccs,all,MWh,2027
2027,4.209991039818495e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_7_anyQual_1,Wind,base_short_no_ccs,all,MWh,2027
2027,3.4666643658560637e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_8_anyQual_0,Wind,base_short_no_ccs,all,MWh,2027
2027,3.685241258655236e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_9_anyQual_1,Wind,base_short_no_ccs,all,MWh,2027
2027,446921.71547981864,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,base_short_no_ccs,all,MWh,2027
2027,26780841.290321004,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,base_short_no_ccs,all,MWh,2027
2027,1.7703190071456128e-09,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,base_short_no_ccs,all,MWh,2027
2027,2.2135773385512125e-09,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas,base_short_no_ccs,all,MWh,2027
2027,3.6374593181509385e-09,SWITCH,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,base_short_no_ccs,all,MWh,2027
2027,1.2525352426817392e-09,SWITCH,BASN,BASN_natural_gas_steam_turbine_1,Natural Gas,base_short_no_ccs,all,MWh,2027
2027,1.6771983843309793e-09,SWITCH,BASN,BASN_naturalgas_fframe_ct_moderate_0,Natural Gas,base_short_no_ccs,all,MWh,2027
2027,1.101784813695099e-08,SWITCH,BASN,BASN_naturalgas_hframe_cc_moderate_0,Natural Gas,base_short_no_ccs,all,MWh,2027
2027,1.0641394986543515e-09,SWITCH,BASN,BASN_nuclear_nuclear_moderate_0,Nuclear,base_short_no_ccs,all,MWh,2027
2027,3996895.565741359,SWITCH,BASN,BASN_onshore_wind_turbine_1,Wind,base_short_no_ccs,all,MWh,2027
2027,1.980732260559586e-10,SWITCH,BASN,BASN_petroleum_liquids_1,Other,base_short_no_ccs,all,MWh,2027
2027,1643290.5216000006,SWITCH,BASN,BASN_small_hydroelectric_1,Hydro,base_short_no_ccs,all,MWh,2027
2027,19998970.00108941,SWITCH,BASN,BASN_solar_photovoltaic_1,Solar,base_short_no_ccs,all,MWh,2027
2027,2.3605272773486872e-08,SWITCH,BASN,BASN_utilitypv_class1_moderate_0_anyQual_0,Solar,base_short_no_ccs,all,MWh,2027
2027,1.1418326252164883e-08,SWITCH,BASN,BASN_utilitypv_class1_moderate_1_anyQual_1,Solar,base_short_no_ccs,all,MWh,2027
2027,6.548529993895714e-09,SWITCH,BASN,BASN_utilitypv_class1_moderate_2_anyQual_0,Solar,base_short_no_ccs,all,MWh,2027
2027,5.3881833506570235e-09,SWITCH,BASN,BASN_utilitypv_class1_moderate_3_anyQual_1,Solar,base_short_no_ccs,all,MWh,2027
2027,6.823896627610723e-09,SWITCH,BASN,BASN_utilitypv_class1_moderate_4_anyQual_0,Solar,base_short_no_ccs,all,MWh,2027
2027,4.571560707272671e-09,SWITCH,BASN,BASN_utilitypv_class1_moderate_5_anyQual_1,Solar,base_short_no_ccs,all,MWh,2027
2027,5.019556998656077e-09,SWITCH,BASN,BASN_utilitypv_class1_moderate_6_anyQual_0,Solar,base_short_no_ccs,all,MWh,2027
2027,4.078092533592318e-09,SWITCH,BASN,BASN_utilitypv_class1_moderate_7_anyQual_1,Solar,base_short_no_ccs,all,MWh,2027
2027,4.207885818829288e-09,SWITCH,BASN,BASN_utilitypv_class1_moderate_8_anyQual_0,Solar,base_short_no_ccs,all,MWh,2027
2027,3.5690088048226188e-09,SWITCH,BASN,BASN_utilitypv_class1_moderate_9_anyQual_1,Solar,base_short_no_ccs,all,MWh,2027
2027,622426.3728076181,SWITCH,CANO,CANO_batteries_1,Battery,base_short_no_ccs,all,MWh,2027
2027,6.93568279641433e-09,SWITCH,CANO,CANO_battery_moderate_0,Battery,base_short_no_ccs,all,MWh,2027
2027,1335613.194299997,SWITCH,CANO,CANO_biomass_1,Other,base_short_no_ccs,all,MWh,2027
2027,610919.9018999983,SWITCH,CANO,CANO_biomass_2,Other,base_short_no_ccs,all,MWh,2027
2027,21136212.4145073,SWITCH,CANO,CANO_conventional_hydroelectric_1,Hydro,base_short_no_ccs,all,MWh,2027
2027,10708259.312,SWITCH,CANO,CANO_distributed_generation_1,Distributed Solar,base_short_no_ccs,all,MWh,2027
2027,322731.6402996082,SWITCH,CANO,CANO_hydroelectric_pumped_storage_1,Hydro,base_short_no_ccs,all,MWh,2027
2027,3.190287861629558e-10,SWITCH,CANO,CANO_hydrogen_fframe_ct_moderate_0,Hydro,base_short_no_ccs,all,MWh,2027
2027,5.46585229038157e-10,SWITCH,CANO,CANO_hydrogen_hframe_cc_moderate_0,Hydro,base_short_no_ccs,all,MWh,2027
2027,1.7502453509723446e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_0_anyQual_0,Wind,base_short_no_ccs,all,MWh,2027
2027,1.0938779027455606e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_10_anyQual_0,Wind,base_short_no_ccs,all,MWh,2027
2027,7.35797664370852e-10,SWITCH,CANO,CANO_landbasedwind_class3_moderate_11_anyQual_1,Wind,base_short_no_ccs,all,MWh,2027
2027,3.2467660237995536e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_1_anyQual_1,Wind,base_short_no_ccs,all,MWh,2027
2027,1.3423334848182686e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_2_anyQual_0,Wind,base_short_no_ccs,all,MWh,2027
2027,9.855529153682218e-10,SWITCH,CANO,CANO_landbasedwind_class3_moderate_3_anyQual_1,Wind,base_short_no_ccs,all,MWh,2027
2027,1.3502284556671177e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_4_anyQual_0,Wind,base_short_no_ccs,all,MWh,2027
2027,1.1732483558050582e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_5_anyQual_1,Wind,base_short_no_ccs,all,MWh,2027
2027,1.1535226143627352e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_6_anyQual_0,Wind,base_short_no_ccs,all,MWh,2027
2027,8.790298771829568e-10,SWITCH,CANO,CANO_landbasedwind_class3_moderate_7_anyQual_1,Wind,base_short_no_ccs,all,MWh,2027
2027,1.2560379382933468e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_8_anyQual_0,Wind,base_short_no_ccs,all,MWh,2027
2027,8.422194245296583e-10,SWITCH,CANO,CANO_landbasedwind_class3_moderate_9_anyQual_1,Wind,base_short_no_ccs,all,MWh,2027
2027,547913.1528143802,SWITCH,CANO,CANO_natural_gas_fired_combined_cycle_1,Natural Gas,base_short_no_ccs,all,MWh,2027
2027,40902209.87330192,SWITCH,CANO,CANO_natural_gas_fired_combined_cycle_2,Natural Gas,base_short_no_ccs,all,MWh,2027
2027,2.437563036447708e-09,SWITCH,CANO,CANO_natural_gas_fired_combustion_turbine_1,Natural Gas,base_short_no_ccs,all,MWh,2027
2027,2.335772778683896e-09,SWITCH,CANO,CANO_natural_gas_fired_combustion_turbine_2,Natural Gas,base_short_no_ccs,all,MWh,2027
2027,5.7893922042299434e-09,SWITCH,CANO,CANO_natural_gas_internal_combustion_engine_1,Natural Gas,base_short_no_ccs,all,MWh,2027
2027,2041.6000000103388,SWITCH,CANO,CANO_natural_gas_steam_turbine_1,Natural Gas,base_short_no_ccs,all,MWh,2027
2027,1.524473587119118e-09,SWITCH,CANO,CANO_naturalgas_fframe_ct_moderate_0,Natural Gas,base_short_no_ccs,all,MWh,2027
2027,6.351722306418394e-09,SWITCH,CANO,CANO_naturalgas_hframe_cc_moderate_0,Natural Gas,base_short_no_ccs,all,MWh,2027
2027,9.017234254837597e-10,SWITCH,CANO,CANO_nuclear_nuclear_moderate_0,Nuclear,base_short_no_ccs,all,MWh,2027
2027,6.627547018725449e-10,SWITCH,CANO,CANO_offshorewind_class12_moderate_floating_0_1,Wind,base_short_no_ccs,all,MWh,2027
2027,7.282639639219528e-10,SWITCH,CANO,CANO_offshorewind_class12_moderate_floating_0_2,Wind,base_short_no_ccs,all,MWh,2027
2027,6.56140500184354e-10,SWITCH,CANO,CANO_offshorewind_class12_moderate_floating_0_3,Wind,base_short_no_ccs,all,MWh,2027
2027,7.120376541105224e-10,SWITCH,CANO,CANO_offshorewind_class12_moderate_floating_1_1,Wind,base_short_no_ccs,all,MWh,2027
2027,7.646331610405943e-10,SWITCH,CANO,CANO_offshorewind_class12_moderate_floating_1_2,Wind,base_short_no_ccs,all,MWh,2027
2027,7.574701102357977e-10,SWITCH,CANO,CANO_offshorewind_class12_moderate_floating_1_3,Wind,base_short_no_ccs,all,MWh,2027
2027,1.3165928180844965e-09,SWITCH,CANO,CANO_offshorewind_class3_moderate_fixed_0_1,Wind,base_short_no_ccs,all,MWh,2027
2027,1.2281859406093246e-09,SWITCH,CANO,CANO_offshorewind_class3_moderate_fixed_0_2,Wind,base_short_no_ccs,all,MWh,2027
