Constraint,CapRes_1,CapRes_2,CapRes_3
t1,1.533903463965047e-10,2.1491781426510212e-10,4.3621162510370256e-11
t2,1.516258873719037e-10,1.986236867600252e-10,3.614317339796618e-11
t3,1.5002865005738103e-10,1.9586183632211285e-10,3.410803885526788e-11
t4,1.4977871122175429e-10,1.953824918239218e-10,3.258910732592192e-11
t5,1.518409210947611e-10,1.9528949176523171e-10,3.130384822793172e-11
t6,1.6319049544614849e-10,2.910997307408385e-10,2.6235267327513452e-11
t7,1.637828571591221e-10,1.1837334758031704e-10,3.623075693441637e-11
t8,1.7762950161880524e-10,1.0349370578556156e-10,2.462716663745803e-11
t9,1.8613267902931033e-10,9.662420930029744e-11,3.444194388529413e-11
t10,1.8139846554352606e-10,9.833176921043897e-11,3.013570300762586e-11
t11,1.8497768195738067e-10,1.0558029215270486e-10,2.9574450403347275e-11
t12,1.9272396279377005e-10,1.1654815010797616e-10,3.110281641823793e-11
t13,1.9539330348046715e-10,1.3540555478433936e-10,3.528905320030752e-11
t14,2.060320348431467e-10,1.443237328755187e-10,3.939443815024578e-11
t15,1.9572834690386477e-10,1.403567777815412e-10,4.222793622273661e-11
t16,2.00604846666078e-10,1.7132783166303604e-10,4.230244642525575e-11
t17,2.0240389060906733e-10,2.1495389760836356e-10,4.204099203357129e-11
t18,2.1280082841523887e-10,2.554944295509896e-10,4.322756303323231e-11
t19,1.8119394032277275e-10,2.8769585660965004e-10,5.348373373766241e-11
t20,2.1523178792008346e-10,3.574512509630782e-10,6.130816956211549e-11
t21,2.859936165789443e-10,3.148998144347114e-10,7.142074025425163e-11
t22,3.3570308608471506e-10,2.5703108624672927e-10,6.08460886139385e-11
t23,2.8831304738641186e-10,2.4397294596500537e-10,5.856767401930376e-11
t24,2.044151918672919e-10,2.654405024457943e-10,5.268240365086766e-11
t25,1.822860687531146e-10,2.492202683975815e-10,4.744027772919409e-11
t26,1.7749154937555955e-10,2.5348811258245134e-10,4.5682131564847803e-11
t27,1.8425921709604283e-10,2.354091699860164e-10,4.6746400184257677e-11
t28,2.4632640169245915e-10,2.945910388806772e-10,4.230010718363768e-11
t29,2.48202713945874e-10,2.4700301107647206e-10,4.331489233413157e-11
t30,2.893092479233133e-10,2.4989860680281225e-10,5.549046363584677e-11
t31,2.363855601519107e-10,2.5124647703494423e-10,4.5340033985762964e-11
t32,2.432757780222392e-10,2.872544330490146e-10,4.550480716316494e-11
t33,2.5770178988863756e-10,3.5525289696375693e-10,4.421517376723185e-11
t34,3.268335353968302e-10,3.7534551474104623e-10,4.42637255638165e-11
t35,3.487781857848584e-10,3.6582862395260844e-10,4.5884609693773207e-11
t36,3.281506906796627e-10,3.7227777889162794e-10,4.222950728729883e-11
t37,2.7223852073589907e-10,2.78579354083451e-10,4.81420934633229e-11
t38,2.706613938227979e-10,3.748170594940191e-10,4.4669858012279284e-11
t39,2.556390213004112e-10,2.585627163477322e-10,5.100152251905019e-11
t40,2.872903595964273e-10,2.9118273166065864e-10,4.921726182276137e-11
t41,3.466750469627297e-10,3.339328973315439e-10,4.9478129455838025e-11
t42,3.929587498796323e-10,5.329677345336312e-10,5.252334293105845e-11
t43,4.0381791133101333e-10,4.979198852574057e-10,6.536501283737084e-11
t44,6.49797736520137e-10,5.611401329340202e-10,7.555535801745355e-11
t45,9.27537138420209e-10,4.809634295193146e-10,7.31386244799286e-11
t46,1.0940075641347416e-9,4.736973904828609e-10,7.6179960560999e-11
t47,6.746259214462765e-10,4.370148945269382e-10,7.023115309583565e-11
t48,3.0456194896855766e-10,2.69689002086382e-10,5.6360792832420005e-11
t49,2.888440162940459e-10,3.7462138622083355e-10,5.144001031736671e-11
t50,2.251819430010327e-10,3.781531913719459e-10,4.9782552795541996e-11
t51,2.0327293945349682e-10,2.825073785464363e-10,4.778050495115905e-11
t52,2.898586361097064e-10,2.723579504950887e-10,4.36063537271166e-11
t53,2.2896935385966787e-10,3.080466582248956e-10,5.3693687002193877e-11
t54,2.203494861155878e-10,3.167286116314051e-10,6.032255730741391e-11
t55,2.496355896624626e-10,3.475384727423486e-10,5.0421946150975413e-11
t56,2.956358982883535e-10,3.420767123767562e-10,4.549892228007048e-11
t57,3.592426414771722e-10,3.35475876179548e-10,3.580945035853666e-11
t58,4.081231040705522e-10,3.1168824187606947e-10,4.2333328825852115e-11
t59,3.8612720270283956e-10,2.82740726957278e-10,4.380059512138972e-11
t60,3.8525568351955064e-10,2.2896858052710383e-10,4.59905873031846e-11
t61,4.0727503916815646e-10,3.048582571268716e-10,4.747531158514863e-11
t62,3.9587872474762553e-10,2.440259736655412e-10,4.976591424175627e-11
t63,4.0296977184037725e-10,3.273093751419625e-10,5.60477701968614e-11
t64,3.8369854433224807e-10,3.2992427816171783e-10,5.240676884657755e-11
t65,3.7454034965487987e-10,2.458985387032991e-10,5.621260784690224e-11
t66,3.060627049090689e-10,2.9304209527044146e-10,5.95754389024982e-11
t67,3.6156320043584615e-10,4.216069742928542e-10,6.015529673356498e-11
t68,1.1021120976444937e-9,4.747146362513291e-10,6.895625823589066e-11
t69,1.2346852140543062e-9,4.359918283901914e-10,6.755680169347242e-11
t70,1.2125656918954003e-9,3.001064103894825e-10,6.015303849274369e-11
t71,5.473701925790258e-10,2.58406256050536e-10,5.781587985195929e-11
t72,2.9186842089701863e-10,2.5058964034223446e-10,5.174546185416489e-11
t73,2.688512120768877e-10,3.5261051047467887e-10,4.757305068659463e-11
t74,2.2797459553153686e-10,2.372011479619505e-10,4.499363432780686e-11
t75,1.75059873139424e-10,3.1521068073920755e-10,4.188660902178555e-11
t76,2.2598409895805822e-10,2.9927884860756885e-10,4.47396050156393e-11
t77,1.7175527181348933e-10,1.879442100410578e-10,4.334125374355685e-11
t78,2.1557080557393454e-10,2.8582449977616895e-10,4.4496804493385097e-11
t79,2.0798161822983312e-10,3.008849001171859e-10,4.085952438057376e-11
t80,2.0531404701289288e-10,2.51327161515534e-10,4.461121201285761e-11
t81,2.596868052452196e-10,2.726137423086906e-10,4.139244258692356e-11
t82,2.628772250129483e-10,2.566727767386486e-10,3.923597808483307e-11
t83,2.954456570116149e-10,2.717813825393984e-10,4.1732932593980265e-11
t84,3.6045030702412336e-10,2.299841496440779e-10,3.9457963373565336e-11
t85,3.0058753655690164e-10,2.241801036158773e-10,4.069871955376066e-11
t86,3.0728399217716454e-10,2.0842457195013674e-10,4.1761361780980194e-11
t87,2.9335311920908445e-10,1.958627711902124e-10,4.398901610264959e-11
