Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
t1,0.0,-631.4422406881927,-4.838736466199115e-5,292.5728042092899,1633.4290825819116,-620.2051667919385,1004.9736217459906,-976.0630034858864,1240.7139773089687,4299.999162729695,-1509.9963838390304,2791.1434922590092,3482.895994929907,2392.261574340071,349.9996072770686,1319.9999058479964,-599.9999527079439
t2,0.0,0.00011881632525952996,0.0002986718649540487,840.6007074421756,1194.8970291444978,-29.11205571187449,615.4997345796606,-993.2649373859026,783.0848596551571,4299.999204078297,-1509.996968627903,2226.1352566969736,3042.395174705059,2102.9104594819837,0.0003628836837226065,1319.9999241824212,-599.9999507083336
t3,0.0,0.00010136762057622872,0.0002958687523123879,1073.5526052347648,815.3094260807593,-0.0013622758431010849,260.0995262249681,-983.6783098164026,29.738184567054795,4299.999208877422,-1098.951370985727,1482.6594500589533,2651.378460311726,1804.6839387022137,0.0003995013696251575,1319.9999152980513,-599.9999370637435
t4,0.0,0.0005960898277525523,408.2827464870708,1274.233652457236,574.9434957128371,198.98982449011848,38.75560389143103,-989.539137199058,3.477550605287921e-5,3064.675018467325,7.94557032426963e-5,1474.1325867744536,2108.741922683229,1558.531840413028,0.0003972043542088279,1319.9999344400874,-599.9999353008277
t5,0.0,0.0005361881533861037,977.089555887341,1274.2335475600808,-0.0009457697983220301,856.5154414347126,-527.3462918525327,-1018.4426162581876,0.00010747628050226737,1494.9324483304697,998.5941184767222,1164.8877862682155,852.3716888584657,1533.5429955746338,0.0004071933062651866,1319.9999303418874,-599.9998844363656
t6,0.0,116.9778642570668,206.93117776663777,840.6225778834544,-471.93971913158265,999.9999858385327,-983.8467589921509,-912.9358260485836,1485.1991095188484,2393.7191518658306,1509.9999844762158,1663.4976098739712,1122.937299535349,1857.9871643644958,90.32069912359903,1319.9999866610485,-432.06017520150806
t7,0.0,22.122441730528575,133.7024944762391,334.38707090312084,-649.367673220903,999.9999767382712,-477.06822498378756,-594.9766473397875,2773.543746480438,2250.6843662966703,1509.9999756387044,2334.0123743712998,2205.847810855313,1089.2975018311438,36.88394225035591,195.9994814747049,599.9999771925072
t8,0.0,-307.58169195386927,-59.68820221917564,82.68329384995916,-287.8839786738401,472.7380319393676,-182.31771579762452,-508.7203836731149,2559.9874256914436,2160.933071791683,804.3381081186063,2116.8992756706125,2146.8236740443044,825.338957082252,31.55077020117007,-385.1692036255331,178.99673743065176
t9,0.0,-369.10906484886533,-93.18871867843981,79.93562113041169,-332.26609565912077,323.09866878405114,-203.60706049650983,-437.7695907968027,2581.861189571047,2239.7550974398314,395.33976644011375,2301.0201540471726,2383.384843588244,818.8059992483226,26.52583569905044,-510.0249420715005,90.41224526410232
t10,0.0,-143.3978207102631,60.32198386034199,284.18855301915664,-425.6488454260743,234.80158696590223,-259.65694407211515,-356.4550421805145,2522.932598345613,2327.087760558442,340.8362373108264,2662.0729649752725,2996.1206484821882,729.6457954354851,11.033326935200801,-559.524627005078,67.22641097939669
t11,0.0,-124.11157230504594,92.96979832412816,316.55557527219486,-544.4805213036676,259.24975588725005,-299.90453961096824,-318.96317100981827,2668.4500396478284,2503.8563630961207,507.6076429572267,3127.1255682524534,3621.2994738952702,750.4411924776591,7.287566895081005,-596.4146954388585,56.148480803838886
t12,0.0,-188.99812813588417,101.79639388026668,339.80360367996894,-831.9875394550837,529.980876960087,-357.2510023217593,-321.98282460769167,3022.3335188100887,2811.040721824854,1068.4728395400623,3867.609292442339,4447.908014370793,942.6152021142725,23.882874651671006,-435.58217692403946,181.19500880355974
t13,0.0,-145.22375639584268,157.7560753460992,387.38017845644845,-1270.1760354678306,999.9998955099135,-480.07435225039507,-325.45188054766857,3240.670874398374,2922.17071028022,1509.9998942376612,4243.700199341924,4942.2433503862185,928.747047521277,2.6094202174851007,-492.6560030015981,599.9998704015825
t14,0.0,-239.37454724309433,42.43361795215883,313.7177605380154,-1207.923105387642,999.9999635270938,-435.9577677189657,-361.6559403216472,3182.484153058893,2838.8033308266236,1509.9999635573881,3716.740659926685,4125.841546219007,1038.3972500713026,22.512225044584095,-417.570810397762,599.999972420472
t15,0.0,-148.96859790039807,100.6081231491685,391.8053152350126,-1166.2955866205054,999.9999737526218,-484.3126507726407,-418.86509896845337,3230.19962689642,2784.599499572435,1509.9999732332071,3505.1786780533184,3625.1894269722998,1277.796787098755,32.56944121872783,-113.89362168028666,599.9999781021916
