model,line,line_name,planning_year,case,unit,start_value,end_value
GenX,1,BASN_to_CANO,2027,Results_p1,MW,100,100.042
GenX,2,BASN_to_CASO,2027,Results_p1,MW,5920,5920.2
GenX,3,BASN_to_NWPP,2027,Results_p1,MW,3350,3350.28
GenX,4,BASN_to_RMRG,2027,Results_p1,MW,3750,3750.09
GenX,5,BASN_to_SRSG,2027,Results_p1,MW,5385,5385.21
GenX,6,CANO_to_CASO,2027,Results_p1,MW,3675,3675.12
GenX,7,CANO_to_NWPP,2027,Results_p1,MW,3675,3675
GenX,8,CASO_to_NWPP,2027,Results_p1,MW,2858,2858.01
GenX,9,CASO_to_SRSG,2027,Results_p1,MW,4354,4354.41
GenX,10,FRCC_to_SRSE,2027,Results_p1,MW,3600,3600.11
GenX,11,ISNE_to_NYCW,2027,Results_p1,MW,760,760.024
GenX,12,ISNE_to_NYUP,2027,Results_p1,MW,1400,2017.27
GenX,13,MISC_to_MISE,2027,Results_p1,MW,0,1.87129
GenX,14,MISC_to_MISS,2027,Results_p1,MW,1039,1039.2
GenX,15,MISC_to_MISW,2027,Results_p1,MW,1655,1655.14
GenX,16,MISC_to_PJMC,2027,Results_p1,MW,5244,5245
GenX,17,MISC_to_PJMW,2027,Results_p1,MW,5441,5441.14
GenX,18,MISC_to_SPPC,2027,Results_p1,MW,1430,1430.03
GenX,19,MISC_to_SPPN,2027,Results_p1,MW,0,2.69251
GenX,20,MISC_to_SPPS,2027,Results_p1,MW,1172,1172.03
GenX,21,MISC_to_SRCE,2027,Results_p1,MW,3745,3745.36
GenX,22,MISE_to_MISW,2027,Results_p1,MW,0,1.54491
GenX,23,MISE_to_PJMW,2027,Results_p1,MW,2662,2662.03
GenX,24,MISS_to_SPPC,2027,Results_p1,MW,0,3.28015
GenX,25,MISS_to_SPPS,2027,Results_p1,MW,1697,1697.37
GenX,26,MISS_to_SRCE,2027,Results_p1,MW,4092,4093.61
GenX,27,MISS_to_SRSE,2027,Results_p1,MW,891,891.002
GenX,28,MISW_to_NWPP,2027,Results_p1,MW,200,200.02
GenX,29,MISW_to_PJMC,2027,Results_p1,MW,3200,3200.18
GenX,30,MISW_to_SPPC,2027,Results_p1,MW,0,1.74077
GenX,31,MISW_to_SPPN,2027,Results_p1,MW,5512,5512.31
GenX,32,NWPP_to_RMRG,2027,Results_p1,MW,400,400.144
GenX,33,NYCW_to_NYUP,2027,Results_p1,MW,2489,6575.82
GenX,34,NYCW_to_PJME,2027,Results_p1,MW,660,820.387
GenX,35,NYUP_to_PJME,2027,Results_p1,MW,1255,1255.3
GenX,36,PJMC_to_PJMW,2027,Results_p1,MW,980,980.075
GenX,37,PJMD_to_PJME,2027,Results_p1,MW,1200,1200.2
GenX,38,PJMD_to_PJMW,2027,Results_p1,MW,6930,6930.09
GenX,39,PJMD_to_SRCA,2027,Results_p1,MW,1000,1000.09
GenX,40,PJME_to_PJMW,2027,Results_p1,MW,3885,3885.59
GenX,41,PJMW_to_SRCA,2027,Results_p1,MW,1219,1219.06
GenX,42,PJMW_to_SRCE,2027,Results_p1,MW,3333,3333.07
GenX,43,RMRG_to_SPPC,2027,Results_p1,MW,210,211.73
GenX,44,RMRG_to_SPPN,2027,Results_p1,MW,410,648.83
