Constraint,Price
MinCapReq_1,3487.58874511624
MinCapReq_2,3178.77471490959
MinCapReq_3,3063.568607397275
MinCapReq_4,248.46274076434798
MinCapReq_5,238.39276727005455
MinCapReq_6,0.0
MinCapReq_7,9.932792555875689e-7
MinCapReq_8,825.725678403159
MinCapReq_9,1.2697247327726944e-5
MinCapReq_10,1.6807071692511373e-6
MinCapReq_11,404.9004754306968
MinCapReq_12,3582.597533977936
MinCapReq_13,1.3178019611006717e-7
