model,zone,planning_year,case,unit,value,agg_zone
TEMOA,PJMC,2040,full-base-50,tons,6609230.0,PJM
TEMOA,PJMC,2045,full-base-50,tons,5033760.0,PJM
TEMOA,PJMC,2050,full-base-50,tons,3683760.0,PJM
TEMOA,PJMD,2027,full-base-50,tons,17468200.0,PJM
TEMOA,PJMD,2030,full-base-50,tons,10082700.0,PJM
TEMOA,PJMD,2035,full-base-50,tons,7462980.0,PJM
TEMOA,PJMD,2040,full-base-50,tons,4214910.0,PJM
TEMOA,PJMD,2045,full-base-50,tons,3131800.0,PJM
TEMOA,PJMD,2050,full-base-50,tons,1936520.0,PJM
TEMOA,PJME,2027,full-base-50,tons,78642400.0,PJM
TEMOA,PJME,2030,full-base-50,tons,58275000.0,PJM
TEMOA,PJME,2035,full-base-50,tons,71964600.0,PJM
TEMOA,PJME,2040,full-base-50,tons,77505900.0,PJM
TEMOA,PJME,2045,full-base-50,tons,87986200.0,PJM
TEMOA,PJME,2050,full-base-50,tons,91247300.0,PJM
TEMOA,PJMW,2027,full-base-50,tons,93971600.0,PJM
TEMOA,PJMW,2030,full-base-50,tons,47811600.0,PJM
TEMOA,PJMW,2035,full-base-50,tons,52774100.0,PJM
TEMOA,PJMW,2040,full-base-50,tons,62034400.0,PJM
TEMOA,PJMW,2045,full-base-50,tons,68723400.0,PJM
TEMOA,PJMW,2050,full-base-50,tons,69172200.0,PJM
TEMOA,RMRG,2027,full-base-50,tons,15178600.0,WECC
TEMOA,RMRG,2030,full-base-50,tons,2882680.0,WECC
TEMOA,RMRG,2035,full-base-50,tons,6180440.0,WECC
TEMOA,RMRG,2040,full-base-50,tons,3537930.0,WECC
TEMOA,RMRG,2045,full-base-50,tons,2575090.0,WECC
TEMOA,RMRG,2050,full-base-50,tons,2034390.0,WECC
TEMOA,SPPC,2027,full-base-50,tons,19202600.0,SPP
TEMOA,SPPC,2030,full-base-50,tons,4884200.0,SPP
TEMOA,SPPC,2035,full-base-50,tons,6719760.0,SPP
TEMOA,SPPC,2040,full-base-50,tons,4034210.0,SPP
TEMOA,SPPC,2045,full-base-50,tons,1924310.0,SPP
TEMOA,SPPC,2050,full-base-50,tons,934942.0,SPP
TEMOA,SPPN,2027,full-base-50,tons,8189080.0,SPP
TEMOA,SPPN,2030,full-base-50,tons,2234640.0,SPP
TEMOA,SPPN,2035,full-base-50,tons,3365320.0,SPP
TEMOA,SPPN,2040,full-base-50,tons,2310250.0,SPP
TEMOA,SPPN,2045,full-base-50,tons,1312830.0,SPP
TEMOA,SPPN,2050,full-base-50,tons,793167.0,SPP
TEMOA,SPPS,2027,full-base-50,tons,19910900.0,SPP
TEMOA,SPPS,2030,full-base-50,tons,10666600.0,SPP
TEMOA,SPPS,2035,full-base-50,tons,10735900.0,SPP
TEMOA,SPPS,2040,full-base-50,tons,8299160.0,SPP
TEMOA,SPPS,2045,full-base-50,tons,6287480.0,SPP
TEMOA,SPPS,2050,full-base-50,tons,5545330.0,SPP
TEMOA,SRCA,2027,full-base-50,tons,39330100.0,SOU
TEMOA,SRCA,2030,full-base-50,tons,19254000.0,SOU
TEMOA,SRCA,2035,full-base-50,tons,25693600.0,SOU
TEMOA,SRCA,2040,full-base-50,tons,25399700.0,SOU
TEMOA,SRCA,2045,full-base-50,tons,29992600.0,SOU
TEMOA,SRCA,2050,full-base-50,tons,29886100.0,SOU
TEMOA,SRCE,2027,full-base-50,tons,36309300.0,MISO
TEMOA,SRCE,2030,full-base-50,tons,15468100.0,MISO
TEMOA,SRCE,2035,full-base-50,tons,18261300.0,MISO
TEMOA,SRCE,2040,full-base-50,tons,18588600.0,MISO
TEMOA,SRCE,2045,full-base-50,tons,23172000.0,MISO
TEMOA,SRCE,2050,full-base-50,tons,21917600.0,MISO
TEMOA,SRSE,2027,full-base-50,tons,54381400.0,SOU
TEMOA,SRSE,2030,full-base-50,tons,34100200.0,SOU
TEMOA,SRSE,2035,full-base-50,tons,41570300.0,SOU
TEMOA,SRSE,2040,full-base-50,tons,36660400.0,SOU
TEMOA,SRSE,2045,full-base-50,tons,39947100.0,SOU
TEMOA,SRSE,2050,full-base-50,tons,39218100.0,SOU
TEMOA,SRSG,2027,full-base-50,tons,19538700.0,WECC
TEMOA,SRSG,2030,full-base-50,tons,9308140.0,WECC
TEMOA,SRSG,2035,full-base-50,tons,12432700.0,WECC
TEMOA,SRSG,2040,full-base-50,tons,10342900.0,WECC
TEMOA,SRSG,2045,full-base-50,tons,11576400.0,WECC
TEMOA,SRSG,2050,full-base-50,tons,9438350.0,WECC
TEMOA,TRE,2027,full-base-50,tons,69877600.0,TRE
TEMOA,TRE,2030,full-base-50,tons,41106500.0,TRE
TEMOA,TRE,2035,full-base-50,tons,44879500.0,TRE
TEMOA,TRE,2040,full-base-50,tons,47694000.0,TRE
TEMOA,TRE,2045,full-base-50,tons,55036600.0,TRE
TEMOA,TRE,2050,full-base-50,tons,55260000.0,TRE
TEMOA,TREW,2027,full-base-50,tons,7835200.0,TRE
TEMOA,TREW,2030,full-base-50,tons,5422440.0,TRE
TEMOA,TREW,2035,full-base-50,tons,4956630.0,TRE
TEMOA,TREW,2040,full-base-50,tons,3916410.0,TRE
TEMOA,TREW,2045,full-base-50,tons,2881880.0,TRE
TEMOA,TREW,2050,full-base-50,tons,1958720.0,TRE
GenX,BASN,2027,full-base-50,tons,27553400.0,WECC
GenX,CANO,2027,full-base-50,tons,19499400.0,CA
GenX,CASO,2027,full-base-50,tons,20116700.0,CA
GenX,FRCC,2027,full-base-50,tons,75165800.0,SOU
GenX,ISNE,2027,full-base-50,tons,28351400.0,NE
GenX,MISC,2027,full-base-50,tons,37527500.0,MISO
GenX,MISE,2027,full-base-50,tons,32756500.0,MISO
GenX,MISS,2027,full-base-50,tons,52031000.0,MISO
GenX,MISW,2027,full-base-50,tons,43392600.0,MISO
GenX,NWPP,2027,full-base-50,tons,16218000.0,WECC
GenX,NYCW,2027,full-base-50,tons,9945890.0,NE
GenX,NYUP,2027,full-base-50,tons,13614000.0,NE
GenX,PJMC,2027,full-base-50,tons,13369700.0,PJM
GenX,PJMD,2027,full-base-50,tons,17467800.0,PJM
GenX,PJME,2027,full-base-50,tons,78384700.0,PJM
GenX,PJMW,2027,full-base-50,tons,94023800.0,PJM
GenX,RMRG,2027,full-base-50,tons,16298900.0,WECC
GenX,SPPC,2027,full-base-50,tons,19597900.0,SPP
GenX,SPPN,2027,full-base-50,tons,8344200.0,SPP
GenX,SPPS,2027,full-base-50,tons,20139700.0,SPP
GenX,SRCA,2027,full-base-50,tons,39742200.0,SOU
GenX,SRCE,2027,full-base-50,tons,36222200.0,MISO
GenX,SRSE,2027,full-base-50,tons,54157400.0,SOU
GenX,SRSG,2027,full-base-50,tons,20646200.0,WECC
GenX,TRE,2027,full-base-50,tons,70680900.0,TRE
GenX,TREW,2027,full-base-50,tons,7755810.0,TRE
GenX,BASN,2030,full-base-50,tons,9225180.0,WECC
GenX,CANO,2030,full-base-50,tons,14495800.0,CA
GenX,CASO,2030,full-base-50,tons,14007700.0,CA
GenX,FRCC,2030,full-base-50,tons,50730000.0,SOU
GenX,ISNE,2030,full-base-50,tons,20560400.0,NE
GenX,MISC,2030,full-base-50,tons,15766900.0,MISO
GenX,MISE,2030,full-base-50,tons,14519000.0,MISO
GenX,MISS,2030,full-base-50,tons,26834600.0,MISO
GenX,MISW,2030,full-base-50,tons,22132300.0,MISO
GenX,NWPP,2030,full-base-50,tons,5937210.0,WECC
GenX,NYCW,2030,full-base-50,tons,7983130.0,NE
GenX,NYUP,2030,full-base-50,tons,7937880.0,NE
GenX,PJMC,2030,full-base-50,tons,9417220.0,PJM
GenX,PJMD,2030,full-base-50,tons,10435300.0,PJM
GenX,PJME,2030,full-base-50,tons,58769000.0,PJM
GenX,PJMW,2030,full-base-50,tons,48770800.0,PJM
GenX,RMRG,2030,full-base-50,tons,2978790.0,WECC
GenX,SPPC,2030,full-base-50,tons,4995540.0,SPP
GenX,SPPN,2030,full-base-50,tons,2255860.0,SPP
GenX,SPPS,2030,full-base-50,tons,11072200.0,SPP
GenX,SRCA,2030,full-base-50,tons,20006000.0,SOU
GenX,SRCE,2030,full-base-50,tons,15732100.0,MISO
GenX,SRSE,2030,full-base-50,tons,35202200.0,SOU
GenX,SRSG,2030,full-base-50,tons,9965140.0,WECC
GenX,TRE,2030,full-base-50,tons,41991000.0,TRE
GenX,TREW,2030,full-base-50,tons,5558080.0,TRE
GenX,BASN,2035,full-base-50,tons,13096600.0,WECC
GenX,CANO,2035,full-base-50,tons,19423500.0,CA
GenX,CASO,2035,full-base-50,tons,20186200.0,CA
GenX,FRCC,2035,full-base-50,tons,54879400.0,SOU
GenX,ISNE,2035,full-base-50,tons,28174500.0,NE
GenX,MISC,2035,full-base-50,tons,22939200.0,MISO
GenX,MISE,2035,full-base-50,tons,18188700.0,MISO
GenX,MISS,2035,full-base-50,tons,29634600.0,MISO
GenX,MISW,2035,full-base-50,tons,30713800.0,MISO
GenX,NWPP,2035,full-base-50,tons,9917160.0,WECC
GenX,NYCW,2035,full-base-50,tons,15242100.0,NE
GenX,NYUP,2035,full-base-50,tons,6035350.0,NE
GenX,PJMC,2035,full-base-50,tons,9403990.0,PJM
GenX,PJMD,2035,full-base-50,tons,7609120.0,PJM
GenX,PJME,2035,full-base-50,tons,73148200.0,PJM
GenX,PJMW,2035,full-base-50,tons,55281000.0,PJM
GenX,RMRG,2035,full-base-50,tons,5825660.0,WECC
GenX,SPPC,2035,full-base-50,tons,6687700.0,SPP
GenX,SPPN,2035,full-base-50,tons,3503190.0,SPP
GenX,SPPS,2035,full-base-50,tons,11088600.0,SPP
GenX,SRCA,2035,full-base-50,tons,26611300.0,SOU
GenX,SRCE,2035,full-base-50,tons,18841800.0,MISO
GenX,SRSE,2035,full-base-50,tons,43057200.0,SOU
GenX,SRSG,2035,full-base-50,tons,12695700.0,WECC
GenX,TRE,2035,full-base-50,tons,46112300.0,TRE
GenX,TREW,2035,full-base-50,tons,5114100.0,TRE
GenX,BASN,2040,full-base-50,tons,14700400.0,WECC
GenX,CANO,2040,full-base-50,tons,19210700.0,CA
GenX,CASO,2040,full-base-50,tons,33426300.0,CA
GenX,FRCC,2040,full-base-50,tons,57390800.0,SOU
GenX,ISNE,2040,full-base-50,tons,27841300.0,NE
GenX,MISC,2040,full-base-50,tons,24091100.0,MISO
GenX,MISE,2040,full-base-50,tons,17863600.0,MISO
GenX,MISS,2040,full-base-50,tons,25504400.0,MISO
GenX,MISW,2040,full-base-50,tons,34780500.0,MISO
GenX,NWPP,2040,full-base-50,tons,11559400.0,WECC
GenX,NYCW,2040,full-base-50,tons,15705600.0,NE
GenX,NYUP,2040,full-base-50,tons,5038130.0,NE
GenX,PJMC,2040,full-base-50,tons,6937920.0,PJM
GenX,PJMD,2040,full-base-50,tons,4551190.0,PJM
GenX,PJME,2040,full-base-50,tons,78305200.0,PJM
GenX,PJMW,2040,full-base-50,tons,62878700.0,PJM
GenX,RMRG,2040,full-base-50,tons,3744430.0,WECC
GenX,SPPC,2040,full-base-50,tons,4250430.0,SPP
GenX,SPPN,2040,full-base-50,tons,2747280.0,SPP
GenX,SPPS,2040,full-base-50,tons,8943780.0,SPP
GenX,SRCA,2040,full-base-50,tons,26450600.0,SOU
GenX,SRCE,2040,full-base-50,tons,19049100.0,MISO
GenX,SRSE,2040,full-base-50,tons,36797900.0,SOU
GenX,SRSG,2040,full-base-50,tons,10218000.0,WECC
GenX,TRE,2040,full-base-50,tons,46870100.0,TRE
GenX,TREW,2040,full-base-50,tons,4156390.0,TRE
GenX,BASN,2045,full-base-50,tons,14268100.0,WECC
GenX,CANO,2045,full-base-50,tons,21369400.0,CA
GenX,CASO,2045,full-base-50,tons,42031800.0,CA
GenX,FRCC,2045,full-base-50,tons,62593400.0,SOU
GenX,ISNE,2045,full-base-50,tons,29954000.0,NE
GenX,MISC,2045,full-base-50,tons,33953000.0,MISO
GenX,MISE,2045,full-base-50,tons,20195900.0,MISO
GenX,MISS,2045,full-base-50,tons,26949400.0,MISO
GenX,MISW,2045,full-base-50,tons,40254700.0,MISO
GenX,NWPP,2045,full-base-50,tons,18787400.0,WECC
GenX,NYCW,2045,full-base-50,tons,19679800.0,NE
GenX,NYUP,2045,full-base-50,tons,5346440.0,NE
GenX,PJMC,2045,full-base-50,tons,5327950.0,PJM
GenX,PJMD,2045,full-base-50,tons,3316250.0,PJM
GenX,PJME,2045,full-base-50,tons,86775500.0,PJM
GenX,PJMW,2045,full-base-50,tons,69840700.0,PJM
GenX,RMRG,2045,full-base-50,tons,2780400.0,WECC
GenX,SPPC,2045,full-base-50,tons,2111060.0,SPP
GenX,SPPN,2045,full-base-50,tons,1380690.0,SPP
GenX,SPPS,2045,full-base-50,tons,6804900.0,SPP
GenX,SRCA,2045,full-base-50,tons,31620100.0,SOU
GenX,SRCE,2045,full-base-50,tons,24046200.0,MISO
GenX,SRSE,2045,full-base-50,tons,39792600.0,SOU
GenX,SRSG,2045,full-base-50,tons,12105700.0,WECC
GenX,TRE,2045,full-base-50,tons,55588600.0,TRE
GenX,TREW,2045,full-base-50,tons,3087930.0,TRE
GenX,BASN,2050,full-base-50,tons,14253600.0,WECC
GenX,CANO,2050,full-base-50,tons,19638600.0,CA
GenX,CASO,2050,full-base-50,tons,40599100.0,CA
GenX,FRCC,2050,full-base-50,tons,62565200.0,SOU
GenX,ISNE,2050,full-base-50,tons,29522900.0,NE
GenX,MISC,2050,full-base-50,tons,39403200.0,MISO
GenX,MISE,2050,full-base-50,tons,21253500.0,MISO
GenX,MISS,2050,full-base-50,tons,28749100.0,MISO
GenX,MISW,2050,full-base-50,tons,39040500.0,MISO
GenX,NWPP,2050,full-base-50,tons,21895900.0,WECC
GenX,NYCW,2050,full-base-50,tons,19749300.0,NE
GenX,NYUP,2050,full-base-50,tons,6886510.0,NE
GenX,PJMC,2050,full-base-50,tons,4068390.0,PJM
GenX,PJMD,2050,full-base-50,tons,2148950.0,PJM
GenX,PJME,2050,full-base-50,tons,91406600.0,PJM
GenX,PJMW,2050,full-base-50,tons,69380900.0,PJM
GenX,RMRG,2050,full-base-50,tons,3180800.0,WECC
GenX,SPPC,2050,full-base-50,tons,1226280.0,SPP
GenX,SPPN,2050,full-base-50,tons,858073.0,SPP
GenX,SPPS,2050,full-base-50,tons,5410050.0,SPP
GenX,SRCA,2050,full-base-50,tons,30774100.0,SOU
GenX,SRCE,2050,full-base-50,tons,22211200.0,MISO
GenX,SRSE,2050,full-base-50,tons,41307500.0,SOU
GenX,SRSG,2050,full-base-50,tons,11341700.0,WECC
GenX,TRE,2050,full-base-50,tons,55342600.0,TRE
GenX,TREW,2050,full-base-50,tons,2246010.0,TRE
SWITCH,BASN,2027,full-base-50,kg,26060101.472,WECC
SWITCH,CANO,2027,full-base-50,kg,19917199.057,CA
SWITCH,CASO,2027,full-base-50,kg,20430624.622,CA
SWITCH,FRCC,2027,full-base-50,kg,75084129.69,SOU
SWITCH,ISNE,2027,full-base-50,kg,29022702.906,NE
SWITCH,MISC,2027,full-base-50,kg,38018081.042,MISO
SWITCH,MISE,2027,full-base-50,kg,33051804.6,MISO
SWITCH,MISS,2027,full-base-50,kg,51887538.712,MISO
SWITCH,MISW,2027,full-base-50,kg,44323318.275,MISO
SWITCH,NWPP,2027,full-base-50,kg,16262929.854,WECC
SWITCH,NYCW,2027,full-base-50,kg,9986292.222,NE
SWITCH,NYUP,2027,full-base-50,kg,12303381.338,NE
SWITCH,PJMC,2027,full-base-50,kg,13481525.842,PJM
SWITCH,PJMD,2027,full-base-50,kg,17724583.208,PJM
SWITCH,PJME,2027,full-base-50,kg,78444900.219,PJM
SWITCH,PJMW,2027,full-base-50,kg,94618030.263,PJM
SWITCH,RMRG,2027,full-base-50,kg,16293488.404,WECC
SWITCH,SPPC,2027,full-base-50,kg,19621957.854,SPP
SWITCH,SPPN,2027,full-base-50,kg,8397439.955,SPP
SWITCH,SPPS,2027,full-base-50,kg,20308724.652,SPP
SWITCH,SRCA,2027,full-base-50,kg,39694566.559,SOU
SWITCH,SRCE,2027,full-base-50,kg,36049040.63,MISO
SWITCH,SRSE,2027,full-base-50,kg,54483964.766,SOU
SWITCH,SRSG,2027,full-base-50,kg,20271924.729,WECC
SWITCH,TRE,2027,full-base-50,kg,69810007.056,TRE
SWITCH,TREW,2027,full-base-50,kg,7448132.184,TRE
SWITCH,BASN,2030,full-base-50,kg,9705288.235,WECC
SWITCH,CANO,2030,full-base-50,kg,14668398.169,CA
SWITCH,CASO,2030,full-base-50,kg,14335412.707,CA
SWITCH,FRCC,2030,full-base-50,kg,50460841.498,SOU
SWITCH,ISNE,2030,full-base-50,kg,20480552.244,NE
SWITCH,MISC,2030,full-base-50,kg,16698278.275,MISO
SWITCH,MISE,2030,full-base-50,kg,14904266.244,MISO
SWITCH,MISS,2030,full-base-50,kg,27200217.246,MISO
SWITCH,MISW,2030,full-base-50,kg,23642636.889,MISO
SWITCH,NWPP,2030,full-base-50,kg,6313832.198,WECC
SWITCH,NYCW,2030,full-base-50,kg,7955532.19,NE
SWITCH,NYUP,2030,full-base-50,kg,7438761.626,NE
SWITCH,PJMC,2030,full-base-50,kg,9508427.687,PJM
SWITCH,PJMD,2030,full-base-50,kg,10572933.214,PJM
SWITCH,PJME,2030,full-base-50,kg,58971533.185,PJM
SWITCH,PJMW,2030,full-base-50,kg,49383883.798,PJM
SWITCH,RMRG,2030,full-base-50,kg,3227843.701,WECC
SWITCH,SPPC,2030,full-base-50,kg,5349390.519,SPP
SWITCH,SPPN,2030,full-base-50,kg,2408135.925,SPP
SWITCH,SPPS,2030,full-base-50,kg,11397934.021,SPP
SWITCH,SRCA,2030,full-base-50,kg,20311172.916,SOU
SWITCH,SRCE,2030,full-base-50,kg,15923822.642,MISO
SWITCH,SRSE,2030,full-base-50,kg,35979344.615,SOU
SWITCH,SRSG,2030,full-base-50,kg,10029562.432,WECC
SWITCH,TRE,2030,full-base-50,kg,43224037.916,TRE
SWITCH,TREW,2030,full-base-50,kg,5711432.01,TRE
SWITCH,BASN,2035,full-base-50,kg,13046219.117,WECC
SWITCH,CANO,2035,full-base-50,kg,19157729.068,CA
SWITCH,CASO,2035,full-base-50,kg,21615879.288,CA
SWITCH,FRCC,2035,full-base-50,kg,54605211.012,SOU
SWITCH,ISNE,2035,full-base-50,kg,27302877.613,NE
SWITCH,MISC,2035,full-base-50,kg,24311890.761,MISO
SWITCH,MISE,2035,full-base-50,kg,18106471.178,MISO
SWITCH,MISS,2035,full-base-50,kg,29594801.221,MISO
SWITCH,MISW,2035,full-base-50,kg,32681348.581,MISO
SWITCH,NWPP,2035,full-base-50,kg,9606912.612,WECC
SWITCH,NYCW,2035,full-base-50,kg,16053830.52,NE
SWITCH,NYUP,2035,full-base-50,kg,5652160.696,NE
SWITCH,PJMC,2035,full-base-50,kg,9190248.582,PJM
SWITCH,PJMD,2035,full-base-50,kg,7720112.736,PJM
SWITCH,PJME,2035,full-base-50,kg,73316248.142,PJM
SWITCH,PJMW,2035,full-base-50,kg,55602081.032,PJM
SWITCH,RMRG,2035,full-base-50,kg,5847640.712,WECC
SWITCH,SPPC,2035,full-base-50,kg,6782627.311,SPP
SWITCH,SPPN,2035,full-base-50,kg,3486176.477,SPP
SWITCH,SPPS,2035,full-base-50,kg,11298921.024,SPP
SWITCH,SRCA,2035,full-base-50,kg,26979727.621,SOU
SWITCH,SRCE,2035,full-base-50,kg,18763323.33,MISO
SWITCH,SRSE,2035,full-base-50,kg,43979294.049,SOU
SWITCH,SRSG,2035,full-base-50,kg,13006007.186,WECC
SWITCH,TRE,2035,full-base-50,kg,47457603.087,TRE
SWITCH,TREW,2035,full-base-50,kg,5184466.313,TRE
SWITCH,BASN,2040,full-base-50,kg,13960102.863,WECC
SWITCH,CANO,2040,full-base-50,kg,19362068.495,CA
SWITCH,CASO,2040,full-base-50,kg,35228431.961,CA
SWITCH,FRCC,2040,full-base-50,kg,57438787.662,SOU
SWITCH,ISNE,2040,full-base-50,kg,27812732.485,NE
SWITCH,MISC,2040,full-base-50,kg,25955986.399,MISO
SWITCH,MISE,2040,full-base-50,kg,17796084.398,MISO
SWITCH,MISS,2040,full-base-50,kg,25746976.899,MISO
SWITCH,MISW,2040,full-base-50,kg,36682727.546,MISO
SWITCH,NWPP,2040,full-base-50,kg,11807001.257,WECC
SWITCH,NYCW,2040,full-base-50,kg,19178713.141,NE
SWITCH,NYUP,2040,full-base-50,kg,4394390.026,NE
SWITCH,PJMC,2040,full-base-50,kg,6731387.022,PJM
SWITCH,PJMD,2040,full-base-50,kg,4685722.79,PJM
SWITCH,PJME,2040,full-base-50,kg,75699604.204,PJM
SWITCH,PJMW,2040,full-base-50,kg,62036476.681,PJM
SWITCH,RMRG,2040,full-base-50,kg,3731824.836,WECC
SWITCH,SPPC,2040,full-base-50,kg,4205720.013,SPP
SWITCH,SPPN,2040,full-base-50,kg,2694536.417,SPP
SWITCH,SPPS,2040,full-base-50,kg,9014554.074,SPP
SWITCH,SRCA,2040,full-base-50,kg,27127329.497,SOU
SWITCH,SRCE,2040,full-base-50,kg,19497302.04,MISO
SWITCH,SRSE,2040,full-base-50,kg,39159102.572,SOU
SWITCH,SRSG,2040,full-base-50,kg,12611833.306,WECC
SWITCH,TRE,2040,full-base-50,kg,48935647.46,TRE
SWITCH,TREW,2040,full-base-50,kg,4212312.852,TRE
SWITCH,BASN,2045,full-base-50,kg,14351376.92,WECC
SWITCH,CANO,2045,full-base-50,kg,22785208.069,CA
SWITCH,CASO,2045,full-base-50,kg,43118100.311,CA
SWITCH,FRCC,2045,full-base-50,kg,62924528.668,SOU
SWITCH,ISNE,2045,full-base-50,kg,30550043.365,NE
SWITCH,MISC,2045,full-base-50,kg,35560250.876,MISO
SWITCH,MISE,2045,full-base-50,kg,20204495.37,MISO
SWITCH,MISS,2045,full-base-50,kg,29350064.615,MISO
SWITCH,MISW,2045,full-base-50,kg,39384433.03,MISO
SWITCH,NWPP,2045,full-base-50,kg,17791574.986,WECC
SWITCH,NYCW,2045,full-base-50,kg,22778561.407,NE
SWITCH,NYUP,2045,full-base-50,kg,4660661.421,NE
SWITCH,PJMC,2045,full-base-50,kg,5388352.727,PJM
SWITCH,PJMD,2045,full-base-50,kg,3265473.416,PJM
SWITCH,PJME,2045,full-base-50,kg,84448805.465,PJM
SWITCH,PJMW,2045,full-base-50,kg,69398813.453,PJM
SWITCH,RMRG,2045,full-base-50,kg,2887757.112,WECC
SWITCH,SPPC,2045,full-base-50,kg,2179985.983,SPP
SWITCH,SPPN,2045,full-base-50,kg,1472219.397,SPP
SWITCH,SPPS,2045,full-base-50,kg,7168670.42,SPP
SWITCH,SRCA,2045,full-base-50,kg,32255437.53,SOU
SWITCH,SRCE,2045,full-base-50,kg,24118034.807,MISO
SWITCH,SRSE,2045,full-base-50,kg,40624107.176,SOU
SWITCH,SRSG,2045,full-base-50,kg,14014361.167,WECC
