case,planning_year,tech_type,agg_zone,end_value
full-base-1000,2027,Battery,CA,11551.0
full-base-1000,2027,Battery,MISO,202.2
full-base-1000,2027,Battery,NE,563.0
full-base-1000,2027,Battery,PJM,320.8
full-base-1000,2027,Battery,SOU,867.2
full-base-1000,2027,Battery,SPP,228.2
full-base-1000,2027,Battery,TRE,4700.0
full-base-1000,2027,Battery,WECC,3386.0
full-base-1000,2027,CCS,CA,0.0
full-base-1000,2027,CCS,MISO,0.0
full-base-1000,2027,CCS,NE,
full-base-1000,2027,CCS,PJM,0.0
full-base-1000,2027,CCS,SOU,0.0
full-base-1000,2027,CCS,SPP,0.0
full-base-1000,2027,CCS,TRE,0.0
full-base-1000,2027,CCS,WECC,0.0
full-base-1000,2027,Coal,CA,0.0
full-base-1000,2027,Coal,MISO,47060.5
full-base-1000,2027,Coal,NE,330.0
full-base-1000,2027,Coal,PJM,32620.2
full-base-1000,2027,Coal,SOU,27707.8
full-base-1000,2027,Coal,SPP,19924.8
full-base-1000,2027,Coal,TRE,12947.2
full-base-1000,2027,Coal,WECC,16354.0
full-base-1000,2027,Distributed Solar,CA,11430.5
full-base-1000,2027,Distributed Solar,MISO,5247.0
full-base-1000,2027,Distributed Solar,NE,5987.0
full-base-1000,2027,Distributed Solar,PJM,9884.5
full-base-1000,2027,Distributed Solar,SOU,5463.5
full-base-1000,2027,Distributed Solar,SPP,1242.0
full-base-1000,2027,Distributed Solar,TRE,2996.5
full-base-1000,2027,Distributed Solar,WECC,5470.0
full-base-1000,2027,Geothermal,CA,24.0
full-base-1000,2027,Geothermal,MISO,
full-base-1000,2027,Geothermal,NE,
full-base-1000,2027,Geothermal,PJM,
full-base-1000,2027,Geothermal,SOU,
full-base-1000,2027,Geothermal,SPP,
full-base-1000,2027,Geothermal,TRE,
full-base-1000,2027,Geothermal,WECC,689.2
full-base-1000,2027,Hydro,CA,12381.8
full-base-1000,2027,Hydro,MISO,10569.2
full-base-1000,2027,Hydro,NE,8269.2
full-base-1000,2027,Hydro,PJM,8031.2
full-base-1000,2027,Hydro,SOU,10017.2
full-base-1000,2027,Hydro,SPP,5143.5
full-base-1000,2027,Hydro,TRE,497.0
full-base-1000,2027,Hydro,WECC,39597.0
full-base-1000,2027,Hydrogen,CA,0.0
full-base-1000,2027,Hydrogen,MISO,0.0
full-base-1000,2027,Hydrogen,NE,0.5
full-base-1000,2027,Hydrogen,PJM,0.0
full-base-1000,2027,Hydrogen,SOU,0.0
full-base-1000,2027,Hydrogen,SPP,0.0
full-base-1000,2027,Hydrogen,TRE,0.0
full-base-1000,2027,Hydrogen,WECC,0.0
full-base-1000,2027,Natural Gas CC,CA,20984.5
full-base-1000,2027,Natural Gas CC,MISO,51509.0
full-base-1000,2027,Natural Gas CC,NE,28032.8
