Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26,planning_year,model,percent_total,case,configuration,scenario,child_scenario
cUnmetPolicyPenalty,5335886789.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,TEMOA,0.0,full-base-1000,base,base,carbon_price
cFix,276639265514.4,9.83882923346e9,7.48954508745e9,9.620331078689999e9,1.6423030488439999e10,1.28800583674e10,1.2598827183750002e10,5.50169961722e9,7.85282855216e9,1.66797250237e10,1.2454647252279999e10,8.5152983685e8,6.45074654764e9,5.196890441509999e9,7.180623031260001e9,1.0764048455689999e10,2.5355571711250004e10,1.0049866397370003e10,4.1752947294300003e9,4.99750440725e9,1.2893837420530003e10,1.302616255908e10,1.3789693889490002e10,1.4829218483419998e10,1.016767513917e10,2.1425248984870003e10,4.1458315950800004e9,2050,TEMOA,0.7,full-base-1000,base,base,carbon_price
cVar,52285975679.3,7.36604565481594e8,2.0126161751008863e9,2.2250043329170737e9,5.112852949528324e9,2.8659866905194387e9,2.162098177209598e9,1.417708355265203e9,2.1188997218676546e9,1.8538558233012173e9,1.2900940999329123e9,4.134940427452791e8,5.445345564519014e8,8.36051937302646e8,6.06819011445533e8,2.275131821687251e9,1.0650744188114174e10,3.556500539152104e8,1.0481042554532407e8,3.543907479717789e8,1.2430589889248252e8,3.8449711852445436e9,2.234231116869324e9,3.3454995299823956e9,1.0603053347723967e9,3.722038327727404e9,1.72766095592602e7,2050,TEMOA,0.1,full-base-1000,base,base,carbon_price
cNSE,1616974.2,58410.160294523645,58209.51516129463,61853.35513866803,70199.70247664305,60895.20083559525,59271.21561064016,56795.56088538392,60215.85684985895,62131.14871735094,62602.32362368849,60258.663983296465,57179.57993370455,58274.42372733742,58048.36606682686,68129.7743729594,63950.20153525974,57157.8405289553,57250.00512765587,56264.89980892907,58587.2402984601,66169.85102648835,60559.390786307915,63904.149665986675,63856.357228728484,98019.36854020332,58780.03947042419,2050,TEMOA,0.0,full-base-1000,base,base,carbon_price
cStart,7565601269.4,1.2638895219654039e8,3.0938756375413805e8,2.951697141364882e8,6.798962916992735e8,2.6173180026229635e8,3.7175551848038507e8,1.979337786875266e8,3.312176639327407e8,3.27723218244323e8,1.8034036145400476e8,4.2610761411018364e7,4.488710306083586e7,2.226503960208921e7,4.641053910881928e7,1.9424660201345816e8,1.6923211385207582e9,7.248635866464612e7,8.479981692732325e6,5.926165543706518e7,3.432170134581131e7,4.824210556338333e8,3.764710186392362e8,5.672836805212902e8,1.486544909506979e8,6.84123787831515e8,7.811492073290128e6,2050,TEMOA,0.0,full-base-1000,base,base,carbon_price
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,TEMOA,0.0,full-base-1000,base,base,carbon_price
cNetworkExp,16035100806.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,TEMOA,0.0,full-base-1000,base,base,carbon_price
cUnmetPolicyPenalty,29968180113.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,TEMOA,0.1,full-base-1000,base,base,carbon_price
cFix,3749484996166.5,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.7,full-base-1000,base,base,carbon_price
cNSE,4383024484.3,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,full-base-1000,base,base,carbon_price
cNetworkExp,194536922053.9,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,full-base-1000,base,base,carbon_price
cStart,136617121169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,full-base-1000,base,base,carbon_price
cUnmetPolicyPenalty,212167399519.7,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,full-base-1000,base,base,carbon_price
cUnmetRsv,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,full-base-1000,base,base,carbon_price
cVar,1071044514256.9,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.2,full-base-1000,base,base,carbon_price
cFix,63402676332.6,2.334211385e9,9.061969310000001e8,8.3642193e8,1.7452652449999998e9,1.9405474950000002e9,4.139695113e9,1.4254086025999997e9,2.395896881e9,3.5119870490000005e9,2.393493309e9,1.04410532e8,1.388397187e9,2.490693138e9,1.213130736e9,4.0515328609999995e9,4.424703215e9,2.1294275796000001e9,1.320537263e9,1.699599092e9,2.22765765e9,4.3369514194e9,4.2728027279999995e9,3.085020936e9,2.62649182e9,5.322168175e9,1.08002806e9,2027,USENSYS,0.5,full-base-1000,base,base,carbon_price
cVar,59690341334.8,1.2486683885022464e9,1.684953608088495e9,1.720911050206319e9,6.278448505549503e9,2.2360973724836435e9,1.6044446299415388e9,1.729180944426416e9,3.656183799906216e9,2.1120454639448826e9,1.0395074688655531e9,7.047635542611964e8,1.0823390372394755e9,1.7601306364653728e9,1.7277197283063083e9,5.615712135215302e9,5.27183542384004e9,3.8299308501088125e8,6.198521071905409e8,2.864721707290083e8,1.1976495506885016e9,3.3715525010686507e9,2.8581789393149357e9,4.64958863740167e9,1.7504649911867843e9,4.613671560682159e9,4.8697604436456007e8,2027,USENSYS,0.5,full-base-1000,base,base,carbon_price
cNSE,1215289.0,26470.680025772708,26473.800618904243,26590.652707373625,26755.306560264326,552117.1861318038,26532.895464772533,26468.71880100947,26512.86563791933,26638.86974757733,26601.242142670624,26464.85276320716,26349.754787044774,26453.739473329464,26472.772996957166,26715.398162231846,26667.195852793688,26374.933312112473,26354.822137953972,26259.333824079135,26443.17393354601,26574.29486803841,26595.347485891456,26671.25500361095,26522.250402988717,26998.967264276096,26208.679511169717,2027,USENSYS,0.0,full-base-1000,base,base,carbon_price
cStart,630715616.2,4.684394668647472e6,1.8908025302596835e6,3.6516010377610405e6,6.698283109391724e6,4.0207066904345644e6,4.90962360503931e7,9.68308340807586e6,9.797665526171582e6,9.935541319053762e7,952116.7857180057,4.376965082538255e6,414754.4868047401,1.6678188932199923e7,2.859898643738019e6,2.4646799433152363e7,3.763207319349981e7,1.065125201239499e7,2.795828919647982e7,1.7222005287474517e7,4.779058894423693e7,1.9229458305269122e7,9.520407980418108e6,8.766058499034561e6,6.224453759954364e6,1.8917161938882852e8,1.7742500023299653e7,2027,USENSYS,0.0,full-base-1000,base,base,carbon_price
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,USENSYS,0.0,full-base-1000,base,base,carbon_price
cNetworkExp,426850989.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,USENSYS,0.0,full-base-1000,base,base,carbon_price
cUnmetPolicyPenalty,997180.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,USENSYS,0.0,full-base-1000,base,base,carbon_price
cFix,129488141272.9,3.725730573e9,2.487532324e9,2.5931184495e9,7.668434093799999e9,5.334750526e9,6.979837806e9,3.544717675e9,4.0176839314e9,7.6927871018e9,4.743055797e9,9.0716512e7,3.6777827028e9,2.6588279270000005e9,3.050389874e9,7.1906920044e9,1.08215281251e10,3.9694634806000004e9,2.434750595e9,2.1552848989e9,7.304627071999999e9,7.165516199599998e9,7.276789623e9,6.848572833e9,4.425271040000001e9,9.479945712e9,2.150334396e9,2030,USENSYS,0.7,full-base-1000,base,base,carbon_price
cVar,36393217377.7,3.1556512016540545e8,1.218424469100866e9,1.2583455493675618e9,4.515492773511237e9,1.0790591479446712e9,1.4073189886860585e9,1.1020542509170697e9,1.3813800778115745e9,8.88899788072091e8,2.2923253742506307e8,1.9197624652404255e8,5.381687008966565e8,1.180715628770819e9,9.085363046486169e8,3.0624174915533757e9,5.185825499428605e9,6.4530894744980246e7,1.5842793547629002e8,8.182159359935224e7,3.220500813700833e8,2.9070035080491357e9,1.4439461312843597e9,3.3576069869618306e9,6.229037102247051e8,2.775427642794916e9,1.960863183963353e8,2030,USENSYS,0.2,full-base-1000,base,base,carbon_price
cNSE,612311.3,23507.975236771847,23369.19974283774,23595.095606057203,23717.996659218978,23873.44350387175,23439.9242379731,23523.704820045758,23428.200359921248,23518.42069735772,23519.075600967408,24084.357331807612,23688.116319142424,23620.01028232818,23806.059762509893,24036.01064217662,23578.199593985773,23121.66408655818,23373.03318567977,23202.420929240096,23355.853800379744,23564.137049844427,23536.552663919956,23582.01036643233,23419.072854081303,23626.420174301733,23224.359405845724,2030,USENSYS,0.0,full-base-1000,base,base,carbon_price
cStart,4606233051.4,5.826140218468616e7,1.2402249673725048e8,1.375123681347255e8,6.082317079263986e8,1.46663710842609e8,1.6032789929681247e8,1.2423768345368433e8,2.0758793265601516e8,1.544782504096057e8,2.1749245929313093e7,5.749249656233746e7,5.150785051760755e7,8.672565350388467e7,1.3071121303381312e8,4.844466563766117e8,5.691091650457689e8,1.619540562271263e7,1.938284201604189e7,1.4050649073464347e7,7.204363179375015e7,2.142991258680719e8,1.6683154266119784e8,4.214129051532156e8,6.58161119214631e7,4.485435082841742e8,4.459159643319592e7,2030,USENSYS,0.0,full-base-1000,base,base,carbon_price
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,USENSYS,0.0,full-base-1000,base,base,carbon_price
cNetworkExp,5856685620.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,USENSYS,0.0,full-base-1000,base,base,carbon_price
cUnmetPolicyPenalty,6268335214.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,USENSYS,0.0,full-base-1000,base,base,carbon_price
cFix,167446369621.0,5.286995391e9,3.5931880819999995e9,4.4839806225e9,9.3685450927e9,8.146075760200001e9,8.792240014e9,4.2369760692999997e9,5.045789689e9,1.00538798326e10,6.154756279000001e9,2.30276504e8,4.826874115e9,3.4015089989999995e9,4.0010783848e9,6.9301287945e9,1.6667561808000002e10,5.3664313063e9,2.834410896e9,2.7100487800000005e9,8.45268851e9,8.4541347501e9,8.789308381e9,8.904852971e9,5.074280492000001e9,1.3094924989e10,2.545433108e9,2035,USENSYS,0.7,full-base-1000,base,base,carbon_price
cVar,46905667833.8,3.2170775734595466e8,1.7097521596386876e9,2.3506549369077487e9,5.289727661442223e9,1.1857686433285835e9,2.2721361713541207e9,1.3657532742438443e9,2.016104952487495e9,1.746603046451015e9,3.182084123751108e8,9.57470342689301e7,3.9603681981656575e8,1.0625141797467668e9,7.677505375032324e8,2.193644781470264e9,9.134854977971643e9,5.583104764542711e7,1.402944997310965e8,7.678656248420978e7,2.407831306593784e8,3.4573139539827914e9,2.0558715322698357e9,4.2150675010788336e9,6.467053394392012e8,3.661548281162004e9,1.285006390319803e8,2035,USENSYS,0.2,full-base-1000,base,base,carbon_price
cNSE,41623425.7,27107.893586590148,27155.86412300523,27266.6550059599,27366.112395002914,2.4023857151410475e7,27138.17858250539,27287.578648740226,27131.48347778952,1.442583513074303e7,27186.985886748575,27609.784362586495,27223.59042230888,27175.977833026638,27298.070644546086,27428.53483079923,27177.24606317567,26897.611633365235,27002.04724606097,26914.601397737624,26970.137812994144,2.5486246646584123e6,27192.508100165138,27216.598096255955,27230.650704681135,27263.677086114883,26866.933315023278,2035,USENSYS,0.0,full-base-1000,base,base,carbon_price
cStart,7797388903.2,1.0463848435935657e8,2.4424585181802985e8,3.4936462241451097e8,8.777200567834054e8,2.952745898358703e8,3.5793323867381436e8,1.9300862088606143e8,3.7936851962985545e8,3.2702099871203095e8,6.6844618923751764e7,6.2911895554199345e7,5.0353870157845795e7,9.540157314585045e7,1.8643907082544947e8,5.191608708437468e8,1.2110947658269002e9,2.4905897161157504e7,2.1594070386244573e7,1.3644403836591434e7,8.738686726473485e7,4.155775338321518e8,3.1615921282172364e8,7.067967184437108e8,1.2221850681000818e8,7.258395489018759e8,4.248449535135425e7,2035,USENSYS,0.0,full-base-1000,base,base,carbon_price
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,USENSYS,0.0,full-base-1000,base,base,carbon_price
cNetworkExp,9113852252.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,USENSYS,0.0,full-base-1000,base,base,carbon_price
cUnmetPolicyPenalty,8864568701.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,USENSYS,0.0,full-base-1000,base,base,carbon_price
cFix,196523963660.2,6.425189535e9,4.2558173017999997e9,6.295647875700002e9,1.1170942938599997e10,1.11459428344e10,9.8387289114e9,4.523380284400001e9,6.0015452727e9,1.2437727864699999e10,7.6191781115e9,4.2460079199999994e8,5.200571420200001e9,3.4965164751000004e9,4.2421868416e9,7.122397206900001e9,2.01508820412e10,6.222208463500001e9,3.0919873636000004e9,3.1087610817999997e9,9.014363008800001e9,9.392293383e9,9.9302946112e9,1.0401004327e10,6.3635565571e9,1.5874103674199999e10,2.7741354828e9,2040,USENSYS,0.7,full-base-1000,base,base,carbon_price
cVar,53359107010.5,2.5703027571073356e8,2.1366490705783443e9,3.046199683644709e9,5.591178336787436e9,1.9913813549913278e9,2.5323348746399627e9,1.5134362491242018e9,2.3080795196101217e9,2.180813951971593e9,7.041349384852972e8,5.8346529220888704e7,3.496325847657788e8,9.76365791333486e8,5.900714910101955e8,1.6774946867183144e9,1.1259786234627514e10,3.8388894723465896e8,1.234613500927637e8,7.316723965436202e7,1.5739717293683714e8,3.918363724770302e9,2.2313564369928937e9,4.321292268475614e9,8.23751230475597e8,4.0782146926421685e9,7.527837404325438e7,2040,USENSYS,0.2,full-base-1000,base,base,carbon_price
cNSE,53711328.5,1.2317026148661502e7,35222.22075353355,35816.81827874378,36300.81552542239,3.991095875597406e6,35395.10528090021,36124.426020335464,35587.334192894195,1.11000423548499e7,2.551929426486213e7,36077.085855665326,35699.3184915618,36018.09446329798,35934.00751366926,36103.0285440103,35578.22714167822,33782.889751065195,35550.42661832915,35071.90210641982,35362.6853895824,35869.75560172558,35653.50287096179,35992.98456062827,36027.81646909561,36294.29814377361,34407.06531348791,2040,USENSYS,0.0,full-base-1000,base,base,carbon_price
cStart,10138785645.1,1.2477775675033231e8,4.367281794577312e8,6.769087495125122e8,1.0387091412037978e9,3.013344649556691e8,4.724727020416019e8,2.287251705931266e8,5.0031173371878695e8,4.67274323016036e8,1.5523604218294275e8,4.520425076829924e7,4.0225345010965146e7,9.348966375063902e7,1.6925503206025827e8,4.123839468813563e8,1.662661935441033e9,1.1136456030614264e8,2.0536536849533737e7,1.3515007946434285e7,8.94715133382891e7,5.794752534566625e8,4.1999006839394885e8,8.804681273311675e8,2.020750259871842e8,9.523858828211142e8,4.3805231347683586e7,2040,USENSYS,0.0,full-base-1000,base,base,carbon_price
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,USENSYS,0.0,full-base-1000,base,base,carbon_price
cNetworkExp,11538524368.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,USENSYS,0.0,full-base-1000,base,base,carbon_price
cUnmetPolicyPenalty,9058808176.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,USENSYS,0.0,full-base-1000,base,base,carbon_price
cFix,242810499245.9,8.165746853499999e9,5.837455723800001e9,8.6786909047e9,1.4379514005599998e10,1.24521237636e10,1.1451571501400002e10,5.334250995400001e9,7.3499315667e9,1.48042005077e10,9.5446128895e9,7.70323404e8,5.8440514962e9,4.5585885211e9,6.665227906200001e9,8.924927646500002e9,2.31636328977e10,8.4079220322e9,3.6481870766000004e9,3.7685303532999997e9,1.0804199757e10,1.1295319773e10,1.22496172882e10,1.3185147392000002e10,8.5421099519e9,1.96056737742e10,3.3789412639e9,2045,USENSYS,0.7,full-base-1000,base,base,carbon_price
cVar,57984167949.6,9.024416637608889e8,2.320719065444695e9,2.705509469838638e9,5.567112840119336e9,2.412284815121484e9,2.689412923299562e9,1.629864725677951e9,2.5848293346849737e9,2.234455948991696e9,1.2202088057230394e9,4.637405010942236e8,5.893129185667335e8,1.0373346774777299e9,8.160392345218266e8,2.3461925384820585e9,1.193213846805221e10,2.579204213963816e8,1.0303533682469288e8,6.19941407276076e7,1.550021991442045e8,4.204245888471874e9,2.344967348211145e9,4.0416605641587257e9,1.2465428115312996e9,4.0875924006713e9,2.9608907659212537e7,2045,USENSYS,0.2,full-base-1000,base,base,carbon_price
cNSE,6457998.6,27306.373806349784,27231.509381764386,27374.570457751404,27601.685159388024,27625.23830540221,27335.628352545373,27400.430647199097,27447.17310728127,4.271335046480819e6,1.5305289761995594e6,27334.77110083335,27346.271099499565,27119.247740989522,27393.023720780548,27469.842315121583,27369.73606548368,27119.77572689445,27318.474861061288,27132.329144003437,27314.07317226207,27456.608188906383,27398.884796029728,27502.141952078244,27178.02072719902,27565.93479162765,26792.860644922803,2045,USENSYS,0.0,full-base-1000,base,base,carbon_price
cStart,9316620115.6,2.0078401777933422e8,4.060936437110648e8,4.492301531004397e8,7.886579201332577e8,3.411781384160662e8,4.551404044650111e8,2.3203378279552805e8,4.5105587888471705e8,4.179877709775742e8,2.3388993172415265e8,7.27449403263388e7,5.999498594475028e7,6.104390728785659e7,1.127140057167234e8,3.242411338302346e8,1.7187865205858488e9,7.151808876070517e7,9.78327176553178e6,6.743611954464912e6,5.7247175851693146e7,5.854751696605389e8,4.2858407664509887e8,7.980191127648174e8,2.2142924071224567e8,7.92508924069358e8,1.9734307768901724e7,2045,USENSYS,0.0,full-base-1000,base,base,carbon_price
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,USENSYS,0.0,full-base-1000,base,base,carbon_price
cNetworkExp,14559168281.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,USENSYS,0.0,full-base-1000,base,base,carbon_price
cUnmetPolicyPenalty,3936101100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,USENSYS,0.0,full-base-1000,base,base,carbon_price
cFix,275257044045.2,9.7210572263e9,7.1692004908e9,9.9346244897e9,1.6520124007099998e10,1.34660566676e10,1.24590514424e10,5.471388362000001e9,7.8610995397e9,1.6459846100800001e10,1.15007867185e10,9.098867099999999e8,6.48797997e9,5.6037518204e9,7.7837399099e9,1.09177606205e10,2.4862535933899994e10,9.660737099199999e9,3.8709763741000004e9,4.648186504299999e9,1.2933739898800001e10,1.2981497535000002e10,1.37283712909e10,1.4772567212e10,1.00215912049e10,2.1770564202499996e10,3.7399227139000006e9,2050,USENSYS,0.7,full-base-1000,base,base,carbon_price
cVar,53426977882.0,6.727740142993003e8,2.1329847055805025e9,2.4298200113250895e9,5.1141516714071665e9,2.703368797643876e9,2.3062111172708855e9,1.4511496044142804e9,2.226713559524827e9,1.9890289037428086e9,1.5330777792838998e9,4.117610283935128e8,5.521655527680286e8,9.045192764281111e8,6.030808576466377e8,2.264750408387563e9,1.0571310098883808e10,4.2874995277027166e8,9.537745186894006e7,3.1750395380972046e8,1.2676561875108428e8,4.020084846985049e9,2.2893624768537602e9,3.5241904067438745e9,1.0148807079813718e9,3.7305830272688203e9,1.26120519563189e7,2050,USENSYS,0.1,full-base-1000,base,base,carbon_price
cNSE,1805516.4,68935.89884606253,68701.95838387178,69288.64795842231,71735.28931841881,70728.25076807935,69509.22381061577,69706.2664182582,69961.36553890159,70475.63332305815,69370.97325655587,68102.23183293619,66664.92378431451,67252.783090922,69961.05560871401,69865.18526968868,69452.93096423794,68965.10603214127,66468.49116478674,66025.65548785076,71593.53413284842,70381.50392006076,70935.83697025041,69130.56271033299,69422.46542196254,75756.73794751741,67123.8710552042,2050,USENSYS,0.0,full-base-1000,base,base,carbon_price
cStart,8150401249.8,1.435365778147025e8,3.5636589059748906e8,3.6427893098571116e8,6.919128565790244e8,2.8749733806250954e8,4.0210289627263486e8,2.1602976678124025e8,3.5811923263807565e8,3.6369618105148846e8,2.836117506008855e8,5.055425595188316e7,5.087129955811633e7,3.2780529884817746e7,5.133354492880068e7,2.1957386292260915e8,1.6732132516139455e9,1.0023241062706858e8,5.691971009633499e6,5.394800173576771e7,3.655102698096487e7,5.2077393663397187e8,4.004446861014952e8,6.191473720169939e8,1.600362946750456e8,7.004945725340405e8,7.602811263654247e6,2050,USENSYS,0.0,full-base-1000,base,base,carbon_price
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,USENSYS,0.0,full-base-1000,base,base,carbon_price
cNetworkExp,16574084810.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,USENSYS,0.0,full-base-1000,base,base,carbon_price
cUnmetPolicyPenalty,30098768700.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,USENSYS,0.1,full-base-1000,base,base,carbon_price
cFix,3733658262712.7,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.7,full-base-1000,base,base,carbon_price
cNSE,411996000.5,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,full-base-1000,base,base,carbon_price
cNetworkExp,200991311997.9,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,full-base-1000,base,base,carbon_price
cStart,143372286907.4,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,full-base-1000,base,base,carbon_price
cUnmetPolicyPenalty,195597529304.6,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,full-base-1000,base,base,carbon_price
cUnmetRsv,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,full-base-1000,base,base,carbon_price
cVar,1094564646965.5,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.2,full-base-1000,base,base,carbon_price
cFix,63062393323.8,2.23796565513e9,9.0650592587e8,8.366329337700001e8,1.7456671968799996e9,1.8256521101100001e9,4.1189652632999997e9,1.42389327658e9,2.396384983069999e9,3.5121188531499996e9,2.3936843344e9,1.0429691239999998e8,1.3887285411999998e9,2.4910637790199995e9,1.2137929528200002e9,4.0522236934e9,4.425048902440001e9,2.1549791560699997e9,1.31534573346e9,1.6990399455400002e9,2.2457571584500003e9,4.314093844359999e9,4.2729252042299995e9,3.0851750977699995e9,2.5618847036e9,5.260550419550001e9,1.0800167472e9,2027,GenX,0.5,full-base-200,base,base,carbon_price
cVar,59826109157.6,1.2862982524526372e9,1.699878883360753e9,1.7355220440599434e9,6.279907771651445e9,2.0649964848634446e9,1.6069471126343305e9,1.7302106970209093e9,3.6604451907424e9,2.1146723575791974e9,1.0429324287786272e9,7.298297040208822e8,1.113648326165887e9,1.7623959204132838e9,1.7357633204996707e9,5.657434825417515e9,5.274772097981447e9,3.784455220871451e8,6.189884302015797e8,2.8549323921160954e8,1.19974316310764e9,3.389885070342225e9,2.8594294819029636e9,4.65395179357698e9,1.8020421945257804e9,4.653803443632181e9,4.8867140141112655e8,2027,GenX,0.5,full-base-200,base,base,carbon_price
cNSE,107116067.4,22636.40850375644,22576.107942317813,22563.2508903865,23098.16788262637,9.589376355596952e7,22540.911054543212,22616.690908229917,22924.795453613562,22899.7781887888,22569.639670451394,1.0677613658733085e7,22577.00378286508,22701.88129262649,22641.292548427034,22876.640406798397,22652.498027390804,22560.37729088495,22604.21606037908,22430.518863861667,22687.672927242424,22564.6196739051,22708.085260644715,22772.921813082565,22901.416183591107,22912.866543661545,22672.426119319083,2027,GenX,0.0,full-base-200,base,base,carbon_price
cStart,633246602.3,4.527533832333586e6,1.9224406409345006e6,3.073660806484393e6,6.656849333895761e6,7.628678100816486e6,4.879042844945153e7,9.740698724594243e6,9.877088505627116e6,9.961719680106443e7,930426.3952158105,4.213156875284191e6,858050.3514893317,1.6758758025493605e7,2.797273985977102e6,2.5639053553482022e7,3.8220548358891405e7,1.079142736572045e7,2.8015308563678462e7,1.7133293072084583e7,4.836628514909148e7,1.9563811475499235e7,9.557861328681555e6,8.853133514368001e6,5.731189471574667e6,1.8631261828822637e8,1.7669831358863674e7,2027,GenX,0.0,full-base-200,base,base,carbon_price
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,GenX,0.0,full-base-200,base,base,carbon_price
cNetworkExp,366012524.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,GenX,0.0,full-base-200,base,base,carbon_price
cUnmetPolicyPenalty,18480.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,GenX,0.0,full-base-200,base,base,carbon_price
cFix,129799119505.8,3.74932209345e9,2.38227252382e9,2.4199915476899996e9,7.68087945718e9,5.061496970660001e9,6.83454225672e9,3.52686854305e9,4.193943154149999e9,7.76545504485e9,4.836204358300001e9,9.445046427999999e7,3.7426093325600004e9,2.709139572190001e9,3.024188371129999e9,7.063102503600001e9,1.0904030656670002e10,4.0622832712000003e9,2.6133569837400002e9,2.38006817298e9,7.053823726979999e9,7.188238017630002e9,7.301240738769998e9,6.93478374279e9,4.508844724860001e9,9.418937443410004e9,2.3490458331000004e9,2030,GenX,0.7,full-base-200,base,base,carbon_price
cVar,36253082141.5,3.225070702223959e8,1.225574539368125e9,1.1224325220662568e9,4.537127843698342e9,9.889840831784647e8,1.3274007257697005e9,1.1158774397300086e9,1.4925459728582928e9,7.33559496954599e8,2.152354413405166e8,3.025704825914882e8,5.825484325268334e8,1.1798735895783803e9,7.657468773877611e8,3.170596126507078e9,5.380399605799482e9,5.91681412154795e7,1.5320283205843726e8,8.100045137648422e7,3.3272277435536724e8,2.9066067054352365e9,1.4396971103279116e9,3.311858381064382e9,6.085098122598536e8,2.696048897229589e9,2.0128678666063106e8,2030,GenX,0.2,full-base-200,base,base,carbon_price
cNSE,53252544.5,6451.694645785807,6075.870612924791,6113.44773905099,6869.048580614087,5.309730550166714e7,6168.300772254607,6178.145896766074,6208.5674528614445,6160.6625890320565,5917.347314078923,6301.3476385427575,6246.814221386634,6141.484179118735,6377.031817133656,6470.841663535896,6315.9808605280205,5864.304362047757,6017.713943999666,5829.306701692036,6026.360111366893,6357.3004596416185,6232.92550902591,6263.3058556418255,6271.827986577627,6458.467389965358,5920.882281860257,2030,GenX,0.0,full-base-200,base,base,carbon_price
