case,tech_type,planning_year,agg_zone,end_value,min,max
full-base-1000,Battery,2027,CA,2.0,,
full-base-1000,Battery,2027,MISO,5.5,,
full-base-1000,Battery,2027,NE,3.0,,
full-base-1000,Battery,2027,PJM,4.0,,
full-base-1000,Battery,2027,SOU,3.0,,
full-base-1000,Battery,2027,SPP,4.5,,
full-base-1000,Battery,2027,TRE,3.0,,
full-base-1000,Battery,2027,WECC,4.5,,
full-base-1000,CCS,2027,CA,0.0,,
full-base-1000,CCS,2027,MISO,0.0,,
full-base-1000,CCS,2027,NE,,,
full-base-1000,CCS,2027,PJM,0.0,,
full-base-1000,CCS,2027,SOU,0.0,,
full-base-1000,CCS,2027,SPP,0.0,,
full-base-1000,CCS,2027,TRE,0.0,,
full-base-1000,CCS,2027,WECC,0.0,,
full-base-1000,Hydrogen,2027,CA,0.0,,
full-base-1000,Hydrogen,2027,MISO,0.0,,
full-base-1000,Hydrogen,2027,NE,0.5,,
full-base-1000,Hydrogen,2027,PJM,0.0,,
full-base-1000,Hydrogen,2027,SOU,0.0,,
full-base-1000,Hydrogen,2027,SPP,0.0,,
full-base-1000,Hydrogen,2027,TRE,0.0,,
full-base-1000,Hydrogen,2027,WECC,0.0,,
full-base-1000,Natural Gas CC,2027,CA,1.0,,
full-base-1000,Natural Gas CC,2027,MISO,11.3,,
full-base-1000,Natural Gas CC,2027,NE,1417.5,,
full-base-1000,Natural Gas CC,2027,PJM,3.0,,
full-base-1000,Natural Gas CC,2027,SOU,2.5,,
full-base-1000,Natural Gas CC,2027,SPP,1.5,,
full-base-1000,Natural Gas CC,2027,TRE,1.0,,
full-base-1000,Natural Gas CC,2027,WECC,2.0,,
full-base-1000,Natural Gas CT,2027,CA,0.0,,
full-base-1000,Natural Gas CT,2027,MISO,0.0,,
full-base-1000,Natural Gas CT,2027,NE,0.5,,
full-base-1000,Natural Gas CT,2027,PJM,0.0,,
full-base-1000,Natural Gas CT,2027,SOU,0.0,,
full-base-1000,Natural Gas CT,2027,SPP,0.0,,
full-base-1000,Natural Gas CT,2027,TRE,0.0,,
full-base-1000,Natural Gas CT,2027,WECC,0.0,,
full-base-1000,Nuclear,2027,CA,0.0,,
full-base-1000,Nuclear,2027,MISO,0.0,,
full-base-1000,Nuclear,2027,NE,0.0,,
full-base-1000,Nuclear,2027,PJM,0.0,,
full-base-1000,Nuclear,2027,SOU,0.0,,
full-base-1000,Nuclear,2027,SPP,0.0,,
full-base-1000,Nuclear,2027,TRE,0.0,,
full-base-1000,Nuclear,2027,WECC,0.0,,
full-base-1000,Solar,2027,CA,18.5,,
full-base-1000,Solar,2027,MISO,43.5,,
full-base-1000,Solar,2027,NE,3.5,,
full-base-1000,Solar,2027,PJM,32.5,,
full-base-1000,Solar,2027,SOU,32.0,,
full-base-1000,Solar,2027,SPP,28.0,,
full-base-1000,Solar,2027,TRE,11.5,,
full-base-1000,Solar,2027,WECC,73.0,,
full-base-1000,Wind,2027,CA,4.0,,
full-base-1000,Wind,2027,MISO,43448.5,,
full-base-1000,Wind,2027,NE,2175.5,,
