case,tech_type,planning_year,end_value,min,max
full-base-1000,Battery,2027,29.5,,
full-base-1000,Battery,2030,106.5,,
full-base-1000,Battery,2035,3219.0,,
full-base-1000,Battery,2040,21143.0,,
full-base-1000,Battery,2045,84263.5,,
full-base-1000,Battery,2050,82336.5,178132.0,202678.0
full-base-1000,CCS,2027,0.0,,
full-base-1000,CCS,2030,74291.2,,
full-base-1000,CCS,2035,102843.0,,
full-base-1000,CCS,2040,87268.0,,
full-base-1000,CCS,2045,69908.5,,
full-base-1000,CCS,2050,302.0,329461.0,340591.0
full-base-1000,Hydrogen,2027,0.5,,
full-base-1000,Hydrogen,2030,48.5,,
full-base-1000,Hydrogen,2035,9.5,,
full-base-1000,Hydrogen,2040,3489.2,,
full-base-1000,Hydrogen,2045,40097.2,,
full-base-1000,Hydrogen,2050,49393.8,88100.0,97032.0
full-base-1000,Natural Gas CC,2027,1431.5,,
full-base-1000,Natural Gas CC,2030,1018.5,,
full-base-1000,Natural Gas CC,2035,8732.8,,
full-base-1000,Natural Gas CC,2040,4.5,,
full-base-1000,Natural Gas CC,2045,38.2,,
full-base-1000,Natural Gas CC,2050,-4200.2,1276.0,15033.0
full-base-1000,Natural Gas CT,2027,0.5,,
full-base-1000,Natural Gas CT,2030,25.5,,
full-base-1000,Natural Gas CT,2035,7.5,,
full-base-1000,Natural Gas CT,2040,6.8,,
full-base-1000,Natural Gas CT,2045,37.5,,
full-base-1000,Natural Gas CT,2050,109.5,7.0,562.0
full-base-1000,Nuclear,2027,0.0,,
full-base-1000,Nuclear,2030,11.5,,
full-base-1000,Nuclear,2035,0.0,,
full-base-1000,Nuclear,2040,4.5,,
full-base-1000,Nuclear,2045,43.5,,
full-base-1000,Nuclear,2050,120.0,74.0,285.0
full-base-1000,Solar,2027,186.0,,
full-base-1000,Solar,2030,247654.8,,
full-base-1000,Solar,2035,143275.2,,
full-base-1000,Solar,2040,113627.2,,
full-base-1000,Solar,2045,199027.5,,
full-base-1000,Solar,2050,211267.0,898100.0,931928.0
full-base-1000,Wind,2027,117748.5,,
full-base-1000,Wind,2030,243442.2,,
full-base-1000,Wind,2035,72317.0,,
full-base-1000,Wind,2040,72184.2,,
full-base-1000,Wind,2045,106503.2,,
full-base-1000,Wind,2050,96612.0,691640.0,726079.0
full-base-200,Battery,2027,29.0,,
full-base-200,Battery,2030,571.0,,
full-base-200,Battery,2035,3027.8,,
full-base-200,Battery,2040,13373.5,,
full-base-200,Battery,2045,31446.5,,
full-base-200,Battery,2050,74257.8,106428.0,128686.0
full-base-200,CCS,2027,0.0,,
full-base-200,CCS,2030,74693.2,,
full-base-200,CCS,2035,102819.2,,
full-base-200,CCS,2040,58720.0,,
full-base-200,CCS,2045,55954.8,,
full-base-200,CCS,2050,27101.2,311403.0,324747.0
full-base-200,Hydrogen,2027,1.0,,
full-base-200,Hydrogen,2030,309.0,,
