model,line_name,planning_year,case,unit,value,end_value,line,start_region,dest_region,km,end_cap,start_cap,cap
TEMOA,PJMW_to_SRCE,2040,full-base-1000,MW,33747.0,,42.0,PJMW,SRCE,542.940224506259,,,62.1562
TEMOA,RMRG_to_SPPC,2040,full-base-1000,MW,789978.0,,43.0,RMRG,SPPC,936.6269837220768,,,843.429
TEMOA,RMRG_to_SPPN,2040,full-base-1000,MW,421341.0,,44.0,RMRG,SPPN,780.5713741841813,,,539.785
TEMOA,RMRG_to_SRSG,2040,full-base-1000,MW,528757.0,,45.0,RMRG,SRSG,1451.9389962866967,,,364.173
TEMOA,SPPC_to_SPPN,2040,full-base-1000,MW,31884.0,,46.0,SPPC,SPPN,261.19343417595013,,,122.07
TEMOA,SPPC_to_SPPS,2040,full-base-1000,MW,87936.0,,47.0,SPPC,SPPS,455.0277413171593,,,193.255
TEMOA,SPPN_to_SPPS,2040,full-base-1000,MW,201228.0,,48.0,SPPN,SPPS,679.4249275747745,,,296.174
TEMOA,SPPS_to_SRSG,2040,full-base-1000,MW,5695155.0,,49.0,SPPS,SRSG,1530.6511537017682,,,3720.74
TEMOA,SPPS_to_TRE,2040,full-base-1000,MW,103435.0,,50.0,SPPS,TRE,501.3042951289656,,,206.331
TEMOA,SPPS_to_TREW,2040,full-base-1000,MW,106896.0,,51.0,SPPS,TREW,594.5912331781975,,,179.78
TEMOA,SRCA_to_SRCE,2040,full-base-1000,MW,238567.0,,52.0,SRCA,SRCE,1047.313910703395,,,227.789
TEMOA,SRCA_to_SRSE,2040,full-base-1000,MW,9295.0,,53.0,SRCA,SRSE,750.9564568673488,,,12.3781
TEMOA,SRCE_to_SRSE,2040,full-base-1000,MW,12953.0,,54.0,SRCE,SRSE,808.9930595294763,,,16.0114
TEMOA,NWPP_to_SPPN,2040,full-base-1000,MW,2944330.0,,56.0,NWPP,SPPN,2877.9361274282305,,,1023.07
TEMOA,SRSG_to_TRE,2040,full-base-1000,MW,2854363.0,,57.0,SRSG,TRE,1692.23667175099,,,1686.74
TEMOA,BASN_to_CANO,2045,full-base-1000,MW,34988.0,,1.0,BASN,CANO,1613.3847128003597,,,21.6859
TEMOA,BASN_to_RMRG,2045,full-base-1000,MW,2287713.0,,4.0,BASN,RMRG,1478.968739910536,,,1546.83
TEMOA,CASO_to_SRSG,2045,full-base-1000,MW,2014777.0,,9.0,CASO,SRSG,670.4280089248628,,,3005.21
TEMOA,FRCC_to_SRSE,2045,full-base-1000,MW,1391852.0,,10.0,FRCC,SRSE,930.705776696937,,,1495.48
TEMOA,ISNE_to_NYCW,2045,full-base-1000,MW,11575.0,,11.0,ISNE,NYCW,208.76319678780865,,,55.4448
TEMOA,ISNE_to_NYUP,2045,full-base-1000,MW,17239.0,,12.0,ISNE,NYUP,422.4133412443229,,,40.8112
TEMOA,MISC_to_MISE,2045,full-base-1000,MW,510281.0,,13.0,MISC,MISE,993.3851724175372,,,513.679
TEMOA,MISC_to_PJMC,2045,full-base-1000,MW,8910.0,,16.0,MISC,PJMC,626.2046711986147,,,14.2287
TEMOA,MISC_to_PJMW,2045,full-base-1000,MW,2934980.0,,17.0,MISC,PJMW,636.7767278564246,,,4609.12
TEMOA,MISC_to_SPPC,2045,full-base-1000,MW,1946672.0,,18.0,MISC,SPPC,696.0754685319118,,,2796.64
TEMOA,MISC_to_SPPN,2045,full-base-1000,MW,940522.0,,19.0,MISC,SPPN,919.2234841721058,,,1023.17
TEMOA,MISC_to_SPPS,2045,full-base-1000,MW,1480955.0,,20.0,MISC,SPPS,1164.3004320004338,,,1271.97
TEMOA,MISE_to_MISW,2045,full-base-1000,MW,70175.0,,22.0,MISE,MISW,1338.0895372438338,,,52.444
TEMOA,MISS_to_SPPC,2045,full-base-1000,MW,133756.0,,24.0,MISS,SPPC,1264.309793619994,,,105.794
TEMOA,MISS_to_SPPS,2045,full-base-1000,MW,4271983.0,,25.0,MISS,SPPS,1083.4402589451677,,,3942.98
TEMOA,MISS_to_SRSE,2045,full-base-1000,MW,1782822.0,,27.0,MISS,SRSE,825.7437764420143,,,2159.05
TEMOA,MISW_to_NWPP,2045,full-base-1000,MW,289163.0,,28.0,MISW,NWPP,14040.700523946523,,,20.5946
TEMOA,MISW_to_PJMC,2045,full-base-1000,MW,385052.0,,29.0,MISW,PJMC,577.3769837220765,,,666.898
TEMOA,MISW_to_SPPC,2045,full-base-1000,MW,56980.0,,30.0,MISW,SPPC,1195.0293103479462,,,47.6808
TEMOA,MISW_to_SPPN,2045,full-base-1000,MW,18197.0,,31.0,MISW,SPPN,1014.1486283848258,,,17.9433
TEMOA,NWPP_to_RMRG,2045,full-base-1000,MW,561440.0,,32.0,NWPP,RMRG,256.39318164425606,,,2189.76
TEMOA,NYCW_to_PJME,2045,full-base-1000,MW,59151.0,,34.0,NYCW,PJME,81.02077938846139,,,730.069
TEMOA,NYUP_to_PJME,2045,full-base-1000,MW,46353.0,,35.0,NYUP,PJME,316.61636032760543,,,146.4
TEMOA,PJMC_to_PJMW,2045,full-base-1000,MW,332439.0,,36.0,PJMC,PJMW,484.9526117173539,,,685.508
TEMOA,PJMD_to_PJME,2045,full-base-1000,MW,15970.0,,37.0,PJMD,PJME,139.26433395480618,,,114.671
TEMOA,PJMD_to_PJMW,2045,full-base-1000,MW,7855.0,,38.0,PJMD,PJMW,493.7545177764829,,,15.9081
TEMOA,PJMD_to_SRCA,2045,full-base-1000,MW,472600.0,,39.0,PJMD,SRCA,525.2547915890101,,,899.754
TEMOA,PJME_to_PJMW,2045,full-base-1000,MW,3586271.0,,40.0,PJME,PJMW,482.9870637110515,,,7425.19
TEMOA,PJMW_to_SRCE,2045,full-base-1000,MW,217895.0,,42.0,PJMW,SRCE,542.940224506259,,,401.324
TEMOA,RMRG_to_SPPC,2045,full-base-1000,MW,2795925.0,,43.0,RMRG,SPPC,936.6269837220768,,,2985.1
TEMOA,RMRG_to_SPPN,2045,full-base-1000,MW,664441.0,,44.0,RMRG,SPPN,780.5713741841813,,,851.224
TEMOA,RMRG_to_SRSG,2045,full-base-1000,MW,1681099.0,,45.0,RMRG,SRSG,1451.9389962866967,,,1157.83
TEMOA,SPPC_to_SPPN,2045,full-base-1000,MW,27232.0,,46.0,SPPC,SPPN,261.19343417595013,,,104.261
TEMOA,SPPC_to_SPPS,2045,full-base-1000,MW,139711.0,,47.0,SPPC,SPPS,455.0277413171593,,,307.039
TEMOA,SPPN_to_SPPS,2045,full-base-1000,MW,229112.0,,48.0,SPPN,SPPS,679.4249275747745,,,337.215
TEMOA,SPPS_to_SRSG,2045,full-base-1000,MW,2621653.0,,49.0,SPPS,SRSG,1530.6511537017682,,,1712.77
TEMOA,SPPS_to_TRE,2045,full-base-1000,MW,538356.0,,50.0,SPPS,TRE,501.3042951289656,,,1073.91
TEMOA,SPPS_to_TREW,2045,full-base-1000,MW,927996.0,,51.0,SPPS,TREW,594.5912331781975,,,1560.73
TEMOA,SRCA_to_SRCE,2045,full-base-1000,MW,752081.0,,52.0,SRCA,SRCE,1047.313910703395,,,718.105
TEMOA,SRCA_to_SRSE,2045,full-base-1000,MW,11617.0,,53.0,SRCA,SRSE,750.9564568673488,,,15.4692
TEMOA,SRCE_to_SRSE,2045,full-base-1000,MW,15100.0,,54.0,SRCE,SRSE,808.9930595294763,,,18.6652
TEMOA,NWPP_to_SPPN,2045,full-base-1000,MW,1165745.0,,56.0,NWPP,SPPN,2877.9361274282305,,,405.063
TEMOA,SRSG_to_TRE,2045,full-base-1000,MW,3151300.0,,57.0,SRSG,TRE,1692.23667175099,,,1862.21
TEMOA,BASN_to_CANO,2050,full-base-1000,MW,514573.0,,1.0,BASN,CANO,1613.3847128003597,,,318.94
TEMOA,BASN_to_RMRG,2050,full-base-1000,MW,74383.0,,4.0,BASN,RMRG,1478.968739910536,,,50.2937
TEMOA,CANO_to_CASO,2050,full-base-1000,MW,21879.0,,6.0,CANO,CASO,678.496525078502,,,32.2463
TEMOA,CANO_to_NWPP,2050,full-base-1000,MW,374006.0,,7.0,CANO,NWPP,1302.6110658309303,,,287.12
TEMOA,CASO_to_SRSG,2050,full-base-1000,MW,1438041.0,,9.0,CASO,SRSG,670.4280089248628,,,2144.96
TEMOA,FRCC_to_SRSE,2050,full-base-1000,MW,924034.0,,10.0,FRCC,SRSE,930.705776696937,,,992.831
TEMOA,MISC_to_MISE,2050,full-base-1000,MW,1431975.0,,13.0,MISC,MISE,993.3851724175372,,,1441.51
TEMOA,MISC_to_PJMC,2050,full-base-1000,MW,20306.0,,16.0,MISC,PJMC,626.2046711986147,,,32.4263
TEMOA,MISC_to_PJMW,2050,full-base-1000,MW,3104127.0,,17.0,MISC,PJMW,636.7767278564246,,,4874.75
TEMOA,MISC_to_SPPC,2050,full-base-1000,MW,1092149.0,,18.0,MISC,SPPC,696.0754685319118,,,1569.01
TEMOA,MISC_to_SPPN,2050,full-base-1000,MW,2082593.0,,19.0,MISC,SPPN,919.2234841721058,,,2265.6
TEMOA,MISC_to_SPPS,2050,full-base-1000,MW,1271078.0,,20.0,MISC,SPPS,1164.3004320004338,,,1091.71
TEMOA,MISE_to_MISW,2050,full-base-1000,MW,92293.0,,22.0,MISE,MISW,1338.0895372438338,,,68.9734
TEMOA,MISS_to_SPPC,2050,full-base-1000,MW,176369.0,,24.0,MISS,SPPC,1264.309793619994,,,139.498
TEMOA,MISS_to_SPPS,2050,full-base-1000,MW,4021210.0,,25.0,MISS,SPPS,1083.4402589451677,,,3711.52
TEMOA,MISS_to_SRSE,2050,full-base-1000,MW,2216874.0,,27.0,MISS,SRSE,825.7437764420143,,,2684.7
TEMOA,MISW_to_NWPP,2050,full-base-1000,MW,145661.0,,28.0,MISW,NWPP,14040.700523946523,,,10.3742
TEMOA,MISW_to_PJMC,2050,full-base-1000,MW,419033.0,,29.0,MISW,PJMC,577.3769837220765,,,725.753
TEMOA,MISW_to_SPPC,2050,full-base-1000,MW,117289.0,,30.0,MISW,SPPC,1195.0293103479462,,,98.1473
TEMOA,MISW_to_SPPN,2050,full-base-1000,MW,29049.0,,31.0,MISW,SPPN,1014.1486283848258,,,28.6442
TEMOA,NWPP_to_RMRG,2050,full-base-1000,MW,315940.0,,32.0,NWPP,RMRG,256.39318164425606,,,1232.25
TEMOA,NYCW_to_PJME,2050,full-base-1000,MW,36555.0,,34.0,NYCW,PJME,81.02077938846139,,,451.182
TEMOA,NYUP_to_PJME,2050,full-base-1000,MW,28581.0,,35.0,NYUP,PJME,316.61636032760543,,,90.2714
TEMOA,PJMC_to_PJMW,2050,full-base-1000,MW,1629499.0,,36.0,PJMC,PJMW,484.9526117173539,,,3360.12
TEMOA,PJMD_to_PJME,2050,full-base-1000,MW,5336.0,,37.0,PJMD,PJME,139.26433395480618,,,38.3174
TEMOA,PJMD_to_SRCA,2050,full-base-1000,MW,31951.0,,39.0,PJMD,SRCA,525.2547915890101,,,60.8304
TEMOA,PJME_to_PJMW,2050,full-base-1000,MW,10145.0,,40.0,PJME,PJMW,482.9870637110515,,,21.0057
TEMOA,PJMW_to_SRCE,2050,full-base-1000,MW,407815.0,,42.0,PJMW,SRCE,542.940224506259,,,751.124
TEMOA,RMRG_to_SPPC,2050,full-base-1000,MW,1062491.0,,43.0,RMRG,SPPC,936.6269837220768,,,1134.38
TEMOA,RMRG_to_SPPN,2050,full-base-1000,MW,282028.0,,44.0,RMRG,SPPN,780.5713741841813,,,361.31
TEMOA,RMRG_to_SRSG,2050,full-base-1000,MW,1825712.0,,45.0,RMRG,SRSG,1451.9389962866967,,,1257.43
TEMOA,SPPC_to_SPPN,2050,full-base-1000,MW,31522.0,,46.0,SPPC,SPPN,261.19343417595013,,,120.685
TEMOA,SPPC_to_SPPS,2050,full-base-1000,MW,99695.0,,47.0,SPPC,SPPS,455.0277413171593,,,219.096
TEMOA,SPPN_to_SPPS,2050,full-base-1000,MW,396249.0,,48.0,SPPN,SPPS,679.4249275747745,,,583.212
TEMOA,SPPS_to_SRSG,2050,full-base-1000,MW,909781.0,,49.0,SPPS,SRSG,1530.6511537017682,,,594.375
TEMOA,SPPS_to_TRE,2050,full-base-1000,MW,941099.0,,50.0,SPPS,TRE,501.3042951289656,,,1877.3
TEMOA,SPPS_to_TREW,2050,full-base-1000,MW,289747.0,,51.0,SPPS,TREW,594.5912331781975,,,487.305
TEMOA,SRCA_to_SRCE,2050,full-base-1000,MW,1036290.0,,52.0,SRCA,SRCE,1047.313910703395,,,989.474
TEMOA,SRCA_to_SRSE,2050,full-base-1000,MW,8244.0,,53.0,SRCA,SRSE,750.9564568673488,,,10.9779
TEMOA,SRCE_to_SRSE,2050,full-base-1000,MW,18848.0,,54.0,SRCE,SRSE,808.9930595294763,,,23.2978
TEMOA,NWPP_to_SPPN,2050,full-base-1000,MW,467452.0,,56.0,NWPP,SPPN,2877.9361274282305,,,162.426
TEMOA,SRSG_to_TRE,2050,full-base-1000,MW,261652.0,,57.0,SRSG,TRE,1692.23667175099,,,154.619
USENSYS,BASN_to_CANO,2023,full-base-1000,MW,161338.0,161338.0,,BASN,CANO,1613.3847128003597,100.0,100.0,
USENSYS,BASN_to_CASO,2023,full-base-1000,MW,6232667.0,6231614.0,,BASN,CASO,1052.8154002870249,5919.0,5920.0,
USENSYS,BASN_to_NWPP,2023,full-base-1000,MW,7181335.0,7179191.0,,BASN,NWPP,2143.6820330805017,3349.0,3350.0,
USENSYS,BASN_to_RMRG,2023,full-base-1000,MW,5546133.0,5544654.0,,BASN,RMRG,1478.968739910536,3749.0,3750.0,
USENSYS,BASN_to_SRSG,2023,full-base-1000,MW,6445229.0,6444033.0,,BASN,SRSG,1196.8856954277987,5384.0,5385.0,
USENSYS,CANO_to_CASO,2023,full-base-1000,MW,2493475.0,2492796.0,,CANO,CASO,678.496525078502,3674.0,3675.0,
USENSYS,CANO_to_NWPP,2023,full-base-1000,MW,4787096.0,4785793.0,,CANO,NWPP,1302.6110658309303,3674.0,3675.0,
USENSYS,CASO_to_NWPP,2023,full-base-1000,MW,5313368.0,5313368.0,,CASO,NWPP,1859.1210098249196,2858.0,2858.0,
USENSYS,CASO_to_SRSG,2023,full-base-1000,MW,2919044.0,2918373.0,,CASO,SRSG,670.4280089248628,4353.0,4354.0,
USENSYS,FRCC_to_SRSE,2023,full-base-1000,MW,3350541.0,3349610.0,,FRCC,SRSE,930.705776696937,3599.0,3600.0,
USENSYS,ISNE_to_NYCW,2023,full-base-1000,MW,158660.0,190810.0,,ISNE,NYCW,208.76319678780865,914.0,760.0,
USENSYS,ISNE_to_NYUP,2023,full-base-1000,MW,591379.0,591379.0,,ISNE,NYUP,422.4133412443229,1400.0,1400.0,
USENSYS,MISC_to_MISS,2023,full-base-1000,MW,1488088.0,1488088.0,,MISC,MISS,1432.2313664952487,1039.0,1039.0,
USENSYS,MISC_to_MISW,2023,full-base-1000,MW,2268174.0,2268174.0,,MISC,MISW,1370.4981771620598,1655.0,1655.0,
USENSYS,MISC_to_PJMC,2023,full-base-1000,MW,3283817.0,3283191.0,,MISC,PJMC,626.2046711986147,5243.0,5244.0,
USENSYS,MISC_to_PJMW,2023,full-base-1000,MW,3464702.0,3464065.0,,MISC,PJMW,636.7767278564246,5440.0,5441.0,
USENSYS,MISC_to_SPPC,2023,full-base-1000,MW,995388.0,995388.0,,MISC,SPPC,696.0754685319118,1430.0,1430.0,
USENSYS,MISC_to_SPPS,2023,full-base-1000,MW,1364560.0,1364560.0,,MISC,SPPS,1164.3004320004338,1172.0,1172.0,
USENSYS,MISC_to_SRCE,2023,full-base-1000,MW,3024383.0,3023575.0,,MISC,SRCE,807.5788459671032,3744.0,3745.0,
USENSYS,MISE_to_PJMW,2023,full-base-1000,MW,1789648.0,1789648.0,,MISE,PJMW,672.2944948093907,2662.0,2662.0,
USENSYS,MISS_to_SPPS,2023,full-base-1000,MW,1838598.0,1838598.0,,MISS,SPPS,1083.4402589451677,1697.0,1697.0,
USENSYS,MISS_to_SRCE,2023,full-base-1000,MW,3726069.0,3725158.0,,MISS,SRCE,910.5740119711644,4091.0,4092.0,
USENSYS,MISS_to_SRSE,2023,full-base-1000,MW,735738.0,735738.0,,MISS,SRSE,825.7437764420143,891.0,891.0,
USENSYS,MISW_to_NWPP,2023,full-base-1000,MW,2808140.0,2808140.0,,MISW,NWPP,14040.700523946523,200.0,200.0,
USENSYS,MISW_to_PJMC,2023,full-base-1000,MW,1847606.0,1847029.0,,MISW,PJMC,577.3769837220765,3199.0,3200.0,
USENSYS,MISW_to_SPPN,2023,full-base-1000,MW,5589987.0,5588973.0,,MISW,SPPN,1014.1486283848258,5511.0,5512.0,
USENSYS,NWPP_to_RMRG,2023,full-base-1000,MW,102557.0,102557.0,,NWPP,RMRG,256.39318164425606,400.0,400.0,
USENSYS,NYCW_to_NYUP,2023,full-base-1000,MW,794072.0,794072.0,,NYCW,NYUP,319.03239545042265,2489.0,2489.0,
USENSYS,NYCW_to_PJME,2023,full-base-1000,MW,53474.0,437269.0,,NYCW,PJME,81.02077938846139,5397.0,660.0,
USENSYS,NYUP_to_PJME,2023,full-base-1000,MW,397354.0,397354.0,,NYUP,PJME,316.61636032760543,1255.0,1255.0,
USENSYS,PJMC_to_PJMW,2023,full-base-1000,MW,475254.0,475254.0,,PJMC,PJMW,484.9526117173539,980.0,980.0,
USENSYS,PJMD_to_PJME,2023,full-base-1000,MW,167117.0,167117.0,,PJMD,PJME,139.26433395480618,1200.0,1200.0,
USENSYS,PJMD_to_PJMW,2023,full-base-1000,MW,3421719.0,3421225.0,,PJMD,PJMW,493.7545177764829,6929.0,6930.0,
USENSYS,PJMD_to_SRCA,2023,full-base-1000,MW,525255.0,525255.0,,PJMD,SRCA,525.2547915890101,1000.0,1000.0,
USENSYS,PJME_to_PJMW,2023,full-base-1000,MW,1876405.0,1875922.0,,PJME,PJMW,482.9870637110515,3884.0,3885.0,
USENSYS,PJMW_to_SRCA,2023,full-base-1000,MW,1097455.0,1097455.0,,PJMW,SRCA,900.2912298442393,1219.0,1219.0,
USENSYS,PJMW_to_SRCE,2023,full-base-1000,MW,1809620.0,1809077.0,,PJMW,SRCE,542.940224506259,3332.0,3333.0,
USENSYS,RMRG_to_SPPC,2023,full-base-1000,MW,196692.0,196692.0,,RMRG,SPPC,936.6269837220768,210.0,210.0,
USENSYS,RMRG_to_SPPN,2023,full-base-1000,MW,320034.0,1465913.0,,RMRG,SPPN,780.5713741841813,1878.0,410.0,
USENSYS,RMRG_to_SRSG,2023,full-base-1000,MW,891491.0,891491.0,,RMRG,SRSG,1451.9389962866967,614.0,614.0,
USENSYS,SPPC_to_SPPN,2023,full-base-1000,MW,374290.0,789849.0,,SPPC,SPPN,261.19343417595013,3024.0,1433.0,
USENSYS,SPPC_to_SPPS,2023,full-base-1000,MW,1534354.0,1533899.0,,SPPC,SPPS,455.0277413171593,3371.0,3372.0,
USENSYS,SPPS_to_SRSG,2023,full-base-1000,MW,1545958.0,1545958.0,,SPPS,SRSG,1530.6511537017682,1010.0,1010.0,
USENSYS,SPPS_to_TRE,2023,full-base-1000,MW,300783.0,300783.0,,SPPS,TRE,501.3042951289656,600.0,600.0,
USENSYS,SPPS_to_TREW,2023,full-base-1000,MW,130810.0,1031616.0,,SPPS,TREW,594.5912331781975,1735.0,220.0,
USENSYS,SRCA_to_SRCE,2023,full-base-1000,MW,226220.0,226220.0,,SRCA,SRCE,1047.313910703395,216.0,216.0,
USENSYS,SRCA_to_SRSE,2023,full-base-1000,MW,1051339.0,1051339.0,,SRCA,SRSE,750.9564568673488,1400.0,1400.0,
USENSYS,SRCE_to_SRSE,2023,full-base-1000,MW,2585542.0,2584733.0,,SRCE,SRSE,808.9930595294763,3195.0,3196.0,
USENSYS,TRE_to_TREW,2023,full-base-1000,MW,11487357.0,11485272.0,,TRE,TREW,694.9819646586291,16526.0,16529.0,
USENSYS,BASN_to_CASO,2027,full-base-1000,MW,-1053.0,,,BASN,CASO,1052.8154002870249,,,-1.0
USENSYS,BASN_to_NWPP,2027,full-base-1000,MW,-2144.0,,,BASN,NWPP,2143.6820330805017,,,-1.0
USENSYS,BASN_to_RMRG,2027,full-base-1000,MW,-1479.0,,,BASN,RMRG,1478.968739910536,,,-1.0
USENSYS,BASN_to_SRSG,2027,full-base-1000,MW,-1197.0,,,BASN,SRSG,1196.8856954277987,,,-1.0
USENSYS,CANO_to_CASO,2027,full-base-1000,MW,-678.0,,,CANO,CASO,678.496525078502,,,-1.0
USENSYS,CANO_to_NWPP,2027,full-base-1000,MW,-1303.0,,,CANO,NWPP,1302.6110658309303,,,-1.0
USENSYS,CASO_to_SRSG,2027,full-base-1000,MW,-670.0,,,CASO,SRSG,670.4280089248628,,,-1.0
USENSYS,FRCC_to_SRSE,2027,full-base-1000,MW,-931.0,,,FRCC,SRSE,930.705776696937,,,-1.0
USENSYS,ISNE_to_NYCW,2027,full-base-1000,MW,32150.0,,,ISNE,NYCW,208.76319678780865,,,154.0
USENSYS,MISC_to_PJMC,2027,full-base-1000,MW,-626.0,,,MISC,PJMC,626.2046711986147,,,-1.0
USENSYS,MISC_to_PJMW,2027,full-base-1000,MW,-637.0,,,MISC,PJMW,636.7767278564246,,,-1.0
USENSYS,MISC_to_SRCE,2027,full-base-1000,MW,-808.0,,,MISC,SRCE,807.5788459671032,,,-1.0
USENSYS,MISS_to_SRCE,2027,full-base-1000,MW,-911.0,,,MISS,SRCE,910.5740119711644,,,-1.0
USENSYS,MISW_to_PJMC,2027,full-base-1000,MW,-577.0,,,MISW,PJMC,577.3769837220765,,,-1.0
USENSYS,MISW_to_SPPN,2027,full-base-1000,MW,-1014.0,,,MISW,SPPN,1014.1486283848258,,,-1.0
USENSYS,NYCW_to_PJME,2027,full-base-1000,MW,383795.0,,,NYCW,PJME,81.02077938846139,,,4737.0
USENSYS,PJMD_to_PJMW,2027,full-base-1000,MW,-494.0,,,PJMD,PJMW,493.7545177764829,,,-1.0
USENSYS,PJME_to_PJMW,2027,full-base-1000,MW,-483.0,,,PJME,PJMW,482.9870637110515,,,-1.0
USENSYS,PJMW_to_SRCE,2027,full-base-1000,MW,-543.0,,,PJMW,SRCE,542.940224506259,,,-1.0
USENSYS,RMRG_to_SPPN,2027,full-base-1000,MW,1145879.0,,,RMRG,SPPN,780.5713741841813,,,1468.0
USENSYS,SPPC_to_SPPN,2027,full-base-1000,MW,415559.0,,,SPPC,SPPN,261.19343417595013,,,1591.0
USENSYS,SPPC_to_SPPS,2027,full-base-1000,MW,-455.0,,,SPPC,SPPS,455.0277413171593,,,-1.0
USENSYS,SPPS_to_TREW,2027,full-base-1000,MW,900806.0,,,SPPS,TREW,594.5912331781975,,,1515.0
USENSYS,SRCE_to_SRSE,2027,full-base-1000,MW,-809.0,,,SRCE,SRSE,808.9930595294763,,,-1.0
USENSYS,TREW_to_TRE,2027,full-base-1000,MW,-2085.0,,,TREW,TRE,694.9819646586291,,,-3.0
USENSYS,BASN_to_CASO,2030,full-base-1000,MW,-1053.0,,,BASN,CASO,1052.8154002870249,,,-1.0
USENSYS,CASO_to_SRSG,2030,full-base-1000,MW,1688138.0,,,CASO,SRSG,670.4280089248628,,,2518.0
USENSYS,ISNE_to_NYUP,2030,full-base-1000,MW,1410016.0,,,ISNE,NYUP,422.4133412443229,,,3338.0
USENSYS,MISC_to_SPPC,2030,full-base-1000,MW,3755327.0,,,MISC,SPPC,696.0754685319118,,,5395.0
USENSYS,MISC_to_SPPS,2030,full-base-1000,MW,3404414.0,,,MISC,SPPS,1164.3004320004338,,,2924.0
USENSYS,MISS_to_SPPS,2030,full-base-1000,MW,21454284.0,,,MISS,SPPS,1083.4402589451677,,,19802.0
USENSYS,MISS_to_SRSE,2030,full-base-1000,MW,6791743.0,,,MISS,SRSE,825.7437764420143,,,8225.0
USENSYS,MISW_to_PJMC,2030,full-base-1000,MW,3776045.0,,,MISW,PJMC,577.3769837220765,,,6540.0
USENSYS,NWPP_to_RMRG,2030,full-base-1000,MW,796101.0,,,NWPP,RMRG,256.39318164425606,,,3105.0
USENSYS,NYCW_to_NYUP,2030,full-base-1000,MW,781948.0,,,NYCW,NYUP,319.03239545042265,,,2451.0
USENSYS,NYUP_to_PJME,2030,full-base-1000,MW,885259.0,,,NYUP,PJME,316.61636032760543,,,2796.0
USENSYS,PJMC_to_PJMW,2030,full-base-1000,MW,4321898.0,,,PJMC,PJMW,484.9526117173539,,,8912.0
USENSYS,PJMD_to_PJME,2030,full-base-1000,MW,373507.0,,,PJMD,PJME,139.26433395480618,,,2682.0
USENSYS,PJMD_to_PJMW,2030,full-base-1000,MW,-494.0,,,PJMD,PJMW,493.7545177764829,,,-1.0
USENSYS,PJME_to_PJMW,2030,full-base-1000,MW,1393901.0,,,PJME,PJMW,482.9870637110515,,,2886.0
USENSYS,RMRG_to_SPPC,2030,full-base-1000,MW,5470838.0,,,RMRG,SPPC,936.6269837220768,,,5841.0
USENSYS,RMRG_to_SPPN,2030,full-base-1000,MW,1351950.0,,,RMRG,SPPN,780.5713741841813,,,1732.0
USENSYS,RMRG_to_SRSG,2030,full-base-1000,MW,435582.0,,,RMRG,SRSG,1451.9389962866967,,,300.0
USENSYS,SPPS_to_SRSG,2030,full-base-1000,MW,10359447.0,,,SPPS,SRSG,1530.6511537017682,,,6768.0
USENSYS,SPPS_to_TRE,2030,full-base-1000,MW,3799887.0,,,SPPS,TRE,501.3042951289656,,,7580.0
USENSYS,SPPS_to_TREW,2030,full-base-1000,MW,2579337.0,,,SPPS,TREW,594.5912331781975,,,4338.0
USENSYS,TREW_to_TRE,2030,full-base-1000,MW,-695.0,,,TREW,TRE,694.9819646586291,,,-1.0
USENSYS,MISC_to_MISE,2030,full-base-1000,MW,1796040.0,,,MISC,MISE,993.3851724175372,,,1808.0
USENSYS,MISC_to_SPPN,2030,full-base-1000,MW,1145352.0,,,MISC,SPPN,919.2234841721058,,,1246.0
USENSYS,MISE_to_MISW,2030,full-base-1000,MW,1118643.0,,,MISE,MISW,1338.0895372438338,,,836.0
USENSYS,MISS_to_SPPC,2030,full-base-1000,MW,2773896.0,,,MISS,SPPC,1264.309793619994,,,2194.0
USENSYS,NWPP_to_SPPN,2030,full-base-1000,MW,1758419.0,,,NWPP,SPPN,2877.9361274282305,,,611.0
USENSYS,SPPN_to_SPPS,2030,full-base-1000,MW,3664818.0,,,SPPN,SPPS,679.4249275747745,,,5394.0
USENSYS,SRSG_to_TRE,2030,full-base-1000,MW,2731270.0,,,SRSG,TRE,1692.23667175099,,,1614.0
USENSYS,BASN_to_CASO,2035,full-base-1000,MW,-2106.0,,,BASN,CASO,1052.8154002870249,,,-2.0
USENSYS,BASN_to_NWPP,2035,full-base-1000,MW,-2144.0,,,BASN,NWPP,2143.6820330805017,,,-1.0
USENSYS,BASN_to_RMRG,2035,full-base-1000,MW,-1479.0,,,BASN,RMRG,1478.968739910536,,,-1.0
USENSYS,BASN_to_SRSG,2035,full-base-1000,MW,-2394.0,,,BASN,SRSG,1196.8856954277987,,,-2.0
USENSYS,CANO_to_CASO,2035,full-base-1000,MW,-678.0,,,CANO,CASO,678.496525078502,,,-1.0
USENSYS,CANO_to_NWPP,2035,full-base-1000,MW,-1303.0,,,CANO,NWPP,1302.6110658309303,,,-1.0
USENSYS,NWPP_to_CASO,2035,full-base-1000,MW,-1859.0,,,NWPP,CASO,1859.1210098249196,,,-1.0
USENSYS,CASO_to_SRSG,2035,full-base-1000,MW,943963.0,,,CASO,SRSG,670.4280089248628,,,1408.0
USENSYS,FRCC_to_SRSE,2035,full-base-1000,MW,-931.0,,,FRCC,SRSE,930.705776696937,,,-1.0
USENSYS,ISNE_to_NYUP,2035,full-base-1000,MW,2735971.0,,,ISNE,NYUP,422.4133412443229,,,6477.0
