zone,value,planning_year,model,agg_zone,case
12.0,4.596782748973154,2045,GenX,,full-base-200
13.0,4.605050616004245,2045,GenX,,full-base-200
14.0,4.56636294410276,2045,GenX,,full-base-200
15.0,4.609925614465428,2045,GenX,,full-base-200
16.0,4.584680125680412,2045,GenX,,full-base-200
17.0,4.512714871088677,2045,GenX,,full-base-200
18.0,4.496312409750385,2045,GenX,,full-base-200
19.0,4.429006290612006,2045,GenX,,full-base-200
20.0,4.531415148584918,2045,GenX,,full-base-200
21.0,4.561224250727184,2045,GenX,,full-base-200
22.0,4.542942554146281,2045,GenX,,full-base-200
23.0,4.539537968289393,2045,GenX,,full-base-200
24.0,4.5718063626718894,2045,GenX,,full-base-200
25.0,4.562939141249018,2045,GenX,,full-base-200
26.0,4.554846176472052,2045,GenX,,full-base-200
1.0,2976.062645355115,2050,GenX,,full-base-200
2.0,7.261008701132048,2050,GenX,,full-base-200
3.0,7.205603667512176,2050,GenX,,full-base-200
4.0,7.253919655718183,2050,GenX,,full-base-200
5.0,78461.12397882942,2050,GenX,,full-base-200
6.0,7.198228634186361,2050,GenX,,full-base-200
7.0,303.100525480688,2050,GenX,,full-base-200
8.0,7.191443880121863,2050,GenX,,full-base-200
9.0,5716.623674751717,2050,GenX,,full-base-200
10.0,34192.68017678227,2050,GenX,,full-base-200
11.0,638.8358168727372,2050,GenX,,full-base-200
12.0,7.351435577688616,2050,GenX,,full-base-200
13.0,7.263797037602352,2050,GenX,,full-base-200
14.0,7.309480638350114,2050,GenX,,full-base-200
15.0,7.34306777348306,2050,GenX,,full-base-200
16.0,7.254300261646275,2050,GenX,,full-base-200
17.0,7.344448628523477,2050,GenX,,full-base-200
18.0,7.168779315884216,2050,GenX,,full-base-200
19.0,7.151968308656146,2050,GenX,,full-base-200
20.0,7.223174886071965,2050,GenX,,full-base-200
21.0,7.269092258284076,2050,GenX,,full-base-200
22.0,7.201565117812991,2050,GenX,,full-base-200
23.0,7.2011056228126495,2050,GenX,,full-base-200
24.0,7.243313876311267,2050,GenX,,full-base-200
25.0,3075.027290892938,2050,GenX,,full-base-200
26.0,7.332865721784062,2050,GenX,,full-base-200
1.0,2.1441117339756346,2035,GenX,,full-base-200
2.0,2.124694197379801,2035,GenX,,full-base-200
3.0,2.1159462743643176,2035,GenX,,full-base-200
4.0,2.070413838107874,2035,GenX,,full-base-200
5.0,57373.91694178952,2035,GenX,,full-base-200
6.0,2.0356438585621257,2035,GenX,,full-base-200
7.0,2.076880515940865,2035,GenX,,full-base-200
8.0,2.01884129205463,2035,GenX,,full-base-200
9.0,2.058047315920043,2035,GenX,,full-base-200
10.0,2.170471367352956,2035,GenX,,full-base-200
11.0,2160.998414574115,2035,GenX,,full-base-200
12.0,2.1706608470942563,2035,GenX,,full-base-200
13.0,2.199099981556771,2035,GenX,,full-base-200
14.0,2.1048354016307687,2035,GenX,,full-base-200
15.0,2.080001169878749,2035,GenX,,full-base-200
16.0,2.155933991826873,2035,GenX,,full-base-200
17.0,1.9373701580068008,2035,GenX,,full-base-200
18.0,1.9983897491835148,2035,GenX,,full-base-200
19.0,2.0017463614549427,2035,GenX,,full-base-200
20.0,2.003969721364289,2035,GenX,,full-base-200
21.0,2.0410174117895865,2035,GenX,,full-base-200
22.0,2.073627636147217,2035,GenX,,full-base-200
23.0,2.0588292031027566,2035,GenX,,full-base-200
24.0,2.097977654365744,2035,GenX,,full-base-200
25.0,2.046044670615971,2035,GenX,,full-base-200
26.0,2.1812494647433263,2035,GenX,,full-base-200
1.0,2.3093039415807546,2030,GenX,,full-base-200
2.0,2.319650879575151,2030,GenX,,full-base-200
3.0,2.32834252075222,2030,GenX,,full-base-200
4.0,2.3173086187879446,2030,GenX,,full-base-200
5.0,10429.173097039771,2030,GenX,,full-base-200
6.0,2.3076985816067968,2030,GenX,,full-base-200
7.0,2.307580747800266,2030,GenX,,full-base-200
8.0,2.3003514453730247,2030,GenX,,full-base-200
9.0,2.302192466275903,2030,GenX,,full-base-200
10.0,2.3235077959145705,2030,GenX,,full-base-200
11.0,2.35192349981578,2030,GenX,,full-base-200
12.0,2.314280309238948,2030,GenX,,full-base-200
13.0,2.3239401919231284,2030,GenX,,full-base-200
14.0,2.320865596200822,2030,GenX,,full-base-200
15.0,2.3273249312776803,2030,GenX,,full-base-200
16.0,2.3318832807951946,2030,GenX,,full-base-200
17.0,2.274220399667622,2030,GenX,,full-base-200
18.0,2.283688534331341,2030,GenX,,full-base-200
19.0,2.281037205429435,2030,GenX,,full-base-200
20.0,2.2909241182400826,2030,GenX,,full-base-200
21.0,2.310722064503384,2030,GenX,,full-base-200
22.0,2.317431864567364,2030,GenX,,full-base-200
23.0,2.3247742448856457,2030,GenX,,full-base-200
24.0,2.3183414586060165,2030,GenX,,full-base-200
25.0,2.3200124812951413,2030,GenX,,full-base-200
26.0,2.3156051750293294,2030,GenX,,full-base-200
1.0,5.294136005154541,2027,USENSYS,,full-base-1000
2.0,5.294760123780849,2027,USENSYS,,full-base-1000
3.0,5.318130541474711,2027,USENSYS,,full-base-1000
4.0,5.351061312052864,2027,USENSYS,,full-base-1000
5.0,110.42343722636078,2027,USENSYS,,full-base-1000
6.0,5.306579092954498,2027,USENSYS,,full-base-1000
7.0,5.293743760201892,2027,USENSYS,,full-base-1000
8.0,5.302573127583873,2027,USENSYS,,full-base-1000
9.0,5.327773949515464,2027,USENSYS,,full-base-1000
10.0,5.320248428534123,2027,USENSYS,,full-base-1000
11.0,5.292970552641446,2027,USENSYS,,full-base-1000
12.0,5.269950957408956,2027,USENSYS,,full-base-1000
13.0,5.2907478946659054,2027,USENSYS,,full-base-1000
14.0,5.294554599391436,2027,USENSYS,,full-base-1000
15.0,5.343079632446364,2027,USENSYS,,full-base-1000
16.0,5.333439170558732,2027,USENSYS,,full-base-1000
17.0,5.27498666242251,2027,USENSYS,,full-base-1000
18.0,5.270964427590792,2027,USENSYS,,full-base-1000
19.0,5.251866764815834,2027,USENSYS,,full-base-1000
20.0,5.288634786709199,2027,USENSYS,,full-base-1000
21.0,5.314858973607679,2027,USENSYS,,full-base-1000
22.0,5.319069497178292,2027,USENSYS,,full-base-1000
23.0,5.334251000722188,2027,USENSYS,,full-base-1000
24.0,5.304450080597753,2027,USENSYS,,full-base-1000
25.0,5.399793452855233,2027,USENSYS,,full-base-1000
26.0,5.241735902233949,2027,USENSYS,,full-base-1000
1.0,2463.4052297322983,2040,USENSYS,,full-base-1000
2.0,7.044444150706714,2040,USENSYS,,full-base-1000
3.0,7.163363655748761,2040,USENSYS,,full-base-1000
4.0,7.260163105084495,2040,USENSYS,,full-base-1000
5.0,798.2191751194821,2040,USENSYS,,full-base-1000
6.0,7.079021056180044,2040,USENSYS,,full-base-1000
7.0,7.224885204067072,2040,USENSYS,,full-base-1000
8.0,7.117466838578841,2040,USENSYS,,full-base-1000
9.0,2220.0084709699827,2040,USENSYS,,full-base-1000
10.0,5103.858852972426,2040,USENSYS,,full-base-1000
11.0,7.215417171133064,2040,USENSYS,,full-base-1000
12.0,7.139863698312368,2040,USENSYS,,full-base-1000
13.0,7.203618892659592,2040,USENSYS,,full-base-1000
14.0,7.186801502733834,2040,USENSYS,,full-base-1000
15.0,7.220605708802066,2040,USENSYS,,full-base-1000
16.0,7.115645428335644,2040,USENSYS,,full-base-1000
17.0,6.756577950213032,2040,USENSYS,,full-base-1000
18.0,7.110085323665836,2040,USENSYS,,full-base-1000
19.0,7.014380421283976,2040,USENSYS,,full-base-1000
20.0,7.072537077916491,2040,USENSYS,,full-base-1000
21.0,7.173951120345121,2040,USENSYS,,full-base-1000
22.0,7.130700574192344,2040,USENSYS,,full-base-1000
23.0,7.198596912125656,2040,USENSYS,,full-base-1000
24.0,7.205563293819138,2040,USENSYS,,full-base-1000
25.0,7.258859628754713,2040,USENSYS,,full-base-1000
26.0,6.881413062697538,2040,USENSYS,,full-base-1000
1.0,5.461274761269957,2045,USENSYS,,full-base-1000
2.0,5.446301876352865,2045,USENSYS,,full-base-1000
3.0,5.47491409155027,2045,USENSYS,,full-base-1000
4.0,5.520337031877617,2045,USENSYS,,full-base-1000
5.0,5.52504766108044,2045,USENSYS,,full-base-1000
6.0,5.4671256705090805,2045,USENSYS,,full-base-1000
7.0,5.480086129439824,2045,USENSYS,,full-base-1000
8.0,5.48943462145624,2045,USENSYS,,full-base-1000
9.0,854.2670092961647,2045,USENSYS,,full-base-1000
10.0,306.1057952399118,2045,USENSYS,,full-base-1000
11.0,5.466954220166677,2045,USENSYS,,full-base-1000
12.0,5.469254219899918,2045,USENSYS,,full-base-1000
13.0,5.4238495481979,2045,USENSYS,,full-base-1000
14.0,5.478604744156106,2045,USENSYS,,full-base-1000
15.0,5.493968463024324,2045,USENSYS,,full-base-1000
16.0,5.473947213096736,2045,USENSYS,,full-base-1000
17.0,5.4239551453788994,2045,USENSYS,,full-base-1000
18.0,5.463694972212243,2045,USENSYS,,full-base-1000
19.0,5.426465828800691,2045,USENSYS,,full-base-1000
20.0,5.46281463445241,2045,USENSYS,,full-base-1000
21.0,5.491321637781265,2045,USENSYS,,full-base-1000
22.0,5.479776959205947,2045,USENSYS,,full-base-1000
23.0,5.500428390415647,2045,USENSYS,,full-base-1000
24.0,5.435604145439793,2045,USENSYS,,full-base-1000
25.0,5.513186958325546,2045,USENSYS,,full-base-1000
26.0,5.358572128984588,2045,USENSYS,,full-base-1000
1.0,13.787179769212496,2050,USENSYS,,full-base-1000
2.0,13.740391676774378,2050,USENSYS,,full-base-1000
3.0,13.857729591684471,2050,USENSYS,,full-base-1000
4.0,14.347057863683755,2050,USENSYS,,full-base-1000
5.0,14.145650153615874,2050,USENSYS,,full-base-1000
6.0,13.901844762123162,2050,USENSYS,,full-base-1000
7.0,13.941253283651657,2050,USENSYS,,full-base-1000
8.0,13.992273107780312,2050,USENSYS,,full-base-1000
9.0,14.095126664611616,2050,USENSYS,,full-base-1000
10.0,13.874194651311184,2050,USENSYS,,full-base-1000
11.0,13.620446366587244,2050,USENSYS,,full-base-1000
12.0,13.33298475686292,2050,USENSYS,,full-base-1000
13.0,13.4505566181844,2050,USENSYS,,full-base-1000
14.0,13.992211121742832,2050,USENSYS,,full-base-1000
15.0,13.973037053937738,2050,USENSYS,,full-base-1000
16.0,13.890586192847584,2050,USENSYS,,full-base-1000
17.0,13.79302120642825,2050,USENSYS,,full-base-1000
18.0,13.293698232957384,2050,USENSYS,,full-base-1000
19.0,13.205131097570144,2050,USENSYS,,full-base-1000
20.0,14.318706826569697,2050,USENSYS,,full-base-1000
21.0,14.076300784012162,2050,USENSYS,,full-base-1000
22.0,14.187167394050102,2050,USENSYS,,full-base-1000
23.0,13.826112542066594,2050,USENSYS,,full-base-1000
24.0,13.884493084392512,2050,USENSYS,,full-base-1000
25.0,15.151347589503466,2050,USENSYS,,full-base-1000
26.0,13.424774211040829,2050,USENSYS,,full-base-1000
1.0,5.4215787173180265,2035,USENSYS,,full-base-1000
2.0,5.431172824601043,2035,USENSYS,,full-base-1000
3.0,5.453331001191983,2035,USENSYS,,full-base-1000
4.0,5.473222479000584,2035,USENSYS,,full-base-1000
5.0,4804.7714302820805,2035,USENSYS,,full-base-1000
6.0,5.427635716501083,2035,USENSYS,,full-base-1000
7.0,5.457515729748048,2035,USENSYS,,full-base-1000
8.0,5.426296695557903,2035,USENSYS,,full-base-1000
9.0,2885.167026148604,2035,USENSYS,,full-base-1000
10.0,5.437397177349714,2035,USENSYS,,full-base-1000
11.0,5.5219568725172925,2035,USENSYS,,full-base-1000
12.0,5.444718084461773,2035,USENSYS,,full-base-1000
13.0,5.43519556660532,2035,USENSYS,,full-base-1000
14.0,5.459614128909216,2035,USENSYS,,full-base-1000
15.0,5.485706966159863,2035,USENSYS,,full-base-1000
16.0,5.435449212635136,2035,USENSYS,,full-base-1000
17.0,5.379522326673067,2035,USENSYS,,full-base-1000
18.0,5.400409449212194,2035,USENSYS,,full-base-1000
19.0,5.382920279547515,2035,USENSYS,,full-base-1000
20.0,5.394027562598828,2035,USENSYS,,full-base-1000
21.0,509.7249329316824,2035,USENSYS,,full-base-1000
22.0,5.438501620033029,2035,USENSYS,,full-base-1000
23.0,5.4433196192512,2035,USENSYS,,full-base-1000
24.0,5.446130140936224,2035,USENSYS,,full-base-1000
25.0,5.452735417222983,2035,USENSYS,,full-base-1000
26.0,5.373386663004648,2035,USENSYS,,full-base-1000
1.0,4.701595047354373,2030,USENSYS,,full-base-1000
2.0,4.67383994856755,2030,USENSYS,,full-base-1000
3.0,4.719019121211445,2030,USENSYS,,full-base-1000
4.0,4.743599331843791,2030,USENSYS,,full-base-1000
5.0,4.77468870077435,2030,USENSYS,,full-base-1000
6.0,4.687984847594619,2030,USENSYS,,full-base-1000
7.0,4.704740964009163,2030,USENSYS,,full-base-1000
8.0,4.6856400719842455,2030,USENSYS,,full-base-1000
9.0,4.703684139471549,2030,USENSYS,,full-base-1000
10.0,4.703815120193483,2030,USENSYS,,full-base-1000
11.0,4.816871466361532,2030,USENSYS,,full-base-1000
12.0,4.737623263828492,2030,USENSYS,,full-base-1000
13.0,4.724002056465636,2030,USENSYS,,full-base-1000
14.0,4.761211952501984,2030,USENSYS,,full-base-1000
15.0,4.807202128435317,2030,USENSYS,,full-base-1000
16.0,4.715639918797156,2030,USENSYS,,full-base-1000
17.0,4.624332817311639,2030,USENSYS,,full-base-1000
18.0,4.674606637135941,2030,USENSYS,,full-base-1000
19.0,4.640484185848033,2030,USENSYS,,full-base-1000
20.0,4.671170760075951,2030,USENSYS,,full-base-1000
21.0,4.71282740996889,2030,USENSYS,,full-base-1000
22.0,4.7073105327839855,2030,USENSYS,,full-base-1000
23.0,4.716402073286471,2030,USENSYS,,full-base-1000
24.0,4.683814570816267,2030,USENSYS,,full-base-1000
25.0,4.725284034860357,2030,USENSYS,,full-base-1000
26.0,4.644871881169134,2030,USENSYS,,full-base-1000
1.0,3.937382087068502,2027,SWITCH,,full-base-1000
2.0,3.926368224584921,2027,SWITCH,,full-base-1000
3.0,3.994382409468683,2027,SWITCH,,full-base-1000
4.0,4.013121132320272,2027,SWITCH,,full-base-1000
5.0,17560.899487608418,2027,SWITCH,,full-base-1000
6.0,3.9351509904810937,2027,SWITCH,,full-base-1000
7.0,3.8817783059443567,2027,SWITCH,,full-base-1000
8.0,3.999718277145065,2027,SWITCH,,full-base-1000
9.0,3.961807957536859,2027,SWITCH,,full-base-1000
10.0,3.992292898302632,2027,SWITCH,,full-base-1000
11.0,99.35052268350262,2027,SWITCH,,full-base-1000
12.0,3.865695737584074,2027,SWITCH,,full-base-1000
13.0,3.901853487811116,2027,SWITCH,,full-base-1000
14.0,3.910966054452385,2027,SWITCH,,full-base-1000
15.0,4.052207237939886,2027,SWITCH,,full-base-1000
16.0,3.986924630831077,2027,SWITCH,,full-base-1000
17.0,3.859221133495191,2027,SWITCH,,full-base-1000
18.0,3.804395909088079,2027,SWITCH,,full-base-1000
19.0,3.70660390206042,2027,SWITCH,,full-base-1000
20.0,3.901749155205154,2027,SWITCH,,full-base-1000
21.0,3.9654557883248223,2027,SWITCH,,full-base-1000
22.0,3.979952513860221,2027,SWITCH,,full-base-1000
23.0,4.01654601448865,2027,SWITCH,,full-base-1000
24.0,4.008926833973791,2027,SWITCH,,full-base-1000
25.0,4.165628855746292,2027,SWITCH,,full-base-1000
26.0,3.812793303425456,2027,SWITCH,,full-base-1000
1.0,6.736380277327954,2040,SWITCH,,full-base-1000
2.0,6.761092483842725,2040,SWITCH,,full-base-1000
3.0,6.844039146671345,2040,SWITCH,,full-base-1000
4.0,6.966657858007627,2040,SWITCH,,full-base-1000
5.0,59257.62651679462,2040,SWITCH,,full-base-1000
6.0,6.847730454672334,2040,SWITCH,,full-base-1000
7.0,6.909021134549685,2040,SWITCH,,full-base-1000
8.0,6.869898672528325,2040,SWITCH,,full-base-1000
9.0,2520.270064501776,2040,SWITCH,,full-base-1000
10.0,3936.163006920623,2040,SWITCH,,full-base-1000
11.0,6.843558577419802,2040,SWITCH,,full-base-1000
12.0,6.7572522775195925,2040,SWITCH,,full-base-1000
13.0,6.891569984407874,2040,SWITCH,,full-base-1000
14.0,6.829280983646258,2040,SWITCH,,full-base-1000
15.0,6.887848210793934,2040,SWITCH,,full-base-1000
16.0,6.814027095957206,2040,SWITCH,,full-base-1000
17.0,6.747399612892882,2040,SWITCH,,full-base-1000
18.0,6.832478696475556,2040,SWITCH,,full-base-1000
19.0,6.772139844210885,2040,SWITCH,,full-base-1000
20.0,6.759026547956335,2040,SWITCH,,full-base-1000
21.0,6.875796449650485,2040,SWITCH,,full-base-1000
22.0,6.852553753823436,2040,SWITCH,,full-base-1000
23.0,6.90389512908351,2040,SWITCH,,full-base-1000
24.0,6.996715991006679,2040,SWITCH,,full-base-1000
25.0,6.933592657429953,2040,SWITCH,,full-base-1000
26.0,6.57182948056637,2040,SWITCH,,full-base-1000
1.0,5.621832691858693,2045,SWITCH,,full-base-1000
2.0,5.106451756198833,2045,SWITCH,,full-base-1000
3.0,5.335098465804865,2045,SWITCH,,full-base-1000
4.0,5.872052383068027,2045,SWITCH,,full-base-1000
5.0,5.867063662921336,2045,SWITCH,,full-base-1000
6.0,5.383040037475446,2045,SWITCH,,full-base-1000
7.0,5.641585846116239,2045,SWITCH,,full-base-1000
8.0,5.454124249431128,2045,SWITCH,,full-base-1000
9.0,1352.9972061215517,2045,SWITCH,,full-base-1000
10.0,8524.089616702628,2045,SWITCH,,full-base-1000
11.0,5.849695474629625,2045,SWITCH,,full-base-1000
12.0,5.674879429151845,2045,SWITCH,,full-base-1000
13.0,5.429761950321153,2045,SWITCH,,full-base-1000
14.0,5.563068926573706,2045,SWITCH,,full-base-1000
15.0,5.454938502796983,2045,SWITCH,,full-base-1000
16.0,5.218433632538367,2045,SWITCH,,full-base-1000
17.0,5.152611500050124,2045,SWITCH,,full-base-1000
18.0,5.317396191832874,2045,SWITCH,,full-base-1000
19.0,5.279650918631232,2045,SWITCH,,full-base-1000
20.0,5.292119786384757,2045,SWITCH,,full-base-1000
21.0,5.494191844402841,2045,SWITCH,,full-base-1000
22.0,5.7978819089636175,2045,SWITCH,,full-base-1000
23.0,5.580683425161448,2045,SWITCH,,full-base-1000
24.0,5.952262317198226,2045,SWITCH,,full-base-1000
25.0,5.613732471869328,2045,SWITCH,,full-base-1000
26.0,5.318482213896055,2045,SWITCH,,full-base-1000
1.0,8.6317523984083,2050,SWITCH,,full-base-1000
2.0,8.555493912404234,2050,SWITCH,,full-base-1000
3.0,8.68331223580418,2050,SWITCH,,full-base-1000
4.0,8.896320460103702,2050,SWITCH,,full-base-1000
5.0,226.04056079562943,2050,SWITCH,,full-base-1000
6.0,8.765347573842151,2050,SWITCH,,full-base-1000
7.0,8.896997883123847,2050,SWITCH,,full-base-1000
8.0,8.852947271290573,2050,SWITCH,,full-base-1000
9.0,8.789120048804378,2050,SWITCH,,full-base-1000
10.0,2369.438650282201,2050,SWITCH,,full-base-1000
11.0,8.52336150963037,2050,SWITCH,,full-base-1000
12.0,8.409670702170514,2050,SWITCH,,full-base-1000
13.0,8.45782575427048,2050,SWITCH,,full-base-1000
14.0,8.768524490060095,2050,SWITCH,,full-base-1000
15.0,8.696092585769229,2050,SWITCH,,full-base-1000
16.0,8.721078054034757,2050,SWITCH,,full-base-1000
17.0,8.647495093808946,2050,SWITCH,,full-base-1000
18.0,8.405747643559518,2050,SWITCH,,full-base-1000
19.0,8.3580808400388,2050,SWITCH,,full-base-1000
20.0,8.940571259922262,2050,SWITCH,,full-base-1000
21.0,8.745015970484822,2050,SWITCH,,full-base-1000
22.0,8.865460736216463,2050,SWITCH,,full-base-1000
23.0,8.609536972686527,2050,SWITCH,,full-base-1000
24.0,8.665690105818047,2050,SWITCH,,full-base-1000
25.0,9.166621793239418,2050,SWITCH,,full-base-1000
26.0,8.571630335947305,2050,SWITCH,,full-base-1000
1.0,4.922522774348932,2035,SWITCH,,full-base-1000
2.0,5.031843988457534,2035,SWITCH,,full-base-1000
3.0,5.126777681091693,2035,SWITCH,,full-base-1000
4.0,5.342091583280697,2035,SWITCH,,full-base-1000
5.0,56977.019252238686,2035,SWITCH,,full-base-1000
6.0,5.060395546759401,2035,SWITCH,,full-base-1000
7.0,5.178907595232436,2035,SWITCH,,full-base-1000
8.0,5.083689013135427,2035,SWITCH,,full-base-1000
9.0,2803.9413103225647,2035,SWITCH,,full-base-1000
10.0,5.120432447952786,2035,SWITCH,,full-base-1000
11.0,57.44046690766964,2035,SWITCH,,full-base-1000
12.0,4.967716320754282,2035,SWITCH,,full-base-1000
13.0,5.116051063600539,2035,SWITCH,,full-base-1000
14.0,4.988779119284288,2035,SWITCH,,full-base-1000
15.0,5.207796254805383,2035,SWITCH,,full-base-1000
16.0,5.0828789426855385,2035,SWITCH,,full-base-1000
17.0,4.78653507057258,2035,SWITCH,,full-base-1000
18.0,4.888336448380176,2035,SWITCH,,full-base-1000
19.0,4.799214017420641,2035,SWITCH,,full-base-1000
20.0,4.983005550270221,2035,SWITCH,,full-base-1000
21.0,597.1522161153896,2035,SWITCH,,full-base-1000
22.0,5.149609726265232,2035,SWITCH,,full-base-1000
23.0,5.153050889650178,2035,SWITCH,,full-base-1000
24.0,5.125078434086076,2035,SWITCH,,full-base-1000
25.0,5.378512941061044,2035,SWITCH,,full-base-1000
26.0,4.857640089953373,2035,SWITCH,,full-base-1000
1.0,3.8798713952527337,2030,SWITCH,,full-base-1000
2.0,3.871920730966613,2030,SWITCH,,full-base-1000
3.0,3.895935954703949,2030,SWITCH,,full-base-1000
4.0,3.9069526120736495,2030,SWITCH,,full-base-1000
5.0,5900.903097045807,2030,SWITCH,,full-base-1000
6.0,3.871468485372115,2030,SWITCH,,full-base-1000
7.0,3.889039480569485,2030,SWITCH,,full-base-1000
8.0,3.866997615706164,2030,SWITCH,,full-base-1000
9.0,3.8780167540709782,2030,SWITCH,,full-base-1000
10.0,3.877357171644229,2030,SWITCH,,full-base-1000
11.0,3.97896767471005,2030,SWITCH,,full-base-1000
12.0,3.914699345068137,2030,SWITCH,,full-base-1000
13.0,3.8909664111837934,2030,SWITCH,,full-base-1000
14.0,3.920737066265156,2030,SWITCH,,full-base-1000
15.0,3.95904009331916,2030,SWITCH,,full-base-1000
16.0,3.889160515454773,2030,SWITCH,,full-base-1000
17.0,3.8353550621505774,2030,SWITCH,,full-base-1000
18.0,3.854498802429001,2030,SWITCH,,full-base-1000
19.0,3.840490719201108,2030,SWITCH,,full-base-1000
20.0,3.853168948886794,2030,SWITCH,,full-base-1000
21.0,3.889501156080964,2030,SWITCH,,full-base-1000
22.0,3.881354820497788,2030,SWITCH,,full-base-1000
23.0,3.8887222283094016,2030,SWITCH,,full-base-1000
24.0,3.870273718397714,2030,SWITCH,,full-base-1000
25.0,3.891813875825508,2030,SWITCH,,full-base-1000
26.0,3.837983518004543,2030,SWITCH,,full-base-1000
1.0,5.648395437758599,2027,TEMOA,,full-base-1000
2.0,5.649559296902793,2027,TEMOA,,full-base-1000
3.0,5.692444037017322,2027,TEMOA,,full-base-1000
4.0,5.751338902953739,2027,TEMOA,,full-base-1000
5.0,20637.61867985856,2027,TEMOA,,full-base-1000
6.0,5.676424095306383,2027,TEMOA,,full-base-1000
7.0,5.647584988592583,2027,TEMOA,,full-base-1000
8.0,5.671413594487464,2027,TEMOA,,full-base-1000
9.0,5.709292239384174,2027,TEMOA,,full-base-1000
10.0,5.703564851787755,2027,TEMOA,,full-base-1000
11.0,3071.119796632384,2027,TEMOA,,full-base-1000
12.0,5.617304119946334,2027,TEMOA,,full-base-1000
13.0,5.648432981581938,2027,TEMOA,,full-base-1000
14.0,5.649965773917227,2027,TEMOA,,full-base-1000
15.0,5.741314660449439,2027,TEMOA,,full-base-1000
16.0,5.72813324919112,2027,TEMOA,,full-base-1000
17.0,5.616581182044047,2027,TEMOA,,full-base-1000
18.0,5.61056770031451,2027,TEMOA,,full-base-1000
19.0,5.579942531502906,2027,TEMOA,,full-base-1000
20.0,5.640648485079409,2027,TEMOA,,full-base-1000
21.0,5.700891088683661,2027,TEMOA,,full-base-1000
22.0,5.701659503722758,2027,TEMOA,,full-base-1000
23.0,5.726131032980006,2027,TEMOA,,full-base-1000
24.0,5.67219896877895,2027,TEMOA,,full-base-1000
25.0,5.828669804211839,2027,TEMOA,,full-base-1000
26.0,5.570096745829168,2027,TEMOA,,full-base-1000
1.0,5.177692572807429,2040,TEMOA,,full-base-1000
2.0,5.204396839902997,2040,TEMOA,,full-base-1000
3.0,5.216444360028842,2040,TEMOA,,full-base-1000
4.0,5.366060047267482,2040,TEMOA,,full-base-1000
5.0,87151.79451398131,2040,TEMOA,,full-base-1000
6.0,5.246722148964703,2040,TEMOA,,full-base-1000
7.0,5.32062268593898,2040,TEMOA,,full-base-1000
8.0,5.255423647442818,2040,TEMOA,,full-base-1000
9.0,2861.215683919675,2040,TEMOA,,full-base-1000
10.0,1379.2279362464974,2040,TEMOA,,full-base-1000
11.0,274.0638083737473,2040,TEMOA,,full-base-1000
12.0,5.301538403124204,2040,TEMOA,,full-base-1000
13.0,5.318623449598494,2040,TEMOA,,full-base-1000
14.0,5.253010314433956,2040,TEMOA,,full-base-1000
15.0,5.205033401968724,2040,TEMOA,,full-base-1000
16.0,5.29888519759876,2040,TEMOA,,full-base-1000
17.0,5.160508144580857,2040,TEMOA,,full-base-1000
18.0,5.268822705008689,2040,TEMOA,,full-base-1000
19.0,5.188997079207086,2040,TEMOA,,full-base-1000
20.0,5.1996654487828255,2040,TEMOA,,full-base-1000
21.0,5.26604769188794,2040,TEMOA,,full-base-1000
22.0,5.292051954933993,2040,TEMOA,,full-base-1000
23.0,5.276554261020669,2040,TEMOA,,full-base-1000
24.0,5.311001493181903,2040,TEMOA,,full-base-1000
25.0,5.283676595911775,2040,TEMOA,,full-base-1000
26.0,5.237765550358234,2040,TEMOA,,full-base-1000
1.0,6.556433777703695,2045,TEMOA,,full-base-1000
2.0,6.546059509125355,2045,TEMOA,,full-base-1000
3.0,6.567038662090472,2045,TEMOA,,full-base-1000
4.0,6.620977253866577,2045,TEMOA,,full-base-1000
5.0,8694.140990165588,2045,TEMOA,,full-base-1000
6.0,6.549288977773269,2045,TEMOA,,full-base-1000
7.0,6.562060638517723,2045,TEMOA,,full-base-1000
8.0,6.555897973750716,2045,TEMOA,,full-base-1000
9.0,324.2854430079315,2045,TEMOA,,full-base-1000
10.0,6.557302394824255,2045,TEMOA,,full-base-1000
11.0,6.634962428773983,2045,TEMOA,,full-base-1000
12.0,6.580088366533403,2045,TEMOA,,full-base-1000
13.0,6.565433573300018,2045,TEMOA,,full-base-1000
14.0,6.561704026785392,2045,TEMOA,,full-base-1000
15.0,6.585470351290614,2045,TEMOA,,full-base-1000
16.0,6.5573632283514725,2045,TEMOA,,full-base-1000
17.0,6.524292140878004,2045,TEMOA,,full-base-1000
18.0,6.543348294470962,2045,TEMOA,,full-base-1000
19.0,6.532049552714606,2045,TEMOA,,full-base-1000
20.0,6.534978020576176,2045,TEMOA,,full-base-1000
21.0,6.602069949449769,2045,TEMOA,,full-base-1000
22.0,6.561604290620259,2045,TEMOA,,full-base-1000
23.0,6.574154841725722,2045,TEMOA,,full-base-1000
24.0,6.571892481942971,2045,TEMOA,,full-base-1000
25.0,6.57190371565008,2045,TEMOA,,full-base-1000
26.0,6.511179873321289,2045,TEMOA,,full-base-1000
1.0,10.59489926003126,2050,TEMOA,,full-base-1000
2.0,10.539472615939674,2050,TEMOA,,full-base-1000
3.0,11.44444879437058,2050,TEMOA,,full-base-1000
4.0,13.97125273011253,2050,TEMOA,,full-base-1000
5.0,11.224802796633824,2050,TEMOA,,full-base-1000
6.0,10.799269172352451,2050,TEMOA,,full-base-1000
