Constraint,CapRes_1,CapRes_2,CapRes_3
t1,1.2921901780883174e-11,3.635132662142931e-11,3.6139539739813047e-12
t2,1.0988501211096014e-11,2.7162806281380114e-11,3.426003559916212e-12
t3,1.0837129665660596e-11,2.6428814024527372e-11,3.4537414183296024e-12
t4,1.0246558599130652e-11,2.2329128560571302e-11,3.4774552359663414e-12
t5,1.1846044652014811e-11,2.512143463471708e-11,3.7530899801953785e-12
t6,1.1725886381718974e-11,3.130349055639619e-11,4.638157843684309e-12
t7,1.4575992498652742e-11,3.743283945058801e-11,5.422462356494077e-12
t8,1.750787716103235e-11,4.5587237529388764e-11,6.4383753082823866e-12
t9,2.8361656741197752e-11,2.8159774084799827e-10,6.769111971605106e-12
t10,2.0931659696500752e-11,5.7417648045409857e-11,4.858939511803955e-12
t11,2.182880310470546e-11,3.680315273396204e-11,4.580468924461549e-12
t12,2.099364033020773e-11,4.466698004977459e-11,4.37525421097982e-12
t13,1.8239231526949508e-11,4.717422594635993e-11,3.732779390885038e-12
t14,1.6008453633739024e-11,3.868716599086141e-11,3.3883324517338963e-12
t15,1.6349787849159742e-11,3.03940867049466e-11,3.2085908395299176e-12
t16,1.3838534596547295e-11,2.8621627879811368e-11,3.6159207503570595e-12
t17,1.4946947043384155e-11,5.2865240254507706e-11,4.475488939747994e-12
t18,3.0159030348677e-11,1.5905902522291568e-10,1.459695187103674e-11
t19,3.061935116694666e-11,1.7820514228720445e-10,1.2094371828587175e-11
t20,2.3829598805782892e-11,8.28473964262399e-11,7.356422182201812e-12
t21,1.9744659689225678e-11,2.609093089703916e-10,6.324005644411685e-12
t22,1.8624984741425003e-11,2.117608904799157e-10,6.164671800524782e-12
t23,1.6331844886579665e-11,3.9754767094873504e-11,3.961379861707289e-12
t24,1.4410826975103658e-11,3.474620463922133e-11,1.1713225925938079e-11
t25,1.891056572657525e-11,2.7654765636279054e-11,4.241348973661031e-12
t26,1.0284521018123317e-11,2.6424524385635687e-11,3.1825662075993875e-12
t27,1.1590429769392143e-11,2.546292628336533e-11,3.1900977001826363e-12
t28,1.2085690420230354e-11,2.631969245273374e-11,2.9329779982345235e-12
t29,1.4931237833929428e-11,2.7675632576519826e-11,3.363209350098878e-12
t30,2.187534433237348e-11,3.0579012087182766e-11,3.84077452275642e-12
t31,2.228453368781906e-11,3.638062061934076e-11,5.2701024595542294e-12
t32,1.51182488363028e-11,5.3594481327653415e-11,6.268938175875689e-12
t33,2.0278068504751962e-11,5.122059681579907e-11,5.03224721906038e-12
t34,1.6193261370479672e-11,2.8127232056626522e-11,2.873139553470303e-12
t35,1.3428631396440043e-11,2.920368528592798e-11,2.615080451436854e-12
t36,1.3349432830332022e-11,2.522415569377941e-11,2.462671479086361e-12
t37,1.2186352778127094e-11,2.4218182884144624e-11,2.287452148118926e-12
t38,1.1660967685524156e-11,2.7403179165835703e-11,2.2069736058913838e-12
t39,1.2161451940455944e-11,2.449829624694255e-11,2.2249946224846743e-12
t40,1.0939366611101476e-11,2.407845644382458e-11,2.362958810057622e-12
t41,2.2968730708635142e-11,2.669406929663521e-11,2.7401880332755086e-12
t42,2.265964015694989e-11,6.936267423978598e-11,5.562310345043311e-12
t43,2.1011013247333088e-11,7.954125146262494e-11,5.041783331526994e-12
t44,1.6790529027919332e-11,4.347356528275535e-11,3.917306818002563e-12
t45,1.6256953222793695e-11,3.753405128076225e-11,3.578844693130408e-12
t46,1.4534771398366482e-11,3.192771581232994e-11,3.3134965032327208e-12
t47,1.146038820613646e-11,2.8885271316923515e-11,2.838565643674416e-12
t48,1.0762145951470089e-11,2.4577154861156988e-11,2.5363811614858903e-12
t49,1.081444539673677e-11,1.7719558305593423e-11,2.604811506518742e-12
t50,1.1093818967261511e-11,1.6605624868562564e-11,2.358180461316358e-12
t51,1.0740105905844082e-11,1.5784169340856508e-11,2.2242737644655947e-12
t52,1.0627872140131867e-11,1.6308188744163578e-11,2.19183008681976e-12
t53,1.1457125969113575e-11,1.682475590375308e-11,2.21165207247002e-12
t54,1.1216030023330549e-11,1.7336436635449477e-11,2.4356048728209347e-12
t55,1.2519661112718127e-11,1.721790610962421e-11,2.658131348203056e-12
t56,1.3664788860197915e-11,1.8028424700309307e-11,3.0413064577727703e-12
t57,1.2412100800877595e-11,2.021728302565708e-11,2.931588273723174e-12
t58,1.2002388829859924e-11,2.2081318260779165e-11,2.4512816283220674e-12
t59,1.2578490352808452e-11,2.473697887747956e-11,2.365662921325702e-12
t60,1.3410649156311636e-11,2.6604876254908728e-11,2.2954025011177612e-12
t61,1.2588260786500519e-11,2.837859386755204e-11,2.3032948846915348e-12
t62,1.2013242273412271e-11,2.6231043027413687e-11,2.1983929934322352e-12
t63,1.1700969470395996e-11,2.6516894738282597e-11,2.1604004333501046e-12
t64,1.1278780969783893e-11,2.2641107382744067e-11,2.167293617163785e-12
t65,1.4400106428293668e-11,2.321777863728769e-11,2.3196252929045614e-12
t66,1.5277664645586648e-11,2.6667746178568585e-11,3.757457491272966e-12
