Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
t1,0.0,-5.1804475348793775e-5,2.4053444651439666e-5,0.0003980215510201564,1405.6555790579519,25.079691728955275,754.4063223019592,-1784.0482295759168,2.8455610270339764e-5,3423.129949238297,2.5091449803224175e-5,2584.379343033697,3135.397889811227,1357.3125123219465,0.0003106136878100583,-783.3521518438681,1.8410289043365883e-5
t2,0.0,4.558136791300082e-6,6.738792297026739e-5,0.0005361895455910261,872.6322966217267,400.09875663240757,48.02379801137096,-1576.9177908800243,1.8596392670030653e-5,2556.2548434023306,8.076349938207582e-6,2599.657700896022,2143.7955539967425,1541.4646195765833,0.00029789438389673893,-565.2720477920116,5.653661081756659e-6
t3,0.0,8.696002035068572e-5,0.00018393230144143815,451.80933523280004,740.7134857731032,519.4016390933012,-28.703721467261754,-1483.086915177161,2.8902331162783043e-5,2443.738029361028,0.0002051925806595491,2607.0150167353904,2291.561953775003,1363.5217569595231,0.00030781132651861186,-198.68674909949308,0.00021887927285017963
t4,0.0,-34.44344125706944,2.4415455659115385e-5,0.0003303485181743789,-0.0003336884207879665,969.905030974632,-819.3539105150963,-1415.7210428659882,2.9515929896077336e-5,1241.04058680504,374.4259666128006,2635.7964943707852,1386.1916201284562,1134.5697604516781,0.0003128304113342292,-1143.0884155501922,0.0015376859023750666
t5,0.0,-41.60699472422962,2.8550367372618033e-5,-2.7832395135591338e-5,1.5079916042016076e-5,999.9983499594039,-721.5258398680458,-1404.79116633496,3.091019434263374e-5,1564.8338140070798,268.9293339145167,2735.84872289595,2199.5163605042417,883.3180805014359,0.00031346516657896267,-1222.4514034517324,0.001565079267770567
t6,0.0,-1163.169524082982,-3.198061013662839e-5,1.443171862844539e-5,656.8809731914188,677.282799815058,-8.950336781920578e-5,-1450.2961914059492,3.273315736968342e-5,2680.498400996503,0.00014978629943160297,1607.9817147411925,2733.4466586328126,417.98736651878033,0.00031836194091189606,-1319.9996827000925,511.5048481481271
t7,0.0,-1350.9866445890968,-1.7528207388831804e-5,2.2096388735345214e-5,1686.8469040021082,30.093706105346424,1409.8978059968017,-1609.846130791341,0.00019145081217258636,4170.521261145208,5.970932627505455e-5,1336.6961706418238,3522.383369377418,754.7049408166612,0.0002975993478831505,-1051.584638961657,5.5896731933366165e-5
t8,0.0,-1599.9999362168812,-942.0014233847845,-3.314311752331278e-5,865.1277861689706,999.9999975487588,2599.9999973990484,-3199.999995753382,1682.0989522486705,4299.999873221643,754.9999208602769,3852.4306787759747,5036.083153859675,719.028938207652,9.142541318885717e-5,-1319.9999944489991,599.9999391078408
t9,0.0,-1599.999827518785,-1199.999553672934,-85.5394977429724,1517.2752673691725,36.39756607255314,2563.845579716527,-3146.85030381652,2191.428237519525,4299.999580991366,7.61281663058196e-5,4194.489911058877,4740.9503027117635,1022.3121633912666,0.0003060446182513878,-1319.99953979044,4.317574080893612e-5
t10,0.0,-1599.9999686446076,-1199.99996553423,-988.2378594317086,1042.9137136850886,28.947692827861182,2391.7807319469835,-2947.9533132067977,1941.5521026108427,4299.999516661147,1.974706429592276e-5,5939.212551491454,4954.548904827425,2579.9999073726567,349.9998724828652,-596.9617846965529,-599.9997752168365
t11,0.0,-1599.9999752444187,-1199.9999740078329,-988.2378618760561,1929.9995052408156,-999.9996576897327,2480.3118155416637,-3046.3120384099893,2811.895752564429,4299.999598840938,-754.9999319685596,6919.677270014304,5941.952788429439,2579.999961399492,349.999958168773,-600.0157381231531,-599.9999138184203
t12,0.0,-1599.9999747383708,-1199.9999726358783,-988.2378604271314,1929.9996147298018,-999.9995986050649,2370.6057338481596,-2894.747180892068,2595.6662124974323,4299.999441682047,-754.9999071790628,6885.2294728870875,5969.517198566152,2579.9999482394096,-127.16860749910295,-998.6146459831078,-599.9999137657662
t13,0.0,-1599.999973656328,-1199.9999699382715,-988.2378569010286,1929.9996292068954,-999.9995788005779,2345.245884350287,-2606.7165899805186,2308.313680305817,4299.999427485302,-754.999897385417,6863.231701780527,5969.517195841197,2579.9999459581777,98.98281917730662,-793.8190989642341,-599.999913695756
t14,0.0,-1599.9999739012462,-1199.9999715426188,-988.2378566098671,1929.9996368674829,-999.9995796296886,2379.1177282208746,-2770.2539648712036,2524.2740112329084,4299.999386493076,-754.9998980871741,6795.59096204997,5754.421024117802,2579.9999540297667,349.9999644619299,-562.3821230282915,-599.9999138278105
