model,line,line_name,planning_year,case,unit,start_value,end_value
GenX,1,BASN_to_CANO,2027,base_short_tx_50,MW,100,100.158
GenX,2,BASN_to_CASO,2027,base_short_tx_50,MW,5920,5920.02
GenX,3,BASN_to_NWPP,2027,base_short_tx_50,MW,3350,3350.01
GenX,4,BASN_to_RMRG,2027,base_short_tx_50,MW,3750,3750.06
GenX,5,BASN_to_SRSG,2027,base_short_tx_50,MW,5385,5385.02
GenX,6,CANO_to_CASO,2027,base_short_tx_50,MW,3675,3675.4
GenX,7,CANO_to_NWPP,2027,base_short_tx_50,MW,3675,3675.02
GenX,8,CASO_to_NWPP,2027,base_short_tx_50,MW,2858,2858.04
GenX,9,CASO_to_SRSG,2027,base_short_tx_50,MW,4354,4354.03
GenX,10,FRCC_to_SRSE,2027,base_short_tx_50,MW,3600,3600.1
GenX,11,ISNE_to_NYCW,2027,base_short_tx_50,MW,760,760.446
GenX,12,ISNE_to_NYUP,2027,base_short_tx_50,MW,1400,1400.26
GenX,13,MISC_to_MISE,2027,base_short_tx_50,MW,0,2.33245
GenX,14,MISC_to_MISS,2027,base_short_tx_50,MW,1039,1039
GenX,15,MISC_to_MISW,2027,base_short_tx_50,MW,1655,1655.02
GenX,16,MISC_to_PJMC,2027,base_short_tx_50,MW,5244,5244.12
GenX,17,MISC_to_PJMW,2027,base_short_tx_50,MW,5441,5441
GenX,18,MISC_to_SPPC,2027,base_short_tx_50,MW,1430,1430.56
GenX,19,MISC_to_SPPN,2027,base_short_tx_50,MW,0,3.42014
GenX,20,MISC_to_SPPS,2027,base_short_tx_50,MW,1172,1172.2
GenX,21,MISC_to_SRCE,2027,base_short_tx_50,MW,3745,3745.17
GenX,22,MISE_to_MISW,2027,base_short_tx_50,MW,0,1.55073
GenX,23,MISE_to_PJMW,2027,base_short_tx_50,MW,2662,2662.04
GenX,24,MISS_to_SPPC,2027,base_short_tx_50,MW,0,6.01042
GenX,25,MISS_to_SPPS,2027,base_short_tx_50,MW,1697,1925.12
GenX,26,MISS_to_SRCE,2027,base_short_tx_50,MW,4092,4092.08
GenX,27,MISS_to_SRSE,2027,base_short_tx_50,MW,891,891.087
GenX,28,MISW_to_NWPP,2027,base_short_tx_50,MW,200,200.02
GenX,29,MISW_to_PJMC,2027,base_short_tx_50,MW,3200,3200.21
GenX,30,MISW_to_SPPC,2027,base_short_tx_50,MW,0,1.89551
GenX,31,MISW_to_SPPN,2027,base_short_tx_50,MW,5512,5512.03
GenX,32,NWPP_to_RMRG,2027,base_short_tx_50,MW,400,400.043
GenX,33,NYCW_to_NYUP,2027,base_short_tx_50,MW,2489,2489.1
GenX,34,NYCW_to_PJME,2027,base_short_tx_50,MW,660,3678.54
GenX,35,NYUP_to_PJME,2027,base_short_tx_50,MW,1255,1255.03
GenX,36,PJMC_to_PJMW,2027,base_short_tx_50,MW,980,980.284
GenX,37,PJMD_to_PJME,2027,base_short_tx_50,MW,1200,1200.23
GenX,38,PJMD_to_PJMW,2027,base_short_tx_50,MW,6930,6930.56
GenX,39,PJMD_to_SRCA,2027,base_short_tx_50,MW,1000,1000.21
GenX,40,PJME_to_PJMW,2027,base_short_tx_50,MW,3885,3885.83
GenX,41,PJMW_to_SRCA,2027,base_short_tx_50,MW,1219,1219.14
GenX,42,PJMW_to_SRCE,2027,base_short_tx_50,MW,3333,3333.29
GenX,43,RMRG_to_SPPC,2027,base_short_tx_50,MW,210,991.736
GenX,44,RMRG_to_SPPN,2027,base_short_tx_50,MW,410,1507.18
GenX,45,RMRG_to_SRSG,2027,base_short_tx_50,MW,614,614.419
GenX,46,SPPC_to_SPPN,2027,base_short_tx_50,MW,1433,2316.76
GenX,47,SPPC_to_SPPS,2027,base_short_tx_50,MW,3372,3372.88
GenX,48,SPPN_to_SPPS,2027,base_short_tx_50,MW,0,80.6064
GenX,49,SPPS_to_SRSG,2027,base_short_tx_50,MW,1010,1010.42
GenX,50,SPPS_to_TRE,2027,base_short_tx_50,MW,600,600.227
GenX,51,SPPS_to_TREW,2027,base_short_tx_50,MW,220,1734.03
GenX,52,SRCA_to_SRCE,2027,base_short_tx_50,MW,216,216.054
GenX,53,SRCA_to_SRSE,2027,base_short_tx_50,MW,1400,1400.03
GenX,54,SRCE_to_SRSE,2027,base_short_tx_50,MW,3196,3196.03
GenX,55,TRE_to_TREW,2027,base_short_tx_50,MW,16529,16529
GenX,56,NWPP_to_SPPN,2027,base_short_tx_50,MW,0,1.22336
GenX,57,SRSG_to_TRE,2027,base_short_tx_50,MW,0,3.22849
GenX,1,BASN_to_CANO,2030,base_short_tx_50,MW,100.158,100.162
GenX,2,BASN_to_CASO,2030,base_short_tx_50,MW,5920.02,5920.05
GenX,3,BASN_to_NWPP,2030,base_short_tx_50,MW,3350.01,3350.05
GenX,4,BASN_to_RMRG,2030,base_short_tx_50,MW,3750.06,3750.16
GenX,5,BASN_to_SRSG,2030,base_short_tx_50,MW,5385.02,5385.07
GenX,6,CANO_to_CASO,2030,base_short_tx_50,MW,3675.4,3675.42
GenX,7,CANO_to_NWPP,2030,base_short_tx_50,MW,3675.02,3675.05
GenX,8,CASO_to_NWPP,2030,base_short_tx_50,MW,2858.04,2858.04
GenX,9,CASO_to_SRSG,2030,base_short_tx_50,MW,4354.03,4354.27
GenX,10,FRCC_to_SRSE,2030,base_short_tx_50,MW,3600.1,3600.42
GenX,11,ISNE_to_NYCW,2030,base_short_tx_50,MW,760.446,760.458
GenX,12,ISNE_to_NYUP,2030,base_short_tx_50,MW,1400.26,2923.32
GenX,13,MISC_to_MISE,2030,base_short_tx_50,MW,2.33245,2704.16
GenX,14,MISC_to_MISS,2030,base_short_tx_50,MW,1039,1039.07
