model,zone,resource_name,tech_type,planning_year,case,timestep,unit,value
GenX,BASN,BASN_batteries_1,Battery,2027,base_short_tx_50,all,MWh,273820.3184795902
GenX,BASN,BASN_biomass_1,Other,2027,base_short_tx_50,all,MWh,70761.6000000021
GenX,BASN,BASN_biomass_2,Other,2027,base_short_tx_50,all,MWh,179961.5999999994
GenX,BASN,BASN_conventional_hydroelectric_1,Hydro,2027,base_short_tx_50,all,MWh,8353264.341730107
GenX,BASN,BASN_conventional_steam_coal_1,Coal,2027,base_short_tx_50,all,MWh,2163127.5897739404
GenX,BASN,BASN_conventional_steam_coal_2,Coal,2027,base_short_tx_50,all,MWh,4380680.663995997
GenX,BASN,BASN_geothermal_1,Geothermal,2027,base_short_tx_50,all,MWh,4039235.375292112
GenX,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas CC,2027,base_short_tx_50,all,MWh,1160690.3423842636
GenX,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas CC,2027,base_short_tx_50,all,MWh,37485676.5515972
GenX,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas CT,2027,base_short_tx_50,all,MWh,989.7818851608674
GenX,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas CT,2027,base_short_tx_50,all,MWh,1139.810534220231
GenX,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas Other,2027,base_short_tx_50,all,MWh,1726.5023869218062
GenX,BASN,BASN_natural_gas_steam_turbine_1,Natural Gas Other,2027,base_short_tx_50,all,MWh,742.4842887334652
GenX,BASN,BASN_onshore_wind_turbine_1,Wind,2027,base_short_tx_50,all,MWh,3645645.11155279
GenX,BASN,BASN_petroleum_liquids_1,Other,2027,base_short_tx_50,all,MWh,82.27165633852583
GenX,BASN,BASN_small_hydroelectric_1,Hydro,2027,base_short_tx_50,all,MWh,1512201.600000041
GenX,BASN,BASN_solar_photovoltaic_1,Solar,2027,base_short_tx_50,all,MWh,18875077.895442963
GenX,CANO,CANO_batteries_1,Battery,2027,base_short_tx_50,all,MWh,519855.80480855773
GenX,CANO,CANO_biomass_1,Other,2027,base_short_tx_50,all,MWh,1364563.199999999
GenX,CANO,CANO_biomass_2,Other,2027,base_short_tx_50,all,MWh,624624.0
GenX,CANO,CANO_conventional_hydroelectric_1,Hydro,2027,base_short_tx_50,all,MWh,19203992.787700094
GenX,CANO,CANO_geothermal_1,Geothermal,2027,base_short_tx_50,all,MWh,0.0
GenX,CANO,CANO_hydroelectric_pumped_storage_1,Hydro,2027,base_short_tx_50,all,MWh,260297.01783862864
GenX,CANO,CANO_natural_gas_fired_combined_cycle_1,Natural Gas CC,2027,base_short_tx_50,all,MWh,3136784.6359706577
GenX,CANO,CANO_natural_gas_fired_combined_cycle_2,Natural Gas CC,2027,base_short_tx_50,all,MWh,52571224.83241353
GenX,CANO,CANO_natural_gas_fired_combustion_turbine_1,Natural Gas CT,2027,base_short_tx_50,all,MWh,1346.1558073658196
GenX,CANO,CANO_natural_gas_fired_combustion_turbine_2,Natural Gas CT,2027,base_short_tx_50,all,MWh,1270.89835370239
GenX,CANO,CANO_natural_gas_internal_combustion_engine_1,Natural Gas Other,2027,base_short_tx_50,all,MWh,3303.87108304562
GenX,CANO,CANO_natural_gas_steam_turbine_1,Natural Gas Other,2027,base_short_tx_50,all,MWh,5311.336495513607
GenX,CANO,CANO_nuclear_1,Nuclear,2027,base_short_tx_50,all,MWh,0.0
GenX,CANO,CANO_onshore_wind_turbine_1,Wind,2027,base_short_tx_50,all,MWh,3011392.6083934233
GenX,CANO,CANO_petroleum_liquids_1,Other,2027,base_short_tx_50,all,MWh,129.22344731174186
GenX,CANO,CANO_small_hydroelectric_1,Hydro,2027,base_short_tx_50,all,MWh,2007532.7999999763
GenX,CANO,CANO_solar_photovoltaic_1,Solar,2027,base_short_tx_50,all,MWh,14725218.625050968
GenX,CASO,CASO_batteries_1,Battery,2027,base_short_tx_50,all,MWh,4334296.500474618
GenX,CASO,CASO_biomass_1,Other,2027,base_short_tx_50,all,MWh,1024732.8000000172
GenX,CASO,CASO_biomass_2,Other,2027,base_short_tx_50,all,MWh,207916.79999999423
GenX,CASO,CASO_conventional_hydroelectric_1,Hydro,2027,base_short_tx_50,all,MWh,2301847.700837922
GenX,CASO,CASO_conventional_steam_coal_1,Coal,2027,base_short_tx_50,all,MWh,0.0
GenX,CASO,CASO_geothermal_1,Geothermal,2027,base_short_tx_50,all,MWh,205893.8014681014
GenX,CASO,CASO_hydroelectric_pumped_storage_1,Hydro,2027,base_short_tx_50,all,MWh,273965.0698437796
GenX,CASO,CASO_natural_gas_fired_combined_cycle_1,Natural Gas CC,2027,base_short_tx_50,all,MWh,962095.9779457566
GenX,CASO,CASO_natural_gas_fired_combined_cycle_2,Natural Gas CC,2027,base_short_tx_50,all,MWh,50277397.74208886
GenX,CASO,CASO_natural_gas_fired_combustion_turbine_1,Natural Gas CT,2027,base_short_tx_50,all,MWh,1417.8131535086109
GenX,CASO,CASO_natural_gas_fired_combustion_turbine_2,Natural Gas CT,2027,base_short_tx_50,all,MWh,1369.2088122526727
GenX,CASO,CASO_natural_gas_internal_combustion_engine_1,Natural Gas Other,2027,base_short_tx_50,all,MWh,52543.86018945384
GenX,CASO,CASO_natural_gas_steam_turbine_1,Natural Gas Other,2027,base_short_tx_50,all,MWh,3530.959533486515
GenX,CASO,CASO_onshore_wind_turbine_1,Wind,2027,base_short_tx_50,all,MWh,13758701.996680602
GenX,CASO,CASO_petroleum_liquids_1,Other,2027,base_short_tx_50,all,MWh,83.29379911767992
GenX,CASO,CASO_small_hydroelectric_1,Hydro,2027,base_short_tx_50,all,MWh,593174.4000000078
GenX,CASO,CASO_solar_photovoltaic_1,Solar,2027,base_short_tx_50,all,MWh,30420169.2207548
GenX,FRCC,FRCC_batteries_1,Battery,2027,base_short_tx_50,all,MWh,81207.48246527063
GenX,FRCC,FRCC_biomass_1,Other,2027,base_short_tx_50,all,MWh,734697.6000000049
GenX,FRCC,FRCC_biomass_2,Other,2027,base_short_tx_50,all,MWh,996777.6000000116
GenX,FRCC,FRCC_conventional_hydroelectric_1,Hydro,2027,base_short_tx_50,all,MWh,116522.3582788662
GenX,FRCC,FRCC_conventional_steam_coal_1,Coal,2027,base_short_tx_50,all,MWh,815910.6307435029
GenX,FRCC,FRCC_conventional_steam_coal_2,Coal,2027,base_short_tx_50,all,MWh,723.6800038988956
GenX,FRCC,FRCC_natural_gas_fired_combined_cycle_1,Natural Gas CC,2027,base_short_tx_50,all,MWh,196857942.2728834
GenX,FRCC,FRCC_natural_gas_fired_combined_cycle_2,Natural Gas CC,2027,base_short_tx_50,all,MWh,1870999.901119952
GenX,FRCC,FRCC_natural_gas_fired_combustion_turbine_1,Natural Gas CT,2027,base_short_tx_50,all,MWh,928.906294184067
GenX,FRCC,FRCC_natural_gas_fired_combustion_turbine_2,Natural Gas CT,2027,base_short_tx_50,all,MWh,774.0101472920625
GenX,FRCC,FRCC_natural_gas_internal_combustion_engine_1,Natural Gas Other,2027,base_short_tx_50,all,MWh,120996.76844153184
