model,zone,planning_year,case,unit,value
USENSYS,BASN,2027,20-week-foresight,tons,35637251
USENSYS,BASN,2030,20-week-foresight,tons,2784140
USENSYS,BASN,2035,20-week-foresight,tons,2214354
USENSYS,BASN,2040,20-week-foresight,tons,3223190
USENSYS,BASN,2045,20-week-foresight,tons,2776817
USENSYS,BASN,2050,20-week-foresight,tons,2274945
USENSYS,CANO,2027,20-week-foresight,tons,18670854
USENSYS,CANO,2030,20-week-foresight,tons,5730641
USENSYS,CANO,2035,20-week-foresight,tons,2800748
USENSYS,CANO,2040,20-week-foresight,tons,4235638
USENSYS,CANO,2045,20-week-foresight,tons,4389290
USENSYS,CANO,2050,20-week-foresight,tons,3930185
USENSYS,CASO,2027,20-week-foresight,tons,18018862
USENSYS,CASO,2030,20-week-foresight,tons,7195337
USENSYS,CASO,2035,20-week-foresight,tons,4706524
USENSYS,CASO,2040,20-week-foresight,tons,5050159
USENSYS,CASO,2045,20-week-foresight,tons,4902117
USENSYS,CASO,2050,20-week-foresight,tons,4149997
USENSYS,FRCC,2027,20-week-foresight,tons,66185331
USENSYS,FRCC,2030,20-week-foresight,tons,14193786
USENSYS,FRCC,2035,20-week-foresight,tons,8305916
USENSYS,FRCC,2040,20-week-foresight,tons,8509090
USENSYS,FRCC,2045,20-week-foresight,tons,9433921
USENSYS,FRCC,2050,20-week-foresight,tons,9351786
USENSYS,ISNE,2027,20-week-foresight,tons,23473509
USENSYS,ISNE,2030,20-week-foresight,tons,7583905
USENSYS,ISNE,2035,20-week-foresight,tons,10439701
USENSYS,ISNE,2040,20-week-foresight,tons,11916656
USENSYS,ISNE,2045,20-week-foresight,tons,11846127
USENSYS,ISNE,2050,20-week-foresight,tons,10616812
USENSYS,MISC,2027,20-week-foresight,tons,43421058
USENSYS,MISC,2030,20-week-foresight,tons,3778944
USENSYS,MISC,2035,20-week-foresight,tons,2737398
USENSYS,MISC,2040,20-week-foresight,tons,2856859
USENSYS,MISC,2045,20-week-foresight,tons,3097992
USENSYS,MISC,2050,20-week-foresight,tons,2831483
USENSYS,MISE,2027,20-week-foresight,tons,34000739
USENSYS,MISE,2030,20-week-foresight,tons,3476125
USENSYS,MISE,2035,20-week-foresight,tons,2127093
USENSYS,MISE,2040,20-week-foresight,tons,2202843
USENSYS,MISE,2045,20-week-foresight,tons,2322285
USENSYS,MISE,2050,20-week-foresight,tons,2459689
USENSYS,MISS,2027,20-week-foresight,tons,41957306
USENSYS,MISS,2030,20-week-foresight,tons,11427015
USENSYS,MISS,2035,20-week-foresight,tons,8438003
USENSYS,MISS,2040,20-week-foresight,tons,6977883
USENSYS,MISS,2045,20-week-foresight,tons,6888870
USENSYS,MISS,2050,20-week-foresight,tons,5739155
USENSYS,MISW,2027,20-week-foresight,tons,38664524
USENSYS,MISW,2030,20-week-foresight,tons,7286718
USENSYS,MISW,2035,20-week-foresight,tons,4799807
USENSYS,MISW,2040,20-week-foresight,tons,4728723
USENSYS,MISW,2045,20-week-foresight,tons,4469062
USENSYS,MISW,2050,20-week-foresight,tons,3511752
USENSYS,NWPP,2027,20-week-foresight,tons,19053134
USENSYS,NWPP,2030,20-week-foresight,tons,1336675
USENSYS,NWPP,2035,20-week-foresight,tons,1741528
USENSYS,NWPP,2040,20-week-foresight,tons,2242296
USENSYS,NWPP,2045,20-week-foresight,tons,2248515
USENSYS,NWPP,2050,20-week-foresight,tons,1840573
USENSYS,NYCW,2027,20-week-foresight,tons,8879027
USENSYS,NYCW,2030,20-week-foresight,tons,3991747
USENSYS,NYCW,2035,20-week-foresight,tons,2024187
USENSYS,NYCW,2040,20-week-foresight,tons,1693638
USENSYS,NYCW,2045,20-week-foresight,tons,1516395
USENSYS,NYCW,2050,20-week-foresight,tons,1090175
USENSYS,NYUP,2027,20-week-foresight,tons,12821529
USENSYS,NYUP,2030,20-week-foresight,tons,3649476
USENSYS,NYUP,2035,20-week-foresight,tons,2234739
USENSYS,NYUP,2040,20-week-foresight,tons,1894546
USENSYS,NYUP,2045,20-week-foresight,tons,1882997
USENSYS,NYUP,2050,20-week-foresight,tons,1739646
USENSYS,PJMC,2027,20-week-foresight,tons,11580365
USENSYS,PJMC,2030,20-week-foresight,tons,5268127
USENSYS,PJMC,2035,20-week-foresight,tons,3398666
USENSYS,PJMC,2040,20-week-foresight,tons,2973427
USENSYS,PJMC,2045,20-week-foresight,tons,2622484
USENSYS,PJMC,2050,20-week-foresight,tons,2051289
USENSYS,PJMD,2027,20-week-foresight,tons,10720209
USENSYS,PJMD,2030,20-week-foresight,tons,4461303
USENSYS,PJMD,2035,20-week-foresight,tons,3339917
USENSYS,PJMD,2040,20-week-foresight,tons,3221838
USENSYS,PJMD,2045,20-week-foresight,tons,2982893
