model,zone,resource_name,tech_type,planning_year,case,unit,value
USENSYS,BASN,BASN_batteries_1,Battery,2027,20-week-foresight,MWh,202126
USENSYS,BASN,BASN_batteries_1,Battery,2030,20-week-foresight,MWh,602640
USENSYS,BASN,BASN_batteries_1,Battery,2035,20-week-foresight,MWh,794437
USENSYS,CANO,CANO_batteries_1,Battery,2027,20-week-foresight,MWh,308849
USENSYS,CANO,CANO_batteries_1,Battery,2030,20-week-foresight,MWh,2701712
USENSYS,CANO,CANO_batteries_1,Battery,2035,20-week-foresight,MWh,3461302
USENSYS,CASO,CASO_batteries_1,Battery,2027,20-week-foresight,MWh,4953034
USENSYS,CASO,CASO_batteries_1,Battery,2030,20-week-foresight,MWh,10114234
USENSYS,CASO,CASO_batteries_1,Battery,2035,20-week-foresight,MWh,10712090
USENSYS,CASO,CASO_batteries_1,Battery,2040,20-week-foresight,MWh,116536
USENSYS,FRCC,FRCC_batteries_1,Battery,2027,20-week-foresight,MWh,119599
USENSYS,FRCC,FRCC_batteries_1,Battery,2030,20-week-foresight,MWh,408256
USENSYS,FRCC,FRCC_batteries_1,Battery,2035,20-week-foresight,MWh,446338
USENSYS,ISNE,ISNE_batteries_1,Battery,2027,20-week-foresight,MWh,158880
USENSYS,ISNE,ISNE_batteries_1,Battery,2030,20-week-foresight,MWh,302872
USENSYS,ISNE,ISNE_batteries_1,Battery,2035,20-week-foresight,MWh,211836
USENSYS,MISC,MISC_batteries_1,Battery,2027,20-week-foresight,MWh,14540
USENSYS,MISC,MISC_batteries_1,Battery,2030,20-week-foresight,MWh,25115
USENSYS,MISE,MISE_batteries_1,Battery,2027,20-week-foresight,MWh,1
USENSYS,MISE,MISE_batteries_1,Battery,2030,20-week-foresight,MWh,426
USENSYS,MISS,MISS_batteries_1,Battery,2027,20-week-foresight,MWh,5120
USENSYS,MISS,MISS_batteries_1,Battery,2030,20-week-foresight,MWh,10442
USENSYS,MISS,MISS_batteries_1,Battery,2035,20-week-foresight,MWh,11572
USENSYS,MISW,MISW_batteries_1,Battery,2027,20-week-foresight,MWh,13553
USENSYS,MISW,MISW_batteries_1,Battery,2030,20-week-foresight,MWh,27308
USENSYS,MISW,MISW_batteries_1,Battery,2035,20-week-foresight,MWh,13457
USENSYS,NWPP,NWPP_batteries_1,Battery,2027,20-week-foresight,MWh,5184
USENSYS,NWPP,NWPP_batteries_1,Battery,2030,20-week-foresight,MWh,40071
USENSYS,NWPP,NWPP_batteries_1,Battery,2035,20-week-foresight,MWh,67018
USENSYS,NYCW,NYCW_batteries_1,Battery,2027,20-week-foresight,MWh,23786
USENSYS,NYCW,NYCW_batteries_1,Battery,2030,20-week-foresight,MWh,24664
USENSYS,NYCW,NYCW_batteries_1,Battery,2035,20-week-foresight,MWh,12402
USENSYS,NYUP,NYUP_batteries_1,Battery,2027,20-week-foresight,MWh,42868
USENSYS,NYUP,NYUP_batteries_1,Battery,2030,20-week-foresight,MWh,112566
USENSYS,NYUP,NYUP_batteries_1,Battery,2035,20-week-foresight,MWh,98575
USENSYS,PJMC,PJMC_batteries_1,Battery,2027,20-week-foresight,MWh,39499
USENSYS,PJMC,PJMC_batteries_1,Battery,2030,20-week-foresight,MWh,26191
USENSYS,PJMD,PJMD_batteries_1,Battery,2027,20-week-foresight,MWh,14327
USENSYS,PJMD,PJMD_batteries_1,Battery,2030,20-week-foresight,MWh,27545
USENSYS,PJMD,PJMD_batteries_1,Battery,2035,20-week-foresight,MWh,31173
USENSYS,PJME,PJME_batteries_1,Battery,2027,20-week-foresight,MWh,36331
USENSYS,PJME,PJME_batteries_1,Battery,2030,20-week-foresight,MWh,46912
USENSYS,PJME,PJME_batteries_1,Battery,2035,20-week-foresight,MWh,27129
USENSYS,PJMW,PJMW_batteries_1,Battery,2027,20-week-foresight,MWh,25281
USENSYS,PJMW,PJMW_batteries_1,Battery,2030,20-week-foresight,MWh,21810
USENSYS,PJMW,PJMW_batteries_1,Battery,2035,20-week-foresight,MWh,15263
USENSYS,RMRG,RMRG_batteries_1,Battery,2027,20-week-foresight,MWh,80918
USENSYS,RMRG,RMRG_batteries_1,Battery,2030,20-week-foresight,MWh,139595
USENSYS,RMRG,RMRG_batteries_1,Battery,2035,20-week-foresight,MWh,152023
USENSYS,SPPC,SPPC_batteries_1,Battery,2027,20-week-foresight,MWh,58
USENSYS,SPPC,SPPC_batteries_1,Battery,2030,20-week-foresight,MWh,549
USENSYS,SPPN,SPPN_batteries_1,Battery,2027,20-week-foresight,MWh,2625
USENSYS,SPPN,SPPN_batteries_1,Battery,2030,20-week-foresight,MWh,4595
USENSYS,SPPN,SPPN_batteries_1,Battery,2035,20-week-foresight,MWh,2746
USENSYS,SPPS,SPPS_batteries_1,Battery,2027,20-week-foresight,MWh,119244
USENSYS,SPPS,SPPS_batteries_1,Battery,2030,20-week-foresight,MWh,157977
USENSYS,SPPS,SPPS_batteries_1,Battery,2035,20-week-foresight,MWh,163341
USENSYS,SRCA,SRCA_batteries_1,Battery,2027,20-week-foresight,MWh,61584
USENSYS,SRCA,SRCA_batteries_1,Battery,2030,20-week-foresight,MWh,127472
USENSYS,SRCA,SRCA_batteries_1,Battery,2035,20-week-foresight,MWh,122280
USENSYS,SRCE,SRCE_batteries_1,Battery,2027,20-week-foresight,MWh,52761
USENSYS,SRCE,SRCE_batteries_1,Battery,2030,20-week-foresight,MWh,91199
USENSYS,SRCE,SRCE_batteries_1,Battery,2035,20-week-foresight,MWh,96529
USENSYS,SRSE,SRSE_batteries_1,Battery,2027,20-week-foresight,MWh,43409
USENSYS,SRSE,SRSE_batteries_1,Battery,2030,20-week-foresight,MWh,101217
USENSYS,SRSE,SRSE_batteries_1,Battery,2035,20-week-foresight,MWh,128125
USENSYS,SRSG,SRSG_batteries_1,Battery,2027,20-week-foresight,MWh,691980
USENSYS,SRSG,SRSG_batteries_1,Battery,2030,20-week-foresight,MWh,1166268
USENSYS,SRSG,SRSG_batteries_1,Battery,2035,20-week-foresight,MWh,1523638
USENSYS,TRE,TRE_batteries_1,Battery,2027,20-week-foresight,MWh,1209166
USENSYS,TRE,TRE_batteries_1,Battery,2030,20-week-foresight,MWh,1557503
USENSYS,TRE,TRE_batteries_1,Battery,2035,20-week-foresight,MWh,1915300
USENSYS,TREW,TREW_batteries_1,Battery,2027,20-week-foresight,MWh,1042318
USENSYS,TREW,TREW_batteries_1,Battery,2030,20-week-foresight,MWh,1143983
USENSYS,TREW,TREW_batteries_1,Battery,2035,20-week-foresight,MWh,1256941
USENSYS,BASN,BASN_battery_moderate_0,Battery,2040,20-week-foresight,MWh,2227639
USENSYS,BASN,BASN_battery_moderate_0,Battery,2045,20-week-foresight,MWh,7058572
USENSYS,BASN,BASN_battery_moderate_0,Battery,2050,20-week-foresight,MWh,12665038
USENSYS,CANO,CANO_battery_moderate_0,Battery,2050,20-week-foresight,MWh,2763
USENSYS,CASO,CASO_battery_moderate_0,Battery,2045,20-week-foresight,MWh,2234397
USENSYS,CASO,CASO_battery_moderate_0,Battery,2050,20-week-foresight,MWh,11107326
USENSYS,FRCC,FRCC_battery_moderate_0,Battery,2045,20-week-foresight,MWh,644616
USENSYS,FRCC,FRCC_battery_moderate_0,Battery,2050,20-week-foresight,MWh,7093064
USENSYS,ISNE,ISNE_battery_moderate_0,Battery,2035,20-week-foresight,MWh,1632743
USENSYS,ISNE,ISNE_battery_moderate_0,Battery,2040,20-week-foresight,MWh,2796954
USENSYS,ISNE,ISNE_battery_moderate_0,Battery,2045,20-week-foresight,MWh,5516988
USENSYS,ISNE,ISNE_battery_moderate_0,Battery,2050,20-week-foresight,MWh,5197907
USENSYS,MISC,MISC_battery_moderate_0,Battery,2050,20-week-foresight,MWh,345465
USENSYS,MISE,MISE_battery_moderate_0,Battery,2050,20-week-foresight,MWh,1160340
USENSYS,MISW,MISW_battery_moderate_0,Battery,2045,20-week-foresight,MWh,5904686
USENSYS,MISW,MISW_battery_moderate_0,Battery,2050,20-week-foresight,MWh,11355777
USENSYS,NWPP,NWPP_battery_moderate_0,Battery,2045,20-week-foresight,MWh,666650
USENSYS,NWPP,NWPP_battery_moderate_0,Battery,2050,20-week-foresight,MWh,5533384
USENSYS,NYCW,NYCW_battery_moderate_0,Battery,2035,20-week-foresight,MWh,49801
USENSYS,NYCW,NYCW_battery_moderate_0,Battery,2040,20-week-foresight,MWh,756489
USENSYS,NYCW,NYCW_battery_moderate_0,Battery,2045,20-week-foresight,MWh,1685563
USENSYS,NYCW,NYCW_battery_moderate_0,Battery,2050,20-week-foresight,MWh,1935083
USENSYS,NYUP,NYUP_battery_moderate_0,Battery,2045,20-week-foresight,MWh,86491
USENSYS,NYUP,NYUP_battery_moderate_0,Battery,2050,20-week-foresight,MWh,1313841
USENSYS,PJMC,PJMC_battery_moderate_0,Battery,2050,20-week-foresight,MWh,635927
USENSYS,PJMD,PJMD_battery_moderate_0,Battery,2045,20-week-foresight,MWh,3674269
USENSYS,PJMD,PJMD_battery_moderate_0,Battery,2050,20-week-foresight,MWh,9954643
USENSYS,PJME,PJME_battery_moderate_0,Battery,2040,20-week-foresight,MWh,3852436
USENSYS,PJME,PJME_battery_moderate_0,Battery,2045,20-week-foresight,MWh,11920188
USENSYS,PJME,PJME_battery_moderate_0,Battery,2050,20-week-foresight,MWh,18331690
USENSYS,RMRG,RMRG_battery_moderate_0,Battery,2045,20-week-foresight,MWh,2053155
USENSYS,RMRG,RMRG_battery_moderate_0,Battery,2050,20-week-foresight,MWh,4637425
USENSYS,SPPC,SPPC_battery_moderate_0,Battery,2045,20-week-foresight,MWh,1656
USENSYS,SPPC,SPPC_battery_moderate_0,Battery,2050,20-week-foresight,MWh,4419264
USENSYS,SPPN,SPPN_battery_moderate_0,Battery,2045,20-week-foresight,MWh,222807
USENSYS,SPPN,SPPN_battery_moderate_0,Battery,2050,20-week-foresight,MWh,3742810
USENSYS,SPPS,SPPS_battery_moderate_0,Battery,2050,20-week-foresight,MWh,1322
USENSYS,SRCA,SRCA_battery_moderate_0,Battery,2050,20-week-foresight,MWh,2679470
USENSYS,SRCE,SRCE_battery_moderate_0,Battery,2050,20-week-foresight,MWh,3652550
USENSYS,SRSE,SRSE_battery_moderate_0,Battery,2050,20-week-foresight,MWh,2278421
USENSYS,SRSG,SRSG_battery_moderate_0,Battery,2040,20-week-foresight,MWh,1898088
USENSYS,SRSG,SRSG_battery_moderate_0,Battery,2045,20-week-foresight,MWh,7171479
USENSYS,SRSG,SRSG_battery_moderate_0,Battery,2050,20-week-foresight,MWh,14986927
USENSYS,TRE,TRE_battery_moderate_0,Battery,2050,20-week-foresight,MWh,3642974
USENSYS,BASN,BASN_biomass_1,Biomass,2027,20-week-foresight,MWh,68521
USENSYS,BASN,BASN_biomass_1,Biomass,2030,20-week-foresight,MWh,53232
USENSYS,BASN,BASN_biomass_1,Biomass,2035,20-week-foresight,MWh,51664
USENSYS,BASN,BASN_biomass_1,Biomass,2040,20-week-foresight,MWh,52443
USENSYS,BASN,BASN_biomass_1,Biomass,2045,20-week-foresight,MWh,47005
USENSYS,BASN,BASN_biomass_1,Biomass,2050,20-week-foresight,MWh,33553
USENSYS,CANO,CANO_biomass_1,Biomass,2027,20-week-foresight,MWh,1356732
USENSYS,CANO,CANO_biomass_1,Biomass,2030,20-week-foresight,MWh,1146523
USENSYS,CANO,CANO_biomass_1,Biomass,2035,20-week-foresight,MWh,1144385
USENSYS,CANO,CANO_biomass_1,Biomass,2040,20-week-foresight,MWh,232872
USENSYS,CANO,CANO_biomass_1,Biomass,2045,20-week-foresight,MWh,238467
USENSYS,CANO,CANO_biomass_1,Biomass,2050,20-week-foresight,MWh,235956
USENSYS,CASO,CASO_biomass_1,Biomass,2027,20-week-foresight,MWh,1017549
USENSYS,CASO,CASO_biomass_1,Biomass,2030,20-week-foresight,MWh,882979
USENSYS,CASO,CASO_biomass_1,Biomass,2035,20-week-foresight,MWh,850080
USENSYS,CASO,CASO_biomass_1,Biomass,2040,20-week-foresight,MWh,578787
USENSYS,CASO,CASO_biomass_1,Biomass,2045,20-week-foresight,MWh,445759
USENSYS,CASO,CASO_biomass_1,Biomass,2050,20-week-foresight,MWh,438713
USENSYS,FRCC,FRCC_biomass_1,Biomass,2027,20-week-foresight,MWh,733824
USENSYS,FRCC,FRCC_biomass_1,Biomass,2030,20-week-foresight,MWh,428252
USENSYS,FRCC,FRCC_biomass_1,Biomass,2035,20-week-foresight,MWh,254799
USENSYS,FRCC,FRCC_biomass_1,Biomass,2040,20-week-foresight,MWh,251624
USENSYS,FRCC,FRCC_biomass_1,Biomass,2045,20-week-foresight,MWh,253078
USENSYS,FRCC,FRCC_biomass_1,Biomass,2050,20-week-foresight,MWh,31648
USENSYS,ISNE,ISNE_biomass_1,Biomass,2027,20-week-foresight,MWh,438435
USENSYS,ISNE,ISNE_biomass_1,Biomass,2030,20-week-foresight,MWh,290155
USENSYS,ISNE,ISNE_biomass_1,Biomass,2035,20-week-foresight,MWh,221322
USENSYS,ISNE,ISNE_biomass_1,Biomass,2040,20-week-foresight,MWh,17895
USENSYS,MISC,MISC_biomass_1,Biomass,2027,20-week-foresight,MWh,347574
USENSYS,MISC,MISC_biomass_1,Biomass,2030,20-week-foresight,MWh,256344
