model,line_name,planning_year,case,unit,value
USENSYS,NYCW_to_PJME,2027,short-base-200,MW,3638
USENSYS,RMRG_to_SPPC,2027,short-base-200,MW,574
USENSYS,RMRG_to_SPPN,2027,short-base-200,MW,460
USENSYS,SPPC_to_SPPN,2027,short-base-200,MW,446
USENSYS,SPPS_to_TREW,2027,short-base-200,MW,1164
USENSYS,CASO_to_SRSG,2030,short-base-200,MW,7833
USENSYS,FRCC_to_SRSE,2030,short-base-200,MW,1051
USENSYS,ISNE_to_NYUP,2030,short-base-200,MW,3541
USENSYS,MISC_to_MISE,2030,short-base-200,MW,3705
USENSYS,MISC_to_SPPC,2030,short-base-200,MW,8550
USENSYS,MISC_to_SPPS,2030,short-base-200,MW,5803
USENSYS,MISE_to_MISW,2030,short-base-200,MW,283
USENSYS,MISE_to_PJMW,2030,short-base-200,MW,98
USENSYS,MISS_to_SPPC,2030,short-base-200,MW,8811
USENSYS,MISS_to_SPPS,2030,short-base-200,MW,14016
USENSYS,MISS_to_SRSE,2030,short-base-200,MW,9109
USENSYS,MISW_to_PJMC,2030,short-base-200,MW,1984
USENSYS,MISW_to_SPPC,2030,short-base-200,MW,904
USENSYS,NWPP_to_RMRG,2030,short-base-200,MW,9600
USENSYS,NYCW_to_PJME,2030,short-base-200,MW,1356
USENSYS,NYUP_to_PJME,2030,short-base-200,MW,2555
USENSYS,PJMC_to_PJMW,2030,short-base-200,MW,7048
USENSYS,PJMD_to_PJME,2030,short-base-200,MW,5613
USENSYS,PJMD_to_SRCA,2030,short-base-200,MW,1503
USENSYS,PJME_to_PJMW,2030,short-base-200,MW,1388
USENSYS,PJMW_to_SRCE,2030,short-base-200,MW,2801
USENSYS,RMRG_to_SPPC,2030,short-base-200,MW,21433
USENSYS,RMRG_to_SPPN,2030,short-base-200,MW,5385
USENSYS,RMRG_to_SRSG,2030,short-base-200,MW,9380
USENSYS,SPPC_to_SPPS,2030,short-base-200,MW,717
USENSYS,SPPN_to_SPPS,2030,short-base-200,MW,5344
USENSYS,SPPS_to_SRSG,2030,short-base-200,MW,5479
USENSYS,SPPS_to_TRE,2030,short-base-200,MW,9400
USENSYS,SPPS_to_TREW,2030,short-base-200,MW,3075
USENSYS,SRCA_to_SRSE,2030,short-base-200,MW,2999
USENSYS,SRCE_to_SRSE,2030,short-base-200,MW,1265
USENSYS,SRSG_to_TRE,2030,short-base-200,MW,1761
USENSYS,BASN_to_RMRG,2035,short-base-200,MW,624
USENSYS,ISNE_to_NYCW,2035,short-base-200,MW,253
USENSYS,ISNE_to_NYUP,2035,short-base-200,MW,4187
USENSYS,MISS_to_SPPS,2035,short-base-200,MW,5371
USENSYS,MISS_to_SRSE,2035,short-base-200,MW,507
USENSYS,NWPP_to_RMRG,2035,short-base-200,MW,8059
USENSYS,NYCW_to_PJME,2035,short-base-200,MW,5935
USENSYS,NYUP_to_PJME,2035,short-base-200,MW,2244
USENSYS,PJMD_to_PJME,2035,short-base-200,MW,1577
USENSYS,PJMD_to_SRCA,2035,short-base-200,MW,2116
USENSYS,PJME_to_PJMW,2035,short-base-200,MW,6028
USENSYS,PJMW_to_SRCE,2035,short-base-200,MW,555
USENSYS,RMRG_to_SPPC,2035,short-base-200,MW,2347
USENSYS,RMRG_to_SPPN,2035,short-base-200,MW,3681
