model,zone,resource_name,tech_type,planning_year,case,unit,value
USENSYS,BASN,BASN_batteries_1,Battery,2027,short-base-200,MWh,243774
USENSYS,BASN,BASN_batteries_1,Battery,2030,short-base-200,MWh,540220
USENSYS,BASN,BASN_batteries_1,Battery,2035,short-base-200,MWh,704864
USENSYS,CANO,CANO_batteries_1,Battery,2027,short-base-200,MWh,445226
USENSYS,CANO,CANO_batteries_1,Battery,2030,short-base-200,MWh,2281673
USENSYS,CANO,CANO_batteries_1,Battery,2035,short-base-200,MWh,3531202
USENSYS,CASO,CASO_batteries_1,Battery,2027,short-base-200,MWh,5320710
USENSYS,CASO,CASO_batteries_1,Battery,2030,short-base-200,MWh,7744871
USENSYS,CASO,CASO_batteries_1,Battery,2035,short-base-200,MWh,10567045
USENSYS,CASO,CASO_batteries_1,Battery,2040,short-base-200,MWh,118871
USENSYS,FRCC,FRCC_batteries_1,Battery,2027,short-base-200,MWh,87895
USENSYS,FRCC,FRCC_batteries_1,Battery,2030,short-base-200,MWh,436667
USENSYS,FRCC,FRCC_batteries_1,Battery,2035,short-base-200,MWh,457615
USENSYS,ISNE,ISNE_batteries_1,Battery,2027,short-base-200,MWh,173850
USENSYS,ISNE,ISNE_batteries_1,Battery,2030,short-base-200,MWh,291693
USENSYS,ISNE,ISNE_batteries_1,Battery,2035,short-base-200,MWh,232052
USENSYS,MISC,MISC_batteries_1,Battery,2027,short-base-200,MWh,11445
USENSYS,MISC,MISC_batteries_1,Battery,2030,short-base-200,MWh,25636
USENSYS,MISE,MISE_batteries_1,Battery,2027,short-base-200,MWh,129
USENSYS,MISE,MISE_batteries_1,Battery,2030,short-base-200,MWh,516
USENSYS,MISS,MISS_batteries_1,Battery,2027,short-base-200,MWh,1998
USENSYS,MISS,MISS_batteries_1,Battery,2030,short-base-200,MWh,10527
USENSYS,MISS,MISS_batteries_1,Battery,2035,short-base-200,MWh,13077
USENSYS,MISW,MISW_batteries_1,Battery,2027,short-base-200,MWh,11795
USENSYS,MISW,MISW_batteries_1,Battery,2030,short-base-200,MWh,28410
USENSYS,MISW,MISW_batteries_1,Battery,2035,short-base-200,MWh,14379
