model,line,line_name,planning_year,case,unit,value
TEMOA_V2,4,BASN_to_RMRG,2027,current_policies_20_week_foresight,MW,15.3975
TEMOA_V2,9,CASO_to_SRSG,2027,current_policies_20_week_foresight,MW,12.5741
TEMOA_V2,12,ISNE_to_NYUP,2027,current_policies_20_week_foresight,MW,1053.16
TEMOA_V2,13,MISC_to_MISE,2027,current_policies_20_week_foresight,MW,13.4433
TEMOA_V2,16,MISC_to_PJMC,2027,current_policies_20_week_foresight,MW,12.6598
TEMOA_V2,17,MISC_to_PJMW,2027,current_policies_20_week_foresight,MW,12.7325
TEMOA_V2,18,MISC_to_SPPC,2027,current_policies_20_week_foresight,MW,39.9822
TEMOA_V2,19,MISC_to_SPPN,2027,current_policies_20_week_foresight,MW,24.8695
TEMOA_V2,20,MISC_to_SPPS,2027,current_policies_20_week_foresight,MW,23.4748
TEMOA_V2,22,MISE_to_MISW,2027,current_policies_20_week_foresight,MW,10.7343
TEMOA_V2,24,MISS_to_SPPC,2027,current_policies_20_week_foresight,MW,36.8507
TEMOA_V2,25,MISS_to_SPPS,2027,current_policies_20_week_foresight,MW,62.8546
TEMOA_V2,27,MISS_to_SRSE,2027,current_policies_20_week_foresight,MW,16.0885
TEMOA_V2,29,MISW_to_PJMC,2027,current_policies_20_week_foresight,MW,27.0438
TEMOA_V2,30,MISW_to_SPPC,2027,current_policies_20_week_foresight,MW,12.016
TEMOA_V2,31,MISW_to_SPPN,2027,current_policies_20_week_foresight,MW,13.6789
TEMOA_V2,32,NWPP_to_RMRG,2027,current_policies_20_week_foresight,MW,13.797
TEMOA_V2,33,NYCW_to_NYUP,2027,current_policies_20_week_foresight,MW,2419.31
TEMOA_V2,34,NYCW_to_PJME,2027,current_policies_20_week_foresight,MW,157.457
TEMOA_V2,35,NYUP_to_PJME,2027,current_policies_20_week_foresight,MW,1185.69
TEMOA_V2,36,PJMC_to_PJMW,2027,current_policies_20_week_foresight,MW,29.6031
TEMOA_V2,37,PJMD_to_PJME,2027,current_policies_20_week_foresight,MW,163.839
TEMOA_V2,39,PJMD_to_SRCA,2027,current_policies_20_week_foresight,MW,15.1751
TEMOA_V2,40,PJME_to_PJMW,2027,current_policies_20_week_foresight,MW,14.6506
TEMOA_V2,42,PJMW_to_SRCE,2027,current_policies_20_week_foresight,MW,11.0859
TEMOA_V2,43,RMRG_to_SPPC,2027,current_policies_20_week_foresight,MW,90.3593
TEMOA_V2,44,RMRG_to_SPPN,2027,current_policies_20_week_foresight,MW,189.631
TEMOA_V2,45,RMRG_to_SRSG,2027,current_policies_20_week_foresight,MW,27.7397
TEMOA_V2,46,SPPC_to_SPPN,2027,current_policies_20_week_foresight,MW,115.304
TEMOA_V2,47,SPPC_to_SPPS,2027,current_policies_20_week_foresight,MW,42.8184
TEMOA_V2,48,SPPN_to_SPPS,2027,current_policies_20_week_foresight,MW,76.7759
TEMOA_V2,49,SPPS_to_SRSG,2027,current_policies_20_week_foresight,MW,54.8065
TEMOA_V2,50,SPPS_to_TRE,2027,current_policies_20_week_foresight,MW,103.515
TEMOA_V2,51,SPPS_to_TREW,2027,current_policies_20_week_foresight,MW,338.501
TEMOA_V2,55,TRE_to_TREW,2027,current_policies_20_week_foresight,MW,12.5066
TEMOA_V2,56,NWPP_to_SPPN,2027,current_policies_20_week_foresight,MW,11.7401
TEMOA_V2,57,SRSG_to_TRE,2027,current_policies_20_week_foresight,MW,14.4184
TEMOA_V2,4,BASN_to_RMRG,2030,current_policies_20_week_foresight,MW,24.0339
TEMOA_V2,9,CASO_to_SRSG,2030,current_policies_20_week_foresight,MW,14.9494
TEMOA_V2,12,ISNE_to_NYUP,2030,current_policies_20_week_foresight,MW,689.812
TEMOA_V2,13,MISC_to_MISE,2030,current_policies_20_week_foresight,MW,16.058
TEMOA_V2,16,MISC_to_PJMC,2030,current_policies_20_week_foresight,MW,12.3597
TEMOA_V2,17,MISC_to_PJMW,2030,current_policies_20_week_foresight,MW,14.2274
TEMOA_V2,18,MISC_to_SPPC,2030,current_policies_20_week_foresight,MW,63.9873
TEMOA_V2,19,MISC_to_SPPN,2030,current_policies_20_week_foresight,MW,35.2134
TEMOA_V2,20,MISC_to_SPPS,2030,current_policies_20_week_foresight,MW,40.0039
TEMOA_V2,22,MISE_to_MISW,2030,current_policies_20_week_foresight,MW,13.6419
TEMOA_V2,24,MISS_to_SPPC,2030,current_policies_20_week_foresight,MW,59.0822
TEMOA_V2,25,MISS_to_SPPS,2030,current_policies_20_week_foresight,MW,199.112
TEMOA_V2,27,MISS_to_SRSE,2030,current_policies_20_week_foresight,MW,18.4523
TEMOA_V2,29,MISW_to_PJMC,2030,current_policies_20_week_foresight,MW,38.723
TEMOA_V2,30,MISW_to_SPPC,2030,current_policies_20_week_foresight,MW,15.0958
TEMOA_V2,31,MISW_to_SPPN,2030,current_policies_20_week_foresight,MW,16.0159
TEMOA_V2,32,NWPP_to_RMRG,2030,current_policies_20_week_foresight,MW,22.5547
TEMOA_V2,33,NYCW_to_NYUP,2030,current_policies_20_week_foresight,MW,1799.24
TEMOA_V2,34,NYCW_to_PJME,2030,current_policies_20_week_foresight,MW,240.042
TEMOA_V2,35,NYUP_to_PJME,2030,current_policies_20_week_foresight,MW,1695.82
TEMOA_V2,36,PJMC_to_PJMW,2030,current_policies_20_week_foresight,MW,36.1687
TEMOA_V2,37,PJMD_to_PJME,2030,current_policies_20_week_foresight,MW,216.279
TEMOA_V2,39,PJMD_to_SRCA,2030,current_policies_20_week_foresight,MW,18.8733
TEMOA_V2,40,PJME_to_PJMW,2030,current_policies_20_week_foresight,MW,17.8066
TEMOA_V2,42,PJMW_to_SRCE,2030,current_policies_20_week_foresight,MW,12.3055
TEMOA_V2,43,RMRG_to_SPPC,2030,current_policies_20_week_foresight,MW,159.189
TEMOA_V2,44,RMRG_to_SPPN,2030,current_policies_20_week_foresight,MW,344.2
TEMOA_V2,45,RMRG_to_SRSG,2030,current_policies_20_week_foresight,MW,60.049
TEMOA_V2,46,SPPC_to_SPPN,2030,current_policies_20_week_foresight,MW,150.348
TEMOA_V2,47,SPPC_to_SPPS,2030,current_policies_20_week_foresight,MW,55.0818
TEMOA_V2,48,SPPN_to_SPPS,2030,current_policies_20_week_foresight,MW,164.802
TEMOA_V2,49,SPPS_to_SRSG,2030,current_policies_20_week_foresight,MW,241.64
TEMOA_V2,50,SPPS_to_TRE,2030,current_policies_20_week_foresight,MW,173.277
TEMOA_V2,51,SPPS_to_TREW,2030,current_policies_20_week_foresight,MW,465.64
TEMOA_V2,54,SRCE_to_SRSE,2030,current_policies_20_week_foresight,MW,10.0797
TEMOA_V2,55,TRE_to_TREW,2030,current_policies_20_week_foresight,MW,11.0947
