region,marginal_price,total_demand
BASN,232.53450221432377,117622650.0
CASO,247.02531787669847,115510879.0
CANO,261.6900745489784,178550343.0
FRCC,241.68204409142967,263664150.0
ISNE,315.18740180206646,149354094.0
MISC,236.59228370978937,200796305.0
MISE,256.62940204038824,108618551.0
MISS,232.0328730565022,185407544.0
MISW,231.64090763072653,244560055.0
NWPP,205.56072651410443,213747716.0
NYCW,367.60783504436466,83015898.0
NYUP,274.4644014212207,74762455.0
PJMC,246.0419225512087,125041636.0
PJMD,291.3252550714682,116835353.0
PJME,319.1706182609706,308414943.0
PJMW,246.5208102029526,328889729.0
RMRG,195.68424951700416,100288099.0
SPPC,219.5080896834918,83557695.0
SPPN,213.11266863594295,54220969.0
SPPS,205.85582077881895,131322851.0
SRCA,256.7366221667664,228687588.0
SRCE,236.73803189070236,225061849.0
SRSE,247.26745095852064,255962582.0
SRSG,229.8343475612511,147664933.0
TRE,219.69203303096927,442846698.0
TREW,200.0890410558189,20819394.0
