period,value,model,zone,resource_name,tech_type,case,timestep,unit,planning_year
2027,334645.22513598314,SWITCH,BASN,BASN_batteries_1,Battery,current_policies_short_retire_low_ccs,all,MWh,2027
2027,1.4795658688634027e-08,SWITCH,BASN,BASN_battery_moderate_0,Battery,current_policies_short_retire_low_ccs,all,MWh,2027
2027,63289.90079998605,SWITCH,BASN,BASN_biomass_1,Other,current_policies_short_retire_low_ccs,all,MWh,2027
2027,175589.56799999418,SWITCH,BASN,BASN_biomass_2,Other,current_policies_short_retire_low_ccs,all,MWh,2027
2027,8999951.391134705,SWITCH,BASN,BASN_conventional_hydroelectric_1,Hydro,current_policies_short_retire_low_ccs,all,MWh,2027
2027,9377460.768479278,SWITCH,BASN,BASN_conventional_steam_coal_1,Coal,current_policies_short_retire_low_ccs,all,MWh,2027
2027,14853863.212039324,SWITCH,BASN,BASN_conventional_steam_coal_2,Coal,current_policies_short_retire_low_ccs,all,MWh,2027
2027,2908742.774999999,SWITCH,BASN,BASN_distributed_generation_1,Distributed Solar,current_policies_short_retire_low_ccs,all,MWh,2027
2027,4344884.543999998,SWITCH,BASN,BASN_geothermal_1,Geothermal,current_policies_short_retire_low_ccs,all,MWh,2027
2027,4.5029616770406073e-10,SWITCH,BASN,BASN_hydrogen_fframe_ct_moderate_0,Hydro,current_policies_short_retire_low_ccs,all,MWh,2027
2027,7.817313456106655e-10,SWITCH,BASN,BASN_hydrogen_hframe_cc_moderate_0,Hydro,current_policies_short_retire_low_ccs,all,MWh,2027
2027,524912.2272398806,SWITCH,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,current_policies_short_retire_low_ccs,all,MWh,2027
2027,5.398742382058885e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_10_anyQual_0,Wind,current_policies_short_retire_low_ccs,all,MWh,2027
2027,5.573399760158863e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_11_anyQual_1,Wind,current_policies_short_retire_low_ccs,all,MWh,2027
2027,30359679.912182927,SWITCH,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,current_policies_short_retire_low_ccs,all,MWh,2027
2027,1.4366342991145802e-08,SWITCH,BASN,BASN_landbasedwind_class3_moderate_2_anyQual_0,Wind,current_policies_short_retire_low_ccs,all,MWh,2027
2027,2.0138551961042254e-08,SWITCH,BASN,BASN_landbasedwind_class3_moderate_3_anyQual_1,Wind,current_policies_short_retire_low_ccs,all,MWh,2027
2027,9.116405447570387e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_4_anyQual_0,Wind,current_policies_short_retire_low_ccs,all,MWh,2027
2027,1.019088118321208e-08,SWITCH,BASN,BASN_landbasedwind_class3_moderate_5_anyQual_1,Wind,current_policies_short_retire_low_ccs,all,MWh,2027
2027,7.184092344224192e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_6_anyQual_0,Wind,current_policies_short_retire_low_ccs,all,MWh,2027
2027,7.844066080046667e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_7_anyQual_1,Wind,current_policies_short_retire_low_ccs,all,MWh,2027
2027,5.553360201085769e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_8_anyQual_0,Wind,current_policies_short_retire_low_ccs,all,MWh,2027
2027,6.513140966388745e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_9_anyQual_1,Wind,current_policies_short_retire_low_ccs,all,MWh,2027
2027,1.783730483093382e-08,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,current_policies_short_retire_low_ccs,all,MWh,2027
2027,24426779.078004222,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,current_policies_short_retire_low_ccs,all,MWh,2027
2027,4.858100707432286e-09,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,current_policies_short_retire_low_ccs,all,MWh,2027
2027,5.75645837942506e-09,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas,current_policies_short_retire_low_ccs,all,MWh,2027
2027,6.730419562354593e-09,SWITCH,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,current_policies_short_retire_low_ccs,all,MWh,2027
2027,2.467041153648805e-09,SWITCH,BASN,BASN_natural_gas_steam_turbine_1,Natural Gas,current_policies_short_retire_low_ccs,all,MWh,2027
