Zone,1,2,3,4,5,6,7,8,9,10,11,Total
CO2_Price_1,2.3447801026129064e-13,2.3447801026129064e-13,2.3447801026129064e-13,2.3447801026129064e-13,2.3447801026129064e-13,2.3447801026129064e-13,2.3447801026129064e-13,2.3447801026129064e-13,2.3447801026129064e-13,2.3447801026129064e-13,2.3447801026129064e-13,0.0
AnnualSum,1.5550046759418553e7,89459.3372096951,3.695538285066511,34933.21142255944,3.8159740403444817,6.903291475612646e6,1.5503547184407723e6,3.3805570995272966e6,809686.8724794281,1.3119314244091142e7,2.099455377511245e8,2.513831889808389e8
t1,523.8091221912758,16.379548519197563,0.0003761012407767474,0.00028922412217214743,0.0001904809660085192,791.827419552622,6.016868234578585,0.0005798727426972013,0.0016529802874395481,311.0426876320136,19150.82306629616,20799.90180108521
t2,523.8090390499168,7.043572812762421,0.00034256717695174894,0.00026941396635670167,0.00018800614269664535,791.8261978298448,1.3327708938270084,0.0004557429595578467,0.0004876923307450989,311.0409328427285,15116.727453132864,16751.78170998452
t3,523.8090102930607,3.6368796985463,0.0003269846217386014,0.0002601626118723588,0.0001836635983512802,791.8261865306845,1.3327105830456303,0.0004058608684115832,0.0004400539842393974,311.03803724906396,13074.565008857102,14706.209449937187
t4,523.8089861430497,3.636813715803239,0.00029258555518551404,0.0002453066573328646,0.00017801844346605208,513.2608659218768,1.332650183237627,0.0003604388167875994,0.00039031259373585413,111.97428568366152,12904.403715654164,14058.418783963858
t5,523.8089538658769,3.6364823459746827,0.00021611707174973554,0.00021496840583712118,0.0001709513075301332,158.36558725035667,1.332562546163481,0.00030128966788322566,0.0003142451280221364,62.208607003457026,14214.017069951698,14963.370480535108
t6,523.8089199024886,3.63644323561435,0.00018779445511851966,0.00018942532263722158,0.00016508024667583846,158.36553685713582,1.3325102165158975,0.0002532142504973603,0.00026693945198135995,62.2085662385008,18112.188945159713,18861.541984063693
t7,239.38090799129375,3.6364207391210157,0.00017295447208392166,0.00017183922038289338,0.0001516498813304388,158.3655098052384,1.3324818406945689,0.00022164321146941922,0.00023687907687401852,62.208523253913064,11410.25382788708,11875.178626483203
t8,239.3809030587303,3.6364196669572775,0.00017127379071470026,0.00016985648452222472,0.00014978597187996048,158.36550426227942,1.3324779011480579,0.00021463112611520363,0.00023034519174025436,62.20851757628259,11314.57570062913,11779.500458987091
t9,239.38090176842542,3.636419212542784,0.00017034070547843272,0.0001687597640910632,0.0001486870918728434,158.36550105676503,1.332475791696183,0.00021046901116961056,0.00022643983117534388,62.20850906483829,11314.575692931863,11779.500424522535
t10,239.38090177321962,3.6364192452927737,0.00016990578946549098,0.00016826202974788896,0.00014815951095737236,158.36549912018344,1.3324746787620494,0.00020795374172124847,0.00022438423059530888,62.20851177613871,11314.575692150378,11779.500417409277
t11,239.38090322289975,3.636419713448519,0.0001699041397594908,0.000168237653090378,0.00014816450780269025,158.3654980883505,1.3324743292263945,0.00020666274887474017,0.00022383494084421925,62.20851539522705,11314.575691699512,11779.500419252656
t12,239.38090529719454,3.636420544236872,0.00017026688777319518,0.0001685995496987575,0.00014862776977894637,158.365497673592,1.332474575604604,0.00020630286486271837,0.00022447558007501558,62.20851838418573,11314.575695311989,11779.500430059456
t13,239.38090889019034,3.636421722736231,0.00017099361348758,0.00016929819740546382,0.00014957698208693484,158.36549791699886,1.3324753637794142,0.0002067915490077179,0.0002261082650543408,62.208521567640425,11314.575673932351,11779.500422162304
t14,239.38091339960602,3.6364235502878475,0.00017214158130870238,0.00017034252920375604,0.00015091800254768474,158.36549889585459,1.3324767328625615,0.00020809911136341418,0.0002288717421632305,62.20852013309086,11314.575702365879,11779.500465450546
t15,239.38092009019385,3.636426980776012,0.00017436591911798778,0.00017313280894376088,0.00015443375324842356,158.36550192675475,1.3324802308396648,0.0002126571181175784,0.00023431386485575677,62.20852571981048,11314.575702077385,11779.500505929225
t16,239.38093189436438,3.63643112108769,0.00017719026263429797,0.000176370387060781,0.0001588230303485728,158.3655058428192,1.3324843895683618,0.00021833510686616184,0.00024237980066663657,62.2085014868433,11314.575737472498,11779.500565305769
t17,239.3809497573463,3.636437143685269,0.00018139597519108874,0.00018109303024491222,0.00016557944192883221,158.36551226711467,1.3324906973227018,0.0002274609630400598,0.0002616356340917851,62.20853283525301,11314.575747103218,11779.500686968984
t18,239.3810136085026,3.6364476323373705,0.00018909587616881924,0.00018928199571010472,0.00017820992744978123,158.36552540613678,1.3325023008039643,0.00024515793822815004,0.00028364692758825455,62.20856797178935,11314.575864235758,11779.501006547993
t19,523.8091055779927,12.97278176816527,0.0003674633463353783,0.00030562037456084674,0.000341067301586309,665.1348382435592,1.3331214356880594,0.0005012877467399081,0.0005459182123595727,333.14577396739975,24526.029655896255,26062.42733824604
t20,1401.60523574232,16.379779836446716,0.0004562703134387929,0.00039633091647633907,0.0004396383649428325,791.827301071817,193.3844414834097,0.002093220493241291,188.35799384807058,703.4181249729809,37762.39156101488,41057.36782343002
t21,2272.215829017351,16.3803044665768,0.0006921851484613803,0.000724423596302146,0.0007068195019249499,791.8277544121528,308.54928584182215,0.004158947886398065,216.18568011195563,726.0493194006233,35623.89860482078,39955.113060447395
t22,1190.29264500825,16.379883735243073,0.0004917274771863186,0.00043956967039754835,0.00047770464114849217,791.8274898086904,275.82463839736533,0.002189106937000558,214.818413056328,726.0487493384715,34434.48864821957,37649.68406567265
t23,1190.2925897663001,16.37987472967916,0.00048169074877531655,0.00039593758282401015,0.00045230769900509425,791.8274732597063,275.8246205589324,0.0021146997499109457,146.37318914720967,726.0486222984084,34041.02226108095,37187.77207547697
t24,1190.2925566164918,16.379868345324976,0.0004755513136134676,0.0003841494862756376,0.0004427630015341899,791.8274441995709,275.8245944788114,0.002046851831983292,94.31121242849306,717.7662743272214,32585.393705866303,35671.79900557785
t25,1190.2925022420848,16.379822030097444,0.0004501362447939214,0.0003430599559532853,0.0004105949670784889,791.8272639645106,190.93196480684486,0.0018397388216540905,94.3056124669096,452.16174292364997,32385.271750612497,35121.17370257658
t26,1190.29247705124,16.379733427760893,0.0004202416316201781,0.0003193176791645557,0.000377171145734813,791.8271911028392,150.93036504172122,0.0017969787345242644,94.30557085765369,311.0416837304762,30575.943205835152,33130.72314075603
t27,1190.2924440884526,7.0437416795374865,0.00037642606406373914,0.0002973323622576006,0.0003318514421829266,791.8263228405682,150.93027410827568,0.0017636482518147414,94.3055275351486,311.04150016272746,30294.0555349545,32839.49811462733
t28,1190.292434839882,3.636862634965769,0.00035671335263619844,0.00028714964615193366,0.0003109806893720592,533.3597555532921,150.93024273367928,0.0017446710553484536,94.30550896236483,311.04097572248526,30197.92527942209,32481.493759383502
t29,1190.2924297706936,3.6368492225759153,0.00034195977271216614,0.0002787938306367739,0.0002965395022970538,430.60288461942184,150.93022274187143,0.001730132806452071,94.30549319629752,311.0409733033348,30175.745129282728,32356.556629562834
t30,1190.2924240754855,3.6368432044718038,0.0003143368158609204,0.00026913568746337,0.000278573630758204,641.1391516860323,150.93020453616595,0.0017171828798403354,94.30547206161849,261.274847370861,30206.74429617958,32548.325818343226
t31,1190.292403358686,3.6365046935079928,0.00022818299905732632,0.00023970269936433226,0.00022762126686545062,158.36573779474918,150.93014386625646,0.001682577587695514,94.3054080377696,62.208720385464915,25417.26091863867,27077.002214859654
t32,1190.2923955724157,3.636480959321077,0.00020796840913442388,0.0002257180433545241,0.00020967636150253388,158.36571737488927,150.9301234046652,0.001664506977391175,94.305386611318,62.20867030315744,14063.879904158353,15723.62098625391
t33,905.8645851145966,3.6364406958706113,0.00018231719745945537,0.00019903060092166608,0.0001815238433233282,158.36568254911614,150.93008646518678,0.0016279387671348136,94.30534908407293,62.20861783977308,13362.748731872702,14738.061684431726
t34,905.8643393045307,3.636438978989952,0.00018014639048628248,0.00019744530631150725,0.00017837758166576497,158.3656800901073,150.93008468099805,0.0016262490570164538,94.30534808651564,62.208611192272784,13362.748725826028,14738.061410377777
t35,905.8645962837437,3.6364382349000626,0.00017911784630959907,0.00019675927853518536,0.00017688162709139621,158.3656796542026,150.93008452423626,0.0016271905087252062,94.30534926752892,62.208608170133964,13362.748724083725,14738.061660167732
t36,905.8643806590884,3.636438734342693,0.00017917481253828908,0.00019722855145844914,0.0001768698130686311,158.36568142062302,150.93008627534562,0.0016315753511098778,94.30535369984901,62.20860866282608,13362.748723790943,14738.061458091546
t37,1190.2923784720056,3.636439342588773,0.00017987316509580968,0.00019799439883451858,0.00017760322276358235,158.36568486554472,150.93008916784922,0.0016402977378737365,94.30536170824254,62.20861049134479,13362.74872645382,15022.48948626992
t38,1190.2924566276401,3.6364408568891347,0.00018061015150309503,0.00019885180172754034,0.00017873880680502953,158.36571869130302,150.93012484260953,0.0017099901570711545,94.30543418202922,62.20861462513893,13362.74873205853,15022.489790075057
t39,1251.5784113015686,3.6364435528451735,0.00018286554829838767,0.00020141563684875243,0.00018200225031144522,158.36573687095785,150.93013994427733,107.97719212096233,110.60303251730979,62.20862457010647,13362.74874037823,15208.048887539693
t40,1394.4705576396289,3.6364463733331025,0.00018556735720789137,0.00020425769682308643,0.00018675676054144232,158.36574465374935,150.93014927989168,338.22498622335,122.60904941850713,62.2086333445366,13362.748756749581,15593.194900264392
t41,1594.001289457048,3.636485795054707,0.0002122096645146961,0.0002379572997185386,0.0002244660389209165,158.3657869068263,150.93016759876002,373.33065729078606,142.51878476316753,62.208688571434315,13362.748947635659,15847.741482651738
t42,1951.3991855202783,3.6365714088356023,0.0002718527976762168,0.00029296546662278496,0.0003091743036126734,403.6161951658799,150.93029948391708,428.3910084766861,151.8298392057809,111.97525833692146,13362.74900292083,16564.528234511698
t43,2572.8725050108815,12.972900877703436,0.0004317853559095884,0.00040056494715171324,0.0004518790811444929,1649.0262444299208,275.8250215376562,366.7281534201723,145.53346665343736,1295.8086260990424,23685.286308295515,30004.054510553713
t44,3433.387168207252,16.37992252727854,0.0005185702267146678,0.0005285217278559264,0.0005270039735098364,1796.9210839391208,275.82490760131975,507.3325225251707,214.81864168125085,2239.662591280462,32154.880483527144,40639.20889538493
