model,zone,resource_name,tech_type,planning_year,case,unit,value
USENSYS,BASN,BASN_BASN_batteries_1,Battery,2027,short-base-200-no-ccs,MWh,212249
USENSYS,BASN,BASN_BASN_batteries_1,Battery,2030,short-base-200-no-ccs,MWh,440879
USENSYS,BASN,BASN_BASN_batteries_1,Battery,2035,short-base-200-no-ccs,MWh,563470
USENSYS,BASN,BASN_BASN_battery_moderate_0,Battery,2045,short-base-200-no-ccs,MWh,2629949
USENSYS,BASN,BASN_BASN_battery_moderate_0,Battery,2050,short-base-200-no-ccs,MWh,10426240
USENSYS,BASN,BASN_BASN_biomass_1,Other,2027,short-base-200-no-ccs,MWh,68168
USENSYS,BASN,BASN_BASN_biomass_1,Other,2030,short-base-200-no-ccs,MWh,44048
USENSYS,BASN,BASN_BASN_biomass_1,Other,2035,short-base-200-no-ccs,MWh,40040
USENSYS,BASN,BASN_BASN_biomass_1,Other,2040,short-base-200-no-ccs,MWh,39168
USENSYS,BASN,BASN_BASN_biomass_1,Other,2045,short-base-200-no-ccs,MWh,35672
USENSYS,BASN,BASN_BASN_biomass_1,Other,2050,short-base-200-no-ccs,MWh,26185
USENSYS,BASN,BASN_BASN_biomass_2,Other,2027,short-base-200-no-ccs,MWh,180285
USENSYS,BASN,BASN_BASN_biomass_2,Other,2030,short-base-200-no-ccs,MWh,116125
USENSYS,BASN,BASN_BASN_biomass_2,Other,2035,short-base-200-no-ccs,MWh,85765
USENSYS,BASN,BASN_BASN_biomass_2,Other,2040,short-base-200-no-ccs,MWh,83487
USENSYS,BASN,BASN_BASN_biomass_2,Other,2045,short-base-200-no-ccs,MWh,87890
USENSYS,BASN,BASN_BASN_biomass_2,Other,2050,short-base-200-no-ccs,MWh,65292
USENSYS,BASN,BASN_BASN_conventional_hydroelectric_1,Hydro,2027,short-base-200-no-ccs,MWh,8354216
USENSYS,BASN,BASN_BASN_conventional_hydroelectric_1,Hydro,2030,short-base-200-no-ccs,MWh,7298307
USENSYS,BASN,BASN_BASN_conventional_hydroelectric_1,Hydro,2035,short-base-200-no-ccs,MWh,7073192
USENSYS,BASN,BASN_BASN_conventional_hydroelectric_1,Hydro,2040,short-base-200-no-ccs,MWh,4727836
USENSYS,BASN,BASN_BASN_conventional_hydroelectric_1,Hydro,2045,short-base-200-no-ccs,MWh,4417741
USENSYS,BASN,BASN_BASN_conventional_hydroelectric_1,Hydro,2050,short-base-200-no-ccs,MWh,4249001
USENSYS,BASN,BASN_BASN_conventional_steam_coal_1,Coal,2027,short-base-200-no-ccs,MWh,5895338
USENSYS,BASN,BASN_BASN_conventional_steam_coal_1,Coal,2040,short-base-200-no-ccs,MWh,27664
USENSYS,BASN,BASN_BASN_conventional_steam_coal_1,Coal,2045,short-base-200-no-ccs,MWh,28544
USENSYS,BASN,BASN_BASN_conventional_steam_coal_1,Coal,2050,short-base-200-no-ccs,MWh,29120
USENSYS,BASN,BASN_BASN_conventional_steam_coal_2,Coal,2027,short-base-200-no-ccs,MWh,11736228
USENSYS,BASN,BASN_BASN_conventional_steam_coal_2,Coal,2035,short-base-200-no-ccs,MWh,6740
USENSYS,BASN,BASN_BASN_conventional_steam_coal_2,Coal,2040,short-base-200-no-ccs,MWh,62698
USENSYS,BASN,BASN_BASN_conventional_steam_coal_2,Coal,2045,short-base-200-no-ccs,MWh,28731
USENSYS,BASN,BASN_BASN_distributed_generation_1,Distributed Solar,2027,short-base-200-no-ccs,MWh,2665839
USENSYS,BASN,BASN_BASN_distributed_generation_1,Distributed Solar,2030,short-base-200-no-ccs,MWh,3645958
USENSYS,BASN,BASN_BASN_distributed_generation_1,Distributed Solar,2035,short-base-200-no-ccs,MWh,4452403
USENSYS,BASN,BASN_BASN_distributed_generation_1,Distributed Solar,2040,short-base-200-no-ccs,MWh,4291558
USENSYS,BASN,BASN_BASN_distributed_generation_1,Distributed Solar,2045,short-base-200-no-ccs,MWh,4298495
USENSYS,BASN,BASN_BASN_distributed_generation_1,Distributed Solar,2050,short-base-200-no-ccs,MWh,4551007
USENSYS,BASN,BASN_BASN_geothermal_1,Geothermal,2027,short-base-200-no-ccs,MWh,4036032
USENSYS,BASN,BASN_BASN_geothermal_1,Geothermal,2030,short-base-200-no-ccs,MWh,3782688
USENSYS,BASN,BASN_BASN_geothermal_1,Geothermal,2035,short-base-200-no-ccs,MWh,3616704
USENSYS,BASN,BASN_BASN_geothermal_1,Geothermal,2040,short-base-200-no-ccs,MWh,2507232
USENSYS,BASN,BASN_BASN_geothermal_1,Geothermal,2045,short-base-200-no-ccs,MWh,1327872
USENSYS,BASN,BASN_BASN_geothermal_1,Geothermal,2050,short-base-200-no-ccs,MWh,489216
USENSYS,BASN,BASN_BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,2027,short-base-200-no-ccs,MWh,27789878
USENSYS,BASN,BASN_BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,2030,short-base-200-no-ccs,MWh,28749618
USENSYS,BASN,BASN_BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,2035,short-base-200-no-ccs,MWh,29197398
USENSYS,BASN,BASN_BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,2040,short-base-200-no-ccs,MWh,29197398
USENSYS,BASN,BASN_BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,2045,short-base-200-no-ccs,MWh,29197394
USENSYS,BASN,BASN_BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,2050,short-base-200-no-ccs,MWh,28614658
USENSYS,BASN,BASN_BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,2027,short-base-200-no-ccs,MWh,24133066
USENSYS,BASN,BASN_BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,2030,short-base-200-no-ccs,MWh,30263471
USENSYS,BASN,BASN_BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,2035,short-base-200-no-ccs,MWh,30679372
USENSYS,BASN,BASN_BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,2040,short-base-200-no-ccs,MWh,30679372
USENSYS,BASN,BASN_BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,2045,short-base-200-no-ccs,MWh,30679372
