model,line_name,planning_year,case,unit,value
USENSYS,NYCW_to_PJME,2027,short-base-200-no-ccs,MW,3638
USENSYS,RMRG_to_SPPC,2027,short-base-200-no-ccs,MW,574
USENSYS,RMRG_to_SPPN,2027,short-base-200-no-ccs,MW,460
USENSYS,SPPC_to_SPPN,2027,short-base-200-no-ccs,MW,446
USENSYS,SPPS_to_TREW,2027,short-base-200-no-ccs,MW,1164
USENSYS,BASN_to_CANO,2030,short-base-200-no-ccs,MW,359
USENSYS,CASO_to_SRSG,2030,short-base-200-no-ccs,MW,7386
USENSYS,FRCC_to_SRSE,2030,short-base-200-no-ccs,MW,7007
USENSYS,ISNE_to_NYCW,2030,short-base-200-no-ccs,MW,509
USENSYS,ISNE_to_NYUP,2030,short-base-200-no-ccs,MW,3417
USENSYS,MISC_to_PJMW,2030,short-base-200-no-ccs,MW,20283
USENSYS,MISC_to_SPPC,2030,short-base-200-no-ccs,MW,12870
USENSYS,MISC_to_SPPS,2030,short-base-200-no-ccs,MW,10548
USENSYS,MISS_to_SPPS,2030,short-base-200-no-ccs,MW,15273
USENSYS,MISS_to_SRSE,2030,short-base-200-no-ccs,MW,9109
USENSYS,MISW_to_PJMC,2030,short-base-200-no-ccs,MW,4350
USENSYS,NWPP_to_RMRG,2030,short-base-200-no-ccs,MW,8322
USENSYS,NYCW_to_NYUP,2030,short-base-200-no-ccs,MW,961
USENSYS,NYCW_to_PJME,2030,short-base-200-no-ccs,MW,2086
USENSYS,NYUP_to_PJME,2030,short-base-200-no-ccs,MW,5735
USENSYS,PJMC_to_PJMW,2030,short-base-200-no-ccs,MW,6706
USENSYS,PJMD_to_PJME,2030,short-base-200-no-ccs,MW,3122
USENSYS,PJME_to_PJMW,2030,short-base-200-no-ccs,MW,7579
USENSYS,PJMW_to_SRCE,2030,short-base-200-no-ccs,MW,1696
USENSYS,RMRG_to_SPPC,2030,short-base-200-no-ccs,MW,8249
USENSYS,RMRG_to_SPPN,2030,short-base-200-no-ccs,MW,5256
USENSYS,SPPC_to_SPPN,2030,short-base-200-no-ccs,MW,121
USENSYS,SPPC_to_SPPS,2030,short-base-200-no-ccs,MW,1171
USENSYS,SPPS_to_SRSG,2030,short-base-200-no-ccs,MW,9090
USENSYS,SPPS_to_TRE,2030,short-base-200-no-ccs,MW,9400
USENSYS,SPPS_to_TREW,2030,short-base-200-no-ccs,MW,7304
USENSYS,SRCA_to_SRCE,2030,short-base-200-no-ccs,MW,2850
USENSYS,SRCE_to_SRSE,2030,short-base-200-no-ccs,MW,4295
USENSYS,MISC_to_MISE,2030,short-base-200-no-ccs,MW,6736
USENSYS,MISC_to_SPPN,2030,short-base-200-no-ccs,MW,7365
USENSYS,MISS_to_SPPC,2030,short-base-200-no-ccs,MW,8006
USENSYS,MISW_to_SPPC,2030,short-base-200-no-ccs,MW,1812
USENSYS,SPPN_to_SPPS,2030,short-base-200-no-ccs,MW,5470
USENSYS,SRSG_to_TRE,2030,short-base-200-no-ccs,MW,4628
USENSYS,BASN_to_RMRG,2035,short-base-200-no-ccs,MW,549
USENSYS,CANO_to_CASO,2035,short-base-200-no-ccs,MW,788
USENSYS,CANO_to_NWPP,2035,short-base-200-no-ccs,MW,687
USENSYS,CASO_to_SRSG,2035,short-base-200-no-ccs,MW,3221
USENSYS,FRCC_to_SRSE,2035,short-base-200-no-ccs,MW,352
USENSYS,ISNE_to_NYCW,2035,short-base-200-no-ccs,MW,34
USENSYS,ISNE_to_NYUP,2035,short-base-200-no-ccs,MW,5218
USENSYS,MISC_to_PJMW,2035,short-base-200-no-ccs,MW,3670
USENSYS,MISC_to_SPPN,2035,short-base-200-no-ccs,MW,2635
USENSYS,MISC_to_SRCE,2035,short-base-200-no-ccs,MW,329
USENSYS,MISS_to_SPPC,2035,short-base-200-no-ccs,MW,1994
USENSYS,MISW_to_PJMC,2035,short-base-200-no-ccs,MW,5330
USENSYS,MISW_to_SPPN,2035,short-base-200-no-ccs,MW,1854
USENSYS,NWPP_to_RMRG,2035,short-base-200-no-ccs,MW,1278
USENSYS,NYCW_to_NYUP,2035,short-base-200-no-ccs,MW,1831
USENSYS,NYCW_to_PJME,2035,short-base-200-no-ccs,MW,1926
USENSYS,NYUP_to_PJME,2035,short-base-200-no-ccs,MW,490
USENSYS,PJMC_to_PJMW,2035,short-base-200-no-ccs,MW,2314
USENSYS,PJMD_to_PJME,2035,short-base-200-no-ccs,MW,2135
USENSYS,PJME_to_PJMW,2035,short-base-200-no-ccs,MW,5465
USENSYS,PJMW_to_SRCE,2035,short-base-200-no-ccs,MW,2798
USENSYS,RMRG_to_SPPC,2035,short-base-200-no-ccs,MW,967
USENSYS,RMRG_to_SPPN,2035,short-base-200-no-ccs,MW,2697
USENSYS,RMRG_to_SRSG,2035,short-base-200-no-ccs,MW,6112
USENSYS,SPPC_to_SPPN,2035,short-base-200-no-ccs,MW,3641
USENSYS,SPPC_to_SPPS,2035,short-base-200-no-ccs,MW,1185
USENSYS,SPPS_to_TREW,2035,short-base-200-no-ccs,MW,1312
USENSYS,SRCE_to_SRSE,2035,short-base-200-no-ccs,MW,2528
USENSYS,SRSG_to_TRE,2035,short-base-200-no-ccs,MW,1574
USENSYS,MISE_to_MISW,2035,short-base-200-no-ccs,MW,773
USENSYS,NWPP_to_SPPN,2035,short-base-200-no-ccs,MW,2444
USENSYS,BASN_to_CANO,2040,short-base-200-no-ccs,MW,367
USENSYS,BASN_to_RMRG,2040,short-base-200-no-ccs,MW,1318
USENSYS,CANO_to_NWPP,2040,short-base-200-no-ccs,MW,816
USENSYS,CASO_to_SRSG,2040,short-base-200-no-ccs,MW,2972
USENSYS,ISNE_to_NYCW,2040,short-base-200-no-ccs,MW,360
