period,value,model,zone,resource_name,tech_type,case,timestep,unit,planning_year
2027,106749.90164658194,SWITCH,BASN,BASN_batteries_1,Battery,base_20_week,all,MWh,2027
2030,496541.945009137,SWITCH,BASN,BASN_batteries_1,Battery,base_20_week,all,MWh,2030
2035,762986.2934729088,SWITCH,BASN,BASN_batteries_1,Battery,base_20_week,all,MWh,2035
2027,0.5693984406398963,SWITCH,BASN,BASN_battery_moderate_0,Battery,base_20_week,all,MWh,2027
2030,0.8648718029696435,SWITCH,BASN,BASN_battery_moderate_0,Battery,base_20_week,all,MWh,2030
2035,0.950652339801085,SWITCH,BASN,BASN_battery_moderate_0,Battery,base_20_week,all,MWh,2035
2040,4.119382854822666,SWITCH,BASN,BASN_battery_moderate_0,Battery,base_20_week,all,MWh,2040
2045,7188000.478039324,SWITCH,BASN,BASN_battery_moderate_0,Battery,base_20_week,all,MWh,2045
2050,18434064.554066885,SWITCH,BASN,BASN_battery_moderate_0,Battery,base_20_week,all,MWh,2050
2027,70667.03538637796,SWITCH,BASN,BASN_biomass_1,Other,base_20_week,all,MWh,2027
2030,54019.65198396429,SWITCH,BASN,BASN_biomass_1,Other,base_20_week,all,MWh,2030
2035,49263.19385440565,SWITCH,BASN,BASN_biomass_1,Other,base_20_week,all,MWh,2035
2040,45966.22521390231,SWITCH,BASN,BASN_biomass_1,Other,base_20_week,all,MWh,2040
2045,48405.72005008487,SWITCH,BASN,BASN_biomass_1,Other,base_20_week,all,MWh,2045
2050,27087.20601306874,SWITCH,BASN,BASN_biomass_1,Other,base_20_week,all,MWh,2050
2027,179472.22859292763,SWITCH,BASN,BASN_biomass_2,Other,base_20_week,all,MWh,2027
2030,139190.4375525533,SWITCH,BASN,BASN_biomass_2,Other,base_20_week,all,MWh,2030
2035,102114.76693034323,SWITCH,BASN,BASN_biomass_2,Other,base_20_week,all,MWh,2035
2040,94991.87746585411,SWITCH,BASN,BASN_biomass_2,Other,base_20_week,all,MWh,2040
2045,100110.5829268873,SWITCH,BASN,BASN_biomass_2,Other,base_20_week,all,MWh,2045
2050,70115.81213702884,SWITCH,BASN,BASN_biomass_2,Other,base_20_week,all,MWh,2050
2027,8671710.766250962,SWITCH,BASN,BASN_conventional_hydroelectric_1,Hydro,base_20_week,all,MWh,2027
2030,8333650.804549453,SWITCH,BASN,BASN_conventional_hydroelectric_1,Hydro,base_20_week,all,MWh,2030
2035,8236557.652025726,SWITCH,BASN,BASN_conventional_hydroelectric_1,Hydro,base_20_week,all,MWh,2035
2040,5548177.681751923,SWITCH,BASN,BASN_conventional_hydroelectric_1,Hydro,base_20_week,all,MWh,2040
2045,5167334.262773165,SWITCH,BASN,BASN_conventional_hydroelectric_1,Hydro,base_20_week,all,MWh,2045
2050,4606430.989132908,SWITCH,BASN,BASN_conventional_hydroelectric_1,Hydro,base_20_week,all,MWh,2050
2027,540510.3120116523,SWITCH,BASN,BASN_conventional_steam_coal_1,Coal,base_20_week,all,MWh,2027
2030,0.02552691807861046,SWITCH,BASN,BASN_conventional_steam_coal_1,Coal,base_20_week,all,MWh,2030
2035,0.013669065374905946,SWITCH,BASN,BASN_conventional_steam_coal_1,Coal,base_20_week,all,MWh,2035
2040,3666.014783209881,SWITCH,BASN,BASN_conventional_steam_coal_1,Coal,base_20_week,all,MWh,2040
2045,4282.870258015311,SWITCH,BASN,BASN_conventional_steam_coal_1,Coal,base_20_week,all,MWh,2045
2050,4399.219994382003,SWITCH,BASN,BASN_conventional_steam_coal_1,Coal,base_20_week,all,MWh,2050
2027,1344373.2459797326,SWITCH,BASN,BASN_conventional_steam_coal_2,Coal,base_20_week,all,MWh,2027
2030,0.02815499596757159,SWITCH,BASN,BASN_conventional_steam_coal_2,Coal,base_20_week,all,MWh,2030
2035,0.015055523499660592,SWITCH,BASN,BASN_conventional_steam_coal_2,Coal,base_20_week,all,MWh,2035
2040,6815.016748616617,SWITCH,BASN,BASN_conventional_steam_coal_2,Coal,base_20_week,all,MWh,2040
2045,14641.262460005408,SWITCH,BASN,BASN_conventional_steam_coal_2,Coal,base_20_week,all,MWh,2045
2027,3855805.1486663176,SWITCH,BASN,BASN_distributed_generation_1,Distributed Solar,base_20_week,all,MWh,2027
2030,4556244.473558439,SWITCH,BASN,BASN_distributed_generation_1,Distributed Solar,base_20_week,all,MWh,2030
2035,4414446.844790054,SWITCH,BASN,BASN_distributed_generation_1,Distributed Solar,base_20_week,all,MWh,2035
2040,4160988.105382947,SWITCH,BASN,BASN_distributed_generation_1,Distributed Solar,base_20_week,all,MWh,2040
2045,4062752.404782421,SWITCH,BASN,BASN_distributed_generation_1,Distributed Solar,base_20_week,all,MWh,2045
2050,4102018.033543614,SWITCH,BASN,BASN_distributed_generation_1,Distributed Solar,base_20_week,all,MWh,2050
2027,4035503.457010548,SWITCH,BASN,BASN_geothermal_1,Geothermal,base_20_week,all,MWh,2027
2030,3575322.535478257,SWITCH,BASN,BASN_geothermal_1,Geothermal,base_20_week,all,MWh,2030
2035,3472773.385592475,SWITCH,BASN,BASN_geothermal_1,Geothermal,base_20_week,all,MWh,2035
2040,2296080.0196922175,SWITCH,BASN,BASN_geothermal_1,Geothermal,base_20_week,all,MWh,2040
2045,1426213.285930067,SWITCH,BASN,BASN_geothermal_1,Geothermal,base_20_week,all,MWh,2045
2050,518620.734468491,SWITCH,BASN,BASN_geothermal_1,Geothermal,base_20_week,all,MWh,2050
2027,0.033376823836787944,SWITCH,BASN,BASN_hydrogen_fframe_ct_moderate_0,Hydro,base_20_week,all,MWh,2027
2030,0.05256827482409149,SWITCH,BASN,BASN_hydrogen_fframe_ct_moderate_0,Hydro,base_20_week,all,MWh,2030
2035,0.03823725554478844,SWITCH,BASN,BASN_hydrogen_fframe_ct_moderate_0,Hydro,base_20_week,all,MWh,2035
2040,0.045763535091500385,SWITCH,BASN,BASN_hydrogen_fframe_ct_moderate_0,Hydro,base_20_week,all,MWh,2040
2045,0.05294355704248624,SWITCH,BASN,BASN_hydrogen_fframe_ct_moderate_0,Hydro,base_20_week,all,MWh,2045
2050,0.05438684396953279,SWITCH,BASN,BASN_hydrogen_fframe_ct_moderate_0,Hydro,base_20_week,all,MWh,2050
2027,0.05792298636630313,SWITCH,BASN,BASN_hydrogen_hframe_cc_moderate_0,Hydro,base_20_week,all,MWh,2027
2030,0.1989775423049783,SWITCH,BASN,BASN_hydrogen_hframe_cc_moderate_0,Hydro,base_20_week,all,MWh,2030
2035,0.1839477183416028,SWITCH,BASN,BASN_hydrogen_hframe_cc_moderate_0,Hydro,base_20_week,all,MWh,2035
2040,0.2279595506001214,SWITCH,BASN,BASN_hydrogen_hframe_cc_moderate_0,Hydro,base_20_week,all,MWh,2040
2045,0.26644584764022566,SWITCH,BASN,BASN_hydrogen_hframe_cc_moderate_0,Hydro,base_20_week,all,MWh,2045
2050,0.27205673963898636,SWITCH,BASN,BASN_hydrogen_hframe_cc_moderate_0,Hydro,base_20_week,all,MWh,2050
2027,40.095716555683616,SWITCH,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,base_20_week,all,MWh,2027
2030,29062145.667026132,SWITCH,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,base_20_week,all,MWh,2030
2035,28957284.01797501,SWITCH,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,base_20_week,all,MWh,2035
2040,28505646.720956843,SWITCH,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,base_20_week,all,MWh,2040
2045,28506728.68576183,SWITCH,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,base_20_week,all,MWh,2045
2050,28157615.88987228,SWITCH,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,base_20_week,all,MWh,2050
2027,0.17067306833649537,SWITCH,BASN,BASN_landbasedwind_class3_moderate_10_anyQual_0,Wind,base_20_week,all,MWh,2027
2030,0.3394827806535712,SWITCH,BASN,BASN_landbasedwind_class3_moderate_10_anyQual_0,Wind,base_20_week,all,MWh,2030
2035,0.3487407742802401,SWITCH,BASN,BASN_landbasedwind_class3_moderate_10_anyQual_0,Wind,base_20_week,all,MWh,2035
2040,0.41463078458887764,SWITCH,BASN,BASN_landbasedwind_class3_moderate_10_anyQual_0,Wind,base_20_week,all,MWh,2040
2045,0.611424051758794,SWITCH,BASN,BASN_landbasedwind_class3_moderate_10_anyQual_0,Wind,base_20_week,all,MWh,2045
2050,0.5968264756849574,SWITCH,BASN,BASN_landbasedwind_class3_moderate_10_anyQual_0,Wind,base_20_week,all,MWh,2050
2027,0.1431456038460148,SWITCH,BASN,BASN_landbasedwind_class3_moderate_11_anyQual_1,Wind,base_20_week,all,MWh,2027
2030,0.25494631431712206,SWITCH,BASN,BASN_landbasedwind_class3_moderate_11_anyQual_1,Wind,base_20_week,all,MWh,2030
2035,0.25865028624356584,SWITCH,BASN,BASN_landbasedwind_class3_moderate_11_anyQual_1,Wind,base_20_week,all,MWh,2035
2040,0.306112273809395,SWITCH,BASN,BASN_landbasedwind_class3_moderate_11_anyQual_1,Wind,base_20_week,all,MWh,2040
2045,0.401985728880103,SWITCH,BASN,BASN_landbasedwind_class3_moderate_11_anyQual_1,Wind,base_20_week,all,MWh,2045
2050,0.39742420122627775,SWITCH,BASN,BASN_landbasedwind_class3_moderate_11_anyQual_1,Wind,base_20_week,all,MWh,2050
2027,24223176.875148177,SWITCH,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,base_20_week,all,MWh,2027
2030,29662774.997848216,SWITCH,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,base_20_week,all,MWh,2030
2035,29630384.35876986,SWITCH,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,base_20_week,all,MWh,2035
2040,29194180.34031512,SWITCH,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,base_20_week,all,MWh,2040
2045,29151031.08906339,SWITCH,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,base_20_week,all,MWh,2045
2050,29913752.71538408,SWITCH,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,base_20_week,all,MWh,2050
2027,0.39415477307997837,SWITCH,BASN,BASN_landbasedwind_class3_moderate_2_anyQual_0,Wind,base_20_week,all,MWh,2027
2030,4.777862084211094,SWITCH,BASN,BASN_landbasedwind_class3_moderate_2_anyQual_0,Wind,base_20_week,all,MWh,2030
