model,line_name,planning_year,case,unit,start_value,end_value
SWITCH,PJMC_to_MISC,2027,base_20_week,MW,5244.0,5244.14241
SWITCH,PJMC_to_MISC,2030,base_20_week,MW,5244.14241,5244.2044
SWITCH,PJMC_to_MISC,2035,base_20_week,MW,5244.2044,5244.496
SWITCH,PJMC_to_MISC,2040,base_20_week,MW,5244.496,5244.58381
SWITCH,PJMC_to_MISC,2045,base_20_week,MW,5244.58381,5244.93013
SWITCH,PJMC_to_MISC,2050,base_20_week,MW,5244.93013,5245.17249
SWITCH,PJMC_to_PJMW,2027,base_20_week,MW,980.0,980.00583
SWITCH,PJMC_to_PJMW,2030,base_20_week,MW,980.00583,6536.1809
SWITCH,PJMC_to_PJMW,2035,base_20_week,MW,6536.1809,6541.5041
SWITCH,PJMC_to_PJMW,2040,base_20_week,MW,6541.5041,6731.59581
SWITCH,PJMC_to_PJMW,2045,base_20_week,MW,6731.59581,6732.4024
SWITCH,PJMC_to_PJMW,2050,base_20_week,MW,6732.4024,6732.5241
SWITCH,PJMC_to_MISW,2027,base_20_week,MW,3200.0,3202.20696
SWITCH,PJMC_to_MISW,2030,base_20_week,MW,3202.20696,5444.53002
SWITCH,PJMC_to_MISW,2035,base_20_week,MW,5444.53002,5535.75028
SWITCH,PJMC_to_MISW,2040,base_20_week,MW,5535.75028,5536.75778
SWITCH,PJMC_to_MISW,2045,base_20_week,MW,5536.75778,7563.68307
SWITCH,PJMC_to_MISW,2050,base_20_week,MW,7563.68307,7963.68443
SWITCH,PJME_to_NYUP,2027,base_20_week,MW,1255.0,1255.04731
SWITCH,PJME_to_NYUP,2030,base_20_week,MW,1255.04731,2883.78011
SWITCH,PJME_to_NYUP,2035,base_20_week,MW,2883.78011,7063.83247
SWITCH,PJME_to_NYUP,2040,base_20_week,MW,7063.83247,8667.64441
SWITCH,PJME_to_NYUP,2045,base_20_week,MW,8667.64441,8868.47286
SWITCH,PJME_to_NYUP,2050,base_20_week,MW,8868.47286,8868.66839
SWITCH,PJME_to_PJMW,2027,base_20_week,MW,3885.0,3886.16125
SWITCH,PJME_to_PJMW,2030,base_20_week,MW,3886.16125,15672.73439
SWITCH,PJME_to_PJMW,2035,base_20_week,MW,15672.73439,27952.22164
SWITCH,PJME_to_PJMW,2040,base_20_week,MW,27952.22164,37337.3642
SWITCH,PJME_to_PJMW,2045,base_20_week,MW,37337.3642,46646.49999
SWITCH,PJME_to_PJMW,2050,base_20_week,MW,46646.49999,46647.47565
SWITCH,PJME_to_NYCW,2027,base_20_week,MW,660.0,4147.61551
SWITCH,PJME_to_NYCW,2030,base_20_week,MW,4147.61551,7381.93765
SWITCH,PJME_to_NYCW,2035,base_20_week,MW,7381.93765,10763.81683
SWITCH,PJME_to_NYCW,2040,base_20_week,MW,10763.81683,12871.78205
SWITCH,PJME_to_NYCW,2045,base_20_week,MW,12871.78205,14268.98537
SWITCH,PJME_to_NYCW,2050,base_20_week,MW,14268.98537,14731.81053
SWITCH,PJME_to_PJMD,2027,base_20_week,MW,1200.0,1200.5226
SWITCH,PJME_to_PJMD,2030,base_20_week,MW,1200.5226,3217.75851
SWITCH,PJME_to_PJMD,2035,base_20_week,MW,3217.75851,3219.5591
SWITCH,PJME_to_PJMD,2040,base_20_week,MW,3219.5591,4316.54184
SWITCH,PJME_to_PJMD,2045,base_20_week,MW,4316.54184,6290.29222
SWITCH,PJME_to_PJMD,2050,base_20_week,MW,6290.29222,6295.28945
SWITCH,MISE_to_MISC,2027,base_20_week,MW,0.0,15.70303
SWITCH,MISE_to_MISC,2030,base_20_week,MW,15.70303,1541.52386
SWITCH,MISE_to_MISC,2035,base_20_week,MW,1541.52386,1929.82873
SWITCH,MISE_to_MISC,2040,base_20_week,MW,1929.82873,2125.57632
SWITCH,MISE_to_MISC,2045,base_20_week,MW,2125.57632,2126.03984
SWITCH,MISE_to_MISC,2050,base_20_week,MW,2126.03984,2126.18522
SWITCH,MISE_to_PJMW,2027,base_20_week,MW,2662.0,2662.13034
SWITCH,MISE_to_PJMW,2030,base_20_week,MW,2662.13034,2662.68464
SWITCH,MISE_to_PJMW,2035,base_20_week,MW,2662.68464,2663.01277
SWITCH,MISE_to_PJMW,2040,base_20_week,MW,2663.01277,2663.03633
SWITCH,MISE_to_PJMW,2045,base_20_week,MW,2663.03633,2663.09958
SWITCH,MISE_to_PJMW,2050,base_20_week,MW,2663.09958,2663.31445
SWITCH,MISE_to_MISW,2027,base_20_week,MW,0.0,18.37072
SWITCH,MISE_to_MISW,2030,base_20_week,MW,18.37072,195.40609
SWITCH,MISE_to_MISW,2035,base_20_week,MW,195.40609,198.9421
SWITCH,MISE_to_MISW,2040,base_20_week,MW,198.9421,200.48791
SWITCH,MISE_to_MISW,2045,base_20_week,MW,200.48791,200.56087
SWITCH,MISE_to_MISW,2050,base_20_week,MW,200.56087,200.64322
