Constraint,CapRes_1,CapRes_2,CapRes_3
t1,5.241066932705094e-11,8.66082669672858e-11,1.6680918041163953e-11
t2,5.179884709424711e-11,7.572162098803792e-11,1.2914773467884402e-11
t3,5.104467650999221e-11,7.332672138040955e-11,1.2281437504618272e-11
t4,5.189900693491579e-11,7.378660039151358e-11,1.1974087089818734e-11
t5,5.2352220710196557e-11,7.516670516238001e-11,1.1616172329838797e-11
t6,5.624045946239716e-11,1.5265199176915625e-10,6.56955689017396e-12
t7,4.219974251427318e-11,8.790986702606321e-11,9.62412788679398e-12
t8,4.718359308784361e-11,8.871681198008262e-11,-6.19532888298072e-12
t9,4.9231806900814973e-11,9.103999373754421e-11,1.1920048516444315e-11
t10,4.8564833908425164e-11,9.310344137959009e-11,2.0021146032635356e-11
t11,4.861192791186818e-11,9.503782052904339e-11,-1.2332260877964541e-12
t12,6.043745378764643e-11,9.901796637646152e-11,1.1002408420207619e-11
t13,6.881625785390008e-11,8.821724344849505e-11,1.2940835294884638e-11
t14,6.592151436336325e-11,1.3277626395569729e-10,1.377072221016491e-11
t15,6.322808665071783e-11,9.100016555997489e-11,1.4669290173521955e-11
t16,6.520703963000587e-11,9.373053052878785e-11,1.3617954754454354e-11
t17,7.599136057851346e-11,1.001098769750836e-10,1.4043297544035502e-11
t18,7.388202148962682e-11,9.97884541323883e-11,1.670127188961654e-11
t19,6.083515426716448e-11,1.7162901183154695e-10,2.161035251553169e-11
t20,7.042888584588735e-11,2.368372496451458e-10,2.6308680041872824e-11
t21,7.524528120795537e-11,1.9190577668220067e-10,2.823748220669917e-11
t22,8.622520479513982e-11,1.1676377861523573e-10,2.230029917496229e-11
t23,9.31446904156999e-11,1.094461828584611e-10,2.2736987011940694e-11
t24,6.264690311210315e-11,1.5159779486108977e-10,1.9413551541723997e-11
t25,5.767665163738011e-11,1.56178795138218e-10,1.6461428949256736e-11
t26,5.6334160605435486e-11,1.337453916842819e-10,1.629631925835855e-11
t27,5.7851304842904116e-11,8.793461682590013e-11,1.8553527383767676e-11
t28,7.33043433865173e-11,1.625432270236848e-10,1.5408585746714737e-11
t29,7.454540969275227e-11,1.048285594321288e-10,1.7362668538183873e-11
t30,8.625772129422099e-11,1.2502993591061693e-10,2.8479820962693232e-11
t31,7.118789733256121e-11,1.2278872120109927e-10,1.9679669093480266e-11
t32,7.165152179502766e-11,1.3677519590822903e-10,1.6688030844206002e-11
t33,7.775811205517528e-11,2.11670243299545e-10,1.7718200666483494e-11
t34,1.0342550701201579e-10,2.3015130723572927e-10,1.7127673966004087e-11
t35,1.0884882748191816e-10,2.3323844085286544e-10,1.8334093002995118e-11
t36,9.082998674783267e-11,2.539172969604991e-10,2.4638871086228198e-11
t37,8.188912739477515e-11,1.49704342392478e-10,2.0494168444675315e-11
t38,8.425933803605033e-11,2.548665932196967e-10,1.8520265264549322e-11
t39,1.0525788184704778e-10,1.770581002653993e-10,2.5778407944667817e-11
t40,1.2816147657982254e-10,1.9354544460475542e-10,2.257069341548707e-11
t41,1.4139844487507812e-10,1.843735606941678e-10,2.449748811929797e-11
t42,1.419286436540536e-10,4.413511088882296e-10,2.5484729804607896e-11
t43,1.4741709734637557e-10,4.535516200542922e-10,3.141751392365452e-11
t44,1.1673255102742393e-10,3.7929746180349163e-10,3.223773299171277e-11
t45,1.1560044822139125e-10,3.0026124371294147e-10,2.8494322892683065e-11
t46,1.3575313185447574e-10,2.7761363023219495e-10,2.901982446407505e-11
t47,1.3580476093926167e-10,2.4960072322777083e-10,2.7582834255926988e-11
t48,1.1131463051729208e-10,1.3368597579974731e-9,2.195024333501432e-11
t49,1.1466585619516905e-10,2.0632551889388925e-10,2.078369196753478e-11
t50,7.701168549884506e-11,2.659531150963455e-10,1.808966846128424e-11
t51,6.110835272377049e-11,1.67817706347504e-10,1.7195823690403544e-11
t52,8.182962317105822e-11,1.427631172292776e-10,1.3980555568454715e-11
t53,6.342568063388914e-11,2.3141114504777243e-10,3.332895751616432e-11
t54,6.083925957641914e-11,2.6002704999882563e-10,2.4788857064911992e-11
t55,6.679490595919738e-11,2.3592369882078335e-10,2.45031380802682e-11
t56,8.064167439157439e-11,2.575595616895421e-10,5.3712132380139146e-12
t57,1.097223760295443e-10,2.850876196758864e-10,4.177702931818416e-12
t58,1.1955956044679357e-10,2.982798479867254e-10,1.4878604184580809e-12
t59,1.1489085906629543e-10,3.192927402116614e-10,1.2818578581215584e-11
t60,1.2945382063297154e-10,2.686544138531505e-10,1.5391728462784082e-11
t61,1.4474697302785665e-10,3.445653264883972e-10,1.8221145834508067e-11
t62,1.433205165241811e-10,2.9334347225261127e-10,1.350148269337325e-11
t63,1.5038387223144629e-10,3.7254535486735736e-10,1.2768048073837168e-11
t64,1.558182288881609e-10,3.7075464595766794e-10,3.1663263655661003e-11
t65,1.5836547123375035e-10,3.3055965263313244e-10,3.234982527979759e-11
t66,1.3186854307881565e-10,3.3337247168829155e-10,2.055365458735514e-11
