model,zone,resource_name,tech_type,planning_year,case,timestep,new_build,existing,unit,value
p3_High_Elect_Low_RE,10,PJM_EMAC_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,2030,Results_p1,all,0,1,MWh,26297512.84916246
p3_High_Elect_Low_RE,10,PJM_EMAC_natural_gas_fired_combined_cycle_3,Natural Gas Fired Combined Cycle,2030,Results_p1,all,0,1,MWh,0.3623359739268105
p3_High_Elect_Low_RE,10,PJM_EMAC_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,2030,Results_p1,all,0,1,MWh,0.8602576447690305
p3_High_Elect_Low_RE,10,PJM_EMAC_natural_gas_fired_combustion_turbine_2,Natural Gas Fired Combustion Turbine,2030,Results_p1,all,0,1,MWh,1.048897475723828
p3_High_Elect_Low_RE,10,PJM_EMAC_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,2030,Results_p1,all,0,1,MWh,0.766419812470632
p3_High_Elect_Low_RE,10,PJM_EMAC_nuclear_1,Nuclear,2030,Results_p1,all,1,0,MWh,63559572.11450424
p3_High_Elect_Low_RE,10,PJM_EMAC_nuclear_2,Nuclear,2030,Results_p1,all,1,0,MWh,4.349308540606503
p3_High_Elect_Low_RE,11,PJM_Rest_conventional_steam_coal_1,Conventional Steam Coal,2030,Results_p1,all,0,1,MWh,202995375.69598997
p3_High_Elect_Low_RE,11,PJM_Rest_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,2030,Results_p1,all,0,1,MWh,1.3230974334376204
p3_High_Elect_Low_RE,11,PJM_Rest_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,2030,Results_p1,all,0,1,MWh,44486687.5944685
p3_High_Elect_Low_RE,11,PJM_Rest_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,2030,Results_p1,all,0,1,MWh,0.8832921460865364
p3_High_Elect_Low_RE,11,PJM_Rest_natural_gas_fired_combustion_turbine_2,Natural Gas Fired Combustion Turbine,2030,Results_p1,all,0,1,MWh,0.8448623002260874
p3_High_Elect_Low_RE,11,PJM_Rest_natural_gas_fired_combustion_turbine_3,Natural Gas Fired Combustion Turbine,2030,Results_p1,all,0,1,MWh,0.2187684213790141
p3_High_Elect_Low_RE,11,PJM_Rest_natural_gas_fired_combustion_turbine_4,Natural Gas Fired Combustion Turbine,2030,Results_p1,all,0,1,MWh,0.3985242026976415
p3_High_Elect_Low_RE,11,PJM_Rest_nuclear_1,Nuclear,2030,Results_p1,all,1,0,MWh,194544507.48439324
p3_High_Elect_Low_RE,1,NENG_Rest_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,3.781938092939801
p3_High_Elect_Low_RE,1,NENG_Rest_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,0.5177805446919161
p3_High_Elect_Low_RE,1,NENG_Rest_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,all,1,0,MWh,0.2690468412440593
p3_High_Elect_Low_RE,1,NENG_Rest_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,all,1,0,MWh,0.3188817538793535
p3_High_Elect_Low_RE,2,NY_Z_A_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,2.011812709820532
p3_High_Elect_Low_RE,2,NY_Z_A_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,0.4545986525034275
p3_High_Elect_Low_RE,2,NY_Z_A_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,all,1,0,MWh,0.2565963670635964
p3_High_Elect_Low_RE,2,NY_Z_A_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,all,1,0,MWh,0.279695032985127
p3_High_Elect_Low_RE,3,NY_Z_B_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,2.1593964133411103
p3_High_Elect_Low_RE,3,NY_Z_B_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,0.4637402961445275
p3_High_Elect_Low_RE,3,NY_Z_B_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,all,1,0,MWh,0.2583195661998024
p3_High_Elect_Low_RE,3,NY_Z_B_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,all,1,0,MWh,0.2821699372667502
p3_High_Elect_Low_RE,4,NY_Z_C&E_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,2.941818441740661
p3_High_Elect_Low_RE,4,NY_Z_C&E_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,0.5075012455905888
p3_High_Elect_Low_RE,4,NY_Z_C&E_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,all,1,0,MWh,0.2718607993223969
p3_High_Elect_Low_RE,4,NY_Z_C&E_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,all,1,0,MWh,0.2972321112340422
p3_High_Elect_Low_RE,5,NY_Z_D_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,2.599345062484739
p3_High_Elect_Low_RE,5,NY_Z_D_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,0.4842330078702035
p3_High_Elect_Low_RE,5,NY_Z_D_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,all,1,0,MWh,0.2653180546813901
p3_High_Elect_Low_RE,5,NY_Z_D_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,all,1,0,MWh,0.2890662584562085
p3_High_Elect_Low_RE,6,NY_Z_F_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,3.871791508607399
p3_High_Elect_Low_RE,6,NY_Z_F_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,0.5420986659268608
p3_High_Elect_Low_RE,6,NY_Z_F_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,all,1,0,MWh,0.2857638886163193
p3_High_Elect_Low_RE,6,NY_Z_F_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,all,1,0,MWh,0.3111007070085481
p3_High_Elect_Low_RE,7,NY_Z_G-I_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,8.73240091990766
p3_High_Elect_Low_RE,7,NY_Z_G-I_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,0.6381819963774861
p3_High_Elect_Low_RE,7,NY_Z_G-I_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,all,1,0,MWh,0.3117766622190583
p3_High_Elect_Low_RE,7,NY_Z_G-I_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,all,1,0,MWh,0.3366755899260145
p3_High_Elect_Low_RE,8,NY_Z_J_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,1.8740022943893373
p3_High_Elect_Low_RE,8,NY_Z_J_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,0.5227845483572598
p3_High_Elect_Low_RE,8,NY_Z_J_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,all,1,0,MWh,0.229986583555942
p3_High_Elect_Low_RE,8,NY_Z_J_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,all,1,0,MWh,0.3146946224003639
p3_High_Elect_Low_RE,9,NY_Z_K_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,2.50019356212937
p3_High_Elect_Low_RE,9,NY_Z_K_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,0.6042521514882272
p3_High_Elect_Low_RE,9,NY_Z_K_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,all,1,0,MWh,0.2467339361261726
p3_High_Elect_Low_RE,9,NY_Z_K_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,all,1,0,MWh,0.3404007673549206
p3_High_Elect_Low_RE,10,PJM_EMAC_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,53427540.19727739
p3_High_Elect_Low_RE,10,PJM_EMAC_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,0.7821004110986852
p3_High_Elect_Low_RE,10,PJM_EMAC_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,all,1,0,MWh,0.2885926267545869
p3_High_Elect_Low_RE,10,PJM_EMAC_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,all,1,0,MWh,0.3746799624303862
p3_High_Elect_Low_RE,11,PJM_Rest_naturalgas_ccccsavgcf_moderate_0,NaturalGas_CCCCSAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,0.3348123087023066
p3_High_Elect_Low_RE,11,PJM_Rest_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,34.64056504995885
p3_High_Elect_Low_RE,11,PJM_Rest_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,0.8817767703067679
p3_High_Elect_Low_RE,11,PJM_Rest_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,all,1,0,MWh,0.3384153795347245
p3_High_Elect_Low_RE,11,PJM_Rest_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,all,1,0,MWh,0.3645011276066929
p3_High_Elect_Low_RE,1,NENG_Rest_offshore_wind_turbine_1,Offshore Wind Turbine,2030,Results_p1,all,0,1,MWh,0.0
p3_High_Elect_Low_RE,1,NENG_Rest_onshore_wind_turbine_1,Onshore Wind Turbine,2030,Results_p1,all,0,1,MWh,1277364.9570806052
p3_High_Elect_Low_RE,1,NENG_Rest_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,all,0,1,MWh,922954.399970739
p3_High_Elect_Low_RE,2,NY_Z_A_onshore_wind_turbine_1,Onshore Wind Turbine,2030,Results_p1,all,0,1,MWh,246656.8770045772
p3_High_Elect_Low_RE,2,NY_Z_A_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,all,0,1,MWh,5445.117500120574
p3_High_Elect_Low_RE,3,NY_Z_B_onshore_wind_turbine_1,Onshore Wind Turbine,2030,Results_p1,all,0,1,MWh,0.0
p3_High_Elect_Low_RE,3,NY_Z_B_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,all,0,1,MWh,3145.7318416736616
p3_High_Elect_Low_RE,4,NY_Z_C&E_onshore_wind_turbine_1,Onshore Wind Turbine,2030,Results_p1,all,0,1,MWh,1553732.447839673
p3_High_Elect_Low_RE,4,NY_Z_C&E_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,all,0,1,MWh,65746.41068567507
p3_High_Elect_Low_RE,5,NY_Z_D_onshore_wind_turbine_1,Onshore Wind Turbine,2030,Results_p1,all,0,1,MWh,1030066.1525877878
p3_High_Elect_Low_RE,5,NY_Z_D_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,all,0,1,MWh,2845.856993471493
p3_High_Elect_Low_RE,6,NY_Z_F_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,all,0,1,MWh,13571.765035606652
p3_High_Elect_Low_RE,7,NY_Z_G-I_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,all,0,1,MWh,9821.601822820536
p3_High_Elect_Low_RE,10,PJM_EMAC_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,all,0,1,MWh,1263676.7207431404
p3_High_Elect_Low_RE,11,PJM_Rest_onshore_wind_turbine_1,Onshore Wind Turbine,2030,Results_p1,all,0,1,MWh,12431338.90286133
p3_High_Elect_Low_RE,11,PJM_Rest_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,all,0,1,MWh,1440067.9410267174
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class3_advanced_fixed_1_0,OffShoreWind_Class3_Advanced_fixed_1,2030,Results_p1,all,1,0,MWh,6932807.2746975785
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class3_advanced_fixed_1_1,OffShoreWind_Class3_Advanced_fixed_1,2030,Results_p1,all,1,0,MWh,2.7467687280068107
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class3_advanced_fixed_1_2,OffShoreWind_Class3_Advanced_fixed_1,2030,Results_p1,all,1,0,MWh,1.1570991492572753
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class3_advanced_fixed_1_3,OffShoreWind_Class3_Advanced_fixed_1,2030,Results_p1,all,1,0,MWh,499512.2548528151
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class3_advanced_fixed_1_4,OffShoreWind_Class3_Advanced_fixed_1,2030,Results_p1,all,1,0,MWh,1.2822104448039633
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class3_advanced_fixed_1_5,OffShoreWind_Class3_Advanced_fixed_1,2030,Results_p1,all,1,0,MWh,0.238508801336672
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class3_advanced_fixed_0_0,OffShoreWind_Class3_Advanced_fixed_0,2030,Results_p1,all,1,0,MWh,2678776.2557406398
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class3_advanced_fixed_0_1,OffShoreWind_Class3_Advanced_fixed_0,2030,Results_p1,all,1,0,MWh,6.281309764181325
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class3_advanced_fixed_0_2,OffShoreWind_Class3_Advanced_fixed_0,2030,Results_p1,all,1,0,MWh,4841922.4354041545
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class3_advanced_fixed_0_3,OffShoreWind_Class3_Advanced_fixed_0,2030,Results_p1,all,1,0,MWh,899882.8801681283
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class3_advanced_fixed_0_4,OffShoreWind_Class3_Advanced_fixed_0,2030,Results_p1,all,1,0,MWh,0.7165657629879213
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class3_advanced_fixed_0_5,OffShoreWind_Class3_Advanced_fixed_0,2030,Results_p1,all,1,0,MWh,0.2501869809308535
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class12_advanced_floating_0_0,OffShoreWind_Class12_Advanced_floating_0,2030,Results_p1,all,1,0,MWh,0.0704561421577429
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class12_advanced_floating_0_1,OffShoreWind_Class12_Advanced_floating_0,2030,Results_p1,all,1,0,MWh,0.0690372059842299
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class12_advanced_floating_0_2,OffShoreWind_Class12_Advanced_floating_0,2030,Results_p1,all,1,0,MWh,0.0518223123613175
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class12_advanced_floating_0_3,OffShoreWind_Class12_Advanced_floating_0,2030,Results_p1,all,1,0,MWh,0.0813777582542198
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class12_advanced_floating_0_4,OffShoreWind_Class12_Advanced_floating_0,2030,Results_p1,all,1,0,MWh,0.0581802146713989
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class12_advanced_floating_0_5,OffShoreWind_Class12_Advanced_floating_0,2030,Results_p1,all,1,0,MWh,0.0604622127412461
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class12_advanced_floating_1_0,OffShoreWind_Class12_Advanced_floating_1,2030,Results_p1,all,1,0,MWh,0.0910681035287037
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class12_advanced_floating_1_1,OffShoreWind_Class12_Advanced_floating_1,2030,Results_p1,all,1,0,MWh,0.1046349841667754
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class12_advanced_floating_1_2,OffShoreWind_Class12_Advanced_floating_1,2030,Results_p1,all,1,0,MWh,0.0940595806748142
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class12_advanced_floating_1_3,OffShoreWind_Class12_Advanced_floating_1,2030,Results_p1,all,1,0,MWh,0.0889610604946483
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class12_advanced_floating_1_4,OffShoreWind_Class12_Advanced_floating_1,2030,Results_p1,all,1,0,MWh,0.0842139972004963
p3_High_Elect_Low_RE,1,NENG_Rest_offshorewind_class12_advanced_floating_1_5,OffShoreWind_Class12_Advanced_floating_1,2030,Results_p1,all,1,0,MWh,0.0967131556229476
p3_High_Elect_Low_RE,1,NENG_Rest_landbasedwind_class1_advanced_1,LandbasedWind_Class1_Advanced_,2030,Results_p1,all,1,0,MWh,124672.508790754
p3_High_Elect_Low_RE,1,NENG_Rest_landbasedwind_class1_advanced_2,LandbasedWind_Class1_Advanced_,2030,Results_p1,all,1,0,MWh,23462116.18829378
p3_High_Elect_Low_RE,1,NENG_Rest_landbasedwind_class1_advanced_3,LandbasedWind_Class1_Advanced_,2030,Results_p1,all,1,0,MWh,0.4654156629952415
p3_High_Elect_Low_RE,1,NENG_Rest_landbasedwind_class1_advanced_4,LandbasedWind_Class1_Advanced_,2030,Results_p1,all,1,0,MWh,0.4737465243086752
p3_High_Elect_Low_RE,1,NENG_Rest_landbasedwind_class1_advanced_5,LandbasedWind_Class1_Advanced_,2030,Results_p1,all,1,0,MWh,0.1579433257515879
p3_High_Elect_Low_RE,1,NENG_Rest_landbasedwind_class1_advanced_6,LandbasedWind_Class1_Advanced_,2030,Results_p1,all,1,0,MWh,0.2590483939255274
p3_High_Elect_Low_RE,1,NENG_Rest_utilitypv_class1_advanced_1,UtilityPV_Class1_Advanced_,2030,Results_p1,all,1,0,MWh,0.4024845536390576
p3_High_Elect_Low_RE,1,NENG_Rest_utilitypv_class1_advanced_2,UtilityPV_Class1_Advanced_,2030,Results_p1,all,1,0,MWh,5257862.614423082
p3_High_Elect_Low_RE,1,NENG_Rest_utilitypv_class1_advanced_3,UtilityPV_Class1_Advanced_,2030,Results_p1,all,1,0,MWh,0.140726573174295
p3_High_Elect_Low_RE,1,NENG_Rest_utilitypv_class1_advanced_4,UtilityPV_Class1_Advanced_,2030,Results_p1,all,1,0,MWh,0.1291420332758941
p3_High_Elect_Low_RE,1,NENG_Rest_utilitypv_class1_advanced_5,UtilityPV_Class1_Advanced_,2030,Results_p1,all,1,0,MWh,0.0839080833203551
p3_High_Elect_Low_RE,1,NENG_Rest_utilitypv_class1_advanced_6,UtilityPV_Class1_Advanced_,2030,Results_p1,all,1,0,MWh,0.0917004533281001
p3_High_Elect_Low_RE,2,NY_Z_A_landbasedwind_class1_advanced_1,LandbasedWind_Class1_Advanced_,2030,Results_p1,all,1,0,MWh,0.3276100727326215
p3_High_Elect_Low_RE,2,NY_Z_A_landbasedwind_class1_advanced_2,LandbasedWind_Class1_Advanced_,2030,Results_p1,all,1,0,MWh,0.7176753520742916
p3_High_Elect_Low_RE,2,NY_Z_A_landbasedwind_class1_advanced_3,LandbasedWind_Class1_Advanced_,2030,Results_p1,all,1,0,MWh,0.2348559202950527
p3_High_Elect_Low_RE,2,NY_Z_A_landbasedwind_class1_advanced_4,LandbasedWind_Class1_Advanced_,2030,Results_p1,all,1,0,MWh,0.6776636133869628
p3_High_Elect_Low_RE,2,NY_Z_A_landbasedwind_class1_advanced_5,LandbasedWind_Class1_Advanced_,2030,Results_p1,all,1,0,MWh,0.1283745382218372
