hour,resource_name,tech_type,value,zone,planning_year,model,case
362,NENG_Rest_conventional_hydroelectric_1,Conventional Hydroelectric,541,1,2030,p3_High_Elect_Low_RE,Results_p1
363,NENG_Rest_conventional_hydroelectric_1,Conventional Hydroelectric,453,1,2030,p3_High_Elect_Low_RE,Results_p1
364,NENG_Rest_conventional_hydroelectric_1,Conventional Hydroelectric,364,1,2030,p3_High_Elect_Low_RE,Results_p1
365,NENG_Rest_conventional_hydroelectric_1,Conventional Hydroelectric,396,1,2030,p3_High_Elect_Low_RE,Results_p1
366,NENG_Rest_conventional_hydroelectric_1,Conventional Hydroelectric,484,1,2030,p3_High_Elect_Low_RE,Results_p1
367,NENG_Rest_conventional_hydroelectric_1,Conventional Hydroelectric,573,1,2030,p3_High_Elect_Low_RE,Results_p1
368,NENG_Rest_conventional_hydroelectric_1,Conventional Hydroelectric,661,1,2030,p3_High_Elect_Low_RE,Results_p1
369,NENG_Rest_conventional_hydroelectric_1,Conventional Hydroelectric,573,1,2030,p3_High_Elect_Low_RE,Results_p1
370,NENG_Rest_conventional_hydroelectric_1,Conventional Hydroelectric,484,1,2030,p3_High_Elect_Low_RE,Results_p1
371,NENG_Rest_conventional_hydroelectric_1,Conventional Hydroelectric,462,1,2030,p3_High_Elect_Low_RE,Results_p1
372,NENG_Rest_conventional_hydroelectric_1,Conventional Hydroelectric,550,1,2030,p3_High_Elect_Low_RE,Results_p1
373,NENG_Rest_conventional_hydroelectric_1,Conventional Hydroelectric,593,1,2030,p3_High_Elect_Low_RE,Results_p1
374,NENG_Rest_conventional_hydroelectric_1,Conventional Hydroelectric,571,1,2030,p3_High_Elect_Low_RE,Results_p1
375,NENG_Rest_conventional_hydroelectric_1,Conventional Hydroelectric,535,1,2030,p3_High_Elect_Low_RE,Results_p1
376,NENG_Rest_conventional_hydroelectric_1,Conventional Hydroelectric,502,1,2030,p3_High_Elect_Low_RE,Results_p1
377,NENG_Rest_conventional_hydroelectric_1,Conventional Hydroelectric,550,1,2030,p3_High_Elect_Low_RE,Results_p1
378,NENG_Rest_conventional_hydroelectric_1,Conventional Hydroelectric,639,1,2030,p3_High_Elect_Low_RE,Results_p1
379,NENG_Rest_conventional_hydroelectric_1,Conventional Hydroelectric,727,1,2030,p3_High_Elect_Low_RE,Results_p1
380,NENG_Rest_conventional_hydroelectric_1,Conventional Hydroelectric,713,1,2030,p3_High_Elect_Low_RE,Results_p1
381,NENG_Rest_conventional_hydroelectric_1,Conventional Hydroelectric,639,1,2030,p3_High_Elect_Low_RE,Results_p1
382,NENG_Rest_conventional_hydroelectric_1,Conventional Hydroelectric,550,1,2030,p3_High_Elect_Low_RE,Results_p1
383,NENG_Rest_conventional_hydroelectric_1,Conventional Hydroelectric,550,1,2030,p3_High_Elect_Low_RE,Results_p1
384,NENG_Rest_conventional_hydroelectric_1,Conventional Hydroelectric,461,1,2030,p3_High_Elect_Low_RE,Results_p1
289,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1978,2,2030,p3_High_Elect_Low_RE,Results_p1
290,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1780,2,2030,p3_High_Elect_Low_RE,Results_p1
291,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1681,2,2030,p3_High_Elect_Low_RE,Results_p1
292,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1741,2,2030,p3_High_Elect_Low_RE,Results_p1
293,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1767,2,2030,p3_High_Elect_Low_RE,Results_p1
294,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1815,2,2030,p3_High_Elect_Low_RE,Results_p1
295,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1808,2,2030,p3_High_Elect_Low_RE,Results_p1
296,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1765,2,2030,p3_High_Elect_Low_RE,Results_p1
297,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1766,2,2030,p3_High_Elect_Low_RE,Results_p1
298,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1768,2,2030,p3_High_Elect_Low_RE,Results_p1
299,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1605,2,2030,p3_High_Elect_Low_RE,Results_p1
300,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1485,2,2030,p3_High_Elect_Low_RE,Results_p1
301,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1456,2,2030,p3_High_Elect_Low_RE,Results_p1
302,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1500,2,2030,p3_High_Elect_Low_RE,Results_p1
303,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1595,2,2030,p3_High_Elect_Low_RE,Results_p1
304,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1725,2,2030,p3_High_Elect_Low_RE,Results_p1
305,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1815,2,2030,p3_High_Elect_Low_RE,Results_p1
306,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1941,2,2030,p3_High_Elect_Low_RE,Results_p1
307,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1996,2,2030,p3_High_Elect_Low_RE,Results_p1
308,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1999,2,2030,p3_High_Elect_Low_RE,Results_p1
309,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1974,2,2030,p3_High_Elect_Low_RE,Results_p1
310,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1953,2,2030,p3_High_Elect_Low_RE,Results_p1
311,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1925,2,2030,p3_High_Elect_Low_RE,Results_p1
312,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1889,2,2030,p3_High_Elect_Low_RE,Results_p1
313,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1828,2,2030,p3_High_Elect_Low_RE,Results_p1
314,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1752,2,2030,p3_High_Elect_Low_RE,Results_p1
315,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1829,2,2030,p3_High_Elect_Low_RE,Results_p1
316,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1792,2,2030,p3_High_Elect_Low_RE,Results_p1
317,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1760,2,2030,p3_High_Elect_Low_RE,Results_p1
318,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1740,2,2030,p3_High_Elect_Low_RE,Results_p1
319,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1872,2,2030,p3_High_Elect_Low_RE,Results_p1
320,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1816,2,2030,p3_High_Elect_Low_RE,Results_p1
321,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1800,2,2030,p3_High_Elect_Low_RE,Results_p1
322,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1678,2,2030,p3_High_Elect_Low_RE,Results_p1
323,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1605,2,2030,p3_High_Elect_Low_RE,Results_p1
324,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1556,2,2030,p3_High_Elect_Low_RE,Results_p1
325,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1523,2,2030,p3_High_Elect_Low_RE,Results_p1
326,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1563,2,2030,p3_High_Elect_Low_RE,Results_p1
327,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1666,2,2030,p3_High_Elect_Low_RE,Results_p1
328,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1811,2,2030,p3_High_Elect_Low_RE,Results_p1
329,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1813,2,2030,p3_High_Elect_Low_RE,Results_p1
330,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1960,2,2030,p3_High_Elect_Low_RE,Results_p1
331,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2072,2,2030,p3_High_Elect_Low_RE,Results_p1
332,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2055,2,2030,p3_High_Elect_Low_RE,Results_p1
333,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2013,2,2030,p3_High_Elect_Low_RE,Results_p1
334,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1980,2,2030,p3_High_Elect_Low_RE,Results_p1
335,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1956,2,2030,p3_High_Elect_Low_RE,Results_p1
336,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1917,2,2030,p3_High_Elect_Low_RE,Results_p1
337,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1823,2,2030,p3_High_Elect_Low_RE,Results_p1
338,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1620,2,2030,p3_High_Elect_Low_RE,Results_p1
339,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1418,2,2030,p3_High_Elect_Low_RE,Results_p1
340,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1526,2,2030,p3_High_Elect_Low_RE,Results_p1
341,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1728,2,2030,p3_High_Elect_Low_RE,Results_p1
342,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1930,2,2030,p3_High_Elect_Low_RE,Results_p1
343,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2132,2,2030,p3_High_Elect_Low_RE,Results_p1
344,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2239,2,2030,p3_High_Elect_Low_RE,Results_p1
345,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2037,2,2030,p3_High_Elect_Low_RE,Results_p1
346,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1835,2,2030,p3_High_Elect_Low_RE,Results_p1
347,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1685,2,2030,p3_High_Elect_Low_RE,Results_p1
348,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1563,2,2030,p3_High_Elect_Low_RE,Results_p1
349,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1503,2,2030,p3_High_Elect_Low_RE,Results_p1
350,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1558,2,2030,p3_High_Elect_Low_RE,Results_p1
351,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1683,2,2030,p3_High_Elect_Low_RE,Results_p1
352,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1845,2,2030,p3_High_Elect_Low_RE,Results_p1
353,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1846,2,2030,p3_High_Elect_Low_RE,Results_p1
354,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2048,2,2030,p3_High_Elect_Low_RE,Results_p1
355,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2251,2,2030,p3_High_Elect_Low_RE,Results_p1
356,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2247,2,2030,p3_High_Elect_Low_RE,Results_p1
357,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2049,2,2030,p3_High_Elect_Low_RE,Results_p1
358,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1849,2,2030,p3_High_Elect_Low_RE,Results_p1
359,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1800,2,2030,p3_High_Elect_Low_RE,Results_p1
360,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1911,2,2030,p3_High_Elect_Low_RE,Results_p1
361,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1856,2,2030,p3_High_Elect_Low_RE,Results_p1
362,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1654,2,2030,p3_High_Elect_Low_RE,Results_p1
363,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1452,2,2030,p3_High_Elect_Low_RE,Results_p1
364,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1559,2,2030,p3_High_Elect_Low_RE,Results_p1
365,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1761,2,2030,p3_High_Elect_Low_RE,Results_p1
366,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1963,2,2030,p3_High_Elect_Low_RE,Results_p1
367,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2165,2,2030,p3_High_Elect_Low_RE,Results_p1
368,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2273,2,2030,p3_High_Elect_Low_RE,Results_p1
369,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2071,2,2030,p3_High_Elect_Low_RE,Results_p1
370,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1869,2,2030,p3_High_Elect_Low_RE,Results_p1
371,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1729,2,2030,p3_High_Elect_Low_RE,Results_p1
372,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1641,2,2030,p3_High_Elect_Low_RE,Results_p1
373,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1605,2,2030,p3_High_Elect_Low_RE,Results_p1
374,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1621,2,2030,p3_High_Elect_Low_RE,Results_p1
375,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1689,2,2030,p3_High_Elect_Low_RE,Results_p1
376,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1786,2,2030,p3_High_Elect_Low_RE,Results_p1
377,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1880,2,2030,p3_High_Elect_Low_RE,Results_p1
378,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2082,2,2030,p3_High_Elect_Low_RE,Results_p1
379,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2284,2,2030,p3_High_Elect_Low_RE,Results_p1
380,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2242,2,2030,p3_High_Elect_Low_RE,Results_p1
381,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2088,2,2030,p3_High_Elect_Low_RE,Results_p1
382,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1886,2,2030,p3_High_Elect_Low_RE,Results_p1
383,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1815,2,2030,p3_High_Elect_Low_RE,Results_p1
384,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1841,2,2030,p3_High_Elect_Low_RE,Results_p1
289,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
290,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
291,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
292,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
293,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
294,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
295,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
296,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
297,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
298,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
299,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
300,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
301,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
302,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
303,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
304,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
305,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
306,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
307,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
308,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
309,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
310,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
311,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
312,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
313,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
314,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
315,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p3_High_Elect_Low_RE,Results_p1
