case,tech_type,planning_year,value,min,max
full-base-200-commit,Distributed Solar,2050,211870578.5,209427335.0,214313822.0
full-base-200-commit,Geothermal,2027,5888550.0,5886390.0,5890710.0
full-base-200-commit,Geothermal,2030,4985053.5,4969107.0,5001000.0
full-base-200-commit,Geothermal,2035,4687756.5,4684851.0,4690662.0
full-base-200-commit,Geothermal,2040,3115192.0,3103153.0,3127231.0
full-base-200-commit,Geothermal,2045,1707349.0,1703591.0,1711107.0
full-base-200-commit,Geothermal,2050,740007.5,726968.0,753047.0
full-base-200-commit,Hydro,2027,282797842.0,277965689.0,287629995.0
full-base-200-commit,Hydro,2030,305825068.0,303988556.0,307661580.0
full-base-200-commit,Hydro,2035,308174119.0,306841355.0,309506883.0
full-base-200-commit,Hydro,2040,300275563.0,299180824.0,301370302.0
full-base-200-commit,Hydro,2045,285580693.5,284165383.0,286996004.0
full-base-200-commit,Hydro,2050,272608769.0,270844954.0,274372584.0
full-base-200-commit,Hydrogen,2027,14599.0,4813.0,24385.0
full-base-200-commit,Hydrogen,2030,46912.0,11152.0,82672.0
full-base-200-commit,Hydrogen,2035,53024.5,12192.0,93857.0
full-base-200-commit,Hydrogen,2040,179803.5,16045.0,343562.0
full-base-200-commit,Hydrogen,2045,209348.5,14236.0,404461.0
full-base-200-commit,Hydrogen,2050,570030.5,14732.0,1125329.0
full-base-200-commit,Natural Gas CC,2027,1638289140.5,1633147787.0,1643430494.0
full-base-200-commit,Natural Gas CC,2030,449955295.5,447916282.0,451994309.0
full-base-200-commit,Natural Gas CC,2035,283884715.5,280379769.0,287389662.0
full-base-200-commit,Natural Gas CC,2040,226867197.5,219370314.0,234364081.0
full-base-200-commit,Natural Gas CC,2045,216582656.5,209907708.0,223257605.0
full-base-200-commit,Natural Gas CC,2050,192848884.0,186534285.0,199163483.0
full-base-200-commit,Natural Gas CT,2027,8477663.5,7715628.0,9239699.0
full-base-200-commit,Natural Gas CT,2030,2013035.5,1777265.0,2248806.0
full-base-200-commit,Natural Gas CT,2035,1721005.0,1702291.0,1739719.0
full-base-200-commit,Natural Gas CT,2040,2157708.0,2142529.0,2172887.0
full-base-200-commit,Natural Gas CT,2045,2882317.5,2853259.0,2911376.0
full-base-200-commit,Natural Gas CT,2050,2876931.5,2645887.0,3107976.0
full-base-200-commit,Nuclear,2027,839342730.0,839000708.0,839684752.0
full-base-200-commit,Nuclear,2030,772932965.5,771945251.0,773920680.0
full-base-200-commit,Nuclear,2035,775510598.0,775025557.0,775995639.0
full-base-200-commit,Nuclear,2040,776407106.0,776071913.0,776742299.0
full-base-200-commit,Nuclear,2045,780155634.5,779114268.0,781197001.0
full-base-200-commit,Nuclear,2050,757873973.0,757258236.0,758489710.0
full-base-200-commit,Solar,2027,255214034.5,255111648.0,255316421.0
full-base-200-commit,Solar,2030,663346508.0,650742305.0,675950711.0
full-base-200-commit,Solar,2035,946583036.0,929663887.0,963502185.0
full-base-200-commit,Solar,2040,1245369745.0,1227839142.0,1262900348.0
full-base-200-commit,Solar,2045,1553796432.5,1529087220.0,1578505645.0
full-base-200-commit,Solar,2050,1846387549.5,1816367846.0,1876407253.0
full-base-200-commit,Wind,2027,898818799.5,898481440.0,899156159.0
full-base-200-commit,Wind,2030,1758359855.0,1736546161.0,1780173549.0
full-base-200-commit,Wind,2035,2030498514.5,2006217723.0,2054779306.0
full-base-200-commit,Wind,2040,2184199609.5,2152934839.0,2215464380.0
full-base-200-commit,Wind,2045,2380096726.5,2341107245.0,2419086208.0
full-base-200-commit,Wind,2050,2443542709.5,2401197578.0,2485887841.0
full-current-policies,Battery,2027,10611939.5,8140707.0,12686044.0
full-current-policies,Battery,2030,16433355.25,13155140.0,18356779.0
full-current-policies,Battery,2035,32365456.25,29558382.0,35436150.0
full-current-policies,Battery,2040,47278913.0,32302480.0,58440053.0
full-current-policies,Battery,2045,48147990.5,33148095.0,57832657.0
full-current-policies,Battery,2050,58976627.0,48973405.0,71924370.0
full-current-policies,CCS,2027,61985.5,37000.0,86971.0
full-current-policies,CCS,2030,70227.0,45827.0,94627.0
full-current-policies,CCS,2035,945807.0,43674.0,1847940.0
full-current-policies,CCS,2040,168815049.5,16081773.0,572407798.0
full-current-policies,CCS,2045,38451383.75,4713331.0,100868325.0
full-current-policies,CCS,2050,31978645.25,3754512.0,75281499.0
full-current-policies,Coal,2027,1062871131.5,1033165685.0,1142524269.0
full-current-policies,Coal,2030,984151091.5,943766331.0,1082815435.0
full-current-policies,Coal,2035,809011691.25,761641176.0,935655939.0
full-current-policies,Coal,2040,502282195.75,470038138.0,595092912.0
full-current-policies,Coal,2045,373961244.5,357106874.0,419138612.0
full-current-policies,Coal,2050,193279306.0,179717397.0,207508099.0
full-current-policies,Distributed Solar,2027,92536998.75,91929134.0,93010805.0
full-current-policies,Distributed Solar,2030,138980370.0,138142394.0,139917266.0
full-current-policies,Distributed Solar,2035,179862043.5,178156520.0,182567265.0
full-current-policies,Distributed Solar,2040,188963327.0,186296425.0,195076234.0
full-current-policies,Distributed Solar,2045,201649487.5,200598614.0,202906382.0
full-current-policies,Distributed Solar,2050,216247280.75,214850145.0,218747159.0
full-current-policies,Geothermal,2027,6228030.75,5892782.0,7212380.0
full-current-policies,Geothermal,2030,5672952.75,5340765.0,6572638.0
full-current-policies,Geothermal,2035,5248622.25,4858055.0,6097701.0
full-current-policies,Geothermal,2040,3245383.75,3119735.0,3476928.0
full-current-policies,Geothermal,2045,1880013.0,1838058.0,1938878.0
full-current-policies,Geothermal,2050,734150.5,384272.0,873600.0
full-current-policies,Hydro,2027,270153751.25,252932012.0,276237001.0
full-current-policies,Hydro,2030,271332464.0,257119516.0,277649043.0
full-current-policies,Hydro,2035,281662184.5,269666788.0,287441528.0
full-current-policies,Hydro,2040,280240516.5,271040477.0,285660640.0
full-current-policies,Hydro,2045,261253354.0,250062715.0,266647341.0
full-current-policies,Hydro,2050,246205252.5,234736239.0,250352142.0
full-current-policies,Hydrogen,2027,12961.0,11755.0,14167.0
full-current-policies,Hydrogen,2030,3319.0,223.0,6415.0
full-current-policies,Hydrogen,2035,54771.333333333336,228.0,161687.0
full-current-policies,Hydrogen,2040,50403.666666666664,2091.0,143772.0
full-current-policies,Hydrogen,2045,138743.75,6.0,422456.0
full-current-policies,Hydrogen,2050,194352.0,3439.0,461320.0
full-current-policies,Natural Gas CC,2027,832305578.5,754017517.0,1034323578.0
full-current-policies,Natural Gas CC,2030,835815267.25,728320039.0,1145587456.0
full-current-policies,Natural Gas CC,2035,1052363689.5,888729778.0,1506414111.0
full-current-policies,Natural Gas CC,2040,1224372584.25,1130213291.0,1456242998.0
full-current-policies,Natural Gas CC,2045,2064482361.0,1932190543.0,2368272407.0
full-current-policies,Natural Gas CC,2050,2529085021.25,2437343394.0,2729929385.0
full-current-policies,Natural Gas CT,2027,4022323.5,2625703.0,7482821.0
full-current-policies,Natural Gas CT,2030,6279715.0,4094282.0,12081667.0
full-current-policies,Natural Gas CT,2035,23311757.5,20134884.0,31436870.0
full-current-policies,Natural Gas CT,2040,25271020.75,22010467.0,27470114.0
full-current-policies,Natural Gas CT,2045,18928080.5,13593391.0,22569394.0
full-current-policies,Natural Gas CT,2050,12239501.75,8745812.0,14724349.0
full-current-policies,Nuclear,2027,833212955.5,825982200.0,844902256.0
full-current-policies,Nuclear,2030,824902002.5,815661600.0,842714927.0
full-current-policies,Nuclear,2035,811434933.25,798189580.0,842524249.0
full-current-policies,Nuclear,2040,794109088.5,775617780.0,842594704.0
full-current-policies,Nuclear,2045,824410229.75,815598660.0,840613914.0
full-current-policies,Nuclear,2050,810096846.5,803899950.0,818823394.0
full-current-policies,Solar,2027,282747963.0,279303052.0,287168500.0
full-current-policies,Solar,2030,359961432.0,333770182.0,371430390.0
full-current-policies,Solar,2035,793107977.75,617577649.0,866093052.0
full-current-policies,Solar,2040,1111732889.0,885842309.0,1203220762.0
full-current-policies,Solar,2045,1198699389.75,1165612092.0,1234291118.0
full-current-policies,Solar,2050,1328276730.5,1299821919.0,1373561979.0
full-current-policies,Wind,2027,878384168.5,567911372.0,996532347.0
full-current-policies,Wind,2030,1136923402.0,715120402.0,1306189856.0
full-current-policies,Wind,2035,1512949825.0,1050392730.0,1705024758.0
full-current-policies,Wind,2040,1728966454.0,1154860665.0,1948471804.0
full-current-policies,Wind,2045,1744934932.25,1351553487.0,1906179960.0
full-current-policies,Wind,2050,1697859969.0,1404770122.0,1824186579.0
full-current-policies-commit,Battery,2027,17114962.0,16651469.0,17578455.0
full-current-policies-commit,Battery,2030,21197840.5,20485914.0,21909767.0
full-current-policies-commit,Battery,2035,41997701.5,38661921.0,45333482.0
full-current-policies-commit,Battery,2040,96506773.5,88467146.0,104546401.0
full-current-policies-commit,Battery,2045,100800509.0,91685705.0,109915313.0
full-current-policies-commit,Battery,2050,112153288.0,99103336.0,125203240.0
full-current-policies-commit,CCS,2027,55740.0,4087.0,107393.0
full-current-policies-commit,CCS,2030,59486.5,3908.0,115065.0
full-current-policies-commit,CCS,2035,150256.0,5817.0,294695.0
full-current-policies-commit,CCS,2040,23557195.5,7447997.0,39666394.0
full-current-policies-commit,CCS,2045,9160776.0,3539784.0,14781768.0
full-current-policies-commit,CCS,2050,6551748.0,3300620.0,9802876.0
full-current-policies-commit,Coal,2027,1052396817.0,1048522755.0,1056270879.0
full-current-policies-commit,Coal,2030,966105870.5,958588385.0,973623356.0
full-current-policies-commit,Coal,2035,797334939.0,793108601.0,801561277.0
full-current-policies-commit,Coal,2040,494870697.5,492874395.0,496867000.0
full-current-policies-commit,Coal,2045,367173564.0,365683754.0,368663374.0
full-current-policies-commit,Coal,2050,195879826.5,195452945.0,196306708.0
full-current-policies-commit,Distributed Solar,2027,92085162.0,91751519.0,92418805.0
full-current-policies-commit,Distributed Solar,2030,138246089.0,137705247.0,138786931.0
full-current-policies-commit,Distributed Solar,2035,177576663.0,177208633.0,177944693.0
full-current-policies-commit,Distributed Solar,2040,184118694.0,183776260.0,184461128.0
full-current-policies-commit,Distributed Solar,2045,200972186.0,200082039.0,201862333.0
full-current-policies-commit,Distributed Solar,2050,215531490.5,214876804.0,216186177.0
full-current-policies-commit,Geothermal,2027,5892887.0,5891627.0,5894147.0
full-current-policies-commit,Geothermal,2030,5340217.5,5333540.0,5346895.0
full-current-policies-commit,Geothermal,2035,4949153.5,4927164.0,4971143.0
full-current-policies-commit,Geothermal,2040,3227054.5,3220420.0,3233689.0
full-current-policies-commit,Geothermal,2045,1841407.0,1832837.0,1849977.0
full-current-policies-commit,Geothermal,2050,867406.5,864043.0,870770.0
full-current-policies-commit,Hydro,2027,283330768.0,280105275.0,286556261.0
full-current-policies-commit,Hydro,2030,285569945.5,281893088.0,289246803.0
full-current-policies-commit,Hydro,2035,293215361.5,289899171.0,296531552.0
full-current-policies-commit,Hydro,2040,288607821.0,285810012.0,291405630.0
full-current-policies-commit,Hydro,2045,272275485.5,269007682.0,275543289.0
full-current-policies-commit,Hydro,2050,258396742.0,256395749.0,260397735.0
full-current-policies-commit,Hydrogen,2027,20870.0,1554.0,40186.0
full-current-policies-commit,Hydrogen,2030,18701.0,1661.0,35741.0
full-current-policies-commit,Hydrogen,2035,22537.0,1464.0,43610.0
full-current-policies-commit,Hydrogen,2040,29638.5,1823.0,57454.0
full-current-policies-commit,Hydrogen,2045,420323.0,2507.0,838139.0
full-current-policies-commit,Hydrogen,2050,66875.5,14611.0,119140.0
full-current-policies-commit,Natural Gas CC,2027,845301391.5,835586322.0,855016461.0
full-current-policies-commit,Natural Gas CC,2030,832965284.0,820934463.0,844996105.0
full-current-policies-commit,Natural Gas CC,2035,1071399002.5,1060399089.0,1082398916.0
full-current-policies-commit,Natural Gas CC,2040,1309811681.0,1289526876.0,1330096486.0
full-current-policies-commit,Natural Gas CC,2045,2153553317.0,2139470240.0,2167636394.0
full-current-policies-commit,Natural Gas CC,2050,2663410007.5,2660798168.0,2666021847.0
full-current-policies-commit,Natural Gas CT,2027,4210579.0,3554757.0,4866401.0
full-current-policies-commit,Natural Gas CT,2030,6536370.0,5428776.0,7643964.0
full-current-policies-commit,Natural Gas CT,2035,37598308.5,34934723.0,40261894.0
full-current-policies-commit,Natural Gas CT,2040,45823871.0,44550469.0,47097273.0
full-current-policies-commit,Natural Gas CT,2045,37712001.5,36136216.0,39287787.0
full-current-policies-commit,Natural Gas CT,2050,19901917.5,19087623.0,20716212.0
full-current-policies-commit,Nuclear,2027,833849592.0,833189583.0,834509601.0
full-current-policies-commit,Nuclear,2030,824543738.0,823548582.0,825538894.0
full-current-policies-commit,Nuclear,2035,808203770.5,806876587.0,809530954.0
full-current-policies-commit,Nuclear,2040,796136956.5,794917062.0,797356851.0
full-current-policies-commit,Nuclear,2045,821208644.5,820425774.0,821991515.0
full-current-policies-commit,Nuclear,2050,805030748.5,803433302.0,806628195.0
full-current-policies-commit,Solar,2027,277928405.0,277908935.0,277947875.0
full-current-policies-commit,Solar,2030,349875500.0,347742252.0,352008748.0
full-current-policies-commit,Solar,2035,697470073.0,687465239.0,707474907.0
full-current-policies-commit,Solar,2040,1019661029.0,1005492300.0,1033829758.0
full-current-policies-commit,Solar,2045,1046556132.5,1032842063.0,1060270202.0
full-current-policies-commit,Solar,2050,1172078401.0,1152954613.0,1191202189.0
full-current-policies-commit,Wind,2027,876830032.0,870054746.0,883605318.0
full-current-policies-commit,Wind,2030,1169184969.0,1160854438.0,1177515500.0
full-current-policies-commit,Wind,2035,1598025007.5,1579412664.0,1616637351.0
full-current-policies-commit,Wind,2040,1881470394.0,1862769560.0,1900171228.0
full-current-policies-commit,Wind,2045,1839806010.0,1818946504.0,1860665516.0
full-current-policies-commit,Wind,2050,1750275045.0,1732038045.0,1768512045.0
