case,tech_type,planning_year,end_value,min,max
full-current-policies,Hydrogen,2040,243.7,,
full-current-policies,Hydrogen,2045,1214.5,,
full-current-policies,Hydrogen,2050,1086.5,383.0,5780.0
full-current-policies,Natural Gas CC,2027,21.5,,
full-current-policies,Natural Gas CC,2030,1284.0,,
full-current-policies,Natural Gas CC,2035,20171.0,,
full-current-policies,Natural Gas CC,2040,58091.8,,
full-current-policies,Natural Gas CC,2045,158635.2,,
full-current-policies,Natural Gas CC,2050,118782.0,354904.0,357842.0
full-current-policies,Natural Gas CT,2027,13.0,,
full-current-policies,Natural Gas CT,2030,0.5,,
full-current-policies,Natural Gas CT,2035,2337.0,,
full-current-policies,Natural Gas CT,2040,4907.8,,
full-current-policies,Natural Gas CT,2045,2915.0,,
full-current-policies,Natural Gas CT,2050,1811.2,7399.0,20567.0
full-current-policies,Nuclear,2027,0.0,,
full-current-policies,Nuclear,2030,1.5,,
full-current-policies,Nuclear,2035,42.5,,
full-current-policies,Nuclear,2040,4.5,,
full-current-policies,Nuclear,2045,16.0,,
full-current-policies,Nuclear,2050,15.5,27.0,133.0
full-current-policies,Solar,2027,13191.8,,
full-current-policies,Solar,2030,33288.0,,
full-current-policies,Solar,2035,192102.5,,
full-current-policies,Solar,2040,145116.8,,
full-current-policies,Solar,2045,46901.8,,
full-current-policies,Solar,2050,87685.5,504969.0,537057.0
full-current-policies,Wind,2027,116020.0,,
full-current-policies,Wind,2030,67263.8,,
full-current-policies,Wind,2035,101993.5,,
full-current-policies,Wind,2040,78546.5,,
full-current-policies,Wind,2045,20972.5,,
full-current-policies,Wind,2050,18585.5,324014.0,438866.0
full-current-policies-commit,Battery,2027,26.0,,
full-current-policies-commit,Battery,2030,3.0,,
full-current-policies-commit,Battery,2035,17941.0,,
full-current-policies-commit,Battery,2040,72780.5,,
full-current-policies-commit,Battery,2045,5770.5,,
full-current-policies-commit,Battery,2050,18855.5,106145.0,124608.0
full-current-policies-commit,CCS,2027,10.0,,
full-current-policies-commit,CCS,2030,0.0,,
full-current-policies-commit,CCS,2035,11.5,,
full-current-policies-commit,CCS,2040,2827.5,,
full-current-policies-commit,CCS,2045,127.0,,
full-current-policies-commit,CCS,2050,1.0,922.0,5032.0
full-current-policies-commit,Hydrogen,2027,26.0,,
full-current-policies-commit,Hydrogen,2030,0.0,,
full-current-policies-commit,Hydrogen,2035,5.0,,
full-current-policies-commit,Hydrogen,2040,5.5,,
full-current-policies-commit,Hydrogen,2045,681.0,,
full-current-policies-commit,Hydrogen,2050,207.0,322.0,1527.0
full-current-policies-commit,Natural Gas CC,2027,16.5,,
full-current-policies-commit,Natural Gas CC,2030,3.5,,
full-current-policies-commit,Natural Gas CC,2035,9844.5,,
full-current-policies-commit,Natural Gas CC,2040,47029.5,,
full-current-policies-commit,Natural Gas CC,2045,161258.5,,
full-current-policies-commit,Natural Gas CC,2050,125597.5,341952.0,345548.0
full-current-policies-commit,Natural Gas CT,2027,13.0,,
full-current-policies-commit,Natural Gas CT,2030,0.5,,
full-current-policies-commit,Natural Gas CT,2035,21.5,,
full-current-policies-commit,Natural Gas CT,2040,2583.5,,
full-current-policies-commit,Natural Gas CT,2045,803.5,,
full-current-policies-commit,Natural Gas CT,2050,600.0,3126.0,4918.0
full-current-policies-commit,Nuclear,2027,0.0,,
full-current-policies-commit,Nuclear,2030,0.0,,
full-current-policies-commit,Nuclear,2035,4.0,,
full-current-policies-commit,Nuclear,2040,8.0,,
full-current-policies-commit,Nuclear,2045,68.5,,
full-current-policies-commit,Nuclear,2050,0.0,0.0,161.0
full-current-policies-commit,Solar,2027,11476.5,,
full-current-policies-commit,Solar,2030,31161.5,,
full-current-policies-commit,Solar,2035,154141.0,,
full-current-policies-commit,Solar,2040,148175.5,,
full-current-policies-commit,Solar,2045,17621.5,,
full-current-policies-commit,Solar,2050,84405.5,437878.0,456085.0
full-current-policies-commit,Wind,2027,116328.0,,
full-current-policies-commit,Wind,2030,76736.5,,
full-current-policies-commit,Wind,2035,116147.0,,
full-current-policies-commit,Wind,2040,98533.0,,
full-current-policies-commit,Wind,2045,4437.5,,
full-current-policies-commit,Wind,2050,6711.0,415280.0,422506.0
