Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Load_MW_z19,Load_MW_z20,Load_MW_z21,Load_MW_z22,Load_MW_z23,Load_MW_z24,Load_MW_z25,Load_MW_z26
,,,,,,,168.0,17,24981,19824,30700,45222,26403,37443,18062,30418,47089,48093,13196,10981,19820,19167,52930,56092,24313,14474,10306,21676,37980,38716,42984,25710,63506,3108
,,,,,,,168.0,18,25195,20088,31109,47206,27605,39595,19408,31436,50928,47663,13528,11229,21000,19752,55119,57816,24730,15437,10814,22578,37778,40958,45346,25972,64881,3182
,,,,,,,168.0,19,25806,20489,31735,46275,31191,41431,20116,31631,52063,48493,14866,12347,22779,20990,57084,61027,26131,16041,11216,23117,39498,41994,46463,26791,66773,3267
,,,,,,,168.0,20,27520,21430,33201,45199,31580,42485,19956,34601,53732,52415,14900,12372,22827,20473,55997,60523,26633,17221,11774,25855,38613,42781,47089,28392,75017,3670
,,,,,,,168.0,21,28583,23217,35966,42264,30623,41672,19214,34710,52306,53775,14488,12076,22087,19473,53664,58652,28539,17140,11633,25922,36224,41608,45202,30187,76084,3725
,,,,,,,168.0,22,29439,24687,38247,38351,29937,40090,18277,33704,49564,55985,14217,11879,21471,18219,51051,56023,27498,16456,11117,25042,33686,39923,42534,30541,74022,3614
,,,,,,,168.0,23,28830,24216,37518,34395,29157,38275,17126,32443,46959,54976,13847,11618,20878,16776,47963,52704,26003,15746,10569,23999,30510,37463,39427,29709,71332,3474
,,,,,,,168.0,24,27614,23006,35632,30451,27514,35916,15693,30691,43522,51385,13226,11152,19782,15087,44075,48799,24533,14730,9808,22363,27561,34643,35895,28093,66911,3252
,,,,,,,168.0,25,25923,21720,33632,26369,23017,33058,14162,28395,39868,47777,11877,10230,18262,13080,39114,44656,22415,13554,8959,20446,23891,31118,31659,26017,61286,2970
,,,,,,,168.0,26,24095,19887,30784,23996,21753,30534,13146,24899,34058,43124,11303,9717,17069,12624,38082,43510,20211,11834,7806,17559,23639,29557,29308,23658,53432,2555
,,,,,,,168.0,27,21514,17569,27195,23496,20999,30159,12884,24326,32915,37969,10867,9350,16775,12542,37617,43114,16558,11567,7561,16891,23928,29662,29236,20900,51576,2468
,,,,,,,168.0,28,18690,14567,22573,23619,20933,30193,12871,24042,32300,31473,10711,9184,16649,12887,38318,43614,16448,11506,7515,16646,25215,30190,29945,18950,51035,2445
,,,,,,,168.0,29,18418,13943,21608,24562,20845,30746,13021,24280,32705,30783,10611,9072,16795,13298,39452,44549,16747,11751,7598,16715,26963,31276,31342,18656,51680,2483
,,,,,,,168.0,30,18313,13553,21005,26833,21686,31725,13497,24694,33110,30342,10784,9198,17142,14401,42147,46944,16893,11988,7693,16910,30470,33408,33893,18706,52934,2549
,,,,,,,168.0,31,18581,13570,21032,29373,22853,33650,14521,26285,35067,31136,11201,9491,18002,15783,45855,50430,16857,12634,8031,17921,33732,35995,37346,19139,56753,2741
,,,,,,,168.0,32,18993,13707,21244,33775,23688,36107,16190,28025,37753,32268,11870,10050,19132,17248,48719,54870,17495,13518,8613,19423,36493,38295,40417,20059,63138,3084
,,,,,,,168.0,33,20074,14479,22442,37365,23576,37716,16941,30354,42115,35199,12301,10458,20574,17952,49917,56237,18676,14301,9443,21107,36949,39819,42606,21419,67857,3311
,,,,,,,168.0,34,21524,15714,24371,39015,23996,38045,17222,30952,43606,40282,12569,10769,20849,18468,50816,57236,19611,14461,9670,21486,36418,40342,43278,22998,68746,3342
,,,,,,,168.0,35,22424,16746,25970,39803,24899,38555,17745,30807,44106,43952,13191,11276,21250,18689,52263,58782,20067,14570,9676,21619,35741,40625,43154,23862,68193,3293
,,,,,,,168.0,36,22507,17353,26904,40983,25745,39137,18018,30267,44457,44842,13738,11744,21613,19096,53310,59917,19725,14784,9786,21462,35828,41104,43331,24003,67748,3274
,,,,,,,168.0,37,22547,17776,27545,41679,26375,39598,18567,30647,45288,44209,14192,12127,21591,19459,54427,61086,19731,14940,9878,21831,36057,41763,43659,23878,67843,3274
,,,,,,,168.0,38,22821,18465,28609,41847,26354,39847,18672,30676,46280,45741,14279,12220,21754,19381,54435,61025,20021,15060,9844,22040,35716,42024,43500,24274,67743,3273
,,,,,,,168.0,39,23086,19031,29488,42523,26833,39863,18808,30172,45857,46381,14457,12341,21732,19739,55514,61696,20660,14887,9719,21754,36730,42746,43965,24641,66276,3199
,,,,,,,168.0,40,23247,19428,30105,45613,28565,41346,19746,30364,46615,46380,15116,12799,22236,21413,59441,65367,20632,14992,9833,21904,41422,45929,47687,24811,65959,3188
,,,,,,,168.0,41,23202,19494,30208,52969,30901,44790,21404,32390,50593,45657,15873,13310,23524,23859,66229,71348,21447,16000,10706,23301,50098,52020,55742,25074,68971,3355
,,,,,,,168.0,42,23951,20072,31108,60073,34810,49402,24199,36033,57442,46546,17144,14238,25838,26906,74907,78879,23957,17700,12072,25565,56106,57890,65090,26410,74311,3640
,,,,,,,168.0,43,26270,21693,33630,56880,35121,50969,24051,40024,63784,51141,17796,14837,26890,25358,70125,75335,27285,19582,13403,28570,52236,56687,63985,28956,82673,4070
,,,,,,,168.0,44,29674,23835,36967,49420,32191,46735,21416,39851,58456,58342,16751,14095,24838,22586,62577,67797,30825,18931,12675,28598,45580,51091,56703,32424,84849,4143
,,,,,,,168.0,45,31623,27171,42151,43606,31386,42866,19793,36106,50263,63015,16327,13762,23418,21568,59805,64798,27387,16755,11030,25658,42864,47019,51228,33280,77375,3729
,,,,,,,168.0,46,28084,25193,39075,39319,30694,41359,18959,34639,47403,56481,16049,13517,22833,20383,56833,62224,22393,15878,10351,24582,39943,44482,47729,29772,74320,3565
,,,,,,,168.0,47,24522,21839,33861,35036,29740,39381,17795,33083,44459,47142,15593,13124,21971,18779,52740,58888,20960,15084,9772,23450,37230,41975,44212,26757,71143,3402
,,,,,,,168.0,48,23081,20509,31801,32083,28694,37591,16734,30741,40940,43333,15032,12612,20850,17621,49836,56459,19592,14091,9015,21863,36082,40137,41920,25068,66138,3161
,,,,,,,168.0,49,21564,19033,29512,29133,30850,36356,15749,29113,38822,39541,14551,12135,19877,16796,48362,54711,17890,13473,8488,20623,35631,39063,40622,23020,62181,2979
,,,,,,,168.0,50,19914,17264,26765,27778,29763,35478,15147,27097,36909,35440,13912,11584,19279,16473,47344,53535,16832,13091,8098,19432,35863,38561,39968,21231,59227,2850
,,,,,,,168.0,51,18950,15801,24490,27690,29392,35151,14812,26550,35903,32294,13472,11225,18918,16476,47137,53074,16044,12941,7936,18976,36576,38586,40160,20248,58075,2805
,,,,,,,168.0,52,18201,14727,22821,28882,29608,35145,14720,26416,35372,30432,13339,11083,18771,16839,48074,53529,15815,12863,7872,18799,38157,39197,41421,19546,57862,2799
,,,,,,,,53,17868,14130,21896,31993,30367,35526,14859,26870,35941,29677,13337,11050,18845,17430,49732,54727,16031,13089,8003,19002,40887,40603,43986,19290,58982,2861
,,,,,,,,54,17828,13796,21381,37483,31950,37203,16130,27762,37062,29181,13928,11484,19299,19267,54603,59473,16289,13424,8230,19359,46329,43737,48748,19377,61105,2969
,,,,,,,,55,18117,13844,21455,41908,42280,42144,19636,30579,41426,29895,16636,13442,21050,22465,65912,73154,16221,14413,8974,21115,52612,48656,55833,20073,67596,3296
,,,,,,,,56,18994,14178,21971,44842,58150,45613,22624,34981,50379,31542,19994,16083,25283,24003,73006,77823,17634,15811,10159,24668,53483,50864,58101,21692,80516,3994
,,,,,,,,57,21196,15511,24038,45540,58503,46272,22800,37076,55653,36197,21191,17155,26766,23562,71538,75142,20113,16715,10988,26063,51374,49954,57102,24129,84204,4154
,,,,,,,,58,23499,17819,27630,44938,55242,44880,22281,35843,54302,43656,20914,17079,25917,22960,69578,72965,21498,16409,10822,25248,49427,48393,55523,25638,81060,3971
,,,,,,,,59,24243,19489,30221,43699,52298,43597,22082,33991,52349,47270,20715,16952,25112,22742,69078,71762,21459,15966,10466,24299,47732,47202,53705,25728,76120,3690
,,,,,,,,60,23423,19658,30470,43836,51460,43052,22107,32338,51242,46049,20758,17031,24849,23125,69282,71784,20688,15790,10383,23399,47280,46539,52992,25310,72687,3519
,,,,,,,,61,22941,19728,30561,43689,50671,42947,22496,32334,51392,43528,20968,17209,24435,23539,69945,72544,20774,15639,10383,23452,47518,46376,53299,24739,71579,3454
,,,,,,,,62,23007,20299,31446,43369,49895,42679,22461,32256,52125,43768,20789,17093,24288,23633,70050,72056,21109,15550,10360,23534,46839,46022,52850,25147,70856,3419
,,,,,,,,63,23225,20905,32386,44143,50399,42409,22466,31549,51635,43820,20944,17209,24166,24136,71001,72259,21796,15293,10303,23206,48240,45852,53302,25540,69481,3347
,,,,,,,,64,23360,21381,33125,48222,52562,43251,23128,31796,51850,44190,21673,17735,24317,25929,75340,75712,21757,15277,10434,23252,53656,48470,57464,25821,69388,3346
,,,,,,,,65,23380,21576,33429,58187,57803,46226,24784,34156,55431,43865,22975,18655,25250,28686,83499,81622,22735,16165,11200,24606,62781,54588,66274,26046,72794,3532
,,,,,,,,66,24125,22119,34275,68943,65607,51045,27624,37985,61697,44892,24656,19863,27440,31735,93838,89716,25401,17792,12302,26758,69052,61395,75967,27340,78392,3834
,,,,,,,,67,26247,23456,36359,69469,70942,53183,27412,41804,67583,49115,25940,20925,28859,30226,89584,86853,28589,19705,13429,29378,64233,60471,74929,29789,86581,4258
,,,,,,,,68,29614,25387,39370,63374,71150,49130,24895,41930,62231,56198,25202,20380,26816,27211,82741,79635,31798,18736,12483,29281,56557,55128,67121,33171,88180,4302
,,,,,,,,69,31467,28399,44052,57731,71748,45508,23179,38216,54358,61284,25116,20278,25728,26206,80549,77024,28047,16590,10865,26312,53418,51000,61029,33911,79962,3853
,,,,,,,,70,28295,26130,40525,53154,45021,43385,20831,36842,51346,55171,20130,16616,25232,24241,69530,70372,23090,15768,10055,25252,48256,48034,55430,30477,76417,3668
,,,,,,,,71,24904,22628,35084,48596,40665,40308,18939,34407,44852,46571,18697,15505,22920,22368,63998,65029,21546,14721,9114,23676,44664,44711,50920,27448,71684,3422
,,,,,,,,72,23224,21185,32849,45440,39830,38017,17594,31594,40664,43153,18057,14944,21403,21113,60854,61725,19179,13581,8367,21714,43225,42574,48276,25605,65309,3114
,,,,,,,,73,21558,19530,30279,43472,39963,36238,16421,29669,38907,39268,17243,14207,20115,20242,58866,59297,17451,12781,8218,20234,42126,41435,46610,23384,60143,2876
,,,,,,,,74,19972,17678,27402,42958,38503,35141,15689,28246,36873,35138,16267,13401,19174,19820,57673,57922,16572,12368,7868,19049,42308,40591,45946,21530,56630,2714
,,,,,,,,75,19006,16330,25307,43070,38052,34598,15284,27559,35754,32294,15781,13011,18682,19913,57353,57268,15825,12144,7651,18467,42715,40446,46094,20400,55003,2647
,,,,,,,,76,18421,15289,23687,44461,38152,34410,15136,27238,35219,30438,15578,12817,18388,20228,57875,57648,15717,11994,7619,18158,44233,40950,47119,19749,54251,2615
,,,,,,,,77,18171,14637,22678,47795,39169,34629,15245,27491,35526,29751,15479,12713,18326,20743,59258,58589,15951,12110,7732,18237,46818,42202,49409,19463,54733,2646
,,,,,,,,78,18086,14246,22075,53264,40656,36090,16330,28166,36373,29284,15981,13076,18672,22469,64009,63231,16221,12395,7929,18476,52212,45116,54208,19541,56305,2726
,,,,,,,,79,18424,14284,22133,57095,50789,40482,19507,30748,40571,29960,19191,15356,20245,25709,76436,75824,16301,13314,8655,20010,60166,49963,63543,20296,61840,3003
,,,,,,,,80,19222,14565,22566,57588,70184,43592,22223,35399,48261,31509,23101,18409,23738,27075,83939,79968,17653,14660,9884,23376,58872,51491,63818,21979,72237,3557
,,,,,,,,81,21425,15896,24630,54586,72839,43321,22299,36331,52735,36037,24259,19464,24889,26152,81942,76677,20079,15387,10652,24494,52951,49046,58731,24525,76039,3730
,,,,,,,,82,23806,18156,28147,50393,68411,41438,21468,34094,51137,43251,23426,18985,23836,25112,78992,73226,21750,14967,10400,23648,48629,46139,54364,26122,73053,3558
,,,,,,,,83,24501,19791,30684,46422,62817,40258,21178,32302,49163,47231,22790,18554,22962,24125,76500,71431,21403,14495,10034,22968,45559,43876,50979,25994,69425,3342
,,,,,,,,84,23807,19895,30834,44638,60552,39415,20863,30519,48288,45812,22612,18486,22614,23921,75315,69925,20549,14352,9966,22178,44284,42737,49391,25222,67093,3226
,,,,,,,,85,23349,19864,30768,43403,59104,38923,21025,30437,47917,43201,22527,18440,22089,23769,74803,69786,20468,14258,9968,22351,43863,42209,49058,24693,66609,3194
,,,,,,,,86,23080,20423,31635,42503,56988,38539,20951,30380,48267,43491,21993,18054,21968,23387,73541,68422,20838,14241,10011,22517,42634,41691,48117,24903,66533,3190
,,,,,,,,87,23354,21133,32738,43078,56577,38214,20888,30023,47784,43988,21913,17998,21945,23476,73836,67732,21310,14093,9949,22359,43610,41673,48603,25355,65949,3158
,,,,,,,,88,23610,21675,33579,46772,58310,39312,21640,30519,48293,44492,22415,18353,22388,25062,78395,70593,21406,14159,10171,22571,48658,44199,52433,25578,66318,3181
,,,,,,,,89,23471,21936,33985,55654,64204,42053,23267,32529,51991,44304,23614,19184,23275,27568,86490,76261,22217,15048,10913,23937,57402,49616,60530,25854,69422,3352
,,,,,,,,90,24375,22516,34889,65002,72681,46342,26015,35738,58170,45469,25644,20644,25186,30287,95866,83869,24832,16472,12030,25781,63286,55689,69672,27126,74208,3610
,,,,,,,,91,26480,24059,37293,64753,76734,47910,25642,39175,64020,49935,26427,21305,26099,28603,90740,80414,28159,18338,13167,28201,58490,54313,68256,29515,80647,3944
,,,,,,,,92,29721,25972,40276,58478,76421,44002,23027,38228,58650,56659,25632,20724,23951,25227,82745,73170,31272,17588,12361,27779,51124,48718,60557,32821,81132,3939
,,,,,,,,93,31603,28788,44655,53028,76200,40683,21325,34315,51535,61467,25260,20388,22898,23986,79730,70542,27631,15601,10778,24946,47828,44606,54401,33598,73331,3514
,,,,,,,,94,28348,26346,40860,48260,45295,38622,19194,32803,48605,55139,19922,16463,22293,21957,67627,63986,22882,14831,10018,23955,42758,41566,48952,30155,69830,3331
,,,,,,,,95,24875,22739,35255,43687,39624,35904,17546,30834,42722,46413,18352,15250,20326,19639,60850,58373,21366,13872,9140,22667,38873,38102,44095,27178,66029,3132
,,,,,,,,96,23123,21227,32914,40512,38647,33827,16281,28137,38764,42924,17533,14539,19121,18154,57197,55164,19109,12791,8325,20904,36784,35757,41001,25179,60689,2870
,,,,,,,,97,21428,19535,30286,39383,35696,32559,15536,26223,36816,38584,15987,13261,18123,16914,53645,52319,17275,12127,7838,19556,35359,34756,39335,23059,55979,2652
,,,,,,,,98,19704,17676,27399,38750,34482,31914,15002,24733,35170,34521,15000,12430,17646,16484,52264,51113,16304,11699,7517,18498,34726,34188,38397,21289,52806,2511
,,,,,,,,99,18726,16315,25282,39089,33912,31391,14613,24009,34139,31549,14476,12004,17286,16293,51671,50282,15402,11450,7348,17983,34721,34201,38357,20178,51392,2452
,,,,,,,,100,18032,15320,23734,40578,33705,31406,14463,23830,33555,29846,14218,11773,17111,16422,51773,50558,15191,11339,7304,17775,35648,34857,39165,19509,50744,2424
,,,,,,,,101,17747,14645,22688,44018,34260,31984,14634,24099,33990,29149,14075,11637,17204,16755,52733,51641,15303,11511,7433,17826,37836,36205,41261,19203,51275,2458
,,,,,,,,102,17571,14240,22063,50232,35462,33543,15717,24829,34990,28635,14524,11961,17716,18257,56908,56098,15513,11805,7691,18170,43144,39501,46159,19312,52819,2538
,,,,,,,,103,17968,14298,22152,53250,45667,37122,18424,27319,38901,29418,17123,13835,19346,21497,68496,65694,15595,12725,8399,19731,49184,44326,52880,20088,58330,2813
,,,,,,,,104,18797,14609,22632,53052,62758,40198,20597,30341,45347,30974,20373,16401,22312,22768,75101,69955,16847,14051,9465,22224,48249,45695,52367,21796,67924,3316
,,,,,,,,105,20914,15865,24580,48780,62634,40081,20711,32072,48727,35399,21181,17216,22951,22073,72760,67513,19042,14842,10232,24008,44439,43730,49776,24482,72644,3540
,,,,,,,,106,23172,18149,28135,44625,57900,38254,20028,30874,47209,42834,20553,16912,21978,21127,69808,64504,20627,14466,9961,23537,41124,40813,46574,26033,70273,3402
,,,,,,,,107,23885,19645,30456,41738,53652,36745,19636,29761,44690,46883,20008,16518,21004,20168,67823,63014,20249,13885,9590,22829,38813,38842,44075,25864,67295,3222
,,,,,,,,108,23294,19847,30758,41512,51459,36323,19525,28667,44877,45517,19434,16154,20838,20063,66084,61845,19393,13804,9544,22052,38052,37967,43164,25210,65661,3144
,,,,,,,,109,22870,19898,30821,41439,49421,35984,19649,29082,44669,43023,19222,16023,20406,20115,65420,61356,19387,13753,9598,22210,38034,38019,43703,24649,65691,3141
,,,,,,,,110,22937,20388,31582,41004,47491,35524,19560,29468,45182,43506,18777,15704,20084,19858,64432,60292,19751,13742,9693,22460,37370,37660,43306,24843,65797,3148
,,,,,,,,111,23003,21117,32714,41602,47194,35168,19538,29437,44875,43677,18714,15663,19876,20113,64398,60031,20333,13610,9725,22189,38022,37654,43563,25183,65380,3127
,,,,,,,,112,23309,21663,33562,44818,48889,35980,20244,29899,45235,44182,19215,16023,20179,21422,67903,62752,20480,13676,9902,22417,41831,39960,46775,25398,65780,3151
,,,,,,,,113,23303,21878,33895,51997,53446,38557,21727,31785,48430,43999,20242,16726,20889,23654,75149,68144,21391,14455,10590,23586,48981,44799,53158,25658,68905,3323
,,,,,,,,114,24101,22452,34790,60445,60574,42562,24180,34634,54083,45129,21854,17872,22576,26726,84785,75499,23931,15769,11682,25269,55224,50968,61841,27015,73216,3559
,,,,,,,,115,26317,23949,37123,58264,64619,44535,24073,37686,59955,49426,22497,18459,23650,25592,80011,73006,27160,17517,12638,27596,51097,50165,61026,29346,79025,3862
,,,,,,,,116,29379,25734,39908,51347,63695,40768,21601,36519,54713,56503,21632,17806,21712,22855,72941,66220,30195,16740,11786,27081,44999,45162,54029,32573,79170,3842
,,,,,,,,117,31463,28464,44153,45632,63797,37270,19904,33004,47657,62613,21297,17514,20505,21933,70520,63506,26922,14722,10310,24368,42395,41409,48712,33520,71490,3424
,,,,,,,,118,28257,26133,40530,41236,38581,35322,17974,31780,44846,57073,16999,14351,19809,20253,60349,57952,22263,13876,9596,23411,38412,38809,44258,30072,67945,3238
,,,,,,,,119,24906,22543,34952,36973,33770,33040,16507,29938,39958,48500,15785,13397,18263,18426,55001,53782,20728,12937,8809,22226,35158,35888,40359,27133,63977,3033
,,,,,,,,120,23307,21107,32728,33953,32509,30889,15272,27964,36201,45311,15146,12833,17095,17128,51613,50562,18574,11852,8017,20648,33535,33853,37841,25377,58631,2771
,,,,,,,,121,21730,19597,30383,32071,31567,29579,14193,26279,33898,41252,14042,11899,16006,16125,47860,47807,16818,11104,7414,19355,32461,32662,36424,23245,54069,2556
,,,,,,,,122,20091,17733,27488,30923,30491,28901,13633,24987,32401,36984,13323,11270,15510,15728,46783,46794,15896,10732,7052,18091,32226,32024,35657,21503,50791,2399
,,,,,,,,123,19242,16359,25352,30493,30193,28428,13308,24031,31589,34174,12851,10875,15102,15582,46138,46123,15319,10523,6907,17431,32443,31837,35678,20343,48818,2311
,,,,,,,,124,18680,15407,23872,31535,30004,28405,13225,23532,31075,32529,12664,10690,15002,15625,46656,46348,15229,10401,6862,17113,33777,32399,36838,19731,47754,2261
,,,,,,,,125,18506,14741,22840,34595,30323,28983,13407,23415,31512,31819,12569,10582,15131,16002,47568,47351,15329,10607,6978,17127,36002,33714,39148,19523,47955,2278
,,,,,,,,126,18463,14328,22204,40215,31534,30243,14378,23928,32500,31528,13010,10893,15591,17463,51768,51221,15523,10914,7254,17340,41188,36825,43867,19622,48875,2328
,,,,,,,,127,18809,14374,22275,43592,42093,33411,16872,26026,36246,32410,15320,12563,17093,19720,61714,58471,15600,11856,7955,18651,45159,40726,48939,20309,53265,2547
,,,,,,,,128,19690,14654,22708,44632,56069,36492,18737,28163,42198,34143,17630,14457,19918,21228,66858,62752,16892,13168,9085,20524,45424,41865,50093,22017,61201,2960
,,,,,,,,129,21920,15954,24723,42934,54823,36669,18836,30053,45751,38911,17879,14850,20698,20665,64091,60669,19257,14000,9857,22351,42077,40455,48245,24654,66267,3209
,,,,,,,,130,24068,18264,28321,40700,50765,35138,18179,29491,44636,46598,17099,14421,20038,19931,60677,57736,21080,13701,9705,22036,38744,38326,45443,26329,64785,3118
,,,,,,,,131,24886,19864,30803,39197,46814,34104,18113,28998,43417,51098,16714,14133,19400,19066,58868,56556,21063,13357,9407,21711,36608,36687,42983,26230,63282,3016
,,,,,,,,132,24386,20062,31099,39917,44346,33892,17980,28379,43281,50157,16215,13808,19425,18983,57292,55697,20389,13292,9404,21240,36009,36199,42328,25507,63064,3008
,,,,,,,,133,23965,19903,30836,40348,42503,33737,18175,28831,43471,47572,16001,13678,19056,19039,56369,55312,20390,13339,9556,21507,36055,36278,42622,24821,63745,3043
,,,,,,,,134,23885,20290,31436,40316,40565,33554,18127,29278,44064,47772,15557,13359,18920,18693,55213,54429,20762,13394,9695,21702,35328,36079,42327,24964,64379,3076
,,,,,,,,135,24078,20784,32202,40946,40309,33306,18168,29187,43807,47836,15493,13298,18844,18691,55365,54173,21515,13291,9785,21644,35708,35916,42303,25222,64510,3083
,,,,,,,,136,24206,21131,32741,43496,41895,34309,18854,29423,44419,48266,16045,13681,19163,19759,58582,56507,21613,13365,9976,21852,38888,37751,45114,25352,65149,3121
,,,,,,,,137,24244,21200,32847,49171,46096,36475,20203,31304,47612,48039,16974,14306,19862,21399,64270,60521,22366,14120,10739,23029,44934,41896,50873,25666,68378,3297
,,,,,,,,138,25047,21665,33574,55955,51864,39830,22490,33666,52731,49349,18265,15219,21410,24114,72486,66590,24665,15384,11802,24489,50064,46844,58293,26912,72491,3524
,,,,,,,,139,27266,23089,35792,52223,53959,41381,22152,35954,57691,54282,18538,15512,22213,22518,67450,63745,27572,16939,12749,26288,45169,45197,55958,29070,76764,3751
,,,,,,,,140,30337,24987,38753,45367,51946,37638,19558,34319,52490,61203,17555,14783,20274,19656,59525,56865,30851,16041,11914,25426,38901,40207,48845,31999,75590,3670
,,,,,,,,141,31935,27849,43203,40322,51431,34428,17933,30448,45787,66020,17083,14387,19078,18749,56787,54318,27617,14074,10461,22512,36887,36741,43937,32706,67279,3225
,,,,,,,,142,28536,25521,39585,37011,32215,32774,16486,28865,43201,59230,14093,12174,18453,17588,50011,50688,23039,13322,9795,21383,34125,34419,40695,29176,63105,3008
,,,,,,,,143,25023,22038,34173,33442,28161,30912,15210,27686,38863,49739,13229,11499,17298,16270,45818,47185,21584,12590,9012,20481,31167,31625,37321,26426,59857,2839
,,,,,,,,144,23432,20801,32259,30644,27265,29325,14125,26181,35687,46160,12853,11159,16337,15141,43076,44546,19397,11814,8287,19234,29393,29637,34674,24928,55921,2642
,,,,,,,,145,21968,19306,29936,30015,27494,29155,14020,24825,33918,42069,13140,11063,15758,14676,42874,44664,17668,11220,7911,18173,29728,29280,33904,23124,52101,2459
,,,,,,,,146,20627,17719,27470,28565,25862,29301,13533,25137,35033,38024,12295,10369,15910,13711,40429,42350,16988,11673,8187,18211,28134,28395,32615,21609,50778,2431
,,,,,,,,147,20142,16692,25868,27527,25589,28304,13137,23629,32917,35654,11983,10063,15516,13612,40199,41676,17927,11125,7858,17117,28282,27460,31567,21286,47674,2282
,,,,,,,,148,20563,16773,25960,27538,25551,28336,13039,23235,32693,35918,11806,9877,15446,13609,40327,41517,16926,11139,7838,16800,28518,27236,31369,20949,46450,2229
,,,,,,,,149,19694,15566,24087,28078,25682,28543,13028,22795,32783,33572,11665,9746,15465,13678,40623,41628,17249,11245,7894,16525,28984,27274,31365,20324,46021,2214
