Constraint,CapRes_1,CapRes_2,CapRes_3
t1,1.6748337497485358e-11,2.476392331653425e-11,2.4143433040331064e-12
t2,1.3692816882673052e-11,2.33854844822664e-11,2.3864072347774297e-12
t3,1.3275431440043569e-11,2.3125267855008516e-11,2.4162352151553583e-12
t4,1.3018719783807041e-11,2.2902872210005955e-11,2.4166949801732194e-12
t5,1.5556090879604916e-11,2.7048665463480013e-11,2.5381934344147703e-12
t6,1.747720751056489e-11,2.978396284402184e-11,2.897250026488951e-12
t7,2.4372071486393628e-11,3.359256988823566e-11,3.355062089054725e-12
t8,9.49403073993821e-10,4.0940726266959626e-11,3.7510653816157415e-12
t9,0.016094454547061057,3.068155769553519e-10,3.852439912119367e-12
t10,8.514360448789208e-10,4.531054946371737e-11,3.2597072223960363e-12
t11,2.9184467903880115e-10,3.817932530651747e-11,3.112036498199166e-12
t12,3.192331230514747e-10,4.914432025503595e-11,2.942535881277134e-12
t13,8.914336210694273e-11,4.8927080469625706e-11,2.757168517778941e-12
t14,5.486201076419572e-11,4.203103159239081e-11,2.6495182850270636e-12
t15,6.486241667555614e-11,2.897874761083095e-11,2.556181418124735e-12
t16,4.258255413196381e-11,2.6099442410075128e-11,2.643715971295871e-12
t17,6.713167715992873e-11,4.140171102513761e-11,3.220530354844839e-12
t18,0.01609445476454851,1.2493610936052603e-10,6.13284041317155e-12
t19,0.016094454782034806,3.1010852287133597e-10,5.45699955746881e-12
t20,7.181766700572995e-9,8.938058862591662e-11,4.105690240043772e-12
t21,1.1088997373435609e-10,2.7308163852540825e-10,3.728589724446593e-12
t22,0.016094454261297006,1.8031353403187363e-10,4.969832281367492e-12
t23,4.541918502060099e-11,3.7632328028694065e-11,2.532722772851822e-12
t24,2.8527927231451904e-11,3.2665847302766595e-11,5.588579094381862e-12
t25,2.7828690478593e-11,2.5545747016867313e-11,5.483374550927545e-12
t26,1.731131875615422e-11,2.224542937691194e-11,2.159867442450792e-12
t27,1.9289185301460627e-11,2.317697347056559e-11,1.664141800468091e-12
t28,2.0763319736071467e-11,2.2517709276198546e-11,8.912475978240371e-13
t29,2.6316382047403897e-11,2.0812085102341485e-11,2.115619599013466e-12
t30,4.8353779548597566e-11,1.9405641421707415e-11,2.3484812114917008e-12
t31,7.239930384998391e-11,2.3462433890429373e-11,2.867778740964701e-12
t32,1.1678675324773377e-10,2.5602545175416942e-11,3.2727910756319567e-12
t33,2.2198722204630525e-11,3.2180333134578354e-11,3.008619125417793e-12
t34,1.4979659641939527e-11,4.004687679208801e-11,2.3168872138185855e-12
t35,1.3344376230036513e-11,3.702408057010059e-11,2.1447321325459688e-12
t36,1.3043740042825559e-11,3.822924749164729e-11,2.04135813901263e-12
t37,1.2292389101753605e-11,3.6196046626211726e-11,2.001453947769903e-12
t38,1.1564629426957753e-11,3.429916134132277e-11,1.936188585362057e-12
t39,1.2198966564343674e-11,3.5341880304829094e-11,1.9350748428846975e-12
t40,1.1243027760038831e-11,3.4529370430404575e-11,1.924488372964685e-12
t41,3.3737523104361594e-11,3.155520454199442e-11,2.2831070718520372e-12
t42,9.13904337858761e-11,3.8586727877420503e-11,3.415781828062098e-12
t43,1.1336025222704132e-10,3.8872912308225705e-11,3.390821412679876e-12
t44,3.6463151645530954e-11,2.8469214311686574e-11,2.6655813194428245e-12
t45,2.99357688518378e-11,2.529537455542607e-11,2.4393227459077514e-12
t46,2.3824022612124646e-11,2.240676314945041e-11,2.239926035290317e-12
t47,1.7361993389454183e-11,2.0353060834027263e-11,2.004249707693489e-12
t48,1.545456542232628e-11,1.8866816263180697e-11,1.853919300669501e-12
t49,1.2853926769753834e-11,1.9212235952298597e-11,1.7755707949890923e-12
t50,9.944980216166197e-12,1.7681739889964942e-11,1.6869905273902543e-12
t51,8.842779828419004e-12,1.725108431666004e-11,1.656012115315792e-12
t52,8.778727233296669e-12,1.7275013039273147e-11,1.654196515118238e-12
t53,9.392004034000042e-12,1.758765295390523e-11,1.6718524492915515e-12
t54,9.581756919397486e-12,1.875507360772073e-11,1.7415353971116416e-12
t55,1.1220367308649474e-11,1.8939491434604282e-11,1.839548260317685e-12
t56,1.5906920157058142e-11,1.8630991326992614e-11,2.0307621079589846e-12
t57,1.1644175823460372e-11,2.132690701135092e-11,2.049444208511208e-12
t58,1.0765055128736848e-11,2.497493409558965e-11,2.082511781724965e-12
t59,1.0754888352249533e-11,2.6883527608802458e-11,1.9954733894175332e-12
t60,1.1221959808794452e-11,3.1171478773962546e-11,1.9761676393941248e-12
t61,1.0735848186146632e-11,3.2819680469656135e-11,1.981013526010453e-12
t62,1.004627327695926e-11,2.929770566837396e-11,1.942264451861059e-12
t63,1.034188254327303e-11,2.5704503276029683e-11,1.889843880322661e-12
t64,1.0744930778419386e-11,2.619543831828287e-11,1.8420098270855595e-12
t65,1.4180023752627217e-11,2.8098583983052102e-11,1.9925376507010567e-12
t66,2.3557267427110793e-11,2.4215756881431073e-11,2.638714394901405e-12
t67,3.124705319698026e-11,3.9715163973703224e-11,3.213812505475551e-12
t68,2.7773041286493985e-11,3.5337389010000345e-11,3.161621388771902e-12
t69,2.085196301883712e-11,3.4686233113418884e-11,2.9518197589310777e-12
t70,1.6305344497566797e-11,2.9495517603124816e-11,2.669351640413948e-12
t71,1.287498228542299e-11,2.6675142029887776e-11,2.38644481742449e-12
t72,1.1744977318817259e-11,1.945964523845839e-11,2.125418746872315e-12
t73,1.039815003784709e-11,1.6241550776961204e-11,1.940289896561022e-12
t74,9.613957720428094e-12,1.5169755708104152e-11,1.870769238896979e-12
t75,9.496922334905313e-12,1.4403268065912896e-11,1.8990572148317993e-12
t76,9.304870557400953e-12,1.642247502833404e-11,1.9251402187374977e-12
t77,9.192427129802023e-12,1.728152021084967e-11,1.964030365598826e-12
t78,9.50886957627127e-12,1.7121776873745303e-11,2.049243090604052e-12
t79,9.760909453589564e-12,5.1720993333148796e-11,2.1363763668299142e-12
t80,1.1867335868934244e-11,1.8426393300821933e-11,2.2516369202157446e-12
